trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,final_exit_pips,pnl_per_million,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl,partial_pnl_total
1,2021-06-15 05:00:00,0.768858,short,1.000000,49.876041,False,Standard (NTI+MB+IC),0.769858,10.000000,0.767705,0.766552,0.765014,2021-06-15 07:00:00,0.769944,stop_loss,0,2.000000,-1086.228774,-10.862288,-1086.228774,,,,,,,,,,
2,2021-06-15 07:15:00,0.768903,short,1.000000,40.190402,False,Standard (NTI+MB+IC),0.769903,10.000000,0.767749,0.766596,0.765058,2021-06-15 20:30:00,0.768883,trailing_stop,0,13.250000,1231.725116,0.198141,1231.725116,TP0,0.500000,706.317232,TP0,0.165000,190.303402,TP0,0.110550,127.503279,1024.123913
3,2021-06-15 22:15:00,0.769318,long,1.000000,49.411236,False,Standard (NTI+MB+IC),0.768527,7.910456,0.770472,0.771626,0.773164,2021-06-16 14:00:00,0.769359,trailing_stop,0,15.750000,828.073585,0.407622,828.073585,TP0,0.500000,251.086228,TP0,0.165000,190.406162,TP0,0.110550,127.572129,569.064519
4,2021-06-16 14:30:00,0.761430,short,1.000000,39.319991,False,Standard (NTI+MB+IC),0.762430,10.000000,0.760288,0.759146,0.757623,2021-06-16 15:00:00,0.762630,stop_loss,0,0.500000,-1199.495868,-11.994959,-1199.495868,,,,,,,,,,
5,2021-06-16 15:15:00,0.762949,short,1.000000,52.298248,False,Standard (NTI+MB+IC),0.763949,10.000000,0.761805,0.760660,0.759135,2021-06-16 21:15:00,0.762522,trailing_stop,0,6.000000,926.796929,4.272874,926.796929,TP0,0.500000,354.638454,TP0,0.165000,188.829946,TP0,0.110550,126.516064,669.984464
6,2021-06-16 21:30:00,0.762813,short,1.000000,19.441843,False,Standard (NTI+MB+IC),0.763813,10.000000,0.761668,0.760524,0.758999,2021-06-17 00:45:00,0.762715,trailing_stop,0,3.250000,97.629488,0.976295,97.629488,,,,,,,,,,
7,2021-06-17 05:45:00,0.759510,short,1.000000,38.946739,False,Standard (NTI+MB+IC),0.760510,10.000000,0.758371,0.757231,0.755712,2021-06-23 09:45:00,0.750065,trailing_stop,0,148.000000,1134.588457,94.447296,1134.588457,TP0,0.500000,564.956023,TP0,0.165000,187.978703,TP0,0.110550,125.945731,878.880457
8,2021-06-23 10:00:00,0.759515,long,1.000000,42.384021,False,Standard (NTI+MB+IC),0.758515,10.000000,0.760654,0.761793,0.763312,2021-06-23 11:15:00,0.758383,stop_loss,0,1.250000,-1131.967880,-11.319679,-1131.967880,,,,,,,,,,
9,2021-06-23 11:30:00,0.758756,long,1.000000,28.983240,False,Standard (NTI+MB+IC),0.757756,10.000000,0.759894,0.761032,0.762550,2021-06-23 12:45:00,0.757706,stop_loss,0,1.250000,-1049.634058,-10.496341,-1049.634058,,,,,,,,,,
10,2021-06-23 13:00:00,0.757564,long,1.000000,14.198223,False,Standard (NTI+MB+IC),0.756564,10.000000,0.758701,0.759837,0.761352,2021-06-23 18:30:00,0.757664,trailing_stop,0,5.500000,99.237078,0.992371,99.237078,,,,,,,,,,
