trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_pnl_total,final_exit_pips,pnl_per_million,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl
1,2012-01-04 19:00:00,1.032960,long,1.000000,41.018790,False,Standard (NTI+MB+IC),1.034564,16.033953,1.034510,1.036059,1.038125,2012-01-04 19:45:00,1.032997,trailing_stop,0,0.750000,497.968653,TP0,0.500000,479.807606,479.807606,0.363221,497.968653,,,,,,
2,2012-01-04 20:15:00,1.032012,short,1.000000,54.360677,False,Standard (NTI+MB+IC),1.033012,10.000000,1.030464,1.028916,1.026852,2012-01-04 21:45:00,1.033136,stop_loss,0,1.500000,-1124.125297,,,,,-11.241253,-1124.125297,,,,,,
3,2012-01-04 22:00:00,1.031972,short,1.000000,50.200260,False,Standard (NTI+MB+IC),1.032972,10.000000,1.030424,1.028876,1.026812,2012-01-05 01:45:00,1.031967,trailing_stop,0,3.750000,283.795983,TP0,0.500000,281.161476,281.161476,0.052690,283.795983,,,,,,
4,2012-01-05 03:45:00,1.028425,short,1.000000,30.202353,False,Standard (NTI+MB+IC),1.029425,10.000000,1.026882,1.025339,1.023283,2012-01-05 07:30:00,1.027013,trailing_stop,0,3.750000,1627.831977,TP0,0.500000,857.314247,1282.387856,14.115079,1627.831977,TP0,0.165000,254.535096,TP0,0.110550,170.538514
5,2012-01-05 07:45:00,1.026870,short,1.000000,41.739731,False,Standard (NTI+MB+IC),1.027870,10.000000,1.025329,1.023789,1.021735,2012-01-05 08:15:00,1.027983,stop_loss,0,0.500000,-1112.847182,,,,,-11.128472,-1112.847182,,,,,,
6,2012-01-05 08:30:00,1.028291,short,1.000000,18.029064,False,Standard (NTI+MB+IC),1.029291,10.000000,1.026749,1.025206,1.023150,2012-01-05 13:45:00,1.026834,trailing_stop,0,5.250000,1221.768068,TP0,0.500000,450.570926,875.589362,14.568847,1221.768068,TP0,0.165000,254.502058,TP0,0.110550,170.516379
7,2012-01-05 18:45:00,1.024982,short,1.000000,37.416068,False,Standard (NTI+MB+IC),1.025982,10.000000,1.023445,1.021907,1.019857,2012-01-05 20:30:00,1.026158,stop_loss,0,1.750000,-1175.702257,,,,,-11.757023,-1175.702257,,,,,,
8,2012-01-05 23:45:00,1.022529,short,1.000000,28.931779,False,Standard (NTI+MB+IC),1.023529,10.000000,1.020995,1.019461,1.017416,2012-01-06 00:30:00,1.022499,trailing_stop,0,0.750000,892.646664,TP0,0.500000,629.437453,882.513349,0.302487,892.646664,TP0,0.165000,253.075897,,,
9,2012-01-06 00:45:00,1.022356,short,1.000000,43.231335,False,Standard (NTI+MB+IC),1.023356,10.000000,1.020823,1.019289,1.017245,2012-01-06 01:15:00,1.023512,stop_loss,0,0.500000,-1156.009931,,,,,-11.560099,-1156.009931,,,,,,
10,2012-01-06 01:30:00,1.024073,short,1.000000,18.390620,False,Standard (NTI+MB+IC),1.025073,10.000000,1.022537,1.021001,1.018953,2012-01-06 03:00:00,1.024012,trailing_stop,0,1.500000,342.180017,TP0,0.500000,311.665116,311.665116,0.610298,342.180017,,,,,,
11,2012-01-08 17:15:00,1.020742,short,1.000000,27.144446,False,Standard (NTI+MB+IC),1.021742,10.000000,1.019211,1.017680,1.015638,2012-01-09 03:00:00,1.017562,trailing_stop,0,9.750000,1016.429831,TP0,0.500000,250.872847,672.770929,31.802310,1016.429831,TP0,0.165000,252.633582,TP0,0.110550,169.264500
12,2012-01-09 03:15:00,1.021416,short,1.000000,51.777497,False,Standard (NTI+MB+IC),1.019427,19.886985,1.019884,1.018351,1.016309,2012-01-09 03:30:00,1.019524,stop_loss,0,0.250000,1891.629866,,,,,18.916299,1891.629866,,,,,,
13,2012-01-09 03:45:00,1.022561,long,1.000000,59.125752,False,Standard (NTI+MB+IC),1.021561,10.000000,1.024095,1.025628,1.027673,2012-01-09 04:00:00,1.021472,stop_loss,0,0.250000,-1088.559535,,,,,-10.885595,-1088.559535,,,,,,
14,2012-01-09 04:15:00,1.020578,long,1.000000,55.110171,False,Standard (NTI+MB+IC),1.019578,10.000000,1.022109,1.023640,1.025681,2012-01-09 08:00:00,1.020668,trailing_stop,0,3.750000,1123.343553,TP0,0.500000,371.042161,792.872528,0.900316,1123.343553,TP0,0.165000,252.593034,TP0,0.110550,169.237333
15,2012-01-09 08:45:00,1.023335,long,1.000000,21.449210,False,Standard (NTI+MB+IC),1.022335,10.000000,1.024870,1.026405,1.028452,2012-01-09 09:30:00,1.023342,trailing_stop,0,0.750000,7.107040,,,,,0.071070,7.107040,,,,,,
16,2012-01-09 15:30:00,1.025495,long,1.000000,35.490880,False,Standard (NTI+MB+IC),1.024495,10.000000,1.027034,1.028572,1.030623,2012-01-09 15:45:00,1.024366,stop_loss,0,0.250000,-1129.405341,,,,,-11.294053,-1129.405341,,,,,,
17,2012-01-09 16:00:00,1.024019,long,1.000000,41.167614,False,Standard (NTI+MB+IC),1.023019,10.000000,1.025555,1.027091,1.029139,2012-03-02 01:30:00,1.079620,end_of_data,0,1257.500000,1223.422874,TP0,0.500000,455.408486,878.661215,556.008170,1223.422874,TP0,0.165000,253.444748,TP0,0.110550,169.807981
