trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,final_exit_pips,pnl_per_million,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl,partial_pnl_total
1,2015-02-11 06:30:00,0.771876,short,1.000000,41.726955,False,Standard (NTI+MB+IC),0.772876,10.000000,0.770718,0.769560,0.768017,2015-02-11 06:45:00,0.772910,stop_loss,0,0.250000,-1033.579464,-10.335795,-1033.579464,,,,,,,,,,
2,2015-02-11 07:00:00,0.773476,short,1.000000,44.624192,False,Standard (NTI+MB+IC),0.774476,10.000000,0.772316,0.771156,0.769609,2015-02-11 07:45:00,0.773453,trailing_stop,0,0.750000,23.398751,0.233988,23.398751,,,,,,,,,,
3,2015-02-11 08:00:00,0.774554,short,1.000000,34.101784,False,Standard (NTI+MB+IC),0.775554,10.000000,0.773392,0.772230,0.770681,2015-02-12 11:30:00,0.767343,trailing_stop,0,27.500000,1072.746272,72.102018,1072.746272,TP0,0.500000,491.831025,TP0,0.165000,191.702031,TP0,0.110550,128.440361,811.973418
4,2015-02-12 11:45:00,0.776171,long,1.000000,62.063992,False,Standard (NTI+MB+IC),0.775171,10.000000,0.777335,0.778499,0.780052,2015-02-12 12:30:00,0.775106,stop_loss,0,0.750000,-1065.010326,-10.650103,-1065.010326,,,,,,,,,,
5,2015-02-12 12:45:00,0.774286,long,1.000000,58.553988,False,Standard (NTI+MB+IC),0.773286,10.000000,0.775447,0.776609,0.778157,2015-02-12 15:45:00,0.774353,trailing_stop,0,3.000000,470.662145,0.673601,470.662145,TP0,0.500000,436.982118,,,,,,,436.982118
6,2015-02-12 16:00:00,0.773921,long,1.000000,13.696827,False,Standard (NTI+MB+IC),0.772921,10.000000,0.775081,0.776242,0.777790,2015-02-12 19:45:00,0.773975,trailing_stop,0,3.750000,963.656322,0.544836,963.656322,TP0,0.500000,494.691589,TP0,0.165000,191.545353,TP0,0.110550,128.335386,814.572328
7,2015-02-12 22:30:00,0.775544,long,1.000000,32.028590,False,Standard (NTI+MB+IC),0.774544,10.000000,0.776708,0.777871,0.779422,2015-02-13 03:00:00,0.776742,trailing_stop,0,4.500000,1239.541665,11.975394,1239.541665,TP0,0.500000,657.864558,TP0,0.165000,191.947207,TP0,0.110550,128.604629,978.416394
8,2015-02-13 03:15:00,0.774963,long,1.000000,18.339980,False,Standard (NTI+MB+IC),0.774734,2.294235,0.776126,0.777288,0.778838,2015-02-13 03:45:00,0.774591,stop_loss,0,0.500000,-372.644258,-3.726443,-372.644258,,,,,,,,,,
9,2015-02-13 04:00:00,0.774852,long,1.000000,19.373238,False,Standard (NTI+MB+IC),0.774834,0.186982,0.776015,0.777177,0.778727,2015-02-13 04:15:00,0.774755,stop_loss,0,0.250000,-97.296029,-0.972960,-97.296029,,,,,,,,,,
10,2015-02-13 04:45:00,0.773986,long,1.000000,36.138574,False,Standard (NTI+MB+IC),0.774846,8.602161,0.775147,0.776308,0.777856,2015-02-13 05:00:00,0.774775,stop_loss,0,0.250000,789.468380,7.894684,789.468380,,,,,,,,,,
11,2015-02-13 05:15:00,0.773433,short,1.000000,40.878398,False,Standard (NTI+MB+IC),0.774433,10.000000,0.772273,0.771113,0.769566,2015-02-13 06:15:00,0.774454,stop_loss,0,1.000000,-1021.494129,-10.214941,-1021.494129,,,,,,,,,,
12,2015-02-13 11:00:00,0.777337,long,1.000000,44.101525,False,Standard (NTI+MB+IC),0.776337,10.000000,0.778503,0.779669,0.781224,2015-02-13 14:45:00,0.776236,stop_loss,0,3.750000,-1100.964177,-11.009642,-1100.964177,,,,,,,,,,
13,2015-02-16 22:00:00,0.780569,long,1.000000,29.675585,False,Standard (NTI+MB+IC),0.779569,10.000000,0.781740,0.782911,0.784472,2015-02-17 01:00:00,0.779520,stop_loss,0,3.000000,-1049.271951,-10.492720,-1049.271951,,,,,,,,,,
14,2015-02-18 10:00:00,0.777965,short,1.000000,33.286026,False,Standard (NTI+MB+IC),0.778965,10.000000,0.776798,0.775631,0.774075,2015-02-18 10:45:00,0.779139,stop_loss,0,0.750000,-1174.344444,-11.743444,-1174.344444,,,,,,,,,,
15,2015-02-18 11:00:00,0.778398,short,1.000000,31.303240,False,Standard (NTI+MB+IC),0.779398,10.000000,0.777230,0.776063,0.774506,2015-02-18 13:15:00,0.778350,trailing_stop,0,2.250000,382.951758,0.479961,382.951758,TP0,0.500000,358.953730,,,,,,,358.953730
16,2015-02-18 14:00:00,0.782207,short,1.000000,17.944226,False,Standard (NTI+MB+IC),0.780052,21.546938,0.781034,0.779861,0.778296,2015-02-18 14:30:00,0.780189,stop_loss,0,0.500000,1739.360312,20.181609,1739.360312,TP0,0.330000,387.192536,,,,,,,387.192536
17,2015-02-18 14:45:00,0.781651,long,1.000000,46.153624,False,Standard (NTI+MB+IC),0.780651,10.000000,0.782824,0.783996,0.785559,2015-02-18 16:45:00,0.781679,trailing_stop,0,2.000000,383.650129,0.283315,383.650129,TP0,0.500000,369.484378,,,,,,,369.484378
18,2015-02-18 17:00:00,0.781221,long,1.000000,18.873417,False,Standard (NTI+MB+IC),0.780221,10.000000,0.782393,0.783564,0.785127,2015-02-18 23:45:00,0.781540,trailing_stop,0,6.750000,1143.201262,3.188825,1143.201262,TP0,0.500000,559.623810,TP0,0.165000,193.352136,TP0,0.110550,129.545931,882.521878
19,2015-02-19 00:00:00,0.780068,long,1.000000,27.626184,False,Standard (NTI+MB+IC),0.780943,8.749486,0.781238,0.782408,0.783968,2015-02-19 00:15:00,0.780761,stop_loss,0,0.250000,693.510392,6.935104,693.510392,,,,,,,,,,
20,2015-02-19 00:30:00,0.779113,long,1.000000,58.867755,False,Standard (NTI+MB+IC),0.780904,17.907622,0.780282,0.781450,0.783009,2015-02-19 02:45:00,0.779145,trailing_stop,0,2.250000,1558.319677,0.316947,1558.319677,TP0,0.500000,1008.439222,TP0,0.165000,192.830498,TP0,0.110550,129.196433,1330.466153
21,2015-02-19 03:30:00,0.778362,short,1.000000,35.579430,False,Standard (NTI+MB+IC),0.779362,10.000000,0.777195,0.776027,0.774471,2015-02-19 06:15:00,0.778354,trailing_stop,0,2.750000,1159.421159,0.082512,1159.421159,TP0,0.500000,586.215346,TP0,0.165000,192.644702,TP0,0.110550,129.071950,907.931998
