trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,final_exit_pips,pnl_per_million,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl,partial_pnl_total
1,2016-04-13 01:45:00,0.767363,long,1.000000,13.381870,False,Standard (NTI+MB+IC),0.767814,4.506583,0.768515,0.769666,0.771200,2016-04-13 02:00:00,0.767766,stop_loss,0,0.250000,402.302240,4.023022,402.302240,,,,,,,,,,
2,2016-04-13 02:15:00,0.766102,long,1.000000,37.130533,False,Standard (NTI+MB+IC),0.767846,17.441334,0.767251,0.768400,0.769932,2016-04-13 02:30:00,0.767791,stop_loss,0,0.250000,1689.420007,16.894200,1689.420007,,,,,,,,,,
3,2016-04-13 02:45:00,0.764558,short,1.000000,47.451258,False,Standard (NTI+MB+IC),0.765558,10.000000,0.763411,0.762264,0.760735,2016-04-13 03:00:00,0.765627,stop_loss,0,0.250000,-1069.567999,-10.695680,-1069.567999,,,,,,,,,,
4,2016-04-13 03:15:00,0.765888,short,1.000000,52.003637,False,Standard (NTI+MB+IC),0.766888,10.000000,0.764739,0.763591,0.762059,2016-04-13 05:00:00,0.767037,stop_loss,0,1.750000,-1148.355519,-11.483555,-1148.355519,,,,,,,,,,
5,2016-04-13 05:15:00,0.767499,short,1.000000,17.648734,False,Standard (NTI+MB+IC),0.768259,7.592315,0.766348,0.765197,0.763662,2016-04-14 04:30:00,0.765100,trailing_stop,0,23.250000,875.331884,23.993884,875.331884,TP0,0.500000,299.707323,TP0,0.165000,189.956105,TP0,0.110550,127.270590,616.934018
6,2016-04-14 05:30:00,0.769111,long,1.000000,42.579799,False,Standard (NTI+MB+IC),0.768111,10.000000,0.770265,0.771419,0.772957,2016-04-14 15:15:00,0.771035,trailing_stop,0,9.750000,906.196769,19.235739,906.196769,TP0,0.500000,329.362844,TP0,0.165000,190.355040,TP0,0.110550,127.537877,647.255761
7,2016-04-14 22:30:00,0.771145,long,1.000000,44.793267,False,Standard (NTI+MB+IC),0.770145,10.000000,0.772302,0.773459,0.775001,2016-04-14 23:15:00,0.770136,stop_loss,0,0.750000,-1009.030537,-10.090305,-1009.030537,,,,,,,,,,
8,2016-04-15 02:15:00,0.773115,long,1.000000,42.077533,False,Standard (NTI+MB+IC),0.772115,10.000000,0.774275,0.775435,0.776981,2016-04-15 02:45:00,0.772109,stop_loss,0,0.500000,-1006.358899,-10.063589,-1006.358899,,,,,,,,,,
9,2016-04-15 03:00:00,0.770901,long,1.000000,44.695305,False,Standard (NTI+MB+IC),0.769901,10.000000,0.772057,0.773214,0.774756,2016-04-15 04:30:00,0.770919,trailing_stop,0,1.500000,911.455987,0.180347,911.455987,TP0,0.500000,504.461988,TP0,0.165000,190.798016,TP0,0.110550,127.834671,823.094675
10,2016-04-15 05:00:00,0.772772,long,1.000000,26.456224,False,Standard (NTI+MB+IC),0.771772,10.000000,0.773931,0.775090,0.776636,2016-04-15 07:00:00,0.771648,stop_loss,0,2.000000,-1123.830268,-11.238303,-1123.830268,,,,,,,,,,
