trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl,partial_pnl_total,final_exit_pips,pnl_per_million
1,2017-04-06 18:15:00,0.753861,short,1.000000,32.937106,False,Standard (NTI+MB+IC),0.754361,5.000000,0.753182,0.752504,0.751599,2017-04-12 19:30:00,0.749099,trailing_stop,0,145.250000,889.965837,TP0,0.700000,686.423473,TP0,0.099000,67.168980,TP0,0.066330,45.003217,798.595670,47.612099,889.965837
2,2017-04-12 19:45:00,0.753690,long,1.000000,69.212499,False,Standard (NTI+MB+IC),0.753190,5.000000,0.754369,0.755047,0.755951,2017-04-12 20:30:00,0.753713,trailing_stop,0,0.750000,118.588086,TP0,0.700000,111.787394,,,,,,,111.787394,0.226690,118.588086
3,2017-04-12 20:45:00,0.753684,long,1.000000,52.311182,False,Standard (NTI+MB+IC),0.753184,5.000000,0.754362,0.755041,0.755945,2017-04-18 04:30:00,0.759105,trailing_stop,0,127.750000,333.650332,TP0,0.700000,130.155635,TP0,0.099000,67.153250,TP0,0.066330,44.992678,242.301563,54.210339,333.650332
4,2017-04-18 04:45:00,0.754324,short,1.000000,59.866068,False,Standard (NTI+MB+IC),0.754824,5.000000,0.753645,0.752967,0.752061,2017-04-18 06:30:00,0.754298,trailing_stop,0,1.750000,208.537311,TP0,0.700000,136.028807,TP0,0.099000,67.210298,,,,203.239105,0.263592,208.537311
5,2017-04-18 06:45:00,0.753956,short,1.000000,44.113496,False,Standard (NTI+MB+IC),0.754456,5.000000,0.753277,0.752599,0.751694,2017-04-18 07:15:00,0.754537,stop_loss,0,0.500000,-581.026584,,,,,,,,,,,-5.810266,-581.026584
6,2017-04-18 07:30:00,0.754893,short,1.000000,18.634940,False,Standard (NTI+MB+IC),0.755393,5.000000,0.754214,0.753535,0.752629,2017-04-18 08:15:00,0.754883,trailing_stop,0,0.750000,208.532337,TP0,0.700000,205.331332,,,,,,,205.331332,0.106700,208.532337
7,2017-04-18 09:15:00,0.754171,short,1.000000,22.159305,False,Standard (NTI+MB+IC),0.754671,5.000000,0.753492,0.752814,0.751909,2017-04-18 10:15:00,0.754152,trailing_stop,0,1.000000,265.409559,TP0,0.700000,259.733404,,,,,,,259.733404,0.189205,265.409559
8,2017-04-18 10:30:00,0.754005,short,1.000000,28.051912,False,Standard (NTI+MB+IC),0.754505,5.000000,0.753326,0.752647,0.751743,2017-04-18 11:00:00,0.754698,stop_loss,0,0.500000,-693.178978,,,,,,,,,,,-6.931790,-693.178978
9,2017-04-18 21:45:00,0.753008,short,1.000000,40.416125,False,Standard (NTI+MB+IC),0.753508,5.000000,0.752330,0.751652,0.750749,2017-04-20 04:15:00,0.750823,trailing_stop,0,30.500000,509.748006,TP0,0.700000,306.435910,TP0,0.099000,67.092992,TP0,0.066330,44.952305,418.481206,21.848852,509.748006
10,2017-04-20 04:30:00,0.752617,long,1.000000,59.462109,False,Standard (NTI+MB+IC),0.752117,5.000000,0.753294,0.753972,0.754875,2017-04-20 04:45:00,0.752016,stop_loss,0,0.250000,-601.233624,,,,,,,,,,,-6.012336,-601.233624
11,2017-04-20 05:00:00,0.752266,long,1.000000,52.972107,False,Standard (NTI+MB+IC),0.751766,5.000000,0.752943,0.753620,0.754523,2017-04-20 05:15:00,0.751760,stop_loss,0,0.250000,-505.986700,,,,,,,,,,,-5.059867,-505.986700
12,2017-04-20 05:30:00,0.752050,long,1.000000,20.062894,False,Standard (NTI+MB+IC),0.751550,5.000000,0.752727,0.753404,0.754306,2017-04-20 06:00:00,0.751516,stop_loss,0,0.500000,-533.941575,,,,,,,,,,,-5.339416,-533.941575
13,2017-04-20 06:15:00,0.751559,long,1.000000,16.177556,False,Standard (NTI+MB+IC),0.751059,5.000000,0.752236,0.752912,0.753814,2017-04-20 19:15:00,0.752865,trailing_stop,0,13.000000,539.518933,TP0,0.700000,336.597962,TP0,0.099000,66.963920,TP0,0.066330,44.865826,448.427708,13.061264,539.518933
14,2017-04-20 19:30:00,0.752069,short,1.000000,49.955776,False,Standard (NTI+MB+IC),0.752569,5.000000,0.751392,0.750715,0.749813,2017-04-20 20:00:00,0.752075,trailing_stop,0,0.500000,186.363859,TP0,0.700000,188.156768,,,,,,,188.156768,-0.059764,186.363859
15,2017-04-20 20:15:00,0.751919,short,1.000000,49.418622,False,Standard (NTI+MB+IC),0.752419,5.000000,0.751243,0.750566,0.749664,2017-04-20 21:15:00,0.752429,stop_loss,0,1.000000,-13.410117,TP0,0.700000,139.486259,,,,,,,139.486259,-5.096546,-13.410117
16,2017-04-20 21:30:00,0.752578,short,1.000000,21.585793,False,Standard (NTI+MB+IC),0.752680,1.019013,0.751901,0.751224,0.750321,2017-04-20 21:45:00,0.752857,stop_loss,0,0.250000,-278.463461,,,,,,,,,,,-2.784635,-278.463461
17,2017-04-20 22:15:00,0.752951,short,1.000000,43.671340,False,Standard (NTI+MB+IC),0.752679,2.715970,0.752273,0.751596,0.750692,2017-04-20 22:30:00,0.752811,stop_loss,0,0.250000,139.795919,,,,,,,,,,,1.397959,139.795919
18,2017-04-21 01:30:00,0.753979,long,1.000000,45.044801,False,Standard (NTI+MB+IC),0.753479,5.000000,0.754657,0.755336,0.756241,2017-04-21 03:30:00,0.753341,stop_loss,0,2.000000,-637.448725,,,,,,,,,,,-6.374487,-637.448725
19,2017-04-21 03:45:00,0.753436,long,1.000000,37.022301,False,Standard (NTI+MB+IC),0.752936,5.000000,0.754115,0.754793,0.755697,2017-04-21 05:00:00,0.753392,trailing_stop,0,1.250000,269.215024,TP0,0.700000,282.489232,,,,,,,282.489232,-0.442474,269.215024
20,2017-04-21 06:15:00,0.751717,long,1.000000,34.919370,False,Standard (NTI+MB+IC),0.752734,10.169602,0.752394,0.753070,0.753972,2017-04-21 06:30:00,0.752714,stop_loss,0,0.250000,997.144726,,,,,,,,,,,9.971447,997.144726
21,2017-04-21 06:45:00,0.752437,short,1.000000,38.995682,False,Standard (NTI+MB+IC),0.752937,5.000000,0.751760,0.751083,0.750180,2017-04-21 08:15:00,0.752423,trailing_stop,0,1.500000,424.582057,TP0,0.700000,354.831324,TP0,0.099000,67.042128,,,,421.873452,0.134756,424.582057
22,2017-04-23 17:15:00,0.756954,long,1.000000,39.726497,False,Standard (NTI+MB+IC),0.756454,5.000000,0.757635,0.758316,0.759224,2017-04-23 18:00:00,0.756987,trailing_stop,0,0.750000,161.594462,TP0,0.700000,151.458356,,,,,,,151.458356,0.337870,161.594462
23,2017-04-24 05:15:00,0.757813,long,1.000000,61.568254,False,Standard (NTI+MB+IC),0.757313,5.000000,0.758495,0.759177,0.760086,2017-04-24 06:15:00,0.757849,trailing_stop,0,1.000000,331.159721,TP0,0.700000,320.195842,,,,,,,320.195842,0.365463,331.159721
24,2017-04-24 06:30:00,0.757860,long,1.000000,55.309648,False,Standard (NTI+MB+IC),0.757360,5.000000,0.758542,0.759224,0.760134,2017-04-24 07:15:00,0.757243,stop_loss,0,0.750000,-616.980671,,,,,,,,,,,-6.169807,-616.980671
25,2017-04-25 03:45:00,0.753318,short,1.000000,34.787151,False,Standard (NTI+MB+IC),0.753818,5.000000,0.752640,0.751962,0.751058,2017-04-25 06:15:00,0.753294,trailing_stop,0,2.500000,568.845248,TP0,0.700000,453.501299,TP0,0.099000,67.120621,TP0,0.066330,44.970816,565.592736,0.241517,568.845248
26,2017-04-25 06:30:00,0.752897,short,1.000000,46.428136,False,Standard (NTI+MB+IC),0.753397,5.000000,0.752219,0.751541,0.750638,2017-04-25 07:30:00,0.753541,stop_loss,0,1.000000,-644.223199,,,,,,,,,,,-6.442232,-644.223199
27,2017-04-25 08:00:00,0.753509,short,1.000000,29.029168,False,Standard (NTI+MB+IC),0.754009,5.000000,0.752831,0.752152,0.751248,2017-04-25 10:15:00,0.753475,trailing_stop,0,2.250000,358.831287,TP0,0.700000,167.109946,TP0,0.099000,67.137628,TP0,0.066330,44.982211,279.229785,0.332382,358.831287
28,2017-04-25 10:30:00,0.753642,short,1.000000,15.182251,False,Standard (NTI+MB+IC),0.754142,5.000000,0.752964,0.752286,0.751381,2017-04-25 11:45:00,0.753663,trailing_stop,0,1.250000,170.384993,TP0,0.700000,176.541511,,,,,,,176.541511,-0.205217,170.384993
29,2017-04-25 22:00:00,0.751650,short,1.000000,36.273711,False,Standard (NTI+MB+IC),0.752150,5.000000,0.750974,0.750297,0.749395,2017-04-25 23:15:00,0.751672,trailing_stop,0,1.250000,606.033122,TP0,0.700000,497.149796,TP0,0.099000,66.972034,TP0,0.066330,44.871263,608.993093,-0.219794,606.033122
30,2017-04-25 23:30:00,0.751801,short,1.000000,41.055247,False,Standard (NTI+MB+IC),0.752301,5.000000,0.751124,0.750448,0.749545,2017-04-26 00:15:00,0.751797,trailing_stop,0,0.750000,197.643031,TP0,0.700000,196.560710,,,,,,,196.560710,0.036077,197.643031
31,2017-04-26 00:30:00,0.751768,short,1.000000,32.589870,False,Standard (NTI+MB+IC),0.752268,5.000000,0.751091,0.750415,0.749512,2017-04-26 01:15:00,0.752302,stop_loss,0,0.750000,-534.495257,,,,,,,,,,,-5.344953,-534.495257
32,2017-04-26 02:45:00,0.749465,short,1.000000,34.775899,False,Standard (NTI+MB+IC),0.749965,5.000000,0.748791,0.748116,0.747217,2017-04-26 03:00:00,0.750140,stop_loss,0,0.250000,-674.813607,,,,,,,,,,,-6.748136,-674.813607
33,2017-04-26 03:15:00,0.749572,short,1.000000,44.441286,False,Standard (NTI+MB+IC),0.750072,5.000000,0.748898,0.748223,0.747324,2017-04-26 04:00:00,0.749523,trailing_stop,0,0.750000,198.225707,TP0,0.700000,183.554860,,,,,,,183.554860,0.489028,198.225707
34,2017-04-26 04:15:00,0.749879,short,1.000000,54.059136,False,Standard (NTI+MB+IC),0.750379,5.000000,0.749204,0.748529,0.747630,2017-04-26 05:00:00,0.750576,stop_loss,0,0.750000,-697.133542,,,,,,,,,,,-6.971335,-697.133542
35,2017-04-26 07:30:00,0.748635,short,1.000000,32.568544,False,Standard (NTI+MB+IC),0.749135,5.000000,0.747961,0.747288,0.746389,2017-04-26 22:45:00,0.747077,trailing_stop,0,15.250000,436.715250,TP0,0.700000,234.583768,TP0,0.099000,66.703389,TP0,0.066330,44.691271,345.978428,15.583241,436.715250
36,2017-04-27 08:15:00,0.746438,short,1.000000,39.000045,False,Standard (NTI+MB+IC),0.746938,5.000000,0.745767,0.745095,0.744199,2017-04-27 09:00:00,0.746466,trailing_stop,0,0.750000,354.713725,TP0,0.700000,362.862031,,,,,,,362.862031,-0.271610,354.713725
37,2017-04-27 09:15:00,0.745884,short,1.000000,35.226721,False,Standard (NTI+MB+IC),0.746384,5.000000,0.745212,0.744541,0.743646,2017-04-27 12:15:00,0.745548,trailing_stop,0,3.000000,1007.759248,TP0,0.700000,807.601261,TP0,0.099000,66.458239,TP0,0.066330,44.527020,918.586520,3.354197,1007.759248
38,2017-04-27 12:30:00,0.745509,short,1.000000,13.651299,False,Standard (NTI+MB+IC),0.746009,5.000000,0.744838,0.744167,0.743273,2017-04-27 12:45:00,0.746034,stop_loss,0,0.250000,-524.615543,,,,,,,,,,,-5.246155,-524.615543
39,2017-04-27 13:00:00,0.746224,short,1.000000,14.672441,False,Standard (NTI+MB+IC),0.746724,5.000000,0.745552,0.744880,0.743985,2017-04-27 13:30:00,0.746181,trailing_stop,0,0.500000,232.184308,TP0,0.700000,219.474676,,,,,,,219.474676,0.423654,232.184308
40,2017-04-28 09:45:00,0.745862,short,1.000000,51.776088,False,Standard (NTI+MB+IC),0.746362,5.000000,0.745191,0.744519,0.743624,2017-04-28 11:00:00,0.745855,trailing_stop,0,1.250000,603.535230,TP0,0.700000,442.294834,TP0,0.099000,66.456291,TP0,0.066330,44.525715,553.276839,0.072547,603.535230
41,2017-04-28 11:45:00,0.747379,short,1.000000,25.027198,False,Standard (NTI+MB+IC),0.747267,1.124259,0.746707,0.746034,0.745137,2017-04-28 12:00:00,0.747393,stop_loss,0,0.250000,-13.598846,,,,,,,,,,,-0.135988,-13.598846
42,2017-04-28 12:15:00,0.747526,short,1.000000,48.871496,False,Standard (NTI+MB+IC),0.747275,2.507703,0.746853,0.746180,0.745283,2017-04-28 12:30:00,0.747302,stop_loss,0,0.250000,223.678789,,,,,,,,,,,2.236788,223.678789
43,2017-04-28 12:45:00,0.748056,long,1.000000,48.921821,False,Standard (NTI+MB+IC),0.747556,5.000000,0.748729,0.749402,0.750300,2017-04-30 21:15:00,0.748056,trailing_stop,0,56.500000,694.854404,TP0,0.700000,492.979519,TP0,0.099000,66.651767,TP0,0.066330,44.656684,604.287969,-0.000012,694.854404
44,2017-05-01 03:30:00,0.750006,long,1.000000,42.811071,False,Standard (NTI+MB+IC),0.749506,5.000000,0.750681,0.751356,0.752256,2017-05-03 02:00:00,0.753617,trailing_stop,0,46.500000,786.599859,TP0,0.700000,584.098354,TP0,0.099000,66.825497,TP0,0.066330,44.773083,695.696934,36.113012,786.599859
45,2017-05-03 02:15:00,0.748674,short,1.000000,69.710200,False,Standard (NTI+MB+IC),0.749174,5.000000,0.748000,0.747327,0.746428,2017-05-03 03:30:00,0.748651,trailing_stop,0,1.250000,212.895426,TP0,0.700000,205.916411,,,,,,,205.916411,0.232634,212.895426
46,2017-05-03 03:45:00,0.749098,short,1.000000,68.500176,False,Standard (NTI+MB+IC),0.749598,5.000000,0.748423,0.747749,0.746850,2017-05-22 22:15:00,0.734862,trailing_stop,0,474.500000,319.580507,TP0,0.700000,117.324153,TP0,0.099000,66.744597,TP0,0.066330,44.718880,228.787629,142.356187,319.580507
47,2017-05-22 22:30:00,0.749565,long,1.000000,44.163544,False,Standard (NTI+MB+IC),0.749065,5.000000,0.750239,0.750914,0.751814,2017-05-22 23:30:00,0.748892,stop_loss,0,1.000000,-672.955396,,,,,,,,,,,-6.729554,-672.955396
48,2017-05-23 00:00:00,0.749384,long,1.000000,40.954579,False,Standard (NTI+MB+IC),0.748884,5.000000,0.750059,0.750733,0.751632,2017-05-23 00:45:00,0.749403,trailing_stop,0,0.750000,242.629089,TP0,0.700000,172.146646,TP0,0.099000,66.770121,,,,238.916767,0.184693,242.629089
49,2017-05-23 01:00:00,0.749504,long,1.000000,40.354474,False,Standard (NTI+MB+IC),0.749004,5.000000,0.750178,0.750853,0.751752,2017-05-23 01:30:00,0.749499,trailing_stop,0,0.500000,149.722144,TP0,0.700000,151.292990,,,,,,,151.292990,-0.052362,149.722144
50,2017-05-23 01:45:00,0.749591,long,1.000000,41.532662,False,Standard (NTI+MB+IC),0.749091,5.000000,0.750265,0.750940,0.751839,2017-05-23 02:30:00,0.749550,trailing_stop,0,0.750000,455.743578,TP0,0.700000,349.640374,TP0,0.099000,66.788515,TP0,0.066330,44.748305,461.177194,-0.403476,455.743578
