DateTime,Open,High,Low,Close,IC_Regime,IC_RegimeName,IC_Confidence,IC_ADX,IC_ChoppinessIndex,IC_BandWidth,IC_ATR_Normalized,IC_EfficiencyRatio,IC_DI_Plus,IC_DI_Minus,IC_BB_Upper,IC_BB_Middle,IC_BB_Lower,IC_Signal,IC_RiskLevel,MB_h2,MB_l2,MB_ha_avg,MB_Bias,MB_o2,MB_c2,NTI_FastEMA,NTI_SlowEMA,NTI_SlopePower,NTI_TrendPhase,NTI_DirectionRaw,NTI_Direction,NTI_Confidence,NTI_ReversalRisk,NTI_StallDetected,NTI_SlopeForecast,SuperTrend_Up,SuperTrend_Down,SuperTrend_Direction,ATR,SuperTrend_Line,SR_FractalHighs,SR_FractalLows,SR_Levels,SR_LevelTypes,SR_LevelStrengths
2010-01-03 19:30:00,0.8975,0.8975,0.8961,0.8967,0,Volatile Chop,0.0,0.0,50.0,0.0,0.10746474446708355,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,-1,High,0.8986890716676506,0.8981815452244439,0.8984353084460472,-1,0.8984637272343694,0.8984350984316429,0.8977773405309685,0.8983732324361993,-4.889092376805733,Impulse,-1,-1.0,40.427473229305036,False,False,-4.687407789914087,0.8944394528408561,0.8993517798611759,-1,0.001061967407039228,0.8993517798611759,,,,,
2010-01-03 19:45:00,0.8966,0.8971,0.8961,0.8963,0,Volatile Chop,0.0,0.0,50.0,0.0,0.10785079400498086,0.6326530612245148,0.0,0.0,0.0,0.0,0.0,-1,High,0.8986687680358816,0.898140132346561,0.8984044501912213,-1,0.8984494128330063,0.8984041334087456,0.8975087331617013,0.8982991884206206,-4.457394818079923,Impulse,-1,-1.0,40.628379977507464,False,False,-3.070033037292391,0.8944394528408561,0.8993517798611759,-1,0.0010507006057593686,0.8993517798611759,,,,,
2010-01-03 20:00:00,0.8964,0.8965,0.8951,0.8956,0,Volatile Chop,0.0,0.0,50.0,0.0,0.11165698972755418,0.6538461538461834,0.0,0.0,0.0,0.0,0.0,-1,High,0.8986373438402423,0.8980859013153086,0.8983616225777755,-1,0.898426773120876,0.8983619371364948,0.8971616907686647,0.8982044800549849,-4.616041046831504,Impulse,-1,-1.0,42.995093408517214,False,False,-3.4978583909484744,0.8944394528408561,0.8989426287595911,-1,0.0011142095865303845,0.8989426287595911,,,,,
2010-01-03 20:15:00,0.8955,0.8963,0.8953,0.8958,0,Volatile Chop,0.0,0.0,50.0,0.0,0.11163206072783848,0.6862745098039121,12.857142857143321,32.142857142858304,0.0,0.0,0.0,-1,High,0.8985959758444528,0.8980234066806498,0.8983096912625513,-1,0.8983943551286855,0.8983099651140197,0.8969141106289075,0.8981186057673068,-4.508172097545095,Impulse,-1,-1.0,45.046245048725666,False,False,-4.127251818284456,0.8944394528408561,0.8989426287595911,-1,0.0010934442071612238,0.8989426287595911,,,,,
2010-01-03 20:30:00,0.8958,0.8958,0.8937,0.8942,0,Volatile Chop,0.0,0.0,37.08552862643836,0.0,0.12823380302691184,0.7575757575757525,11.069063386944553,38.26868495742739,0.0,0.0,0.0,-1,High,0.8985435209611713,0.8979434534531863,0.8982434872071787,-1,0.8983521601213527,0.8982446183718314,0.896420635969106,0.8979811108281031,-4.350393220778152,Impulse,-1,-1.0,48.91205864812285,False,False,-4.243391623476381,0.8944394528408561,0.8980293630539412,-1,0.0012764543513137268,0.8980293630539412,,,,,
2010-01-03 20:45:00,0.8941,0.895,0.8938,0.895,0,Volatile Chop,0.0,0.0,37.56518462821865,0.0,0.12891371818745886,0.5428571428571374,10.1964201917279,35.25172621840917,0.0,0.0,0.0,-1,High,0.8984770206271752,0.8978510591802376,0.8981640399037063,-1,0.898298389246592,0.8981663716930571,0.8961623385201776,0.8978706993159511,-3.760291013860763,Impulse,-1,-1.0,52.26243043426708,False,False,-2.9045409808900216,0.8912123393195027,0.8980293630539412,-1,0.0012625535601657727,0.8980293630539412,,,,,
2010-01-03 21:00:00,0.895,0.8966,0.895,0.8966,0,Volatile Chop,0.0,0.0,39.65152722355197,0.0,0.135319437215486,0.20000000000000556,19.328494068271755,31.66699865198584,0.0,0.0,0.0,-1,High,0.8984113615722714,0.8977580999804313,0.8980847307763513,-1,0.8982323804698246,0.898087989746334,0.8962419133346907,0.8978208679702275,-2.115590379307582,Impulse,-1,-1.0,47.42108518584838,False,False,0.276991338929931,0.8926282776250476,0.8980293630539412,-1,0.0013239074583174385,0.8980293630539412,,,,,
2010-01-03 21:15:00,0.8965,0.8966,0.8951,0.8951,0,Volatile Chop,0.0,0.0,41.628966386579926,0.0,0.13981724919347935,0.23809523809523936,17.528855516083844,28.71854589592008,0.0,0.0,0.0,-1,High,0.8983468320009672,0.8976660725169086,0.8980064522589379,-1,0.8981601851080794,0.8980102385921624,0.8960342927283832,0.8977181937072001,-0.6973227108466681,Impulse,-1,-1.0,43.22525263721885,False,False,2.9557477990848158,0.8926282776250476,0.8980293630539412,-1,0.0013559242840778943,0.8980293630539412,,,,,
2010-01-03 21:30:00,0.8952,0.8956,0.8951,0.8955,0,Volatile Chop,0.0,0.0,41.84991347421429,0.0,0.1285654536973812,0.15294117647059838,16.961930049359317,27.7897188529477,0.0,0.0,0.0,-1,High,0.8982765202916108,0.8975754336550882,0.8979259769733494,-1,0.898085211850121,0.897930150867816,0.8959371485959498,0.8976328785646155,0.07136060512872786,Neutral,-1,-1.0,39.58886442840659,False,True,3.9030122241182186,0.8926282776250476,0.8980293630539412,-1,0.0012003016869728126,0.8980293630539412,,,,,
2010-01-03 21:45:00,0.8954,0.8965,0.8953,0.8961,0,Volatile Chop,0.0,0.0,45.90622655842693,0.7026679234363461,0.12920393774638686,0.1529411764705833,21.439220025427144,25.64590825132263,0.9001815710368003,0.8970299999999998,0.8938784289631992,-1,High,0.8982085817087362,0.8974879586592182,0.8978482701839772,-1,0.8980076813589686,0.8978521842191387,0.8959622026581113,0.8975842157530404,-0.24326813215950238,Neutral,-1,-1.0,17.822046128360483,False,False,1.6290541149885769,0.8926282776250476,0.8980293630539412,-1,0.0012002468347959336,0.8980293630539412,,,,,
