entry_date,entry_price,position,size,stop_loss,take_profit,exit_date,exit_price,exit_reason,pnl_pct,pnl_amount
2023-05-03 19:00:00,0.66434,Long,15052.53334136135,0.65834,0.6668942857142857,2023-05-03 21:15:00,0.66605,Momentum Exit,0.2573983201372775,25.739832013727753
2023-05-03 21:45:00,0.66725,Short,15044.947557404588,0.6690371428571428,0.6645692857142858,2023-05-03 22:45:00,0.66906,Stop Loss,-0.27126264518545945,-27.23135507890198
2023-05-03 22:45:00,0.66906,Short,14977.626425963348,0.6707671428571428,0.6664992857142857,2023-05-04 01:00:00,0.66972,Trailing Stop,-0.09864586135772486,-9.88523344113572
2023-05-04 10:45:00,0.66693,Long,14968.854781783102,0.66093,0.6697714285714286,2023-05-04 12:30:00,0.66941,Momentum Exit,0.37185311801837173,37.122759858821
2023-05-04 20:15:00,0.66985,Short,14986.632138690344,0.6705771428571428,0.6687592857142857,2023-05-04 21:00:00,0.67122,Stop Loss,-0.20452340076137845,-20.531686030007172
2023-05-04 21:00:00,0.67122,Short,14935.0477700854,0.6719142857142857,0.6701785714285715,2023-05-04 22:45:00,0.67211,Stop Loss,-0.132594380381983,-13.292192515375206
2023-05-04 22:45:00,0.67211,Short,14893.965346284045,0.6732271428571428,0.6704342857142856,2023-05-04 23:30:00,0.67324,Stop Loss,-0.16812724107660418,-16.83018084130044
2023-05-04 23:30:00,0.67324,Short,14823.406958523437,0.6744728571428571,0.6713907142857142,2023-05-05 02:30:00,0.67364,Momentum Exit,-0.05941417622245663,-5.929362783410368
2023-05-05 08:00:00,0.67215,Long,14809.956445159343,0.66615,0.6736350000000001,2023-05-05 08:30:00,0.6705,Trailing Stop,-0.2454809194376315,-24.436428134513513
2023-05-05 08:30:00,0.6705,Long,14845.087063858144,0.6645,0.6725335714285715,2023-05-05 10:00:00,0.67286,Take Profit,0.3519761372110408,35.03440547070564
2023-05-07 23:00:00,0.67691,Short,14729.296402539605,0.6780914285714286,0.6751378571428571,2023-05-08 01:00:00,0.67761,Trailing Stop,-0.10341108862330795,-10.310507481778222
2023-05-08 06:45:00,0.67934,Short,14654.189609414774,0.68033,0.6778550000000001,2023-05-08 11:00:00,0.67878,Momentum Exit,0.08243294962758042,8.206346181272345
2023-05-08 12:45:00,0.67891,Long,14681.25271128781,0.67291,0.6803157142857144,2023-05-08 16:45:00,0.67776,Trailing Stop,-0.16938916793094583,-16.883440617980753
2023-05-08 16:45:00,0.67776,Long,14678.731881398742,0.67176,0.67893,2023-05-08 20:45:00,0.67747,Trailing Stop,-0.042788007554298346,-4.2568322456058185
2023-05-08 20:45:00,0.67747,Long,14672.557867980933,0.67147,0.6785157142857142,2023-05-08 21:30:00,0.67726,Trailing Stop,-0.03099768255421546,-3.081237152276634
2023-05-08 21:30:00,0.67726,Long,14681.269771605725,0.67126,0.6784899999999999,2023-05-09 01:45:00,0.67776,Trailing Stop,0.07382689070667926,7.340634885803683
2023-05-09 03:30:00,0.67591,Long,14709.6774176768,0.66991,0.6772685714285714,2023-05-09 06:30:00,0.67629,Momentum Exit,0.05622050272964387,5.58967741871624
2023-05-09 10:15:00,0.67487,Long,14744.611087251167,0.66887,0.67652,2023-05-09 14:00:00,0.67624,Momentum Exit,0.2030020596559311,20.200117189533838
2023-05-09 19:00:00,0.67636,Short,14756.383781577515,0.6772157142857143,0.6750764285714286,2023-05-09 23:15:00,0.67682,Trailing Stop,-0.06801111833934828,-6.787936539525893
2023-05-10 00:15:00,0.67665,Short,14735.221260494749,0.6774142857142856,0.6755035714285715,2023-05-10 02:00:00,0.67651,Trailing Stop,0.02069016478238809,2.062930976469692
2023-05-10 07:00:00,0.67504,Long,14774.872176719497,0.66904,0.6767650000000001,2023-05-10 08:30:00,0.67974,Take Profit,0.6962550367385691,69.44189923058218
2023-05-10 08:30:00,0.67974,Short,14671.427699614098,0.6813400000000001,0.6773399999999999,2023-05-10 08:45:00,0.68141,Stop Loss,-0.24568217259539668,-24.5012842583548
2023-05-10 08:45:00,0.68141,Short,14787.732349489352,0.6832614285714286,0.678632857142857,2023-05-10 11:00:00,0.67582,Take Profit,0.8203577875287983,82.66342383364524
2023-05-10 20:45:00,0.67881,Short,14969.985609920763,0.6797157142857143,0.6774514285714286,2023-05-10 22:00:00,0.67725,Take Profit,0.22981393909930697,23.353177551476474
2023-05-11 00:30:00,0.67784,Long,15042.179530635412,0.67184,0.6797964285714286,2023-05-11 01:00:00,0.6775,Momentum Exit,-0.05015932963531319,-5.114341040416146
2023-05-11 02:45:00,0.67435,Long,15108.838683769183,0.66835,0.6762721428571429,2023-05-11 11:00:00,0.66975,Trailing Stop,-0.6821383554534067,-69.50065794533897
2023-05-11 11:00:00,0.66975,Long,15177.516229913266,0.66375,0.67242,2023-05-11 18:30:00,0.67005,Momentum Exit,0.04479283314670818,4.553254868975164
2023-05-12 01:00:00,0.66946,Short,15075.269388618273,0.67044,0.6679900000000001,2023-05-12 03:15:00,0.67037,Trailing Stop,-0.13593045140859294,-13.718495143642123
2023-05-12 03:15:00,0.67037,Short,15047.735167956911,0.6714800000000001,0.668705,2023-05-12 03:45:00,0.66852,Take Profit,0.2759670032966896,27.83831006072056
2023-05-12 12:00:00,0.66435,Long,15222.907199516969,0.65835,0.666885,2023-05-14 20:45:00,0.66513,Momentum Exit,0.1174079927748932,11.87386761562328
2023-05-15 01:30:00,0.66746,Short,15178.7853107525,0.6683857142857144,0.6660714285714285,2023-05-15 02:00:00,0.6684,Stop Loss,-0.14083240943276612,-14.268058192106453
2023-05-15 02:00:00,0.6684,Short,15136.684564230487,0.6695328571428572,0.6667007142857142,2023-05-15 03:30:00,0.66925,Trailing Stop,-0.12716935966487394,-12.866181879596178
2023-05-15 03:30:00,0.66925,Short,15096.422815765161,0.6705114285714286,0.6673578571428571,2023-05-15 09:45:00,0.66843,Momentum Exit,0.12252521479268479,12.379066708928082
2023-05-15 21:30:00,0.67003,Long,15087.529483960705,0.66403,0.6712642857142858,2023-05-15 22:00:00,0.66818,Trailing Stop,-0.27610703998328706,-27.91192954532758
