entry_date,entry_price,position,size,stop_loss,take_profit,exit_date,exit_price,exit_reason,pnl_pct,pnl_amount
2023-05-03 19:00:00,0.66434,Long,15052.53334136135,0.65834,0.6668942857142857,2023-05-03 21:15:00,0.66605,Momentum Exit,0.2573983201372775,25.739832013727753
2023-05-03 21:45:00,0.66725,Short,15044.947557404588,0.67325,0.6645692857142858,2023-05-04 02:00:00,0.66844,Momentum Exit,-0.17834394904458964,-17.903487593311826
2023-05-04 10:45:00,0.66693,Long,15011.89511724604,0.66093,0.6697714285714286,2023-05-04 12:30:00,0.66941,Momentum Exit,0.37185311801837173,37.229499890769084
2023-05-04 20:15:00,0.66985,Short,15029.723589847574,0.67585,0.6687592857142857,2023-05-05 02:30:00,0.67364,Momentum Exit,-0.5657983130551723,-56.96265240552337
2023-05-05 08:00:00,0.67215,Long,14852.060715226851,0.66615,0.6736350000000001,2023-05-05 10:15:00,0.6738,Take Profit,0.24548091943761502,24.505900180123255
2023-05-07 23:00:00,0.67691,Short,14801.640168356927,0.68291,0.6751378571428571,2023-05-08 01:15:00,0.67751,Momentum Exit,-0.08863807596282133,-8.880984101013178
2023-05-08 06:45:00,0.67934,Short,14729.37994205836,0.6853400000000001,0.6778550000000001,2023-05-08 11:00:00,0.67878,Momentum Exit,0.08243294962758042,8.248452767552754
2023-05-08 12:45:00,0.67891,Long,14756.581904126768,0.67291,0.6803157142857144,2023-05-09 06:30:00,0.67629,Momentum Exit,-0.3859127130253004,-38.66224458881312
2023-05-09 10:15:00,0.67487,Long,14760.494600340211,0.66887,0.67652,2023-05-09 14:00:00,0.67624,Momentum Exit,0.2030020596559311,20.221877602465828
2023-05-09 19:00:00,0.67636,Short,14772.279976706342,0.68236,0.6750764285714286,2023-05-10 03:45:00,0.67582,Momentum Exit,0.0798391389200995,7.977031187421202
2023-05-10 07:00:00,0.67504,Long,14818.581549188757,0.66904,0.6767650000000001,2023-05-10 08:30:00,0.67974,Take Profit,0.6962550367385691,69.64733328118771
2023-05-10 08:30:00,0.67974,Short,14714.831046208777,0.68574,0.6773399999999999,2023-05-10 11:00:00,0.67582,Take Profit,0.5766910877688579,57.68213770113892
2023-05-10 20:45:00,0.67881,Short,15012.862470805805,0.68481,0.6774514285714286,2023-05-10 22:00:00,0.67725,Take Profit,0.22981393909930697,23.42006545445714
2023-05-11 00:30:00,0.67784,Long,15085.26316851917,0.67184,0.6797964285714286,2023-05-11 01:00:00,0.6775,Momentum Exit,-0.05015932963531319,-5.128989477296623
