trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_pnl_total,final_exit_pips,pnl_per_million,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl
1,2019-12-11 18:15:00,0.686769,long,1.000000,18.932491,False,Standard (NTI+MB+IC),0.686269,5.000000,0.687387,0.688006,0.688830,2019-12-11 19:00:00,0.687387,take_profit_1,1,0.750000,318.891811,PPT,0.700000,133.464090,TP1,0.300000,185.427721,318.891811,6.180924,318.891811,,,
2,2019-12-11 19:15:00,0.687572,long,1.000000,33.392591,False,Standard (NTI+MB+IC),0.687072,5.000000,0.688191,0.688810,0.689635,2019-12-11 20:45:00,0.688191,take_profit_1,1,1.500000,449.955789,PPT,0.700000,264.311238,TP1,0.300000,185.644551,449.955789,6.188152,449.955789,,,
3,2019-12-11 21:00:00,0.688466,long,1.000000,46.665868,False,Standard (NTI+MB+IC),0.687966,5.000000,0.689086,0.689706,0.690532,2019-12-12 01:15:00,0.687880,stop_loss,0,4.250000,50.783065,PPT,0.700000,226.602422,,,,226.602422,-5.860645,50.783065,,,
4,2019-12-12 01:30:00,0.688088,long,1.000000,11.646016,False,Standard (NTI+MB+IC),0.687588,5.000000,0.688707,0.689327,0.690152,2019-12-12 06:00:00,0.688707,take_profit_1,1,4.500000,327.178798,PPT,0.700000,141.395036,TP1,0.300000,185.783762,327.178798,6.192792,327.178798,,,
5,2019-12-12 06:15:00,0.688964,long,1.000000,31.274151,False,Standard (NTI+MB+IC),0.688464,5.000000,0.689584,0.690204,0.691031,2019-12-12 09:30:00,0.689584,take_profit_1,1,3.250000,295.334633,PPT,0.700000,109.314397,TP1,0.300000,186.020236,295.334633,6.200675,295.334633,,,
6,2019-12-12 09:45:00,0.689089,long,1.000000,34.927219,False,Standard (NTI+MB+IC),0.688589,5.000000,0.689709,0.690329,0.691156,2019-12-12 10:00:00,0.689709,take_profit_1,1,0.250000,872.951491,PPT,0.700000,686.897537,TP1,0.300000,186.053954,872.951491,6.201798,872.951491,,,
7,2019-12-12 10:15:00,0.690683,long,1.000000,38.079549,False,Standard (NTI+MB+IC),0.690183,5.000000,0.691305,0.691927,0.692755,2019-12-12 10:30:00,0.690132,stop_loss,0,0.250000,-550.902659,,,,,,,,-5.509027,-550.902659,,,
8,2019-12-12 10:45:00,0.690012,long,1.000000,38.662789,False,Standard (NTI+MB+IC),0.689512,5.000000,0.690633,0.691254,0.692082,2019-12-12 12:00:00,0.689489,stop_loss,0,1.250000,-522.585614,,,,,,,,-5.225856,-522.585614,,,
9,2019-12-12 16:15:00,0.690464,long,1.000000,39.529944,False,Standard (NTI+MB+IC),0.689964,5.000000,0.691085,0.691707,0.692535,2019-12-12 16:45:00,0.691085,take_profit_1,1,0.500000,393.839197,PPT,0.700000,207.414000,TP1,0.300000,186.425197,393.839197,6.214173,393.839197,,,
10,2019-12-12 17:00:00,0.693629,long,1.000000,46.175322,False,Standard (NTI+MB+IC),0.693129,5.000000,0.694253,0.694877,0.695710,2019-12-12 17:30:00,0.692996,stop_loss,0,0.500000,-632.693767,,,,,,,,-6.326938,-632.693767,,,
11,2019-12-12 17:45:00,0.692829,long,1.000000,55.040751,False,Standard (NTI+MB+IC),0.692329,5.000000,0.693452,0.694076,0.694907,2019-12-12 18:00:00,0.693452,take_profit_1,1,0.250000,397.957357,PPT,0.700000,210.893601,TP1,0.300000,187.063755,397.957357,6.235459,397.957357,,,
12,2019-12-12 18:15:00,0.692948,long,1.000000,56.363350,False,Standard (NTI+MB+IC),0.692448,5.000000,0.693572,0.694195,0.695027,2019-12-12 19:00:00,0.692416,stop_loss,0,0.750000,-532.468711,,,,,,,,-5.324687,-532.468711,,,
13,2019-12-12 19:15:00,0.691689,long,1.000000,19.651817,False,Standard (NTI+MB+IC),0.691189,5.000000,0.692311,0.692934,0.693764,2019-12-12 20:15:00,0.692311,take_profit_1,1,1.000000,327.741649,PPT,0.700000,140.985729,TP1,0.300000,186.755920,327.741649,6.225197,327.741649,,,
14,2019-12-12 20:30:00,0.692239,long,1.000000,27.202667,False,Standard (NTI+MB+IC),0.691739,5.000000,0.692862,0.693485,0.694316,2019-12-12 22:15:00,0.692862,take_profit_1,1,1.750000,376.391586,PPT,0.700000,189.486974,TP1,0.300000,186.904612,376.391586,6.230154,376.391586,,,
15,2019-12-12 22:30:00,0.692580,long,1.000000,21.645636,False,Standard (NTI+MB+IC),0.692080,5.000000,0.693203,0.693826,0.694658,2019-12-13 02:30:00,0.691892,stop_loss,0,4.000000,-73.156920,PPT,0.700000,133.104648,,,,133.104648,-6.875386,-73.156920,,,
16,2019-12-13 09:00:00,0.688848,short,1.000000,42.738310,False,Standard (NTI+MB+IC),0.689348,5.000000,0.688228,0.687608,0.686782,2019-12-13 09:15:00,0.688228,take_profit_1,1,0.250000,520.823169,PPT,0.700000,334.834119,TP1,0.300000,185.989050,520.823169,6.199635,520.823169,,,
17,2019-12-13 09:30:00,0.688850,short,1.000000,53.392562,False,Standard (NTI+MB+IC),0.689350,5.000000,0.688230,0.687610,0.686783,2019-12-13 10:00:00,0.689364,stop_loss,0,0.500000,-513.771477,,,,,,,,-5.137715,-513.771477,,,
18,2019-12-13 10:15:00,0.688897,short,1.000000,42.494866,False,Standard (NTI+MB+IC),0.689397,5.000000,0.688277,0.687657,0.686831,2019-12-13 10:30:00,0.688277,take_profit_1,1,0.250000,646.162234,PPT,0.700000,460.159944,TP1,0.300000,186.002290,646.162234,6.200076,646.162234,,,
19,2019-12-13 10:45:00,0.687288,short,1.000000,38.156680,False,Standard (NTI+MB+IC),0.687788,5.000000,0.686670,0.686051,0.685226,2019-12-13 11:15:00,0.686670,take_profit_1,1,0.500000,478.407909,PPT,0.700000,292.840056,TP1,0.300000,185.567853,478.407909,6.185595,478.407909,,,
20,2019-12-13 11:30:00,0.686932,short,1.000000,37.515259,False,Standard (NTI+MB+IC),0.687432,5.000000,0.686314,0.685695,0.684871,2019-12-15 17:00:00,0.687475,stop_loss,0,53.500000,-14.587837,PPT,0.700000,148.248985,,,,148.248985,-5.427894,-14.587837,,,
21,2019-12-15 17:15:00,0.687559,short,1.000000,15.196282,False,Standard (NTI+MB+IC),0.688059,5.000000,0.686940,0.686321,0.685496,2019-12-16 00:00:00,0.686940,take_profit_1,1,6.750000,597.774766,PPT,0.700000,412.133900,TP1,0.300000,185.640866,597.774766,6.188029,597.774766,,,
22,2019-12-16 05:30:00,0.688516,long,1.000000,34.321165,False,Standard (NTI+MB+IC),0.688016,5.000000,0.689136,0.689756,0.690582,2019-12-16 08:30:00,0.689136,take_profit_1,1,3.000000,293.526189,PPT,0.700000,107.626802,TP1,0.300000,185.899387,293.526189,6.196646,293.526189,,,
23,2019-12-16 08:45:00,0.689691,long,1.000000,57.921208,False,Standard (NTI+MB+IC),0.689191,5.000000,0.690312,0.690933,0.691760,2019-12-16 09:45:00,0.689186,stop_loss,0,1.000000,-505.233857,,,,,,,,-5.052339,-505.233857,,,
24,2019-12-16 10:00:00,0.689122,long,1.000000,47.757045,False,Standard (NTI+MB+IC),0.688622,5.000000,0.689742,0.690363,0.691189,2019-12-16 11:45:00,0.688423,stop_loss,0,1.750000,12.919235,PPT,0.700000,222.524074,,,,222.524074,-6.986828,12.919235,,,
25,2019-12-16 17:15:00,0.687823,short,1.000000,39.710533,False,Standard (NTI+MB+IC),0.688323,5.000000,0.687204,0.686585,0.685759,2019-12-16 18:30:00,0.687204,take_profit_1,1,1.250000,411.760359,PPT,0.700000,226.048169,TP1,0.300000,185.712190,411.760359,6.190406,411.760359,,,
26,2019-12-16 18:45:00,0.687178,short,1.000000,52.099388,False,Standard (NTI+MB+IC),0.687678,5.000000,0.686559,0.685941,0.685116,2019-12-16 20:45:00,0.686559,take_profit_1,1,2.000000,393.998832,PPT,0.700000,208.460826,TP1,0.300000,185.538006,393.998832,6.184600,393.998832,,,
27,2019-12-16 21:00:00,0.686666,short,1.000000,50.978999,False,Standard (NTI+MB+IC),0.687166,5.000000,0.686048,0.685430,0.684606,2019-12-17 02:00:00,0.686048,take_profit_1,1,5.000000,308.821921,PPT,0.700000,123.422015,TP1,0.300000,185.399906,308.821921,6.179997,308.821921,,,
28,2019-12-17 02:15:00,0.685887,short,1.000000,40.039362,False,Standard (NTI+MB+IC),0.686387,5.000000,0.685269,0.684652,0.683829,2019-12-17 03:00:00,0.685269,take_profit_1,1,0.750000,294.837844,PPT,0.700000,109.648451,TP1,0.300000,185.189393,294.837844,6.172980,294.837844,,,
29,2019-12-17 03:15:00,0.684553,short,1.000000,55.486667,False,Standard (NTI+MB+IC),0.685053,5.000000,0.683937,0.683320,0.682499,2019-12-17 03:45:00,0.685175,stop_loss,0,0.500000,-622.004580,,,,,,,,-6.220046,-622.004580,,,
30,2019-12-17 04:00:00,0.684984,short,1.000000,59.087202,False,Standard (NTI+MB+IC),0.685484,5.000000,0.684367,0.683751,0.682929,2019-12-17 08:30:00,0.684367,take_profit_1,1,4.500000,481.426204,PPT,0.700000,296.480648,TP1,0.300000,184.945557,481.426204,6.164852,481.426204,,,
31,2019-12-17 08:45:00,0.683974,short,1.000000,26.310927,False,Standard (NTI+MB+IC),0.684474,5.000000,0.683359,0.682743,0.681922,2019-12-17 09:30:00,0.684568,stop_loss,0,0.750000,-594.172071,,,,,,,,-5.941721,-594.172071,,,
32,2019-12-17 10:45:00,0.685420,short,1.000000,14.800133,False,Standard (NTI+MB+IC),0.685851,4.307402,0.684803,0.684186,0.683364,2019-12-17 11:30:00,0.684803,take_profit_1,1,0.750000,367.074882,PPT,0.700000,182.011478,TP1,0.300000,185.063404,367.074882,6.168780,367.074882,,,
