timestamp,trade_id,action,direction,price,size,size_millions,exit_type,pnl,pips,cumulative_pnl,remaining_size,sl_level,tp1_level,tp2_level,tp3_level,reason
2025-02-03 00:00:00,5121373728,ENTRY,short,0.6120102907191622,1000000.0,1.0,,0.0,0.0,0.0,1000000.0,0.6130102907191622,0.610725069108652,0.6094398474981417,0.6077262186841281,"Signal: NTI=-1.0, MB=-1, IC=Strong Trend"
2025-02-03 01:15:00,5121373728,EXIT,short,0.6131471293930892,1000000.0,1.0,stop_loss,-1136.8386739269986,-11.368386739269987,-1136.8386739269986,1000000.0,0.6130102907191622,0.610725069108652,0.6094398474981417,0.6077262186841281,Exit: stop_loss
2025-02-03 01:30:00,5113426192,ENTRY,short,0.6136571817407532,1000000.0,1.0,,0.0,0.0,0.0,1000000.0,0.6136986078715001,0.6123685016590976,0.6110798215774421,0.609361581468568,"Signal: NTI=-1.0, MB=-1, IC=Weak Trend"
2025-02-03 01:45:00,5113426192,EXIT,short,0.6137291354465286,1000000.0,1.0,stop_loss,-71.95370577539606,-0.7195370577539606,-71.95370577539606,1000000.0,0.6136986078715001,0.6123685016590976,0.6110798215774421,0.609361581468568,Exit: stop_loss
2025-02-03 02:00:00,5113426512,ENTRY,short,0.6137390929305829,1000000.0,1.0,,0.0,0.0,0.0,1000000.0,0.6136432178257748,0.6124502408354288,0.6111613887402745,0.6094429192800689,"Signal: NTI=-1.0, MB=-1, IC=Weak Trend"
2025-02-03 02:15:00,5113426512,EXIT,short,0.6136710559528461,1000000.0,1.0,stop_loss,68.03697773682948,0.6803697773682948,68.03697773682948,1000000.0,0.6136432178257748,0.6124502408354288,0.6111613887402745,0.6094429192800689,Exit: stop_loss
2025-02-03 02:30:00,4902418464,ENTRY,short,0.613590428149301,3000000.0,3.0,,0.0,0.0,0.0,3000000.0,0.6136197969098242,0.6123018882501875,0.6110133483510739,0.6092952951522559,"Signal: NTI=-1.0, MB=-1, IC=Weak Trend"
2025-02-03 02:45:00,4902418464,EXIT,short,0.61345,990000.0,0.99,PARTIAL,139.02386780792142,1.4042814930093073,139.02386780792142,2010000.0,0.6136197969098242,0.6123018882501875,0.6110133483510739,0.6092952951522559,Partial Exit (33%)
2025-02-03 03:00:00,4902418464,EXIT,short,0.613628252400763,2010000.0,2.01,stop_loss,-76.02674543869536,-0.37824251462037495,62.99712236922606,2010000.0,0.6136197969098242,0.6123018882501875,0.6110133483510739,0.6092952951522559,Exit: stop_loss
2025-02-03 03:15:00,5121623008,ENTRY,long,0.6145929614720619,3000000.0,3.0,,0.0,0.0,0.0,3000000.0,0.6135929614720619,0.6158836066911532,0.6171742519102446,0.6188951122023663,"Signal: NTI=1.0, MB=1, IC=Weak Trend"
