timestamp,action,direction,entry_price,current_price,size,remaining_size,reason,sl_level,tp1_level,tp2_level,tp3_level,pips,pnl,cumulative_pnl,confidence,is_relaxed,nti_direction,mb_bias,ic_regime,ic_regime_name,atr,trade_id
2025-02-03 00:00:00,ENTRY,short,0.6119808861846835,0.6119808861846835,1000000.0,1000000.0,"Signal: NTI=-1.0, MB=-1, IC=Strong Trend",0.6129808861846835,0.6106957263236956,0.6094105664627079,0.6076970199813907,0.0,0.0,0.0,20.52056364590404,False,-1.0,-1,2,Strong Trend,0.18822457863307307,5685474848
2025-02-03 01:15:00,FINAL_EXIT,short,0.6119808861846835,0.6130064780463241,1000000.0,1000000.0,Exit: stop_loss,0.6129808861846835,0.6106957263236956,0.6094105664627079,0.6076970199813907,-10.255918616406401,-1025.59186164064,-1025.5918616406852,20.52056364590404,False,0.0,0,0,,0.0,5685474848
2025-02-03 01:30:00,ENTRY,short,0.6136671191362395,0.6136671191362395,1000000.0,1000000.0,"Signal: NTI=-1.0, MB=-1, IC=Weak Trend",0.6136986078715001,0.6123784181860534,0.6110897172358672,0.6093714493022858,0.0,0.0,-1025.5918616406852,22.10580335581431,False,-1.0,-1,1,Weak Trend,0.14719412711021906,5682572624
2025-02-03 01:45:00,FINAL_EXIT,short,0.6136671191362395,0.6138048283101443,1000000.0,1000000.0,Exit: stop_loss,0.6136986078715001,0.6123784181860534,0.6110897172358672,0.6093714493022858,-1.3770917390476534,-137.70917390476535,-1163.301035545417,22.10580335581431,False,0.0,0,0,,0.0,5682572624
2025-02-03 02:00:00,ENTRY,short,0.6137421470317554,0.6137421470317554,1000000.0,1000000.0,"Signal: NTI=-1.0, MB=-1, IC=Weak Trend",0.6136432178257748,0.6124532885229887,0.611164430014222,0.6094459520025332,0.0,0.0,-1163.301035545417,24.985494244754687,False,-1.0,-1,1,Weak Trend,0.14283075297324868,5682573584
2025-02-03 02:15:00,FINAL_EXIT,short,0.6137421470317554,0.6136706490017017,1000000.0,1000000.0,Exit: stop_loss,0.6136432178257748,0.6124532885229887,0.611164430014222,0.6094459520025332,0.7149803005379596,71.49803005379596,-1091.8030054916162,24.985494244754687,False,0.0,0,0,,0.0,5682573584
2025-02-03 02:30:00,ENTRY,short,0.6135944588880139,0.6135944588880139,3000000.0,3000000.0,"Signal: NTI=-1.0, MB=-1, IC=Weak Trend",0.6136197969098242,0.612305910524349,0.6110173621606843,0.6092992976757978,0.0,0.0,-1091.8030054916162,54.824198565002625,False,-1.0,-1,1,Weak Trend,0.12942669928752482,5342706912
2025-02-03 02:45:00,PARTIAL_EXIT,short,0.6135944588880139,0.61345,990000.0,2010000.0,Partial Exit (33%),0.6136197969098242,0.612305910524349,0.6110173621606843,0.6092992976757978,1.444588880138431,143.01429913370467,-948.7887063579116,54.824198565002625,False,0.0,0,0,,0.0,5342706912
2025-02-03 03:00:00,FINAL_EXIT,short,0.6135944588880139,0.613813020099155,2010000.0,2010000.0,Exit: stop_loss,0.6136197969098242,0.612305910524349,0.6110173621606843,0.6092992976757978,-2.185612111410551,-439.30803439352064,-1388.0967407514108,54.824198565002625,False,0.0,0,0,,0.0,5342706912
2025-02-03 03:15:00,ENTRY,long,0.6145672432669467,0.6145672432669467,3000000.0,3000000.0,"Signal: NTI=1.0, MB=1, IC=Weak Trend",0.6135672432669467,0.6158578344778073,0.6171484256886679,0.6188692139698153,0.0,0.0,-1388.0967407514108,62.502759036816315,False,1.0,1,1,Weak Trend,0.136899285843167,5685725344
2025-02-03 07:15:00,PARTIAL_EXIT,long,0.6145672432669467,0.6155,990000.0,2010000.0,Partial Exit (33%),0.6135672432669467,0.6158578344778073,0.6171484256886679,0.6188692139698153,9.327567330533748,923.429165722841,-464.6675750285698,62.502759036816315,False,0.0,0,0,,0.0,5685725344
2025-02-03 08:00:00,PARTIAL_EXIT,long,0.6145672432669467,0.6158578344778073,990000.0,1020000.0,Partial Exit (33%),0.6135672432669467,0.6158578344778073,0.6171484256886679,0.6188692139698153,12.905912108606143,1277.6852987520083,813.0177237233997,62.502759036816315,False,0.0,0,0,,0.0,5685725344
2025-02-03 08:15:00,PARTIAL_EXIT,long,0.6145672432669467,0.6158578344778073,990000.0,30000.0,Partial Exit (33%),0.6135672432669467,0.6158578344778073,0.6171484256886679,0.6188692139698153,12.905912108606143,1277.6852987520083,2090.7030224754394,62.502759036816315,False,0.0,0,0,,0.0,5685725344
