trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_pnl_total,final_exit_pips,pnl_per_million
1,2014-07-29 10:45:00,0.938422,short,1.000000,42.206157,False,Standard (NTI+MB+IC),0.938922,5.000000,0.937578,0.936733,0.935607,2014-07-29 11:30:00,0.937578,take_profit_1,0,0.750000,644.172532,TP0,0.700000,365.461172,TP0,0.330000,278.711360,644.172532,8.445799,644.172532
2,2014-07-29 11:45:00,0.937647,short,1.000000,42.730435,False,Standard (NTI+MB+IC),0.938147,5.000000,0.936803,0.935959,0.934834,2014-07-29 12:45:00,0.938164,stop_loss,0,1.000000,-516.916478,,,,,,,,-5.169165,-516.916478
3,2014-07-29 14:15:00,0.937975,short,1.000000,25.834417,False,Standard (NTI+MB+IC),0.938475,5.000000,0.937131,0.936287,0.935161,2014-07-29 16:15:00,0.938526,stop_loss,0,2.000000,-551.113327,,,,,,,,-5.511133,-551.113327
4,2014-07-30 04:45:00,0.936815,short,1.000000,32.461573,False,Standard (NTI+MB+IC),0.937315,5.000000,0.935972,0.935129,0.934004,2014-07-30 08:30:00,0.935972,take_profit_1,0,3.750000,617.642339,TP0,0.700000,339.408323,TP0,0.330000,278.234016,617.642339,8.431334,617.642339
5,2014-07-30 08:45:00,0.934695,short,1.000000,39.919460,False,Standard (NTI+MB+IC),0.935195,5.000000,0.933854,0.933012,0.931891,2014-07-30 09:15:00,0.933854,take_profit_1,0,0.500000,616.998024,TP0,0.700000,339.393654,TP0,0.330000,277.604370,616.998024,8.412254,616.998024
6,2014-07-30 09:30:00,0.933972,short,1.000000,47.278278,False,Standard (NTI+MB+IC),0.934472,5.000000,0.933132,0.932291,0.931171,2014-07-30 10:15:00,0.933132,take_profit_1,0,0.750000,440.137003,TP0,0.700000,162.747171,TP0,0.330000,277.389831,440.137003,8.405752,440.137003
7,2014-07-30 10:30:00,0.931430,short,1.000000,55.587952,False,Standard (NTI+MB+IC),0.931930,5.000000,0.930591,0.929753,0.928635,2014-07-30 10:45:00,0.931953,stop_loss,0,0.250000,-523.207004,,,,,,,,-5.232070,-523.207004
8,2014-07-30 11:00:00,0.931992,short,1.000000,61.692064,False,Standard (NTI+MB+IC),0.932492,5.000000,0.931153,0.930314,0.929196,2014-07-30 11:45:00,0.931153,take_profit_1,0,0.750000,474.015819,TP0,0.700000,197.214273,TP0,0.330000,276.801545,474.015819,8.387926,474.015819
9,2014-07-30 12:00:00,0.931209,short,1.000000,70.863268,False,Standard (NTI+MB+IC),0.931709,5.000000,0.930371,0.929533,0.928416,2014-07-30 13:15:00,0.931880,stop_loss,0,1.250000,-670.813973,,,,,,,,-6.708140,-670.813973
10,2014-07-30 13:30:00,0.931873,short,1.000000,62.718407,False,Standard (NTI+MB+IC),0.932373,5.000000,0.931034,0.930196,0.929078,2014-07-30 14:15:00,0.932386,stop_loss,0,0.750000,-66.951349,TP0,0.330000,276.766327,,,,276.766327,-5.130115,-66.951349
11,2014-07-30 14:30:00,0.932891,short,1.000000,27.939558,False,Standard (NTI+MB+IC),0.933391,5.000000,0.932052,0.931212,0.930093,2014-07-30 15:00:00,0.932052,take_profit_1,0,0.500000,467.111863,TP0,0.700000,190.043090,TP0,0.330000,277.068773,467.111863,8.396023,467.111863
12,2014-07-30 15:15:00,0.932512,short,1.000000,25.879613,False,Standard (NTI+MB+IC),0.933012,5.000000,0.931673,0.930834,0.929715,2014-07-30 21:30:00,0.931673,take_profit_1,0,6.250000,390.493390,TP0,0.700000,113.537268,TP0,0.330000,276.956122,390.493390,8.392610,390.493390
13,2014-07-31 03:30:00,0.930898,short,1.000000,37.472839,False,Standard (NTI+MB+IC),0.931398,5.000000,0.930060,0.929223,0.928106,2014-07-31 04:00:00,0.930060,take_profit_1,0,0.500000,394.268518,TP0,0.700000,117.791731,TP0,0.330000,276.476787,394.268518,8.378084,394.268518
