timestamp,action,trade_id,direction,entry_price,current_price,size,reason,sl_level,tp1_level,tp2_level,tp3_level,pips,pnl,cumulative_pnl,remaining_size,confidence,is_relaxed,nti_direction,mb_bias,ic_regime,ic_regime_name,atr
2025-02-03 00:00:00,ENTRY,5433865424,short,0.6120195589367363,0.6120195589367363,1000000.0,"Signal: NTI=-1.0, MB=-1, IC=Strong Trend",0.6130195589367363,0.6107343178629692,0.609449076789202,0.6077354220241792,0.0,0.0,0.0,1000000.0,20.52056364590404,False,-1.0,-1,2,Strong Trend,0.18822457863307307
2025-02-03 01:15:00,FINAL_EXIT,5433865424,short,0.6120195589367363,0.6130777015738536,1000000.0,Exit: stop_loss,0.6130195589367363,0.6107343178629692,0.609449076789202,0.6077354220241792,-10.58142637117232,-1058.142637117232,-1058.1426371171838,1000000.0,20.52056364590404,False,0.0,0,0,,0.0
2025-02-03 01:30:00,ENTRY,5432094992,short,0.613657055396243,0.613657055396243,1000000.0,"Signal: NTI=-1.0, MB=-1, IC=Weak Trend",0.6136986078715001,0.612368375579911,0.6110796957635788,0.6093614560084694,0.0,0.0,-1058.1426371171838,1000000.0,22.10580335581431,False,-1.0,-1,1,Weak Trend,0.14719412711021906
2025-02-03 01:45:00,FINAL_EXIT,5432094992,short,0.613657055396243,0.6138030827244525,1000000.0,Exit: stop_loss,0.6136986078715001,0.612368375579911,0.6110796957635788,0.6093614560084694,-1.4602732820945263,-146.02732820945263,-1204.1699653266696,1000000.0,22.10580335581431,False,0.0,0,0,,0.0
2025-02-03 02:00:00,ENTRY,5432095312,short,0.6137358425022158,0.6137358425022158,1000000.0,"Signal: NTI=-1.0, MB=-1, IC=Weak Trend",0.6136432178257748,0.6124469972329611,0.6111581519637065,0.6094396916047002,0.0,0.0,-1204.1699653266696,1000000.0,24.985494244754687,False,-1.0,-1,1,Weak Trend,0.14283075297324868
2025-02-03 02:15:00,FINAL_EXIT,5432095312,short,0.6137358425022158,0.6137758251132801,1000000.0,Exit: stop_loss,0.6136432178257748,0.6124469972329611,0.6111581519637065,0.6094396916047002,-0.3998261106430423,-39.98261106430423,-1244.152576391003,1000000.0,24.985494244754687,False,0.0,0,0,,0.0
2025-02-03 02:30:00,ENTRY,5217926368,short,0.6135799264110687,0.6135799264110687,3000000.0,"Signal: NTI=-1.0, MB=-1, IC=Weak Trend",0.6136197969098242,0.6122914085656055,0.6110028907201422,0.6092848669261912,0.0,0.0,-1244.152576391003,3000000.0,54.824198565002625,False,-1.0,-1,1,Weak Trend,0.12942669928752482
2025-02-03 02:45:00,PARTIAL_EXIT,5217926368,short,0.6135799264110687,0.61345,990000.0,Partial Exit (33%),0.6136197969098242,0.6122914085656055,0.6110028907201422,0.6092848669261912,1.2992641106868152,128.6271469579947,-1115.5254294330084,2010000.0,54.824198565002625,False,0.0,0,0,,0.0
2025-02-03 03:00:00,FINAL_EXIT,5217926368,short,0.6135799264110687,0.6137418454746055,2010000.0,Exit: stop_loss,0.6136197969098242,0.6122914085656055,0.6110028907201422,0.6092848669261912,-1.619190635367973,-325.45731770896253,-1440.9827471419703,2010000.0,54.824198565002625,False,0.0,0,0,,0.0
2025-02-03 03:15:00,ENTRY,5434083488,long,0.6145641326334881,0.6145641326334881,3000000.0,"Signal: NTI=1.0, MB=1, IC=Weak Trend",0.6135641326334881,0.6158547173120184,0.6171453019905487,0.6188660815619225,0.0,0.0,-1440.9827471419703,3000000.0,62.502759036816315,False,1.0,1,1,Weak Trend,0.136899285843167
2025-02-03 07:15:00,PARTIAL_EXIT,5434083488,long,0.6145641326334881,0.6155,990000.0,Partial Exit (33%),0.6135641326334881,0.6158547173120184,0.6171453019905487,0.6188660815619225,9.358673665119666,926.5086928468469,-514.4740542951234,2010000.0,62.502759036816315,False,0.0,0,0,,0.0
2025-02-03 08:00:00,PARTIAL_EXIT,5434083488,long,0.6145641326334881,0.6158547173120184,990000.0,Partial Exit (33%),0.6135641326334881,0.6158547173120184,0.6171453019905487,0.6188660815619225,12.90584678530271,1277.6788317449684,763.2047774498644,1020000.0,62.502759036816315,False,0.0,0,0,,0.0
2025-02-03 08:15:00,PARTIAL_EXIT,5434083488,long,0.6145641326334881,0.6158547173120184,990000.0,Partial Exit (33%),0.6135641326334881,0.6158547173120184,0.6171453019905487,0.6188660815619225,12.90584678530271,1277.6788317449684,2040.8836091948035,30000.0,62.502759036816315,False,0.0,0,0,,0.0
2025-02-03 08:30:00,PARTIAL_EXIT,5434083488,long,0.6145641326334881,0.6158547173120184,990000.0,Partial Exit (33%),0.6135641326334881,0.6158547173120184,0.6171453019905487,0.6188660815619225,12.90584678530271,1277.6788317449684,3318.5624409397424,-960000.0,62.502759036816315,False,0.0,0,0,,0.0
2025-02-03 08:45:00,ENTRY,5211086800,long,0.616010515615361,0.616010515615361,1000000.0,"Signal: NTI=1.0, MB=1, IC=Strong Trend",0.615010515615361,0.6173041376981533,0.6185977597809456,0.6203225892246685,0.0,0.0,3318.5624409397133,1000000.0,44.98187531672611,False,1.0,1,2,Strong Trend,0.12037843164612527
2025-02-03 09:45:00,FINAL_EXIT,5211086800,long,0.616010515615361,0.614812408980745,1000000.0,Exit: stop_loss,0.615010515615361,0.6173041376981533,0.6185977597809456,0.6203225892246685,-11.981066346160585,-1198.1066346160585,2120.4558063236764,1000000.0,44.98187531672611,False,0.0,0,0,,0.0
2025-02-03 10:15:00,ENTRY,5432493200,long,0.6174863691644087,0.6174863691644087,1000000.0,"Signal: NTI=1.0, MB=1, IC=Strong Trend",0.6164863691644087,0.618783090539654,0.6200798119148992,0.6218087737485596,0.0,0.0,2120.4558063236764,1000000.0,36.638788160678544,False,1.0,1,2,Strong Trend,0.21015928646442406
2025-02-03 10:30:00,PARTIAL_EXIT,5432493200,long,0.6174863691644087,0.61908,330000.0,Partial Exit (33%),0.6164863691644087,0.618783090539654,0.6200798119148992,0.6218087737485596,15.936308355912754,525.8981757451209,2646.3539820687974,670000.0,36.638788160678544,False,0.0,0,0,,0.0
2025-02-03 10:30:00,PARTIAL_EXIT,5432493200,long,0.6174863691644087,0.618783090539654,330000.0,Partial Exit (33%),0.6164863691644087,0.618783090539654,0.6200798119148992,0.6218087737485596,12.9672137524528,427.91805383094237,3074.2720358997735,340000.0,36.638788160678544,False,0.0,0,0,,0.0
2025-02-03 10:45:00,PARTIAL_EXIT,5432493200,long,0.6174863691644087,0.618783090539654,330000.0,Partial Exit (33%),0.6164863691644087,0.618783090539654,0.6200798119148992,0.6218087737485596,12.9672137524528,427.91805383094237,3502.1900897307473,10000.0,36.638788160678544,False,0.0,0,0,,0.0
2025-02-03 11:00:00,PARTIAL_EXIT,5432493200,long,0.6174863691644087,0.618783090539654,330000.0,Partial Exit (33%),0.6164863691644087,0.618783090539654,0.6200798119148992,0.6218087737485596,12.9672137524528,427.91805383094237,3930.108143561721,-320000.0,36.638788160678544,False,0.0,0,0,,0.0
2025-02-03 11:15:00,ENTRY,5432498912,long,0.6187237448080272,0.6187237448080272,1000000.0,"Signal: NTI=1.0, MB=1, IC=Strong Trend",0.6177237448080272,0.620023064672124,0.6213223845362209,0.6230548110216834,0.0,0.0,3930.1081435617525,1000000.0,42.60610314633433,False,1.0,1,2,Strong Trend,0.2338583697326605
