trade_id,entry_time,entry_price,direction,initial_size,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,tp1_distance_pips,tp2_distance_pips,tp3_distance_pips,exit_time,final_exit_price,exit_reason,trade_duration_hours,tp_hits,total_exited,total_exited_millions,position_integrity_ok,partial_pnl_total,final_pnl,pnl_per_million,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_price,partial_exit_1_pips,partial_exit_1_pnl,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_price,partial_exit_2_pips,partial_exit_2_pnl,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_price,partial_exit_3_pips,partial_exit_3_pnl
13,2015-08-28 07:00:00,0.714284,short,1000000.000000,1.000000,40.604101,False,Standard (NTI+MB+IC),0.715284,10.000000,0.713213,0.712141,0.710713,10.714261,21.428521,35.714202,2015-08-28 09:30:00,0.713213,tp1_pullback,2.500000,2,1000000.000000,1.000000,True,802.730522,981.310459,981.310459,PARTIAL,0.500000,0.713750,5.340350,267.017496,TP1,0.166650,0.713213,10.714261,178.553152,TP2,0.166675,0.712141,21.428521,357.159875
14,2015-08-28 10:00:00,0.713366,short,1000000.000000,1.000000,34.814785,False,Standard (NTI+MB+IC),0.714366,10.000000,0.712296,0.711226,0.709800,10.700496,21.400992,35.668321,2015-08-28 10:15:00,0.714488,stop_loss,0.250000,0,1000000.000000,1.000000,True,0.000000,-1121.748770,-1121.748770,stop_loss,1.000000,0.714488,-11.217488,-1121.748770,,,,,,,,,,
15,2015-08-31 08:45:00,0.711225,short,1000000.000000,1.000000,45.158593,False,Standard (NTI+MB+IC),0.712225,10.000000,0.710158,0.709091,0.707668,10.668368,21.336735,35.561225,2015-08-31 11:15:00,0.710158,tp1_pullback,2.500000,2,1000000.000000,1.000000,True,1205.668508,1383.483524,1383.483524,PARTIAL,0.500000,0.709880,13.445003,672.250133,TP1,0.166650,0.710158,10.668368,177.788344,TP2,0.166675,0.709091,21.336735,355.630031
16,2015-08-31 13:15:00,0.712362,short,1000000.000000,1.000000,17.013905,False,Standard (NTI+MB+IC),0.712781,4.193725,0.711293,0.710225,0.708800,10.685428,21.370856,35.618093,2015-08-31 14:30:00,0.712269,trailing_stop,1.250000,0,1000000.000000,1.000000,True,170.932147,217.231766,217.231766,PARTIAL,0.500000,0.712020,3.418643,170.932147,trailing_stop,0.500000,0.712269,0.925992,46.299619,,,,,
17,2015-09-01 04:15:00,0.708576,short,1000000.000000,1.000000,44.467884,False,Standard (NTI+MB+IC),0.709576,10.000000,0.707513,0.706450,0.705033,10.628637,21.257275,35.428791,2015-09-01 08:00:00,0.705033,take_profit_3,3.750000,3,1000000.000000,1.000000,True,2243.882506,2243.882506,2243.882506,TP1,0.333300,0.707513,10.628637,354.252486,TP2,0.333350,0.706450,21.257275,708.611258,TP3,0.333350,0.705033,35.428791,1181.018763
18,2015-09-01 08:15:00,0.706002,short,1000000.000000,1.000000,53.465695,False,Standard (NTI+MB+IC),0.707002,10.000000,0.704943,0.703884,0.702472,10.590036,21.180071,35.300119,2015-09-01 09:00:00,0.705919,trailing_stop,0.750000,1,1000000.000000,1.000000,True,927.673307,955.527748,955.527748,PARTIAL,0.500000,0.704500,15.023807,751.190362,TP1,0.166650,0.704943,10.590036,176.482945,trailing_stop,0.333350,0.705919,0.835591,27.854441
19,2015-09-01 09:15:00,0.705633,short,1000000.000000,1.000000,44.746054,False,Standard (NTI+MB+IC),0.706633,10.000000,0.704575,0.703516,0.702105,10.584499,21.168997,35.281662,2015-09-01 10:15:00,0.702105,take_profit_3,1.000000,3,1000000.000000,1.000000,True,1473.905888,1473.905888,1473.905888,PARTIAL,0.500000,0.704920,7.132477,356.623844,TP1,0.166650,0.704575,10.584499,176.390671,TP2,0.166675,0.703516,21.168997,352.834265
20,2015-09-01 10:30:00,0.703200,short,1000000.000000,1.000000,49.363370,False,Standard (NTI+MB+IC),0.704200,10.000000,0.702145,0.701090,0.699684,10.548001,21.096001,35.160002,2015-09-01 11:00:00,0.704210,stop_loss,0.500000,0,1000000.000000,1.000000,True,0.000000,-1009.529795,-1009.529795,stop_loss,1.000000,0.704210,-10.095298,-1009.529795,,,,,,,,,,
21,2015-09-01 11:15:00,0.704038,short,1000000.000000,1.000000,43.996792,False,Standard (NTI+MB+IC),0.705038,10.000000,0.702982,0.701926,0.700518,10.560567,21.121134,35.201889,2015-09-01 12:30:00,0.703959,trailing_stop,1.250000,0,1000000.000000,1.000000,True,413.891682,453.091698,453.091698,PARTIAL,0.500000,0.703210,8.277834,413.891682,trailing_stop,0.500000,0.703959,0.784000,39.200016,,,,,
22,2015-09-01 12:45:00,0.703561,short,1000000.000000,1.000000,35.829910,False,Standard (NTI+MB+IC),0.704561,10.000000,0.702506,0.701450,0.700043,10.553414,21.106828,35.178047,2015-09-01 13:30:00,0.703516,trailing_stop,0.750000,0,1000000.000000,1.000000,True,0.000000,45.262252,45.262252,trailing_stop,1.000000,0.703516,0.452623,45.262252,,,,,,,,,,
23,2015-09-01 14:00:00,0.704519,short,1000000.000000,1.000000,14.000600,False,Standard (NTI+MB+IC),0.705519,10.000000,0.703462,0.702405,0.700996,10.567778,21.135555,35.225925,2015-09-01 19:00:00,0.700996,take_profit_3,5.000000,3,1000000.000000,1.000000,True,1599.771959,1599.771959,1599.771959,PARTIAL,0.500000,0.703550,9.685099,484.254964,TP1,0.166650,0.703462,10.567778,176.112015,TP2,0.166675,0.702405,21.135555,352.276868
24,2015-09-01 19:45:00,0.700974,short,1000000.000000,1.000000,33.757381,False,Standard (NTI+MB+IC),0.701974,10.000000,0.699922,0.698871,0.697469,10.514603,21.029205,35.048675,2015-09-01 20:00:00,0.702102,stop_loss,0.250000,0,1000000.000000,1.000000,True,0.000000,-1128.429300,-1128.429300,stop_loss,1.000000,0.702102,-11.284293,-1128.429300,,,,,,,,,,
25,2015-09-02 06:30:00,0.700348,short,1000000.000000,1.000000,41.162141,False,Standard (NTI+MB+IC),0.701348,10.000000,0.699298,0.698247,0.696847,10.505227,21.010454,35.017423,2015-09-02 08:15:00,0.701376,stop_loss,1.750000,0,1000000.000000,1.000000,True,0.000000,-1027.427876,-1027.427876,stop_loss,1.000000,0.701376,-10.274279,-1027.427876,,,,,,,,,,
26,2015-09-02 18:15:00,0.705126,long,1000000.000000,1.000000,42.525842,False,Standard (NTI+MB+IC),0.704126,10.000000,0.706184,0.707242,0.708652,10.576896,21.153792,35.256320,2015-09-02 20:15:00,0.703982,stop_loss,2.000000,0,1000000.000000,1.000000,True,0.000000,-1144.835523,-1144.835523,stop_loss,1.000000,0.703982,-11.448355,-1144.835523,,,,,,,,,,
27,2015-09-02 21:30:00,0.701237,long,1000000.000000,1.000000,21.137255,False,Standard (NTI+MB+IC),0.702888,16.508799,0.702289,0.703340,0.704743,10.518550,21.037100,35.061833,2015-09-02 21:45:00,0.702732,stop_loss,0.250000,0,1000000.000000,1.000000,True,0.000000,1495.608000,1495.608000,stop_loss,1.000000,0.702732,14.956080,1495.608000,,,,,,,,,,
28,2015-09-02 22:00:00,0.701953,long,1000000.000000,1.000000,46.303115,False,Standard (NTI+MB+IC),0.702861,9.082109,0.703006,0.704059,0.705463,10.529298,21.058595,35.097659,2015-09-02 22:15:00,0.702801,stop_loss,0.250000,0,1000000.000000,1.000000,True,0.000000,847.680502,847.680502,stop_loss,1.000000,0.702801,8.476805,847.680502,,,,,,,,,,
29,2015-09-02 22:30:00,0.702181,short,1000000.000000,1.000000,42.157321,False,Standard (NTI+MB+IC),0.703181,10.000000,0.701128,0.700074,0.698670,10.532713,21.065425,35.109042,2015-09-03 02:15:00,0.701128,tp1_pullback,3.750000,2,1000000.000000,1.000000,True,882.055234,1057.609221,1057.609221,PARTIAL,0.500000,0.701470,7.108392,355.419605,TP1,0.166650,0.701128,10.532713,175.527655,TP2,0.166675,0.700074,21.065425,351.107974
30,2015-09-03 03:00:00,0.701296,short,1000000.000000,1.000000,32.859400,False,Standard (NTI+MB+IC),0.702296,10.000000,0.700244,0.699193,0.697790,10.519446,21.038893,35.064822,2015-09-03 05:45:00,0.701275,trailing_stop,2.750000,0,1000000.000000,1.000000,True,373.215624,384.025981,384.025981,PARTIAL,0.500000,0.700550,7.464312,373.215624,trailing_stop,0.500000,0.701275,0.216207,10.810357,,,,,
31,2015-09-03 07:15:00,0.699911,short,1000000.000000,1.000000,32.884382,False,Standard (NTI+MB+IC),0.700911,10.000000,0.698861,0.697811,0.696411,10.498660,20.997320,34.995534,2015-09-03 08:30:00,0.701016,stop_loss,1.250000,0,1000000.000000,1.000000,True,0.000000,-1105.604431,-1105.604431,stop_loss,1.000000,0.701016,-11.056044,-1105.604431,,,,,,,,,,
32,2015-09-03 10:30:00,0.703852,long,1000000.000000,1.000000,39.902629,False,Standard (NTI+MB+IC),0.702852,10.000000,0.704908,0.705963,0.707371,10.557776,21.115552,35.192587,2015-09-03 10:45:00,0.702820,stop_loss,0.250000,0,1000000.000000,1.000000,True,0.000000,-1031.430353,-1031.430353,stop_loss,1.000000,0.702820,-10.314304,-1031.430353,,,,,,,,,,
33,2015-09-03 11:00:00,0.702408,long,1000000.000000,1.000000,34.142941,False,Standard (NTI+MB+IC),0.701408,10.000000,0.703461,0.704515,0.705920,10.536115,21.072231,35.120384,2015-09-03 12:45:00,0.702480,trailing_stop,1.750000,1,1000000.000000,1.000000,True,481.740595,505.910601,505.910601,PARTIAL,0.500000,0.703020,6.123125,306.156234,TP1,0.166650,0.703461,10.536115,175.584362,trailing_stop,0.333350,0.702480,0.725064,24.170006
34,2015-09-03 22:15:00,0.697255,short,1000000.000000,1.000000,37.684121,False,Standard (NTI+MB+IC),0.698255,10.000000,0.696209,0.695163,0.693769,10.458823,20.917646,34.862743,2015-09-04 00:15:00,0.697213,trailing_stop,2.000000,1,1000000.000000,1.000000,True,576.721945,590.770670,590.770670,PARTIAL,0.500000,0.696450,8.048513,402.425663,TP1,0.166650,0.696209,10.458823,174.296281,trailing_stop,0.333350,0.697213,0.421441,14.048726
35,2015-09-04 00:30:00,0.696708,short,1000000.000000,1.000000,50.614678,False,Standard (NTI+MB+IC),0.697708,10.000000,0.695663,0.694618,0.693225,10.450627,20.901254,34.835423,2015-09-04 02:15:00,0.697858,stop_loss,1.750000,0,1000000.000000,1.000000,True,0.000000,-1149.575313,-1149.575313,stop_loss,1.000000,0.697858,-11.495753,-1149.575313,,,,,,,,,,
36,2015-09-04 02:30:00,0.697849,short,1000000.000000,1.000000,15.353240,False,Standard (NTI+MB+IC),0.698849,10.000000,0.696802,0.695755,0.694359,10.467728,20.935456,34.892426,2015-09-04 03:15:00,0.697819,trailing_stop,0.750000,0,1000000.000000,1.000000,True,369.259615,383.864040,383.864040,PARTIAL,0.500000,0.697110,7.385192,369.259615,trailing_stop,0.500000,0.697819,0.292088,14.604425,,,,,
37,2015-09-04 04:15:00,0.698395,short,1000000.000000,1.000000,16.396546,False,Standard (NTI+MB+IC),0.699395,10.000000,0.697348,0.696300,0.694903,10.475929,20.951859,34.919764,2015-09-04 04:45:00,0.698362,trailing_stop,0.500000,0,1000000.000000,1.000000,True,0.000000,32.841603,32.841603,trailing_stop,1.000000,0.698362,0.328416,32.841603,,,,,,,,,,
38,2015-09-04 08:30:00,0.696060,short,1000000.000000,1.000000,19.567663,False,Standard (NTI+MB+IC),0.697060,10.000000,0.695016,0.693972,0.692580,10.440899,20.881798,34.802997,2015-09-04 09:15:00,0.695016,tp1_pullback,0.750000,2,1000000.000000,1.000000,True,1307.010082,1481.033765,1481.033765,PARTIAL,0.500000,0.694490,15.699303,784.965134,TP1,0.166650,0.695016,10.440899,173.997581,TP2,0.166675,0.693972,20.881798,348.047367
39,2015-09-04 09:30:00,0.694486,short,1000000.000000,1.000000,42.572770,False,Standard (NTI+MB+IC),0.695486,10.000000,0.693444,0.692403,0.691014,10.417291,20.834582,34.724304,2015-09-04 11:15:00,0.691014,take_profit_3,1.750000,3,1000000.000000,1.000000,True,1487.670365,1487.670365,1487.670365,PARTIAL,0.500000,0.693710,7.760769,388.038473,TP1,0.166650,0.693444,10.417291,173.604157,TP2,0.166675,0.692403,20.834582,347.260401
40,2015-09-04 11:30:00,0.691765,short,1000000.000000,1.000000,67.778925,False,Standard (NTI+MB+IC),0.692765,10.000000,0.690727,0.689689,0.688306,10.376469,20.752938,34.588230,2015-09-04 12:45:00,0.691749,trailing_stop,1.250000,0,1000000.000000,1.000000,True,307.302191,314.984284,314.984284,PARTIAL,0.500000,0.691150,6.146044,307.302191,trailing_stop,0.500000,0.691749,0.153642,7.682093,,,,,
41,2015-09-04 13:00:00,0.692870,short,1000000.000000,1.000000,65.274730,False,Standard (NTI+MB+IC),0.693870,10.000000,0.691830,0.690791,0.689405,10.393045,20.786091,34.643484,2015-09-06 17:00:00,0.691830,tp1_pullback,52.000000,2,1000000.000000,1.000000,True,904.494196,1077.720278,1077.720278,PARTIAL,0.500000,0.692100,7.696839,384.841933,TP1,0.166650,0.691830,10.393045,173.200099,TP2,0.166675,0.690791,20.786091,346.452164
42,2015-09-06 17:15:00,0.691615,short,1000000.000000,1.000000,27.993345,False,Standard (NTI+MB+IC),0.692615,10.000000,0.690577,0.689540,0.688157,10.374220,20.748441,34.580735,2015-09-06 18:00:00,0.691574,trailing_stop,0.750000,0,1000000.000000,1.000000,True,0.000000,40.899818,40.899818,trailing_stop,1.000000,0.691574,0.408998,40.899818,,,,,,,,,,
43,2015-09-06 19:00:00,0.692261,short,1000000.000000,1.000000,19.931773,False,Standard (NTI+MB+IC),0.693261,10.000000,0.691223,0.690184,0.688800,10.383914,20.767829,34.613048,2015-09-06 19:45:00,0.693458,stop_loss,0.750000,0,1000000.000000,1.000000,True,0.000000,-1197.250650,-1197.250650,stop_loss,1.000000,0.693458,-11.972506,-1197.250650,,,,,,,,,,
44,2015-09-06 20:00:00,0.694162,short,1000000.000000,1.000000,10.869820,False,Standard (NTI+MB+IC),0.693972,1.900309,0.693121,0.692080,0.690691,10.412434,20.824869,34.708115,2015-09-06 21:30:00,0.694086,trailing_stop,1.500000,1,1000000.000000,1.000000,True,1049.670417,1075.189961,1075.189961,PARTIAL,0.500000,0.692410,17.522944,876.147198,TP1,0.166650,0.693121,10.412434,173.523220,trailing_stop,0.333350,0.694086,0.765548,25.519544
45,2015-09-07 20:00:00,0.694194,long,1000000.000000,1.000000,58.309626,False,Standard (NTI+MB+IC),0.693194,10.000000,0.695236,0.696277,0.697665,10.412916,20.825831,34.709719,2015-09-07 21:15:00,0.694280,trailing_stop,1.250000,0,1000000.000000,1.000000,True,302.810231,345.511805,345.511805,PARTIAL,0.500000,0.694800,6.056205,302.810231,trailing_stop,0.500000,0.694280,0.854031,42.701573,,,,,
46,2015-09-07 21:30:00,0.696292,long,1000000.000000,1.000000,55.581078,False,Standard (NTI+MB+IC),0.695292,10.000000,0.697336,0.698381,0.699773,10.444380,20.888761,34.814601,2015-09-07 23:00:00,0.695213,stop_loss,1.500000,0,1000000.000000,1.000000,True,0.000000,-1078.905958,-1078.905958,stop_loss,1.000000,0.695213,-10.789060,-1078.905958,,,,,,,,,,
47,2015-09-07 23:45:00,0.695143,long,1000000.000000,1.000000,19.574621,False,Standard (NTI+MB+IC),0.694143,10.000000,0.696186,0.697228,0.698619,10.427144,20.854289,34.757148,2015-09-08 01:00:00,0.695199,trailing_stop,1.250000,1,1000000.000000,1.000000,True,602.287128,620.952879,620.952879,PARTIAL,0.500000,0.696000,8.570375,428.518766,TP1,0.166650,0.696186,10.427144,173.768362,trailing_stop,0.333350,0.695199,0.559945,18.665751
48,2015-09-08 03:45:00,0.697839,long,1000000.000000,1.000000,45.731338,False,Standard (NTI+MB+IC),0.696839,10.000000,0.698886,0.699933,0.701329,10.467591,20.935181,34.891969,2015-09-08 05:15:00,0.697862,trailing_stop,1.500000,0,1000000.000000,1.000000,True,0.000000,22.274563,22.274563,trailing_stop,1.000000,0.697862,0.222746,22.274563,,,,,,,,,,
49,2015-09-08 08:00:00,0.698647,long,1000000.000000,1.000000,28.892681,False,Standard (NTI+MB+IC),0.697647,10.000000,0.699695,0.700743,0.702140,10.479702,20.959404,34.932341,2015-09-08 10:00:00,0.699695,tp1_pullback,2.000000,2,1000000.000000,1.000000,True,855.579727,1030.250163,1030.250163,PARTIAL,0.500000,0.699310,6.631892,331.594619,TP1,0.166650,0.699695,10.479702,174.644237,TP2,0.166675,0.700743,20.959404,349.340872
50,2015-09-08 10:15:00,0.699977,long,1000000.000000,1.000000,47.690946,False,Standard (NTI+MB+IC),0.698977,10.000000,0.701027,0.702077,0.703477,10.499659,20.999317,34.998862,2015-09-08 12:15:00,0.703477,take_profit_3,2.000000,3,1000000.000000,1.000000,True,1719.702821,1719.702821,1719.702821,PARTIAL,0.500000,0.701200,12.227527,611.376347,TP1,0.166650,0.701027,10.499659,174.976812,TP2,0.166675,0.702077,20.999317,350.006123
51,2015-09-08 12:30:00,0.702643,long,1000000.000000,1.000000,59.314120,False,Standard (NTI+MB+IC),0.701643,10.000000,0.703696,0.704750,0.706156,10.539638,21.079276,35.132126,2015-09-08 15:15:00,0.702666,trailing_stop,2.750000,1,1000000.000000,1.000000,True,554.381625,562.283196,562.283196,PARTIAL,0.500000,0.703400,7.574771,378.738561,TP1,0.166650,0.703696,10.539638,175.643065,trailing_stop,0.333350,0.702666,0.237035,7.901571
52,2015-09-08 15:30:00,0.702479,long,1000000.000000,1.000000,51.047288,False,Standard (NTI+MB+IC),0.701479,10.000000,0.703533,0.704587,0.705992,10.537188,21.074377,35.123961,2015-09-08 21:45:00,0.705992,take_profit_3,6.250000,3,1000000.000000,1.000000,True,1422.676199,1422.676199,1422.676199,PARTIAL,0.500000,0.703100,6.207763,310.388158,TP1,0.166650,0.703533,10.537188,175.602244,TP2,0.166675,0.704587,21.074377,351.257174
53,2015-09-08 22:00:00,0.706447,long,1000000.000000,1.000000,39.652096,False,Standard (NTI+MB+IC),0.705447,10.000000,0.707507,0.708567,0.709980,10.596710,21.193420,35.322367,2015-09-08 23:15:00,0.705332,stop_loss,1.250000,0,1000000.000000,1.000000,True,0.000000,-1114.961786,-1114.961786,stop_loss,1.000000,0.705332,-11.149618,-1114.961786,,,,,,,,,,
54,2015-09-09 17:15:00,0.698399,short,1000000.000000,1.000000,46.108708,False,Standard (NTI+MB+IC),0.699399,10.000000,0.697351,0.696304,0.694907,10.475986,20.951972,34.919953,2015-09-09 21:15:00,0.694907,take_profit_3,4.000000,3,1000000.000000,1.000000,True,1455.358112,1455.358112,1455.358112,PARTIAL,0.500000,0.697700,6.990610,349.530499,TP1,0.166650,0.697351,10.475986,174.582305,TP2,0.166675,0.696304,20.951972,349.216990
55,2015-09-09 21:45:00,0.699136,short,1000000.000000,1.000000,28.256271,False,Standard (NTI+MB+IC),0.700136,10.000000,0.698087,0.697038,0.695640,10.487036,20.974073,34.956788,2015-09-09 23:15:00,0.700231,stop_loss,1.500000,0,1000000.000000,1.000000,True,0.000000,-1095.323705,-1095.323705,stop_loss,1.000000,0.700231,-10.953237,-1095.323705,,,,,,,,,,
56,2015-09-09 23:30:00,0.700218,short,1000000.000000,1.000000,18.906425,False,Standard (NTI+MB+IC),0.700362,1.443409,0.699168,0.698117,0.696717,10.503268,21.006535,35.010892,2015-09-10 01:15:00,0.700199,trailing_stop,1.750000,1,1000000.000000,1.000000,True,363.955873,370.277135,370.277135,PARTIAL,0.500000,0.699840,3.778378,188.918919,TP1,0.166650,0.699168,10.503268,175.036954,trailing_stop,0.333350,0.700199,0.189628,6.321261
57,2015-09-10 02:30:00,0.700642,long,1000000.000000,1.000000,44.285156,False,Standard (NTI+MB+IC),0.699642,10.000000,0.701692,0.702743,0.704145,10.509623,21.019245,35.032075,2015-09-10 03:15:00,0.704145,take_profit_3,0.750000,3,1000000.000000,1.000000,True,2023.627046,2023.627046,2023.627046,PARTIAL,0.500000,0.702470,18.284976,914.248807,TP1,0.166650,0.701692,10.509623,175.142860,TP2,0.166675,0.702743,21.019245,350.338267
58,2015-09-10 03:30:00,0.704542,long,1000000.000000,1.000000,61.415768,False,Standard (NTI+MB+IC),0.703542,10.000000,0.705598,0.706655,0.708064,10.568124,21.136249,35.227081,2015-09-10 04:15:00,0.705598,tp1_pullback,0.750000,2,1000000.000000,1.000000,True,2052.595362,2228.739574,2228.739574,PARTIAL,0.500000,0.707590,30.483783,1524.189146,TP1,0.166650,0.705598,10.568124,176.117792,TP2,0.166675,0.706655,21.136249,352.288424
59,2015-09-10 04:30:00,0.705094,long,1000000.000000,1.000000,70.438991,False,Standard (NTI+MB+IC),0.704094,10.000000,0.706152,0.707210,0.708620,10.576415,21.152830,35.254717,2015-09-10 07:30:00,0.706152,tp1_pullback,3.000000,2,1000000.000000,1.000000,True,1466.650754,1642.933152,1642.933152,PARTIAL,0.500000,0.706970,18.756600,937.829999,TP1,0.166650,0.706152,10.576415,176.255958,TP2,0.166675,0.707210,21.152830,352.564797
60,2015-09-10 07:45:00,0.706024,long,1000000.000000,1.000000,26.355534,False,Standard (NTI+MB+IC),0.705024,10.000000,0.707083,0.708142,0.709554,10.590359,21.180717,35.301195,2015-09-10 08:45:00,0.706067,trailing_stop,1.000000,1,1000000.000000,1.000000,True,789.537835,803.991876,803.991876,PARTIAL,0.500000,0.707250,12.260990,613.049510,TP1,0.166650,0.707083,10.590359,176.488325,trailing_stop,0.333350,0.706067,0.433600,14.454042
61,2015-09-10 09:00:00,0.705436,long,1000000.000000,1.000000,16.389891,False,Standard (NTI+MB+IC),0.704436,10.000000,0.706494,0.707552,0.708963,10.581540,21.163080,35.271800,2015-09-10 12:00:00,0.708963,take_profit_3,3.000000,3,1000000.000000,1.000000,True,1558.966393,1558.966393,1558.966393,PARTIAL,0.500000,0.706320,8.839933,441.996656,TP1,0.166650,0.706494,10.581540,176.341366,TP2,0.166675,0.707552,21.163080,352.735639
