trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,final_exit_pips,pnl_per_million,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_pnl_total,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl
1,2014-03-13 19:15:00,0.902411,short,1.000000,28.514422,False,Standard (NTI+MB+IC),0.903411,10.000000,0.901057,0.899704,0.897899,2014-03-13 19:45:00,0.902391,trailing_stop,0,0.500000,20.112051,0.201121,20.112051,,,,,,,,,,
2,2014-03-14 01:00:00,0.900018,short,1.000000,30.927316,False,Standard (NTI+MB+IC),0.901018,10.000000,0.898668,0.897318,0.895518,2014-03-14 03:30:00,0.901046,stop_loss,0,2.500000,-1027.775231,-10.277752,-1027.775231,,,,,,,,,,
3,2014-03-14 04:00:00,0.902108,short,1.000000,16.701277,False,Standard (NTI+MB+IC),0.902838,7.302286,0.900755,0.899402,0.897598,2014-03-14 05:15:00,0.902045,trailing_stop,0,1.250000,225.403724,0.627054,225.403724,TP0,0.500000,194.051011,194.051011,,,,,,
4,2014-03-17 01:00:00,0.905341,long,1.000000,49.230113,False,Standard (NTI+MB+IC),0.904341,10.000000,0.906699,0.908057,0.909867,2014-03-17 02:15:00,0.905393,trailing_stop,0,1.250000,51.783791,0.517838,51.783791,,,,,,,,,,
5,2014-03-17 02:30:00,0.905174,long,1.000000,62.015980,False,Standard (NTI+MB+IC),0.904174,10.000000,0.906532,0.907890,0.909700,2014-03-19 14:30:00,0.910912,trailing_stop,0,60.000000,1086.738504,57.380046,1086.738504,TP0,0.500000,407.857791,781.988952,TP0,0.165000,224.030635,TP0,0.110550,150.100526
6,2014-03-19 14:45:00,0.904662,short,1.000000,53.224807,False,Standard (NTI+MB+IC),0.905662,10.000000,0.903305,0.901948,0.900138,2014-03-19 16:30:00,0.904660,trailing_stop,0,1.750000,1757.865321,0.017419,1757.865321,TP0,0.500000,1170.856936,1544.776239,TP0,0.165000,223.903774,TP0,0.110550,150.015529
7,2014-03-19 16:45:00,0.904091,short,1.000000,50.054952,False,Standard (NTI+MB+IC),0.905091,10.000000,0.902735,0.901379,0.899571,2014-03-20 10:15:00,0.902631,trailing_stop,0,17.500000,1023.546631,14.597619,1023.546631,TP0,0.500000,345.478413,719.161808,TP0,0.165000,223.762512,TP0,0.110550,149.920883
8,2014-03-20 13:00:00,0.904726,long,1.000000,43.972430,False,Standard (NTI+MB+IC),0.903726,10.000000,0.906083,0.907440,0.909250,2014-03-20 14:45:00,0.903560,stop_loss,0,1.750000,-1166.147692,-11.661477,-1166.147692,,,,,,,,,,
9,2014-03-20 21:15:00,0.905723,long,1.000000,43.331903,False,Standard (NTI+MB+IC),0.904723,10.000000,0.907082,0.908440,0.910252,2014-03-20 23:15:00,0.905800,trailing_stop,0,2.000000,347.264586,0.774612,347.264586,TP0,0.500000,308.534002,308.534002,,,,,,
10,2014-03-20 23:30:00,0.905784,long,1.000000,64.463869,False,Standard (NTI+MB+IC),0.904784,10.000000,0.907143,0.908501,0.910313,2014-03-21 00:30:00,0.905874,trailing_stop,0,1.000000,90.148199,0.901482,90.148199,,,,,,,,,,
11,2014-03-21 00:45:00,0.905949,long,1.000000,64.410290,False,Standard (NTI+MB+IC),0.904949,10.000000,0.907308,0.908667,0.910479,2014-03-21 03:30:00,0.905972,trailing_stop,0,2.750000,311.335961,0.221148,311.335961,TP0,0.500000,300.278582,300.278582,,,,,,
12,2014-03-21 03:45:00,0.906611,long,1.000000,29.523037,False,Standard (NTI+MB+IC),0.905611,10.000000,0.907971,0.909331,0.911144,2014-03-21 08:45:00,0.906698,trailing_stop,0,5.000000,994.080419,0.875125,994.080419,TP0,0.500000,314.593222,689.318137,TP0,0.165000,224.386176,TP0,0.110550,150.338738
13,2014-03-21 09:00:00,0.906583,long,1.000000,19.601666,False,Standard (NTI+MB+IC),0.906293,2.896588,0.907943,0.909303,0.911116,2014-03-23 21:45:00,0.908245,trailing_stop,0,60.750000,933.474877,16.621790,933.474877,TP0,0.500000,253.537683,628.251070,TP0,0.165000,224.379274,TP0,0.110550,150.334113
14,2014-03-23 22:00:00,0.906434,short,1.000000,41.971499,False,Standard (NTI+MB+IC),0.907434,10.000000,0.905074,0.903714,0.901901,2014-03-23 23:45:00,0.907552,stop_loss,0,1.750000,-1118.249585,-11.182496,-1118.249585,,,,,,,,,,
15,2014-03-24 00:15:00,0.907727,short,1.000000,17.471860,False,Standard (NTI+MB+IC),0.908678,9.511394,0.906365,0.905004,0.903188,2014-03-24 01:45:00,0.908697,stop_loss,0,1.500000,-970.386051,-9.703861,-970.386051,,,,,,,,,,
16,2014-03-24 04:30:00,0.909693,long,1.000000,50.464503,False,Standard (NTI+MB+IC),0.908693,10.000000,0.911057,0.912422,0.914241,2014-03-24 05:15:00,0.909727,trailing_stop,0,0.750000,460.701001,0.341434,460.701001,TP0,0.500000,443.629323,443.629323,,,,,,
17,2014-03-24 05:30:00,0.909729,long,1.000000,49.967949,False,Standard (NTI+MB+IC),0.908729,10.000000,0.911094,0.912458,0.914278,2014-07-10 00:15:00,0.940030,end_of_data,0,2586.750000,1382.738651,303.008836,1382.738651,TP0,0.500000,700.441814,1076.455601,TP0,0.165000,225.157956,TP0,0.110550,150.855831
