trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,final_exit_pips,pnl_per_million,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl,partial_pnl_total
1,2019-01-21 02:00:00,0.716973,long,1.000000,43.747451,False,Standard (NTI+MB+IC),0.716556,4.179143,0.718049,0.719124,0.720558,2019-01-21 03:30:00,0.716359,stop_loss,0,1.500000,-614.289971,-6.142900,-614.289971,,,,,,,,,,
2,2019-01-21 04:45:00,0.715447,short,1.000000,39.938352,False,Standard (NTI+MB+IC),0.716447,10.000000,0.714374,0.713301,0.711870,2019-01-21 10:45:00,0.715386,trailing_stop,0,6.000000,889.454999,0.614258,889.454999,TP0,0.500000,398.629964,TP0,0.165000,177.073197,TP0,0.110550,118.639042,694.342203
3,2019-01-21 11:45:00,0.715666,short,1.000000,19.658258,False,Standard (NTI+MB+IC),0.715990,3.235856,0.714593,0.713519,0.712088,2019-01-23 19:45:00,0.714140,trailing_stop,0,56.000000,619.879957,15.266726,619.879957,TP0,0.500000,83.130262,TP0,0.165000,177.127399,TP0,0.110550,118.675358,378.933019
4,2019-01-23 20:00:00,0.716172,long,1.000000,41.281742,False,Standard (NTI+MB+IC),0.715172,10.000000,0.717246,0.718320,0.719752,2019-01-23 21:00:00,0.715090,stop_loss,0,1.000000,-1081.996614,-10.819966,-1081.996614,,,,,,,,,,
5,2019-01-23 21:15:00,0.713304,long,1.000000,21.606633,False,Standard (NTI+MB+IC),0.713853,5.483347,0.714374,0.715444,0.716871,2019-01-23 21:30:00,0.713820,stop_loss,0,0.250000,515.323245,5.153232,515.323245,,,,,,,,,,
6,2019-01-23 21:45:00,0.712528,long,1.000000,23.810615,False,Standard (NTI+MB+IC),0.713857,13.280324,0.713597,0.714666,0.716091,2019-01-23 22:15:00,0.712556,trailing_stop,0,0.500000,27.525226,0.275252,27.525226,,,,,,,,,,
7,2019-01-23 22:30:00,0.712448,short,1.000000,50.715796,False,Standard (NTI+MB+IC),0.713448,10.000000,0.711379,0.710311,0.708886,2019-01-25 07:15:00,0.710061,trailing_stop,0,32.750000,1113.335123,23.868872,1113.335123,TP0,0.500000,578.999124,TP0,0.165000,176.330880,TP0,0.110550,118.141689,873.471693
8,2019-01-25 07:30:00,0.711445,long,1.000000,49.429927,False,Standard (NTI+MB+IC),0.710445,10.000000,0.712512,0.713579,0.715002,2019-02-06 11:15:00,0.726508,trailing_stop,0,291.750000,1061.163338,150.630621,1061.163338,TP0,0.500000,527.579708,TP0,0.165000,176.082598,TP0,0.110550,117.975341,821.637647
9,2019-02-06 11:30:00,0.712561,short,1.000000,33.580985,False,Standard (NTI+MB+IC),0.713561,10.000000,0.711492,0.710423,0.708998,2019-02-12 21:45:00,0.708348,trailing_stop,0,154.250000,959.771826,42.123761,959.771826,TP0,0.500000,425.351299,TP0,0.165000,176.358774,TP0,0.110550,118.160379,719.870452
10,2019-02-12 22:15:00,0.712320,long,1.000000,38.729460,False,Standard (NTI+MB+IC),0.711320,10.000000,0.713389,0.714457,0.715882,2019-02-13 02:15:00,0.712389,trailing_stop,0,4.000000,693.812840,0.688982,693.812840,TP0,0.500000,309.891331,TP0,0.165000,176.299254,TP0,0.110550,118.120500,604.311085
11,2019-02-13 02:30:00,0.712245,long,1.000000,19.049166,False,Standard (NTI+MB+IC),0.711245,10.000000,0.713313,0.714382,0.715806,2019-02-13 05:00:00,0.711209,stop_loss,0,2.500000,-1035.866397,-10.358664,-1035.866397,,,,,,,,,,
12,2019-02-13 14:15:00,0.709510,short,1.000000,36.351108,False,Standard (NTI+MB+IC),0.710510,10.000000,0.708445,0.707381,0.705962,2019-02-13 19:45:00,0.709468,trailing_stop,0,5.500000,300.794810,0.418634,300.794810,TP0,0.500000,279.863101,,,,,,,279.863101
13,2019-02-13 20:00:00,0.709432,short,1.000000,18.045286,False,Standard (NTI+MB+IC),0.710168,7.363834,0.708368,0.707304,0.705885,2019-02-13 20:30:00,0.710220,stop_loss,0,0.500000,-787.674789,-7.876748,-787.674789,,,,,,,,,,
14,2019-02-13 20:45:00,0.710323,short,1.000000,21.493311,False,Standard (NTI+MB+IC),0.710107,2.161240,0.709257,0.708192,0.706771,2019-02-13 22:00:00,0.710281,trailing_stop,0,1.250000,192.111781,0.413883,192.111781,TP0,0.500000,171.417649,,,,,,,171.417649
15,2019-02-13 22:15:00,0.711009,long,1.000000,40.529571,False,Standard (NTI+MB+IC),0.710009,10.000000,0.712075,0.713142,0.714564,2019-02-14 03:30:00,0.711099,trailing_stop,0,5.250000,958.046334,0.905765,958.046334,TP0,0.500000,430.749520,TP0,0.165000,175.974604,TP0,0.110550,117.902985,724.627109
16,2019-02-14 03:45:00,0.710292,long,1.000000,23.586974,False,Standard (NTI+MB+IC),0.710580,2.884496,0.711357,0.712422,0.713843,2019-02-14 04:45:00,0.710309,trailing_stop,0,1.000000,212.992639,0.175520,212.992639,TP0,0.500000,204.216627,,,,,,,204.216627
17,2019-02-14 05:00:00,0.710407,long,1.000000,24.131042,False,Standard (NTI+MB+IC),0.710607,1.998074,0.711473,0.712539,0.713959,2019-02-14 05:15:00,0.710511,stop_loss,0,0.250000,104.028411,1.040284,104.028411,,,,,,,,,,
18,2019-02-14 06:45:00,0.710250,short,1.000000,30.789229,False,Standard (NTI+MB+IC),0.711173,9.229409,0.709184,0.708119,0.706698,2019-02-14 08:30:00,0.711316,stop_loss,0,1.750000,-1066.243899,-10.662439,-1066.243899,,,,,,,,,,
19,2019-02-14 10:30:00,0.708573,short,1.000000,35.291687,False,Standard (NTI+MB+IC),0.709573,10.000000,0.707510,0.706447,0.705030,2019-02-14 12:15:00,0.709720,stop_loss,0,1.750000,-1146.979832,-11.469798,-1146.979832,,,,,,,,,,
