trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl,partial_pnl_total,final_exit_pips,pnl_per_million
1,2011-09-22 13:30:00,0.976368,short,1.000000,24.214082,False,Standard (NTI+MB+IC),0.977368,10.000000,0.974904,0.973439,0.971486,2011-09-22 14:00:00,0.973439,take_profit_2,2,0.500000,2310.518095,PPT,0.500000,1334.149795,TP1,0.333333,488.184150,TP2,0.166667,488.184150,2310.518095,29.291049,2310.518095
2,2011-09-22 15:00:00,0.972290,short,1.000000,21.284843,False,Standard (NTI+MB+IC),0.973290,10.000000,0.970831,0.969373,0.967428,2011-09-22 15:30:00,0.973443,stop_loss,1,0.500000,938.680842,PPT,0.500000,644.758771,TP1,0.333333,486.144759,,,,1130.903530,-11.533361,938.680842
3,2011-09-22 19:45:00,0.980455,short,1.000000,10.762482,False,Standard (NTI+MB+IC),0.980971,5.156888,0.978985,0.977514,0.975553,2011-09-22 20:00:00,0.981003,stop_loss,0,0.250000,-547.071715,,,,,,,,,,,-5.470717,-547.071715
4,2011-09-22 20:15:00,0.983992,short,1.000000,17.082370,False,Standard (NTI+MB+IC),0.980872,31.206530,0.982516,0.981040,0.979072,2011-09-22 20:45:00,0.980888,stop_loss,1,0.500000,2561.772236,TP1,0.333333,491.996179,,,,,,,491.996179,31.046641,2561.772236
5,2011-09-23 06:30:00,0.975427,long,1.000000,35.761750,False,Standard (NTI+MB+IC),0.978765,33.385207,0.976890,0.978353,0.980304,2011-09-23 06:45:00,0.978631,stop_loss,0,0.250000,3204.125139,,,,,,,,,,,32.041251,3204.125139
6,2011-09-23 07:00:00,0.975170,short,1.000000,40.297607,False,Standard (NTI+MB+IC),0.976170,10.000000,0.973707,0.972244,0.970294,2011-09-23 07:45:00,0.972244,take_profit_2,2,0.750000,1360.034844,PPT,0.500000,384.865114,TP1,0.333333,487.584865,TP2,0.166667,487.584865,1360.034844,29.255092,1360.034844
7,2011-09-23 08:00:00,0.970171,short,1.000000,51.913585,False,Standard (NTI+MB+IC),0.971171,10.000000,0.968716,0.967261,0.965320,2011-09-23 08:15:00,0.971213,stop_loss,0,0.250000,-1041.498868,,,,,,,,,,,-10.414989,-1041.498868
8,2011-09-23 08:30:00,0.972654,short,1.000000,43.828488,False,Standard (NTI+MB+IC),0.973654,10.000000,0.971195,0.969737,0.967791,2011-09-23 08:45:00,0.973741,stop_loss,0,0.250000,-1086.789477,,,,,,,,,,,-10.867895,-1086.789477
9,2011-09-26 00:30:00,0.972095,short,1.000000,52.021641,False,Standard (NTI+MB+IC),0.973095,10.000000,0.970637,0.969179,0.967235,2011-09-26 01:15:00,0.969179,take_profit_2,2,0.750000,2469.655141,PPT,0.500000,1497.560021,TP1,0.333333,486.047560,TP2,0.166667,486.047560,2469.655141,29.162854,2469.655141
10,2011-09-26 01:30:00,0.968286,short,1.000000,66.522913,False,Standard (NTI+MB+IC),0.969286,10.000000,0.966834,0.965381,0.963445,2011-09-26 02:00:00,0.965381,take_profit_2,2,0.500000,1761.451167,PPT,0.500000,793.164837,TP1,0.333333,484.143165,TP2,0.166667,484.143165,1761.451167,29.048590,1761.451167
11,2011-09-26 02:15:00,0.964192,short,1.000000,75.871955,False,Standard (NTI+MB+IC),0.965192,10.000000,0.962745,0.961299,0.959371,2011-09-26 02:45:00,0.964174,trailing_stop,1,0.500000,1530.964103,PPT,0.500000,1045.848345,TP1,0.333333,482.095848,,,,1527.944193,0.181195,1530.964103
12,2011-09-26 03:00:00,0.966971,short,1.000000,71.188892,False,Standard (NTI+MB+IC),0.967971,10.000000,0.965520,0.964070,0.962136,2011-09-26 03:30:00,0.967987,stop_loss,0,0.500000,-1015.867227,,,,,,,,,,,-10.158672,-1015.867227
13,2011-09-26 03:45:00,0.967864,short,1.000000,24.750625,False,Standard (NTI+MB+IC),0.968864,10.000000,0.966412,0.964960,0.963025,2011-09-26 04:00:00,0.968948,stop_loss,0,0.250000,-1083.947171,,,,,,,,,,,-10.839472,-1083.947171
14,2011-09-26 04:15:00,0.971579,short,1.000000,22.208514,False,Standard (NTI+MB+IC),0.972579,10.000000,0.970121,0.968664,0.966721,2011-09-26 04:45:00,0.972754,stop_loss,0,0.500000,-1174.938274,,,,,,,,,,,-11.749383,-1174.938274
15,2011-09-26 05:00:00,0.977281,short,1.000000,24.111468,False,Standard (NTI+MB+IC),0.974827,24.535394,0.975815,0.974349,0.972394,2011-09-26 05:30:00,0.974349,take_profit_2,2,0.500000,2217.542848,PPT,0.500000,1240.262323,TP1,0.333333,488.640262,TP2,0.166667,488.640262,2217.542848,29.318416,2217.542848
16,2011-09-26 05:45:00,0.974754,short,1.000000,26.419671,False,Standard (NTI+MB+IC),0.974687,0.664322,0.973291,0.971829,0.969880,2011-09-26 06:00:00,0.974759,stop_loss,0,0.250000,24.012511,PPT,0.500000,26.806284,,,,,,,26.806284,-0.055875,24.012511
17,2011-09-26 06:15:00,0.975758,short,1.000000,55.174299,False,Standard (NTI+MB+IC),0.974676,10.823367,0.974295,0.972831,0.970880,2011-09-26 06:30:00,0.974773,stop_loss,0,0.250000,985.004616,,,,,,,,,,,9.850046,985.004616
18,2011-09-26 06:45:00,0.977321,long,1.000000,59.667513,False,Standard (NTI+MB+IC),0.976321,10.000000,0.978787,0.980253,0.982208,2011-09-26 07:15:00,0.980253,take_profit_2,2,0.500000,3416.616447,PPT,0.500000,2439.295037,TP1,0.333333,488.660705,TP2,0.166667,488.660705,3416.616447,29.319642,3416.616447
19,2011-09-26 07:30:00,0.981629,long,1.000000,68.454107,False,Standard (NTI+MB+IC),0.980629,10.000000,0.983101,0.984574,0.986537,2011-09-26 07:45:00,0.980548,stop_loss,0,0.250000,-1081.053767,,,,,,,,,,,-10.810538,-1081.053767
20,2011-09-26 08:00:00,0.979023,long,1.000000,60.127620,False,Standard (NTI+MB+IC),0.978023,10.000000,0.980491,0.981960,0.983918,2011-09-26 09:00:00,0.981960,take_profit_2,2,1.000000,1817.664624,PPT,0.500000,838.641907,TP1,0.333333,489.511358,TP2,0.166667,489.511358,1817.664624,29.370681,1817.664624
21,2011-09-26 09:15:00,0.977520,long,1.000000,21.994906,False,Standard (NTI+MB+IC),0.976520,10.000000,0.978986,0.980452,0.982407,2011-09-26 09:45:00,0.976476,stop_loss,0,0.500000,-1043.596236,,,,,,,,,,,-10.435962,-1043.596236
22,2011-09-26 10:00:00,0.970300,long,1.000000,22.594310,False,Standard (NTI+MB+IC),0.974136,38.359044,0.971755,0.973211,0.975152,2011-09-26 10:30:00,0.974024,stop_loss,1,0.500000,2967.625791,TP1,0.333333,485.150005,,,,,,,485.150005,37.237137,2967.625791
23,2011-09-26 11:00:00,0.972951,short,1.000000,45.919471,False,Standard (NTI+MB+IC),0.973951,10.000000,0.971492,0.970032,0.968086,2011-09-26 11:15:00,0.974129,stop_loss,0,0.250000,-1177.617786,,,,,,,,,,,-11.776178,-1177.617786
24,2011-09-26 16:00:00,0.981212,long,1.000000,47.861472,False,Standard (NTI+MB+IC),0.980212,10.000000,0.982684,0.984156,0.986118,2011-09-26 17:00:00,0.984156,take_profit_2,2,1.000000,1425.195548,PPT,0.500000,443.983515,TP1,0.333333,490.606016,TP2,0.166667,490.606016,1425.195548,29.436361,1425.195548
25,2011-09-26 17:15:00,0.984548,long,1.000000,63.978669,False,Standard (NTI+MB+IC),0.983548,10.000000,0.986025,0.987502,0.989471,2011-09-26 18:00:00,0.983484,stop_loss,0,0.750000,-1063.953140,,,,,,,,,,,-10.639531,-1063.953140
26,2011-09-26 22:30:00,0.987748,long,1.000000,35.687018,False,Standard (NTI+MB+IC),0.986748,10.000000,0.989229,0.990711,0.992686,2011-09-26 22:45:00,0.986649,stop_loss,0,0.250000,-1099.085106,,,,,,,,,,,-10.990851,-1099.085106
27,2011-09-27 09:45:00,0.996136,long,1.000000,46.422388,False,Standard (NTI+MB+IC),0.995136,10.000000,0.997630,0.999125,1.001117,2011-09-27 10:00:00,0.995060,stop_loss,0,0.250000,-1076.443297,,,,,,,,,,,-10.764433,-1076.443297
28,2011-09-27 10:15:00,0.995216,long,1.000000,50.406707,False,Standard (NTI+MB+IC),0.994216,10.000000,0.996708,0.998201,1.000192,2011-09-27 12:30:00,0.995256,trailing_stop,1,2.250000,1496.558307,PPT,0.500000,992.223974,TP1,0.333333,497.607776,,,,1489.831750,0.403593,1496.558307
29,2011-09-27 12:45:00,0.994533,long,1.000000,49.386042,False,Standard (NTI+MB+IC),0.993533,10.000000,0.996025,0.997517,0.999506,2011-09-27 13:45:00,0.997517,take_profit_2,2,1.000000,1277.971563,PPT,0.500000,283.438440,TP1,0.333333,497.266562,TP2,0.166667,497.266562,1277.971563,29.835994,1277.971563
30,2011-09-27 14:00:00,0.997626,long,1.000000,47.761375,False,Standard (NTI+MB+IC),0.996626,10.000000,0.999123,1.000619,1.002614,2011-09-27 14:45:00,0.996617,stop_loss,0,0.750000,-1009.076042,,,,,,,,,,,-10.090760,-1009.076042
31,2011-09-27 15:00:00,0.993702,long,1.000000,22.350863,False,Standard (NTI+MB+IC),0.992702,10.000000,0.995192,0.996683,0.998670,2011-09-27 15:15:00,0.992633,stop_loss,0,0.250000,-1068.556941,,,,,,,,,,,-10.685569,-1068.556941
32,2011-09-27 15:30:00,0.990849,long,1.000000,22.426383,False,Standard (NTI+MB+IC),0.991067,2.182028,0.992335,0.993821,0.995803,2011-09-27 16:00:00,0.990931,stop_loss,0,0.500000,166.599170,PPT,0.500000,125.585716,,,,,,,125.585716,0.820269,166.599170
33,2011-09-27 16:15:00,0.990413,long,1.000000,24.976857,False,Standard (NTI+MB+IC),0.991219,8.056689,0.991899,0.993384,0.995365,2011-09-27 16:30:00,0.991033,stop_loss,0,0.250000,619.515889,,,,,,,,,,,6.195159,619.515889
34,2011-09-27 16:45:00,0.991213,long,1.000000,50.187955,False,Standard (NTI+MB+IC),0.991235,0.215773,0.992700,0.994187,0.996169,2011-09-27 17:00:00,0.991148,stop_loss,0,0.250000,-64.623537,,,,,,,,,,,-0.646235,-64.623537
35,2011-09-27 17:15:00,0.990574,short,1.000000,45.089675,False,Standard (NTI+MB+IC),0.991574,10.000000,0.989088,0.987602,0.985621,2011-09-27 20:30:00,0.987602,take_profit_2,2,3.250000,1277.468969,PPT,0.500000,286.895179,TP1,0.333333,495.286895,TP2,0.166667,495.286895,1277.468969,29.717214,1277.468969
36,2011-09-27 21:15:00,0.988399,short,1.000000,38.755541,False,Standard (NTI+MB+IC),0.989399,10.000000,0.986917,0.985434,0.983457,2011-09-27 23:30:00,0.985434,take_profit_2,2,2.250000,1437.976573,PPT,0.500000,449.577418,TP1,0.333333,494.199577,TP2,0.166667,494.199577,1437.976573,29.651975,1437.976573
37,2011-09-28 00:00:00,0.985553,short,1.000000,36.056687,False,Standard (NTI+MB+IC),0.986553,10.000000,0.984075,0.982597,0.980626,2011-09-28 01:00:00,0.986559,stop_loss,0,1.000000,-1005.714166,,,,,,,,,,,-10.057142,-1005.714166
38,2011-09-28 02:00:00,0.988066,short,1.000000,14.987930,False,Standard (NTI+MB+IC),0.989066,10.000000,0.986583,0.985101,0.983125,2011-09-28 03:00:00,0.989162,stop_loss,0,1.000000,34.692008,PPT,0.500000,582.790220,,,,,,,582.790220,-10.961964,34.692008
39,2011-09-28 14:00:00,0.981253,short,1.000000,53.180981,False,Standard (NTI+MB+IC),0.982253,10.000000,0.979781,0.978309,0.976347,2011-09-28 14:45:00,0.982361,stop_loss,0,0.750000,-277.426307,PPT,0.500000,276.625803,,,,,,,276.625803,-11.081042,-277.426307
40,2011-09-28 15:00:00,0.982967,short,1.000000,53.140952,False,Standard (NTI+MB+IC),0.983967,10.000000,0.981493,0.980018,0.978052,2011-09-28 15:30:00,0.980018,take_profit_2,2,0.500000,2466.557543,PPT,0.500000,1483.590362,TP1,0.333333,491.483590,TP2,0.166667,491.483590,2466.557543,29.489015,2466.557543
41,2011-09-28 15:45:00,0.978499,short,1.000000,55.853778,False,Standard (NTI+MB+IC),0.979499,10.000000,0.977031,0.975564,0.973607,2011-09-28 17:45:00,0.975564,take_profit_2,2,2.000000,1278.020359,PPT,0.500000,299.521316,TP1,0.333333,489.249521,TP2,0.166667,489.249521,1278.020359,29.354971,1278.020359
42,2011-09-28 18:00:00,0.973992,short,1.000000,63.089161,False,Standard (NTI+MB+IC),0.974992,10.000000,0.972531,0.971070,0.969122,2011-09-28 19:45:00,0.971070,take_profit_2,2,1.750000,1819.847104,PPT,0.500000,845.855394,TP1,0.333333,486.995855,TP2,0.166667,486.995855,1819.847104,29.219751,1819.847104
43,2011-09-28 20:00:00,0.972999,short,1.000000,62.181853,False,Standard (NTI+MB+IC),0.973999,10.000000,0.971540,0.970080,0.968134,2011-09-28 20:30:00,0.970080,take_profit_2,2,0.500000,2022.657254,PPT,0.500000,1049.657938,TP1,0.333333,486.499658,TP2,0.166667,486.499658,2022.657254,29.189979,2022.657254
44,2011-09-28 20:45:00,0.973466,short,1.000000,56.776122,False,Standard (NTI+MB+IC),0.974466,10.000000,0.972006,0.970545,0.968598,2011-09-28 21:30:00,0.974557,stop_loss,1,0.750000,837.784692,PPT,0.500000,532.885769,TP1,0.333333,486.732886,,,,1019.618655,-10.910038,837.784692
45,2011-09-28 22:15:00,0.975671,short,1.000000,17.465526,False,Standard (NTI+MB+IC),0.976671,10.000000,0.974207,0.972744,0.970792,2011-09-28 23:00:00,0.976774,stop_loss,0,0.750000,-216.468787,PPT,0.500000,335.310487,,,,,,,335.310487,-11.035585,-216.468787
46,2011-09-28 23:45:00,0.978995,short,1.000000,20.203188,False,Standard (NTI+MB+IC),0.979632,6.366395,0.977527,0.976058,0.974100,2011-09-29 00:15:00,0.979726,stop_loss,0,0.500000,-731.030126,,,,,,,,,,,-7.310301,-731.030126
47,2011-09-29 00:30:00,0.979590,short,1.000000,25.442105,False,Standard (NTI+MB+IC),0.979471,1.188062,0.978120,0.976651,0.974692,2011-09-29 00:45:00,0.979574,stop_loss,0,0.250000,15.544754,,,,,,,,,,,0.155448,15.544754
48,2011-09-29 01:15:00,0.979158,short,1.000000,53.666862,False,Standard (NTI+MB+IC),0.979474,3.158241,0.977689,0.976220,0.974262,2011-09-29 01:30:00,0.979610,stop_loss,0,0.250000,-451.977016,,,,,,,,,,,-4.519770,-451.977016
49,2011-09-29 01:45:00,0.980743,long,1.000000,54.382538,False,Standard (NTI+MB+IC),0.979743,10.000000,0.982214,0.983686,0.985647,2011-09-29 02:45:00,0.979711,stop_loss,1,1.000000,796.703960,PPT,0.500000,478.358440,TP1,0.333333,490.371642,,,,968.730082,-10.321567,796.703960
50,2011-09-29 03:00:00,0.981942,long,1.000000,56.122881,False,Standard (NTI+MB+IC),0.980942,10.000000,0.983415,0.984888,0.986852,2011-09-29 03:15:00,0.980844,stop_loss,0,0.250000,-1097.883366,,,,,,,,,,,-10.978834,-1097.883366
51,2011-09-29 03:30:00,0.983914,long,1.000000,58.052050,False,Standard (NTI+MB+IC),0.982914,10.000000,0.985390,0.986866,0.988834,2011-09-29 04:00:00,0.986866,take_profit_2,2,0.500000,1776.761905,PPT,0.500000,792.847600,TP1,0.333333,491.957152,TP2,0.166667,491.957152,1776.761905,29.517429,1776.761905
52,2011-09-29 04:15:00,0.985826,long,1.000000,65.567920,False,Standard (NTI+MB+IC),0.984826,10.000000,0.987304,0.988783,0.990755,2011-09-29 05:30:00,0.984779,stop_loss,0,1.250000,-36.201362,PPT,0.500000,487.150702,,,,,,,487.150702,-10.467041,-36.201362
53,2011-09-29 05:45:00,0.984944,long,1.000000,57.744917,False,Standard (NTI+MB+IC),0.983944,10.000000,0.986421,0.987899,0.989868,2011-09-29 06:30:00,0.983769,stop_loss,1,0.750000,-290.821483,TP1,0.333333,492.471846,,,,,,,492.471846,-11.749400,-290.821483
54,2011-09-29 06:45:00,0.983328,long,1.000000,19.047543,False,Standard (NTI+MB+IC),0.982328,10.000000,0.984803,0.986278,0.988245,2011-09-29 07:15:00,0.982276,stop_loss,0,0.500000,-1052.682401,,,,,,,,,,,-10.526824,-1052.682401
55,2011-09-29 07:30:00,0.982518,long,1.000000,17.049426,False,Standard (NTI+MB+IC),0.981518,10.000000,0.983992,0.985465,0.987430,2011-09-29 08:30:00,0.985465,take_profit_2,2,1.000000,1473.651313,PPT,0.500000,491.133580,TP1,0.333333,491.258866,TP2,0.166667,491.258866,1473.651313,29.475532,1473.651313
