trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_pnl_total,final_exit_pips,pnl_per_million
1,2018-05-21 09:30:00,0.755099,long,1.000000,45.928550,False,Standard (NTI+MB+IC),0.754599,5.000000,0.755779,0.756459,0.757365,2018-05-21 10:00:00,0.755779,take_profit_1,0,0.500000,546.696089,TP0,0.700000,322.431572,TP0,0.330000,224.264517,546.696089,6.795894,546.696089
2,2018-05-21 10:15:00,0.755140,long,1.000000,48.671016,False,Standard (NTI+MB+IC),0.754640,5.000000,0.755820,0.756500,0.757406,2018-05-21 10:30:00,0.755820,take_profit_1,0,0.250000,986.944173,TP0,0.700000,762.667452,TP0,0.330000,224.276721,986.944173,6.796264,986.944173
3,2018-05-21 10:45:00,0.756088,long,1.000000,52.829884,False,Standard (NTI+MB+IC),0.755588,5.000000,0.756769,0.757449,0.758357,2018-05-21 11:15:00,0.756769,take_profit_1,0,0.500000,442.771581,TP0,0.700000,218.213366,TP0,0.330000,224.558215,442.771581,6.804794,442.771581
4,2018-05-21 11:30:00,0.755863,long,1.000000,55.806582,False,Standard (NTI+MB+IC),0.755363,5.000000,0.756543,0.757224,0.758131,2018-05-21 12:00:00,0.756543,take_profit_1,0,0.500000,628.353254,TP0,0.700000,403.861927,TP0,0.330000,224.491327,628.353254,6.802767,628.353254
5,2018-05-21 12:15:00,0.756831,long,1.000000,59.361502,False,Standard (NTI+MB+IC),0.756331,5.000000,0.757512,0.758194,0.759102,2018-05-21 13:45:00,0.756825,trailing_stop,0,1.500000,172.272433,TP0,0.700000,174.103586,,,,174.103586,-0.061038,172.272433
6,2018-05-21 14:00:00,0.756563,long,1.000000,44.422064,False,Standard (NTI+MB+IC),0.756063,5.000000,0.757244,0.757925,0.758833,2018-05-21 15:00:00,0.757244,take_profit_1,0,1.000000,411.291099,TP0,0.700000,186.591757,TP0,0.330000,224.699342,411.291099,6.809071,411.291099
7,2018-05-21 15:15:00,0.757249,long,1.000000,37.165750,False,Standard (NTI+MB+IC),0.756749,5.000000,0.757930,0.758612,0.759521,2018-05-21 15:45:00,0.757930,take_profit_1,0,0.500000,491.770573,TP0,0.700000,266.867691,TP0,0.330000,224.902882,491.770573,6.815239,491.770573
8,2018-05-21 16:00:00,0.758258,long,1.000000,46.634028,False,Standard (NTI+MB+IC),0.757758,5.000000,0.758941,0.759623,0.760533,2018-05-21 16:45:00,0.758298,trailing_stop,0,0.750000,167.054763,TP0,0.700000,155.192051,,,,155.192051,0.395424,167.054763
9,2018-05-21 17:00:00,0.758219,long,1.000000,45.800382,False,Standard (NTI+MB+IC),0.757719,5.000000,0.758901,0.759583,0.760493,2018-05-21 18:00:00,0.758268,trailing_stop,0,1.000000,155.746985,TP0,0.700000,140.905670,,,,140.905670,0.494711,155.746985
10,2018-05-21 18:15:00,0.758471,long,1.000000,36.358419,False,Standard (NTI+MB+IC),0.757971,5.000000,0.759154,0.759837,0.760747,2018-05-21 19:00:00,0.758487,trailing_stop,0,0.750000,171.601335,TP0,0.700000,167.013227,,,,167.013227,0.152937,171.601335
