trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,final_exit_pips,pnl_per_million,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl,partial_pnl_total
1,2016-12-29 10:15:00,0.719574,short,1.000000,48.618799,False,Standard (NTI+MB+IC),0.720574,10.000000,0.718494,0.717415,0.715976,2016-12-29 10:45:00,0.720611,stop_loss,0,0.500000,-1037.260610,-10.372606,-1037.260610,,,,,,,,,,
2,2016-12-29 11:15:00,0.722202,short,1.000000,45.251067,False,Standard (NTI+MB+IC),0.720722,14.799314,0.721119,0.720035,0.718591,2016-12-29 18:15:00,0.722174,trailing_stop,0,7.000000,1196.389198,0.275956,1196.389198,PPT,0.500000,656.036723,PPT,0.165000,178.745013,PPT,0.110550,119.759159,954.540895
3,2016-12-29 18:30:00,0.723065,long,1.000000,36.689974,False,Standard (NTI+MB+IC),0.722065,10.000000,0.724150,0.725234,0.726681,2016-12-29 22:30:00,0.723115,trailing_stop,0,4.000000,1006.701747,0.495051,1006.701747,PPT,0.330000,357.917271,PPT,0.335000,306.460102,PPT,0.110550,119.902286,784.279659
4,2016-12-29 22:45:00,0.723064,long,1.000000,16.304542,False,Standard (NTI+MB+IC),0.722064,10.000000,0.724149,0.725233,0.726679,2016-12-30 02:00:00,0.723111,trailing_stop,0,3.250000,742.419629,0.468403,742.419629,PPT,0.500000,433.045924,PPT,0.165000,178.958317,PPT,0.110550,119.902073,731.906314
5,2016-12-30 03:15:00,0.722139,long,1.000000,18.642539,False,Standard (NTI+MB+IC),0.722364,2.240991,0.723223,0.724306,0.725750,2016-12-30 03:30:00,0.722218,stop_loss,0,0.250000,78.130276,0.781303,78.130276,,,,,,,,,,
6,2016-12-30 04:00:00,0.721700,short,1.000000,45.082765,False,Standard (NTI+MB+IC),0.722700,10.000000,0.720617,0.719535,0.718091,2016-12-30 05:00:00,0.722877,stop_loss,0,1.000000,-1177.129145,-11.771291,-1177.129145,,,,,,,,,,
7,2016-12-30 14:15:00,0.721406,short,1.000000,40.269570,False,Standard (NTI+MB+IC),0.722406,10.000000,0.720324,0.719242,0.717799,2017-01-02 21:00:00,0.719406,trailing_stop,0,78.750000,819.164749,20.004679,819.164749,PPT,0.500000,278.110084,PPT,0.165000,178.548039,PPT,0.110550,119.627186,576.285310
8,2017-01-02 21:15:00,0.722094,long,1.000000,45.123472,False,Standard (NTI+MB+IC),0.721094,10.000000,0.723177,0.724260,0.725704,2017-01-03 02:15:00,0.722121,trailing_stop,0,5.000000,808.230894,0.268504,808.230894,PPT,0.500000,288.106821,PPT,0.165000,178.718212,PPT,0.110550,119.741202,586.566235
9,2017-01-03 02:30:00,0.720711,long,1.000000,26.562864,False,Standard (NTI+MB+IC),0.720683,0.281520,0.721792,0.722873,0.724315,2017-01-03 04:45:00,0.720732,trailing_stop,0,2.250000,788.176413,0.212550,788.176413,PPT,0.500000,354.425022,PPT,0.165000,178.376010,PPT,0.110550,119.511926,652.312958
10,2017-01-03 06:00:00,0.720340,short,1.000000,41.014119,False,Standard (NTI+MB+IC),0.721340,10.000000,0.719260,0.718179,0.716738,2017-01-03 06:45:00,0.720338,trailing_stop,0,0.750000,2.273195,0.022732,2.273195,,,,,,,,,,
11,2017-01-03 07:45:00,0.721758,short,1.000000,14.212756,False,Standard (NTI+MB+IC),0.721402,3.554364,0.720675,0.719592,0.718149,2017-01-03 08:00:00,0.721429,stop_loss,0,0.250000,328.604815,3.286048,328.604815,,,,,,,,,,
12,2017-01-03 13:00:00,0.723389,long,1.000000,42.198883,False,Standard (NTI+MB+IC),0.722389,10.000000,0.724474,0.725559,0.727006,2017-01-03 14:15:00,0.722362,stop_loss,0,1.250000,-1027.059798,-10.270598,-1027.059798,,,,,,,,,,
13,2017-01-04 03:00:00,0.727408,long,1.000000,40.608852,False,Standard (NTI+MB+IC),0.726408,10.000000,0.728499,0.729590,0.731045,2017-01-04 05:00:00,0.726219,stop_loss,0,2.000000,-1189.309575,-11.893096,-1189.309575,,,,,,,,,,
