trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,final_exit_pips,pnl_per_million,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_pnl_total,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl
11,2023-10-31 07:30:00,0.634891,long,1.000000,11.753954,False,Standard (NTI+MB+IC),0.635893,10.017495,0.635844,0.636796,0.638066,2023-10-31 07:45:00,0.635824,stop_loss,0,0.250000,932.328676,9.323287,932.328676,,,,,,,,,,
12,2023-10-31 08:15:00,0.633718,short,1.000000,39.149294,False,Standard (NTI+MB+IC),0.634718,10.000000,0.632768,0.631817,0.630550,2023-10-31 12:30:00,0.633708,trailing_stop,0,4.250000,810.664423,0.106259,810.664423,TP0,0.330000,313.690657,TP0,0.335000,187.097119,605.874146,TP0,0.110550,105.086370
13,2023-10-31 12:45:00,0.633830,short,1.000000,16.791625,False,Standard (NTI+MB+IC),0.634830,10.000000,0.632879,0.631928,0.630661,2023-10-31 13:30:00,0.633738,trailing_stop,0,0.750000,91.388910,0.913889,91.388910,,,,,,,,,,
14,2023-11-01 07:30:00,0.636087,long,1.000000,32.930704,False,Standard (NTI+MB+IC),0.635087,10.000000,0.637041,0.637995,0.639267,2023-11-01 11:00:00,0.636718,trailing_stop,0,3.500000,1027.098723,6.316517,1027.098723,TP0,0.500000,556.581002,TP0,0.165000,157.431492,819.491594,TP0,0.110550,105.479100
15,2023-11-01 11:45:00,0.635892,long,1.000000,13.780450,False,Standard (NTI+MB+IC),0.634892,10.000000,0.636846,0.637800,0.639072,2023-11-01 12:45:00,0.635932,trailing_stop,0,1.000000,39.585959,0.395860,39.585959,,,,,,,,,,
16,2023-11-01 14:00:00,0.639008,long,1.000000,40.948252,False,Standard (NTI+MB+IC),0.638008,10.000000,0.639967,0.640925,0.642203,2023-11-01 15:00:00,0.639022,trailing_stop,0,1.000000,272.636736,0.136602,272.636736,TP0,0.500000,265.806652,,,,265.806652,,,
17,2023-11-01 15:15:00,0.638655,long,1.000000,50.129086,False,Standard (NTI+MB+IC),0.637655,10.000000,0.639613,0.640571,0.641848,2023-11-09 14:15:00,0.649580,trailing_stop,0,191.000000,776.635221,109.252204,776.635221,TP0,0.500000,297.644188,TP0,0.165000,158.067041,561.616146,TP0,0.110550,105.904918
18,2023-11-09 14:30:00,0.636321,short,1.000000,69.646340,False,Standard (NTI+MB+IC),0.637321,10.000000,0.635367,0.634412,0.633140,2023-11-09 15:00:00,0.637343,stop_loss,0,0.500000,-1021.946634,-10.219466,-1021.946634,,,,,,,,,,
19,2023-11-09 15:15:00,0.637329,short,1.000000,68.897856,False,Standard (NTI+MB+IC),0.638329,10.000000,0.636373,0.635417,0.634142,2023-11-13 01:30:00,0.636509,trailing_stop,0,82.250000,817.371682,8.195594,817.371682,TP0,0.500000,339.375119,TP0,0.165000,157.738866,602.799025,TP0,0.110550,105.685040
20,2023-11-13 12:00:00,0.638510,long,1.000000,45.966201,False,Standard (NTI+MB+IC),0.637510,10.000000,0.639468,0.640426,0.641703,2023-11-13 17:00:00,0.637332,stop_loss,0,5.000000,-1177.860493,-11.778605,-1177.860493,,,,,,,,,,
21,2023-11-14 09:00:00,0.646522,long,1.000000,45.998701,False,Standard (NTI+MB+IC),0.645522,10.000000,0.647492,0.648461,0.649754,2023-11-15 21:15:00,0.650416,trailing_stop,0,36.250000,834.018727,38.939586,834.018727,TP0,0.500000,349.127418,TP0,0.165000,160.014132,616.351018,TP0,0.110550,107.209468
22,2023-11-15 22:00:00,0.647026,short,1.000000,46.583087,False,Standard (NTI+MB+IC),0.648026,10.000000,0.646055,0.645085,0.643791,2023-11-15 23:15:00,0.646963,trailing_stop,0,1.250000,63.133875,0.631339,63.133875,,,,,,,,,,
23,2023-11-15 23:30:00,0.646693,short,1.000000,40.831851,False,Standard (NTI+MB+IC),0.647693,10.000000,0.645723,0.644753,0.643459,2023-11-16 01:00:00,0.647825,stop_loss,0,1.500000,-1132.204651,-11.322047,-1132.204651,,,,,,,,,,
24,2023-11-17 05:15:00,0.650648,long,1.000000,48.595078,False,Standard (NTI+MB+IC),0.649648,10.000000,0.651624,0.652600,0.653901,2023-11-17 06:00:00,0.650684,trailing_stop,0,0.750000,269.243230,0.361951,269.243230,TP0,0.500000,251.145670,,,,251.145670,,,
25,2023-11-17 06:15:00,0.650378,long,1.000000,57.112477,False,Standard (NTI+MB+IC),0.649378,10.000000,0.651354,0.652329,0.653630,2023-11-17 08:15:00,0.650403,trailing_stop,0,2.000000,24.571039,0.245710,24.571039,,,,,,,,,,
26,2023-11-17 14:30:00,0.651096,long,1.000000,39.176730,False,Standard (NTI+MB+IC),0.650096,10.000000,0.652073,0.653050,0.654352,2023-11-19 17:00:00,0.651141,trailing_stop,0,50.500000,44.342884,0.443429,44.342884,,,,,,,,,,
27,2023-11-19 21:30:00,0.653895,long,1.000000,42.139319,False,Standard (NTI+MB+IC),0.652895,10.000000,0.654876,0.655857,0.657164,2023-11-19 22:00:00,0.653995,trailing_stop,0,0.500000,99.880397,0.998804,99.880397,,,,,,,,,,
28,2023-11-19 22:15:00,0.654247,long,1.000000,51.941780,False,Standard (NTI+MB+IC),0.653247,10.000000,0.655228,0.656210,0.657518,2023-11-20 09:15:00,0.654319,trailing_stop,0,11.000000,797.216811,0.722748,797.216811,TP0,0.500000,306.533456,TP0,0.165000,161.926116,576.950069,TP0,0.110550,108.490498
29,2023-11-20 23:00:00,0.658592,long,1.000000,44.653540,False,Standard (NTI+MB+IC),0.657592,10.000000,0.659580,0.660568,0.661885,2023-11-21 00:45:00,0.657425,stop_loss,0,1.750000,-1167.558261,-11.675583,-1167.558261,,,,,,,,,,
30,2023-11-21 17:45:00,0.655192,short,1.000000,41.759839,False,Standard (NTI+MB+IC),0.656192,10.000000,0.654209,0.653226,0.651916,2023-11-22 04:30:00,0.655166,trailing_stop,0,10.750000,865.445616,0.260595,865.445616,TP0,0.500000,375.809040,TP0,0.165000,162.159925,646.616115,TP0,0.110550,108.647150
31,2023-11-22 06:00:00,0.656612,long,1.000000,43.245671,False,Standard (NTI+MB+IC),0.655612,10.000000,0.657597,0.658582,0.659895,2023-11-22 08:30:00,0.655558,stop_loss,0,2.500000,-1053.805073,-10.538051,-1053.805073,,,,,,,,,,
32,2023-11-22 08:45:00,0.655218,long,1.000000,19.461824,False,Standard (NTI+MB+IC),0.654955,2.630821,0.656201,0.657184,0.658494,2023-11-22 09:00:00,0.654927,stop_loss,0,0.250000,-290.775593,-2.907756,-290.775593,,,,,,,,,,
33,2023-11-22 09:15:00,0.653514,long,1.000000,44.710074,False,Standard (NTI+MB+IC),0.654952,14.384148,0.654494,0.655474,0.656782,2023-11-22 10:00:00,0.653522,trailing_stop,0,0.750000,557.482438,0.080952,557.482438,TP0,0.500000,393.025857,TP0,0.165000,161.744702,554.770559,,,
34,2023-11-22 10:15:00,0.652423,short,1.000000,44.546203,False,Standard (NTI+MB+IC),0.653423,10.000000,0.651445,0.650466,0.649161,2023-11-22 11:30:00,0.653434,stop_loss,0,1.250000,-1011.038760,-10.110388,-1011.038760,,,,,,,,,,
35,2023-11-23 01:00:00,0.656763,long,1.000000,29.586276,False,Standard (NTI+MB+IC),0.655763,10.000000,0.657748,0.658734,0.660047,2023-11-23 02:30:00,0.656845,trailing_stop,0,1.500000,81.397763,0.813978,81.397763,,,,,,,,,,
36,2023-11-23 02:45:00,0.657137,long,1.000000,36.175898,False,Standard (NTI+MB+IC),0.656137,10.000000,0.658122,0.659108,0.660422,2023-11-23 04:00:00,0.656090,stop_loss,0,1.250000,-1046.249511,-10.462495,-1046.249511,,,,,,,,,,
37,2023-11-24 00:45:00,0.656899,long,1.000000,33.729044,False,Standard (NTI+MB+IC),0.655899,10.000000,0.657885,0.658870,0.660184,2023-11-24 02:00:00,0.655777,stop_loss,0,1.250000,-1121.869580,-11.218696,-1121.869580,,,,,,,,,,
38,2023-11-24 11:00:00,0.658749,long,1.000000,42.608419,False,Standard (NTI+MB+IC),0.657749,10.000000,0.659737,0.660725,0.662043,2023-11-26 19:45:00,0.657627,stop_loss,0,56.750000,-1122.452139,-11.224521,-1122.452139,,,,,,,,,,
