trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,final_exit_pips,pnl_per_million,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_pnl_total,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl
1,2022-02-09 00:15:00,0.716686,long,1.000000,68.343354,False,Standard (NTI+MB+IC),0.716186,5.000000,0.717331,0.717976,0.718836,2022-02-09 00:30:00,0.716022,stop_loss,0,0.250000,-663.953569,-6.639536,-663.953569,,,,,,,,,,
2,2022-02-09 01:15:00,0.715495,long,1.000000,24.453330,False,Standard (NTI+MB+IC),0.714995,5.000000,0.716139,0.716782,0.717641,2022-02-09 02:00:00,0.715463,trailing_stop,0,0.750000,176.436157,-0.311962,176.436157,PPT,0.700000,185.795008,185.795008,,,,,,
3,2022-02-09 02:30:00,0.714597,long,1.000000,23.549377,False,Standard (NTI+MB+IC),0.714740,1.435115,0.715240,0.715883,0.716741,2022-02-10 19:30:00,0.723062,trailing_stop,0,41.000000,769.148626,84.646784,769.148626,PPT,0.700000,576.207478,682.537345,PPT,0.099000,63.670579,PPT,0.066330,42.659288
4,2022-02-10 19:45:00,0.714131,short,1.000000,56.207218,False,Standard (NTI+MB+IC),0.714631,5.000000,0.713488,0.712846,0.711989,2022-02-10 20:15:00,0.714096,trailing_stop,0,0.500000,253.329258,0.349922,253.329258,PPT,0.700000,182.666753,246.295821,PPT,0.099000,63.629068,,,
5,2022-02-10 20:30:00,0.714831,short,1.000000,49.680200,False,Standard (NTI+MB+IC),0.715331,5.000000,0.714188,0.713544,0.712687,2022-02-10 21:15:00,0.714789,trailing_stop,0,0.750000,338.871417,0.420073,338.871417,PPT,0.700000,266.736505,330.427952,PPT,0.099000,63.691447,,,
6,2022-02-10 21:30:00,0.714611,short,1.000000,37.138688,False,Standard (NTI+MB+IC),0.715111,5.000000,0.713967,0.713324,0.712467,2022-02-11 07:15:00,0.712846,trailing_stop,0,9.750000,606.388981,17.648719,606.388981,PPT,0.700000,413.443835,519.775753,PPT,0.099000,63.671807,PPT,0.066330,42.660111
7,2022-02-11 07:30:00,0.715272,short,1.000000,31.549829,False,Standard (NTI+MB+IC),0.714337,9.352977,0.714629,0.713985,0.713127,2022-02-11 07:45:00,0.714467,stop_loss,0,0.250000,805.426126,8.054261,805.426126,,,,,,,,,,
8,2022-02-11 08:00:00,0.716854,long,1.000000,40.483196,False,Standard (NTI+MB+IC),0.716354,5.000000,0.717499,0.718144,0.719005,2022-02-11 08:30:00,0.716253,stop_loss,0,0.500000,-600.785978,-6.007860,-600.785978,,,,,,,,,,
9,2022-02-11 08:45:00,0.715915,long,1.000000,44.772930,False,Standard (NTI+MB+IC),0.715415,5.000000,0.716559,0.717203,0.718062,2022-02-11 13:45:00,0.716477,trailing_stop,0,5.000000,309.013781,5.620857,309.013781,PPT,0.700000,115.729055,222.255011,PPT,0.099000,63.787997,PPT,0.066330,42.737958
10,2022-02-11 14:00:00,0.714176,long,1.000000,20.906061,False,Standard (NTI+MB+IC),0.715164,9.887026,0.714818,0.715461,0.716318,2022-02-11 14:45:00,0.715075,stop_loss,0,0.750000,757.876064,8.992028,757.876064,PPT,0.330000,212.110127,354.223912,PPT,0.221100,142.113785,,,
11,2022-02-11 15:00:00,0.713383,short,1.000000,51.818752,False,Standard (NTI+MB+IC),0.713883,5.000000,0.712741,0.712099,0.711243,2022-02-11 15:30:00,0.713397,trailing_stop,0,0.500000,158.722309,-0.144022,158.722309,PPT,0.700000,163.042955,163.042955,,,,,,
12,2022-02-11 15:45:00,0.713081,short,1.000000,55.313420,False,Standard (NTI+MB+IC),0.713581,5.000000,0.712439,0.711797,0.710942,2022-02-11 16:15:00,0.713634,stop_loss,0,0.500000,-552.799804,-5.527998,-552.799804,,,,,,,,,,
13,2022-02-11 16:30:00,0.713379,short,1.000000,54.000625,False,Standard (NTI+MB+IC),0.713879,5.000000,0.712737,0.712095,0.711239,2022-02-13 18:00:00,0.713386,trailing_stop,0,49.500000,273.395031,-0.073416,273.395031,PPT,0.700000,139.375763,245.524434,PPT,0.099000,63.562079,PPT,0.066330,42.586593
14,2022-02-13 18:15:00,0.714463,short,1.000000,22.335285,False,Standard (NTI+MB+IC),0.714963,5.000000,0.713820,0.713177,0.712319,2022-02-15 03:30:00,0.710490,trailing_stop,0,33.250000,670.913247,39.732796,670.913247,PPT,0.700000,478.008272,584.318204,PPT,0.099000,63.658642,PPT,0.066330,42.651290
15,2022-02-15 03:45:00,0.715502,long,1.000000,43.935257,False,Standard (NTI+MB+IC),0.715002,5.000000,0.716146,0.716790,0.717648,2022-02-15 04:00:00,0.714815,stop_loss,0,0.250000,-686.868891,-6.868689,-686.868891,,,,,,,,,,
16,2022-02-15 04:15:00,0.714209,long,1.000000,43.358286,False,Standard (NTI+MB+IC),0.713709,5.000000,0.714852,0.715495,0.716352,2022-02-15 05:15:00,0.713598,stop_loss,0,1.000000,-610.620194,-6.106202,-610.620194,,,,,,,,,,
17,2022-02-16 02:15:00,0.716882,long,1.000000,42.523639,False,Standard (NTI+MB+IC),0.716382,5.000000,0.717527,0.718172,0.719033,2022-02-16 05:15:00,0.716927,trailing_stop,0,3.000000,327.322339,0.455034,327.322339,PPT,0.700000,138.658870,245.328749,PPT,0.099000,63.874179,PPT,0.066330,42.795700
18,2022-02-16 22:45:00,0.715706,long,1.000000,16.524630,False,Standard (NTI+MB+IC),0.718855,31.481434,0.716351,0.716995,0.717854,2022-02-23 09:45:00,0.726400,end_of_data,0,155.000000,2085.700533,106.935140,2085.700533,PPT,0.700000,1892.459782,1998.954760,PPT,0.099000,63.769448,PPT,0.066330,42.725530
