trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_pnl_total,final_exit_pips,pnl_per_million,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl
1,2021-06-11 08:30:00,0.772919,short,1.000000,46.342863,False,Standard (NTI+MB+IC),0.773419,5.000000,0.772223,0.771528,0.770600,2021-06-11 09:30:00,0.772927,trailing_stop,1,1.000000,343.666354,TP1,0.500000,347.813444,PPT,0.500000,-4.147090,343.666354,-0.082942,343.666354,,,
2,2021-06-11 09:45:00,0.771408,short,1.000000,59.860737,False,Standard (NTI+MB+IC),0.771908,5.000000,0.770713,0.770019,0.769093,2021-06-11 10:00:00,0.771380,trailing_stop,1,0.250000,361.101729,TP1,0.500000,347.133408,PPT,0.500000,13.968321,361.101729,0.279366,361.101729,,,
3,2021-06-11 10:15:00,0.770157,short,1.000000,66.991868,False,Standard (NTI+MB+IC),0.770657,5.000000,0.769464,0.768770,0.767846,2021-06-11 14:45:00,0.770141,trailing_stop,1,4.500000,354.597373,TP1,0.500000,346.570497,PPT,0.500000,8.026876,354.597373,0.160538,354.597373,,,
4,2021-06-11 15:00:00,0.770166,short,1.000000,16.018322,False,Standard (NTI+MB+IC),0.770666,5.000000,0.769473,0.768780,0.767856,2021-06-13 18:00:00,0.770835,stop_loss,0,51.000000,-668.996129,PPT,1.000000,-668.996129,,,,-668.996129,-6.689961,-668.996129,,,
5,2021-06-13 21:15:00,0.769895,short,1.000000,44.863344,False,Standard (NTI+MB+IC),0.770395,5.000000,0.769202,0.768509,0.767586,2021-06-14 00:00:00,0.770505,stop_loss,0,2.750000,-609.858915,PPT,1.000000,-609.858915,,,,-609.858915,-6.098589,-609.858915,,,
6,2021-06-14 01:30:00,0.771305,short,1.000000,37.809032,False,Standard (NTI+MB+IC),0.771805,5.000000,0.770611,0.769917,0.768991,2021-06-14 01:45:00,0.770983,signal_flip,0,0.250000,322.221558,PPT,1.000000,322.221558,,,,322.221558,3.222216,322.221558,,,
7,2021-06-14 21:45:00,0.769692,short,1.000000,29.741893,False,Standard (NTI+MB+IC),0.770192,5.000000,0.768999,0.768306,0.767382,2021-06-14 22:15:00,0.770335,stop_loss,0,0.500000,-643.802799,PPT,1.000000,-643.802799,,,,-643.802799,-6.438028,-643.802799,,,
8,2021-06-15 05:00:00,0.768877,short,1.000000,49.876041,False,Standard (NTI+MB+IC),0.769377,5.000000,0.768185,0.767493,0.766571,2021-06-15 06:30:00,0.769550,stop_loss,0,1.500000,-672.190232,PPT,1.000000,-672.190232,,,,-672.190232,-6.721902,-672.190232,,,
9,2021-06-15 06:45:00,0.769534,short,1.000000,47.720582,False,Standard (NTI+MB+IC),0.770034,5.000000,0.768841,0.768149,0.767225,2021-06-15 18:00:00,0.768841,tp1_pullback,2,11.250000,865.725548,TP1,0.500000,346.290219,TP2,0.250000,346.290219,865.725548,6.925804,865.725548,PPT,0.250000,173.145110
10,2021-06-15 22:15:00,0.769307,long,1.000000,49.411236,False,Standard (NTI+MB+IC),0.768807,5.000000,0.769999,0.770692,0.771615,2021-06-16 00:00:00,0.768742,stop_loss,0,1.750000,-565.236930,PPT,1.000000,-565.236930,,,,-565.236930,-5.652369,-565.236930,,,
