sim,start_date,end_date,sharpe,return,pnl,trades,win_rate,max_dd,profit_factor,annual_return,annual_pnl
1,2014-12-03 08:30:00,2015-04-10 11:00:00,2.228699644621658,4.044603821060084,40446.038210601415,1867,63.68505623995715,2.076509881441006,1.102518596979217,16.40311549652145,164031.15496521685
2,2021-09-20 14:45:00,2022-01-24 14:30:00,5.418386996405962,5.663351561614033,56633.51561614015,1194,70.4355108877722,1.0530674497305712,1.336383903458132,22.968036888768022,229680.36888767948
3,2022-05-03 10:30:00,2022-09-06 12:15:00,2.7468659337047074,4.272931709045672,42729.31709045991,1763,65.00283607487238,2.0401652509799484,1.1273759923385576,17.329111931129667,173291.11931130962
4,2016-12-07 12:00:00,2017-04-13 12:45:00,0.5791759018395723,0.6091459328684606,6091.459328685701,1200,63.33333333333333,2.9638296049944897,1.0290134131636763,2.470425172188757,24704.251721892007
5,2018-11-13 04:45:00,2019-03-20 17:30:00,1.5338747576842207,1.8480988719747633,18480.988719747496,1143,67.10411198600174,1.0117230167160096,1.1021016588960482,7.495067647453206,74950.67647453152
6,2022-02-03 19:45:00,2022-06-09 20:30:00,2.1929993833413577,2.9729867400415357,29729.867400417323,1492,62.86863270777479,2.4083191994039717,1.0963245130669672,12.05711289016845,120571.12890169247
7,2011-01-06 17:45:00,2011-05-12 17:30:00,-1.3455030203078067,-2.8398590319898562,-28398.590319901286,1964,56.82281059063137,5.159973038917336,0.9445487159792968,-11.517206074181082,-115172.06074182187
8,2020-01-29 20:00:00,2020-06-03 20:45:00,4.260266227043118,10.237833781273803,102378.33781273133,1741,61.34405514072372,1.7636766740914005,1.2728050688517356,41.52010366849931,415201.03668496595
9,2019-03-17 16:15:00,2019-07-22 06:00:00,0.22278329452679915,0.23102516652167543,2310.2516652198065,662,65.55891238670695,0.8454306375665093,1.0223222928728357,0.9369353975601281,9369.35397561366
10,2014-12-26 12:45:00,2015-05-04 11:15:00,0.4314518002947479,0.7166757844688837,7166.757844688139,1764,60.600907029478456,3.3887477249455427,1.0173785097832495,2.906518459234917,29065.18459234634
11,2015-03-27 10:00:00,2015-07-31 09:45:00,0.15129439399884284,0.23651533798264573,2365.1533798257483,1859,62.07638515330823,3.2173098498212163,1.0061111535374447,0.9592010929296187,9592.010929293312
12,2021-04-11 20:15:00,2021-08-16 16:00:00,3.3801988887880996,3.1086646394579205,31086.64639457937,1081,65.86493987049029,0.873659375587197,1.17814677908629,12.607362148912676,126073.62148912744
13,2016-03-16 18:30:00,2016-07-20 18:15:00,1.9105426385251865,3.2110789007798886,32110.789007798994,1675,63.5223880597015,1.496248726983473,1.0979810102429046,13.022708875385103,130227.08875385147
14,2015-10-26 23:00:00,2016-03-03 01:45:00,1.4444790746259295,2.073235734874348,20732.35734874231,1522,63.074901445466494,2.300252496133866,1.0648631154647914,8.408122702545967,84081.22702545492
15,2013-09-19 23:45:00,2014-01-28 15:15:00,3.6810693387851376,5.5238599230723455,55238.59923071968,1568,66.00765306122449,1.6799546618240329,1.2024644689347883,22.402320799126734,224023.207991252
16,2014-02-02 20:15:00,2014-06-09 18:00:00,0.7996405933734178,0.8019803522737463,8019.803522737704,1193,63.3696563285834,1.302539393525641,1.0377621711489298,3.252475873110193,32524.75873110291
17,2024-05-29 22:00:00,2024-10-02 21:45:00,-1.1299147245503318,-1.108485939996119,-11084.859399958863,1003,62.213359920239284,2.402330460262173,0.9390098148907595,-4.495526312206483,-44955.26312205539
18,2012-07-19 21:30:00,2012-11-22 21:15:00,1.5822163340000492,2.296407949691231,22964.079496913488,1469,63.78488767869299,2.885100717686022,1.0800038862816055,9.313210018192214,93132.10018192691
19,2015-05-26 16:30:00,2015-09-29 16:30:00,3.6184044277164404,5.790088769754511,57900.88769754727,1858,65.17761033369214,2.983885619191033,1.1647580792751833,23.482026677337736,234820.26677338613
20,2024-12-08 18:15:00,2025-04-15 11:00:00,2.4473961781664233,3.363406190291629,33634.06190291712,1275,65.80392156862746,1.430512637561775,1.1402704466259386,13.640480660627162,136404.80660627497
21,2024-01-11 07:30:00,2024-05-16 09:15:00,0.34415495900632975,0.3369406918190187,3369.4069181910745,1095,64.38356164383562,1.9707186149797575,1.0204750328522008,1.3664816945993536,13664.816945997134
22,2012-01-17 21:45:00,2012-05-22 21:30:00,1.5238572215032429,2.433428011100925,24334.280111006825,1892,61.94503171247357,2.8096682690507606,1.0583423638947091,9.868902489464864,98689.02489463879
23,2019-09-25 03:30:00,2020-01-30 21:00:00,3.018037281461031,2.2957412455763317,22957.412455763228,764,67.14659685863874,0.9723592271828266,1.2307490772128036,9.310506162615123,93105.06162615087
24,2012-02-14 04:00:00,2012-06-19 03:45:00,5.339706944834359,8.398560720239393,83985.60720239532,1970,64.67005076142132,1.3014948773757613,1.2063746533520978,34.060829587637535,340608.295876381
25,2016-10-26 21:00:00,2017-03-02 21:45:00,-0.6789894381417076,-0.8332005049464642,-8332.00504946509,1333,61.06526631657915,2.9848884227263452,0.9685957693020485,-3.379090936727327,-33790.90936727508
26,2024-02-09 10:45:00,2024-06-14 11:30:00,0.037917919185743464,0.04620541085716104,462.0541085709166,1023,66.37341153470186,1.5151314002229177,1.0029794668317753,0.18738861069848642,1873.8861069820505
27,2024-05-08 15:15:00,2024-09-11 15:00:00,0.8480649843672933,0.7975124815672635,7975.124815672373,978,65.95092024539878,1.1261544484556174,1.0545298587480574,3.234356175245013,32343.561752449066
28,2013-02-20 14:15:00,2013-06-26 14:30:00,1.1285804806934725,1.8617801887551206,18617.801887551504,1838,61.86071817192601,2.891174512100853,1.0462018949302165,7.5505529877291,75505.52987729221
29,2012-06-05 09:45:00,2012-10-09 09:30:00,5.4426295193114065,8.562404866367649,85624.04866367066,1662,65.40312876052948,1.1004632080970265,1.2768358259099022,34.72530862471324,347253.08624710876
30,2021-02-25 16:00:00,2021-07-02 13:00:00,3.0551128243699712,3.1549971532987544,31549.97153298882,1258,66.3751987281399,1.3116405959261888,1.1428452405743281,12.795266232822726,127952.66232823243
31,2021-11-18 09:45:00,2022-03-24 08:30:00,3.7285628570925193,3.9037583912170257,39037.583912172864,1292,67.10526315789474,1.5229027239855117,1.1742933691071191,15.831909031046825,158319.09031047882
32,2019-03-18 01:30:00,2019-07-22 15:15:00,-0.3620294708088775,-0.44474917254375756,-4447.491725436805,672,63.39285714285714,1.2854656350913338,0.9599169054556878,-1.8037049775385723,-18037.049775382595
33,2023-10-23 21:45:00,2024-02-28 13:30:00,0.6984646116243858,0.7944720237164176,7944.720237165326,1156,65.05190311418684,1.8778735024735422,1.0405356620391641,3.222025429516582,32220.254295170485
34,2019-02-11 11:15:00,2019-06-18 00:00:00,0.6800495635202705,0.6689795560489524,6689.795560489254,787,66.2007623888183,1.3737345150520415,1.0549073259884827,2.713083755087418,27130.837550873086
35,2010-02-11 16:45:00,2010-06-17 16:15:00,3.069096708067096,9.510976238932809,95109.76238932443,2192,57.253649635036496,3.8555257701175765,1.1774525008224057,38.57229252456084,385722.92524559353
36,2011-08-29 02:30:00,2012-01-02 20:30:00,3.559389222562971,10.276278131463263,102762.78131464042,2719,57.006252298639204,1.8123193811054088,1.1384085334686687,41.676016866489896,416760.16866493056
37,2016-11-06 18:15:00,2017-03-13 19:00:00,-0.49267543519172335,-0.7213725723352982,-7213.725723357703,1366,61.566617862371885,3.025024811782733,0.9730696995438398,-2.92556654335982,-29255.66543361735
38,2012-10-02 17:45:00,2013-02-08 07:15:00,-1.1966516181564053,-1.4005702036350267,-14005.702036351822,1254,61.24401913875598,3.7022536006094184,0.9405274446414649,-5.680090270297608,-56800.902702982385
39,2013-10-13 18:15:00,2014-02-19 09:45:00,3.678077742446476,5.108752783212997,51087.52783212974,1556,65.61696658097686,1.4847749059759856,1.1803768596236541,20.718830731919375,207188.30731919283
40,2013-03-29 02:00:00,2013-08-02 02:15:00,1.5028485784366223,2.8543190466278583,28543.190466282478,2097,61.56413924654268,2.9546565047084203,1.0594451502895477,11.575849466879648,115758.49466881227
41,2022-07-17 18:15:00,2022-11-20 18:00:00,2.3206746015462336,4.043121566577046,40431.21566576851,1846,64.62621885157095,1.4479508007577586,1.1116341411994808,16.39710413111802,163971.0413111723
42,2014-02-07 02:00:00,2014-06-15 23:45:00,1.0319714777596136,1.3260146672128816,13260.146672128194,1122,63.992869875222816,1.4206521404537487,1.0692147373808565,5.377726150363353,53777.26150363101
43,2021-05-14 16:15:00,2021-09-20 12:00:00,3.78037758127945,3.435420993248059,34354.20993248216,1062,68.45574387947269,0.7317590148309976,1.2129966677625155,13.93254069483935,139325.40694839988
44,2019-11-20 15:15:00,2020-03-27 07:45:00,4.0216502750976515,9.192090468391847,91920.90468391501,1242,65.05636070853463,1.1811017363019467,1.3978604691439496,37.27903356625582,372790.3356625442
45,2019-01-08 03:30:00,2019-05-14 04:15:00,-0.10954149184083266,-0.17743424664154883,-1774.3424664144745,925,65.4054054054054,1.2382944757011112,0.9884452038213285,-0.719594444712948,-7195.944447125368
46,2018-05-21 04:00:00,2018-09-24 03:45:00,3.6154927273538626,3.414632664420584,34146.3266442095,1104,66.66666666666666,1.1858311658309566,1.199152453947466,13.848232472372368,138482.3247237385
47,2010-03-05 15:45:00,2010-07-09 15:30:00,4.00843668761502,13.088519984402414,130885.19984402526,2276,58.04042179261862,3.11750088311184,1.2350073188140027,53.08121993674312,530812.1993674358
48,2017-04-14 04:15:00,2017-08-18 04:00:00,2.3867601500668023,2.5283584365318066,25283.584365318035,1074,64.99068901303538,1.254270251199446,1.1431234936416992,10.253898103712325,102538.98103712313
49,2013-02-24 17:30:00,2013-06-30 17:45:00,1.1515010093620803,1.6524041721477756,16524.04172147595,1868,61.02783725910065,3.022370229637424,1.0397087791509698,6.701416920377089,67014.16920376358
50,2014-11-14 10:30:00,2015-03-24 13:00:00,3.200648161245425,5.735024405621923,57350.24405622101,1876,64.49893390191897,1.8559071485608876,1.1502668969752208,23.258710089466685,232587.10089467408
51,2018-08-01 02:00:00,2018-12-05 01:45:00,1.8406454370307679,1.8110580978261424,18110.58097826126,1116,65.23297491039428,1.6309351104633358,1.1049525747621491,7.344846730072688,73448.46730072622
52,2018-09-27 12:00:00,2019-02-04 01:45:00,0.5986984886198143,0.7086417538552661,7086.417538550828,1149,65.70931244560487,1.5139688398226276,1.037826846328767,2.873936001746357,28739.360017456132
53,2010-01-27 14:45:00,2010-06-02 14:15:00,3.087287477090823,9.033943859521136,90339.43859520699,2178,57.71349862258953,3.709370059076089,1.1713593854945783,36.637661208057935,366376.61208056164
54,2016-03-01 13:45:00,2016-07-05 13:30:00,0.8472506643689549,1.5961280277775134,15961.280277775217,1705,63.10850439882698,2.998694425380254,1.0455880259876762,6.473185890431027,64731.8589043106
55,2011-10-17 23:00:00,2012-02-21 17:00:00,1.0674733727493193,2.4671080680356012,24671.0806803575,2307,55.96012136974425,4.834152156375891,1.0393208471164197,10.005493831477716,100054.93831478318
56,2012-08-30 11:15:00,2013-01-08 00:45:00,0.3443805257353874,0.4729688477969612,4729.68847796956,1329,62.75395033860045,3.2245378629568333,1.0187097712944853,1.9181514382876759,19181.51438287655
57,2016-07-22 05:30:00,2016-11-25 05:15:00,1.7224841254898142,2.561383441595768,25613.834415958736,1420,63.802816901408455,1.8704446401721113,1.098641485910157,10.387832846471726,103878.32846472153
58,2014-01-09 07:45:00,2014-05-15 07:30:00,1.6787147304683514,2.412440157257591,24124.401572575367,1308,65.29051987767585,1.5147572196384704,1.1016451592210967,9.783785082211342,97837.8508221112
59,2015-09-21 23:45:00,2016-01-28 02:30:00,2.732140538731259,4.20846419797953,42084.64197979626,1556,64.97429305912597,1.7295898650151533,1.139566394330267,17.067660358472537,170676.60358472925
60,2014-12-10 07:30:00,2015-04-17 10:00:00,1.3125354082768392,2.179538952370896,21795.389523704693,1848,62.175324675324674,2.951484922753489,1.0540237776155303,8.839241306837522,88392.41306835791
61,2024-04-17 01:15:00,2024-08-21 01:00:00,-0.3112592299742663,-0.05906175697055878,-590.6175697063737,984,65.4471544715447,1.4299947735608067,0.996252504795742,-0.23952823660282171,-2395.2823660314043
62,2016-03-22 07:15:00,2016-07-26 07:00:00,2.191929983283746,3.221669978729391,32216.699787294066,1713,64.33158201984823,1.6412760074709523,1.0981836234165692,13.06566158040253,130656.61580402593
63,2012-10-29 14:00:00,2013-03-07 03:30:00,0.57974100648324,0.5725682991033537,5725.682991032353,1201,62.53122398001665,1.7437914428364305,1.027011655829449,2.322082546363601,23220.82546363121
64,2010-08-23 15:00:00,2010-12-27 16:30:00,-0.5341885024646211,-0.8103869554989854,-8103.869554989142,2065,56.70702179176755,4.5571858497030435,0.9848920928335775,-3.286569319523663,-32865.69319523374
65,2019-03-06 08:30:00,2019-07-10 21:15:00,-0.16760731253432273,-0.1230064530781121,-1230.064530780703,718,65.041782729805,1.0149123544645249,0.9890731187312399,-0.49885950415012126,-4988.595041499518
66,2018-10-24 18:00:00,2019-03-01 07:45:00,1.5670518441699735,1.7606526264687532,17606.52626468759,1117,65.8012533572068,1.2458219522911946,1.095686924667377,7.140424540678832,71404.24540678856
67,2024-09-08 22:45:00,2025-01-15 06:30:00,0.22586535496543642,0.2214384463238879,2214.384463239903,1234,65.23500810372771,1.732112242580284,1.01100390811993,0.8980559212024343,8980.559212028496
68,2012-01-12 22:15:00,2012-05-17 22:00:00,1.1507759321883633,1.6777855748085189,16777.855748089845,1862,61.76154672395274,3.406104803286541,1.0401684360700225,6.80435260894566,68043.52608947548
69,2011-04-11 13:15:00,2011-08-15 13:00:00,1.7054288635350565,5.369976590290153,53699.765902902465,2323,56.823073611709,4.512056528488953,1.088531179008172,21.77823839395451,217782.3839395489
70,2015-05-04 11:30:00,2015-09-07 11:30:00,1.837899671394573,3.0579575790310978,30579.575790313967,1869,63.456393793472444,3.214465392275067,1.0824456914640481,12.401716848292784,124017.16848293997
