trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_pnl_total,final_exit_pips,pnl_per_million
1,2012-11-02 03:00:00,1.038702,short,1.000000,44.369155,False,Standard (NTI+MB+IC),1.039202,5.000000,1.037767,1.036832,1.035586,2012-11-02 04:00:00,1.037767,take_profit_1,1,1.000000,582.742869,PPT,0.700000,302.293370,TP1,0.300000,280.449499,582.742869,9.348317,582.742869
2,2012-11-02 04:15:00,1.038164,short,1.000000,58.168282,False,Standard (NTI+MB+IC),1.038664,5.000000,1.037230,1.036296,1.035050,2012-11-02 04:45:00,1.037230,take_profit_1,1,0.500000,696.344544,PPT,0.700000,416.040171,TP1,0.300000,280.304373,696.344544,9.343479,696.344544
3,2012-11-02 05:00:00,1.037367,short,1.000000,68.265742,False,Standard (NTI+MB+IC),1.037867,5.000000,1.036433,1.035500,1.034255,2012-11-02 08:45:00,1.036433,take_profit_1,1,3.750000,502.047044,PPT,0.700000,221.957931,TP1,0.300000,280.089112,502.047044,9.336304,502.047044
4,2012-11-02 09:00:00,1.038303,short,1.000000,23.154781,False,Standard (NTI+MB+IC),1.038803,5.000000,1.037369,1.036434,1.035188,2012-11-02 09:15:00,1.038905,stop_loss,0,0.250000,-601.700709,,,,,,,,-6.017007,-601.700709
5,2012-11-02 09:30:00,1.039262,short,1.000000,25.595292,False,Standard (NTI+MB+IC),1.038868,3.939577,1.038327,1.037392,1.036145,2012-11-02 10:00:00,1.038327,take_profit_1,1,0.500000,604.226946,PPT,0.700000,323.626119,TP1,0.300000,280.600827,604.226946,9.353361,604.226946
6,2012-11-02 11:15:00,1.037516,short,1.000000,29.663218,False,Standard (NTI+MB+IC),1.038016,5.000000,1.036582,1.035649,1.034404,2012-11-02 11:45:00,1.036582,take_profit_1,1,0.500000,578.461594,PPT,0.700000,298.332223,TP1,0.300000,280.129371,578.461594,9.337646,578.461594
7,2012-11-02 12:00:00,1.036848,short,1.000000,38.529877,False,Standard (NTI+MB+IC),1.037348,5.000000,1.035915,1.034982,1.033738,2012-11-02 14:15:00,1.035915,take_profit_1,1,2.250000,397.843119,PPT,0.700000,117.894045,TP1,0.300000,279.949073,397.843119,9.331636,397.843119
8,2012-11-02 14:30:00,1.034089,short,1.000000,46.665649,False,Standard (NTI+MB+IC),1.034589,5.000000,1.033158,1.032227,1.030986,2012-11-02 15:30:00,1.033158,take_profit_1,1,1.000000,439.246111,PPT,0.700000,160.042181,TP1,0.300000,279.203931,439.246111,9.306798,439.246111
9,2012-11-02 15:45:00,1.033390,short,1.000000,64.391246,False,Standard (NTI+MB+IC),1.033890,5.000000,1.032460,1.031530,1.030290,2012-11-04 17:15:00,1.033923,stop_loss,0,49.500000,-533.104701,,,,,,,,-5.331047,-533.104701
10,2012-11-04 17:30:00,1.034402,short,1.000000,46.352545,False,Standard (NTI+MB+IC),1.034902,5.000000,1.033471,1.032540,1.031299,2012-11-04 19:00:00,1.033471,take_profit_1,1,1.500000,497.913240,PPT,0.700000,218.624614,TP1,0.300000,279.288627,497.913240,9.309621,497.913240
11,2012-11-04 19:15:00,1.034266,short,1.000000,26.639810,False,Standard (NTI+MB+IC),1.034766,5.000000,1.033335,1.032404,1.031163,2012-11-04 19:30:00,1.034769,stop_loss,0,0.250000,-503.164048,,,,,,,,-5.031640,-503.164048
12,2012-11-04 19:45:00,1.035128,short,1.000000,13.930974,False,Standard (NTI+MB+IC),1.035628,5.000000,1.034197,1.033265,1.032023,2012-11-04 20:30:00,1.035675,stop_loss,0,0.750000,-546.701334,,,,,,,,-5.467013,-546.701334
13,2012-11-04 20:45:00,1.036515,short,1.000000,16.293581,False,Standard (NTI+MB+IC),1.036133,3.818172,1.035582,1.034649,1.033405,2012-11-04 21:15:00,1.036272,stop_loss,0,0.500000,530.785108,PPT,0.700000,458.167276,,,,458.167276,2.420594,530.785108
14,2012-11-04 21:30:00,1.036058,short,1.000000,17.829449,False,Standard (NTI+MB+IC),1.036104,0.453053,1.035126,1.034193,1.032950,2012-11-04 23:45:00,1.036104,stop_loss,0,2.250000,369.946686,PPT,0.700000,383.742463,,,,383.742463,-0.459859,369.946686
15,2012-11-05 01:00:00,1.036685,long,1.000000,42.218303,False,Standard (NTI+MB+IC),1.036185,5.000000,1.037618,1.038551,1.039795,2012-11-05 02:30:00,1.035999,stop_loss,0,1.500000,-686.717152,,,,,,,,-6.867172,-686.717152
16,2012-11-05 17:30:00,1.037356,long,1.000000,44.288662,False,Standard (NTI+MB+IC),1.036856,5.000000,1.038289,1.039223,1.040468,2012-11-05 21:15:00,1.036672,stop_loss,0,3.750000,343.966192,PPT,0.700000,548.987240,,,,548.987240,-6.834035,343.966192
17,2012-11-05 22:30:00,1.043308,long,1.000000,28.359439,False,Standard (NTI+MB+IC),1.042808,5.000000,1.044247,1.045186,1.046438,2012-11-05 22:45:00,1.042694,stop_loss,0,0.250000,-613.536376,,,,,,,,-6.135364,-613.536376
18,2012-11-05 23:00:00,1.042057,long,1.000000,41.381081,False,Standard (NTI+MB+IC),1.041557,5.000000,1.042995,1.043933,1.045183,2012-11-05 23:15:00,1.042995,take_profit_1,1,0.250000,1074.405638,PPT,0.700000,793.050228,TP1,0.300000,281.355409,1074.405638,9.378514,1074.405638
19,2012-11-05 23:30:00,1.042958,long,1.000000,50.951227,False,Standard (NTI+MB+IC),1.042458,5.000000,1.043897,1.044835,1.046087,2012-11-06 00:00:00,1.042295,stop_loss,0,0.500000,-662.843448,,,,,,,,-6.628434,-662.843448
20,2012-11-06 00:15:00,1.043189,long,1.000000,51.772193,False,Standard (NTI+MB+IC),1.042689,5.000000,1.044128,1.045067,1.046319,2012-11-06 00:45:00,1.042536,stop_loss,0,0.500000,-55.015265,PPT,0.700000,140.724703,,,,140.724703,-6.524666,-55.015265
21,2012-11-06 01:00:00,1.042604,long,1.000000,47.789901,False,Standard (NTI+MB+IC),1.042104,5.000000,1.043542,1.044481,1.045732,2012-11-06 02:00:00,1.042090,stop_loss,0,1.000000,-30.855137,PPT,0.700000,123.295787,,,,123.295787,-5.138364,-30.855137
22,2012-11-06 02:15:00,1.042091,long,1.000000,35.308801,False,Standard (NTI+MB+IC),1.041591,5.000000,1.043029,1.043966,1.045217,2012-11-06 04:45:00,1.043029,take_profit_1,1,2.500000,539.866849,PPT,0.700000,258.502357,TP1,0.300000,281.364492,539.866849,9.378816,539.866849
23,2012-11-06 05:00:00,1.043200,long,1.000000,15.402420,False,Standard (NTI+MB+IC),1.042700,5.000000,1.044139,1.045077,1.046329,2012-11-06 06:30:00,1.044139,take_profit_1,1,1.500000,603.855613,PPT,0.700000,322.191687,TP1,0.300000,281.663926,603.855613,9.388798,603.855613
24,2012-11-06 06:45:00,1.043884,long,1.000000,26.510684,False,Standard (NTI+MB+IC),1.043384,5.000000,1.044824,1.045763,1.047016,2012-11-06 07:30:00,1.043250,stop_loss,0,0.750000,-634.219789,,,,,,,,-6.342198,-634.219789
25,2012-11-06 20:15:00,1.041448,short,1.000000,53.418510,False,Standard (NTI+MB+IC),1.041948,5.000000,1.040510,1.039573,1.038323,2012-11-06 21:30:00,1.041990,stop_loss,0,1.250000,52.706311,PPT,0.700000,215.359719,,,,215.359719,-5.421780,52.706311
26,2012-11-06 21:45:00,1.043166,short,1.000000,21.312212,False,Standard (NTI+MB+IC),1.043119,0.466398,1.042227,1.041288,1.040037,2012-11-06 22:15:00,1.043314,stop_loss,0,0.500000,225.952549,PPT,0.700000,270.257746,,,,270.257746,-1.476840,225.952549
27,2012-11-06 22:30:00,1.043738,short,1.000000,23.787820,False,Standard (NTI+MB+IC),1.043110,6.283203,1.042799,1.041859,1.040607,2012-11-06 22:45:00,1.043221,stop_loss,0,0.250000,398.780748,PPT,0.700000,243.590305,,,,243.590305,5.173015,398.780748
28,2012-11-06 23:15:00,1.045299,long,1.000000,50.618551,False,Standard (NTI+MB+IC),1.044799,5.000000,1.046240,1.047181,1.048435,2012-11-07 01:00:00,1.046240,take_profit_1,1,1.750000,394.827658,PPT,0.700000,112.596888,TP1,0.300000,282.230770,394.827658,9.407692,394.827658
29,2012-11-07 01:15:00,1.046458,long,1.000000,65.111832,False,Standard (NTI+MB+IC),1.045958,5.000000,1.047400,1.048341,1.049597,2012-11-07 02:30:00,1.047400,take_profit_1,1,1.250000,844.141165,PPT,0.700000,561.597581,TP1,0.300000,282.543584,844.141165,9.418119,844.141165
30,2012-11-07 02:45:00,1.046700,long,1.000000,67.746427,False,Standard (NTI+MB+IC),1.046200,5.000000,1.047642,1.048584,1.049840,2012-11-07 04:00:00,1.046095,stop_loss,0,1.250000,-605.040056,,,,,,,,-6.050401,-605.040056
31,2012-11-07 04:15:00,1.045545,long,1.000000,22.389421,False,Standard (NTI+MB+IC),1.045045,5.000000,1.046486,1.047427,1.048682,2012-11-07 05:30:00,1.046486,take_profit_1,1,1.250000,425.840538,PPT,0.700000,143.543405,TP1,0.300000,282.297133,425.840538,9.409904,425.840538
