trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,final_exit_pips,pnl_per_million,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_pnl_total,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl
1,2017-06-20 01:30:00,0.760588,short,1.000000,37.343025,False,Standard (NTI+MB+IC),0.759848,7.395674,0.759447,0.758306,0.756785,2017-06-20 01:45:00,0.759926,stop_loss,0,0.250000,661.422145,6.614221,661.422145,,,,,,,,,,
2,2017-06-20 02:00:00,0.761308,long,1.000000,47.767497,False,Standard (NTI+MB+IC),0.760308,10.000000,0.762450,0.763592,0.765115,2017-06-20 06:00:00,0.761352,trailing_stop,0,4.000000,462.731391,0.438303,462.731391,TP0,0.500000,440.816216,440.816216,,,,,,
3,2017-06-20 07:30:00,0.759958,long,1.000000,17.154698,False,Standard (NTI+MB+IC),0.760252,2.931719,0.761098,0.762238,0.763758,2017-06-20 07:45:00,0.760078,stop_loss,0,0.250000,119.613524,1.196135,119.613524,,,,,,,,,,
4,2017-06-20 10:30:00,0.758898,short,1.000000,47.075969,False,Standard (NTI+MB+IC),0.759898,10.000000,0.757760,0.756622,0.755104,2017-06-25 22:45:00,0.756024,trailing_stop,0,132.250000,873.413054,28.749361,873.413054,TP0,0.500000,304.239195,617.910909,TP0,0.165000,187.827373,TP0,0.110550,125.844340
5,2017-06-25 23:00:00,0.757927,long,1.000000,46.380962,False,Standard (NTI+MB+IC),0.756927,10.000000,0.759064,0.760201,0.761717,2017-06-26 04:00:00,0.758001,trailing_stop,0,5.000000,388.243293,0.738183,388.243293,TP0,0.500000,351.334147,351.334147,,,,,,
6,2017-06-26 05:00:00,0.757077,long,1.000000,21.023925,False,Standard (NTI+MB+IC),0.757246,1.685398,0.758213,0.759348,0.760863,2017-06-26 05:15:00,0.757178,stop_loss,0,0.250000,101.029167,1.010292,101.029167,,,,,,,,,,
7,2017-06-26 05:30:00,0.757119,long,1.000000,21.390630,False,Standard (NTI+MB+IC),0.757240,1.210744,0.758255,0.759390,0.760904,2017-06-26 05:45:00,0.757094,stop_loss,0,0.250000,38.398748,-0.243571,38.398748,TP0,0.500000,50.577299,50.577299,,,,,,
8,2017-06-26 09:00:00,0.759410,long,1.000000,35.076980,False,Standard (NTI+MB+IC),0.758410,10.000000,0.760549,0.761688,0.763207,2017-06-26 14:30:00,0.758362,stop_loss,0,5.500000,-1048.169389,-10.481694,-1048.169389,,,,,,,,,,
9,2017-06-26 23:15:00,0.759849,long,1.000000,37.118387,False,Standard (NTI+MB+IC),0.758849,10.000000,0.760989,0.762129,0.763649,2017-06-27 08:30:00,0.759934,trailing_stop,0,9.250000,1054.670717,0.849878,1054.670717,TP0,0.500000,485.366414,799.431113,TP0,0.165000,188.062694,TP0,0.110550,126.002005
10,2017-06-27 08:45:00,0.759454,long,1.000000,13.016410,False,Standard (NTI+MB+IC),0.759734,2.795561,0.760594,0.761733,0.763252,2017-06-27 09:00:00,0.759588,stop_loss,0,0.250000,144.638849,1.337472,144.638849,TP0,0.500000,77.765261,77.765261,,,,,,
