sim,start_date,end_date,sharpe,return,pnl,trades,win_rate,max_dd,profit_factor,annual_return,annual_pnl
1,2014-12-03 08:30:00,2015-04-10 11:00:00,2.7194380564327503,4.904442648498854,49044.4264849867,1864,63.73390557939914,1.7974999458703,1.1277091060971185,19.890239630023128,198902.39630022383
2,2023-07-18 18:00:00,2023-11-23 23:30:00,0.40512091737301087,0.626130085107882,6261.300851079506,1336,66.54191616766467,2.1259549701710223,1.0266457505912643,2.5393053451597436,25393.05345160022
3,2017-11-09 06:30:00,2018-03-19 06:15:00,-0.021572422561369486,-0.2797195502708084,-2797.195502708769,1096,61.587591240875916,2.719491298502621,0.9866194420067643,-1.1344181760982786,-11344.181760985563
4,2012-07-30 03:00:00,2012-12-03 02:45:00,0.2143249366026335,0.23727555993375135,2372.7555993372953,1427,62.718990889978976,2.9709335185367878,1.0084152283659873,0.9622842152868805,9622.84215286792
5,2019-11-18 16:00:00,2020-03-25 08:30:00,4.056102172768004,8.54821930650908,85482.19306509173,1189,65.09671993271657,1.0478919597545087,1.3962308331278512,34.667778298620156,346677.78298620536
6,2012-03-18 21:00:00,2012-07-22 20:45:00,4.903718780196657,8.447475311518692,84474.75311518004,1911,64.88749345892202,1.2112571376162105,1.218458236085671,34.25920543004803,342592.05430045235
7,2018-02-21 12:00:00,2018-06-27 11:45:00,3.676230438480226,4.083054103860422,40830.54103860303,1244,67.44372990353698,1.3048543807491726,1.2305391594457422,16.559052754545046,165590.5275454456
8,2024-04-11 17:15:00,2024-08-15 17:00:00,0.8640643680596262,0.825476797264244,8254.76797264067,1036,65.63706563706563,1.2009043935455543,1.0525330781341276,3.3477670111272118,33477.67011126494
9,2024-05-08 18:15:00,2024-09-11 18:00:00,0.8083422325690324,0.7330155923837564,7330.15592383698,978,66.05316973415133,1.2501237193752066,1.0502485108007105,2.9727854580007893,29727.85458000553
10,2013-03-31 17:15:00,2013-08-04 17:30:00,1.5256138262256254,2.9433813239198527,29433.813239196403,2125,61.36470588235294,2.9994652096116523,1.0604531937084305,11.937046480341625,119370.46480340762
11,2024-12-23 03:45:00,2025-04-29 20:30:00,1.1672607754129538,1.5997864379583975,15997.864379583027,1235,62.99595141700405,1.5023681751552218,1.0641704557697578,6.488022776164612,64880.22776164227
12,2021-11-09 23:30:00,2022-03-15 22:15:00,4.489022893007642,4.926802791261347,49268.02791261395,1291,68.3965917893106,1.3374425390854865,1.2298043551908444,19.98092243122657,199809.22431226767
13,2021-07-20 09:15:00,2021-11-23 09:00:00,4.171800139486782,4.006140861439472,40061.40861439452,1160,68.96551724137932,1.0771941950645336,1.2463507840901258,16.247126826948968,162471.26826948888
14,2024-07-31 04:00:00,2024-12-04 19:45:00,0.6140478930414555,0.7129770862310659,7129.770862310368,1201,64.11323896752707,1.743121008751384,1.0359829382304346,2.8915181830482117,28915.181830480935
15,2014-01-24 03:00:00,2014-05-30 02:45:00,0.32916122133884634,0.13528976129125803,1352.8976129108119,1268,62.30283911671924,1.6155409591423402,1.0057560592856032,0.5486751430145465,5486.751430138293
16,2024-08-12 21:30:00,2024-12-17 13:15:00,-0.6710346250771989,-0.5798188388334354,-5798.188388332754,1170,63.589743589743584,1.9195115201381736,0.970920241877081,-2.35148751304671,-23514.875130460612
17,2021-01-19 06:15:00,2021-05-25 07:15:00,2.5362320254503627,2.885974153413391,28859.741534135756,1359,65.56291390728477,1.420919534391727,1.114497598647073,11.704228511065418,117042.28511066167
18,2019-12-26 10:00:00,2020-05-01 11:45:00,4.932975414177506,11.169292216686323,111692.92216685408,1556,63.04627249357326,1.0608139252948479,1.3533090682228484,45.29768510100564,452976.8510100193
19,2020-10-14 23:15:00,2021-02-22 08:15:00,0.14392511418960127,0.16444911233652382,1644.4911233652088,1264,61.629746835443036,3.0531307871463302,1.006503125700032,0.6669325111425688,6669.325111425568
20,2016-01-17 18:15:00,2016-05-22 18:00:00,0.1446051327081438,-0.22431340943061515,-2243.1340943050345,1727,62.42038216560509,3.7938447248224,0.9940107231505274,-0.9097154938019392,-9097.154938014863
21,2020-06-09 11:00:00,2020-10-13 10:45:00,-2.056892217417423,-2.707428581617156,-27074.28581617378,1388,60.30259365994236,3.859240822548774,0.9065258001303589,-10.980127025447354,-109801.27025448254
22,2015-10-19 06:30:00,2016-02-24 09:15:00,1.2546015703785471,1.81852779425364,18185.277942537523,1519,62.277814351547065,1.7568602379704095,1.0574975576831454,7.375140498917539,73751.40498917995
23,2021-12-15 00:45:00,2022-04-20 01:30:00,0.5112053562127423,0.7325909312995965,7325.909312996053,1286,63.76360808709176,2.0485777195676094,1.0290172533441218,2.971063221381697,29710.632213817324
24,2018-08-10 00:00:00,2018-12-13 23:45:00,2.334421739370529,2.7200503920233343,27200.50392023281,1203,66.83291770573567,1.436931697678312,1.1543772356850257,11.0313154787613,110313.15478761084
25,2010-11-29 17:30:00,2011-04-04 21:00:00,-0.37585797411663247,-0.6052612861853675,-6052.612861853663,1861,58.30198817839871,3.4794394951623913,0.9868729497358756,-2.454670771751768,-24546.70771751763
