trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,final_exit_pips,pnl_per_million,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl,partial_pnl_total
1,2013-05-17 04:45:00,0.973093,short,1.000000,35.882313,False,Standard (NTI+MB+IC),0.974093,10.000000,0.971633,0.970173,0.968227,2013-05-17 05:00:00,0.974229,stop_loss,0,0.250000,-1136.158902,-11.361589,-1136.158902,,,,,,,,,,
2,2013-05-17 05:15:00,0.974828,short,1.000000,14.862432,False,Standard (NTI+MB+IC),0.975828,10.000000,0.973365,0.971903,0.969954,2013-05-17 06:00:00,0.975969,stop_loss,0,0.750000,-1141.234877,-11.412349,-1141.234877,,,,,,,,,,
3,2013-05-17 06:30:00,0.976163,short,1.000000,19.249509,False,Standard (NTI+MB+IC),0.977163,10.000000,0.974698,0.973234,0.971282,2013-05-19 17:30:00,0.973469,trailing_stop,0,59.000000,1128.488635,26.932510,1128.488635,TP0,0.500000,396.366484,TP0,0.165000,241.600276,TP0,0.110550,161.872185,799.838945
4,2013-05-19 23:30:00,0.978071,long,1.000000,50.433891,False,Standard (NTI+MB+IC),0.977071,10.000000,0.979539,0.981006,0.982962,2013-05-20 00:00:00,0.978140,trailing_stop,0,0.500000,69.046237,0.690462,69.046237,,,,,,,,,,
5,2013-05-20 00:15:00,0.977820,long,1.000000,57.407056,False,Standard (NTI+MB+IC),0.976820,10.000000,0.979286,0.980753,0.982709,2013-05-20 01:30:00,0.977889,trailing_stop,0,1.250000,344.756865,0.692650,344.756865,TP0,0.500000,310.124387,,,,,,,310.124387
6,2013-05-20 03:30:00,0.976723,long,1.000000,32.851316,False,Standard (NTI+MB+IC),0.975723,10.000000,0.978188,0.979653,0.981606,2013-05-20 06:00:00,0.976776,trailing_stop,0,2.500000,1188.467315,0.535699,1188.467315,TP0,0.500000,498.699261,TP0,0.165000,241.738844,TP0,0.110550,161.965025,902.403130
7,2013-05-20 12:00:00,0.980504,long,1.000000,37.208779,False,Standard (NTI+MB+IC),0.979504,10.000000,0.981975,0.983446,0.985407,2013-05-20 13:15:00,0.980521,trailing_stop,0,1.250000,266.291931,0.167793,266.291931,TP0,0.500000,257.902293,,,,,,,257.902293
8,2013-05-20 13:45:00,0.980856,long,1.000000,31.525606,False,Standard (NTI+MB+IC),0.979856,10.000000,0.982328,0.983799,0.985761,2013-05-20 16:30:00,0.980902,trailing_stop,0,2.750000,1018.047040,0.455653,1018.047040,TP0,0.500000,496.806551,TP0,0.165000,242.761956,TP0,0.110550,162.650510,902.219017
9,2013-05-20 20:45:00,0.977091,long,1.000000,32.668109,False,Standard (NTI+MB+IC),0.979582,24.914175,0.978556,0.980022,0.981976,2013-05-20 21:00:00,0.979415,stop_loss,0,0.250000,2324.282631,23.242826,2324.282631,,,,,,,,,,
10,2013-05-20 21:15:00,0.976868,short,1.000000,42.036766,False,Standard (NTI+MB+IC),0.977868,10.000000,0.975403,0.973938,0.971984,2013-05-20 21:45:00,0.977894,stop_loss,0,0.500000,-203.957913,-10.261309,-203.957913,TP0,0.330000,483.549770,,,,,,,483.549770
