trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,final_exit_pips,pnl_per_million,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl,partial_pnl_total
1,2013-07-10 09:30:00,0.916841,long,1.000000,32.575332,False,Standard (NTI+MB+IC),0.918411,15.707318,0.917666,0.918491,0.919591,2013-07-10 09:45:00,0.918253,stop_loss,0,0.250000,1412.055432,14.120554,1412.055432,,,,,,,,,,
2,2013-07-10 10:00:00,0.917272,short,1.000000,38.614820,False,Standard (NTI+MB+IC),0.917772,5.000000,0.916446,0.915621,0.914520,2013-07-10 14:15:00,0.915417,trailing_stop,0,4.250000,641.982401,18.548460,641.982401,TP0,0.700000,393.184788,TP0,0.099000,81.728908,TP0,0.066330,54.758368,529.672064
3,2013-07-10 14:45:00,0.911407,short,1.000000,36.035100,False,Standard (NTI+MB+IC),0.911907,5.000000,0.910587,0.909767,0.908673,2013-07-10 15:15:00,0.912025,stop_loss,0,0.500000,-143.288480,-6.178752,-143.288480,TP0,0.330000,270.687929,,,,,,,270.687929
4,2013-07-10 15:30:00,0.911469,short,1.000000,34.958423,False,Standard (NTI+MB+IC),0.911969,5.000000,0.910649,0.909829,0.908735,2013-07-10 16:00:00,0.911475,trailing_stop,0,0.500000,354.924405,-0.055523,354.924405,TP0,0.700000,356.590109,,,,,,,356.590109
5,2013-07-10 16:15:00,0.912125,short,1.000000,34.342191,False,Standard (NTI+MB+IC),0.912625,5.000000,0.911304,0.910483,0.909388,2013-07-10 16:45:00,0.912769,stop_loss,0,0.500000,-644.318048,-6.443180,-644.318048,,,,,,,,,,
6,2013-07-10 17:00:00,0.918575,short,1.000000,17.728910,False,Standard (NTI+MB+IC),0.917008,15.671246,0.917749,0.916922,0.915820,2013-07-10 17:30:00,0.918574,trailing_stop,0,0.500000,273.582796,0.011432,273.582796,TP0,0.330000,272.816876,,,,,,,272.816876
7,2013-07-10 17:45:00,0.922080,short,1.000000,45.127123,False,Standard (NTI+MB+IC),0.917035,50.446338,0.921250,0.920420,0.919314,2013-07-10 18:15:00,0.922032,trailing_stop,0,0.500000,305.668517,0.474788,305.668517,TP0,0.330000,273.857697,,,,,,,273.857697
8,2013-07-10 18:30:00,0.926564,long,1.000000,53.433159,False,Standard (NTI+MB+IC),0.926064,5.000000,0.927397,0.928231,0.929343,2013-07-10 19:15:00,0.927630,trailing_stop,0,0.750000,1608.969201,10.663114,1608.969201,TP0,0.700000,1327.499171,TP0,0.099000,82.556814,TP0,0.066330,55.313066,1465.369051
9,2013-07-10 19:30:00,0.924394,long,1.000000,56.987098,False,Standard (NTI+MB+IC),0.923894,5.000000,0.925226,0.926058,0.927167,2013-07-10 19:45:00,0.923849,stop_loss,0,0.250000,-545.110985,-5.451110,-545.110985,,,,,,,,,,
10,2013-07-10 20:00:00,0.921371,long,1.000000,47.354457,False,Standard (NTI+MB+IC),0.920871,5.000000,0.922200,0.923029,0.924135,2013-07-11 05:30:00,0.927674,trailing_stop,0,9.500000,773.283194,63.033139,773.283194,TP0,0.700000,524.512503,TP0,0.099000,82.094129,TP0,0.066330,55.003066,661.609698
11,2013-07-11 05:45:00,0.920476,short,1.000000,47.310624,False,Standard (NTI+MB+IC),0.920976,5.000000,0.919647,0.918819,0.917714,2013-07-11 06:30:00,0.921112,stop_loss,0,0.750000,-636.191176,-6.361912,-636.191176,,,,,,,,,,
12,2013-07-11 08:45:00,0.918782,short,1.000000,38.894169,False,Standard (NTI+MB+IC),0.919282,5.000000,0.917955,0.917128,0.916025,2013-07-11 16:15:00,0.914493,trailing_stop,0,7.500000,424.284442,42.885087,424.284442,TP0,0.700000,176.199367,TP0,0.099000,81.863451,TP0,0.066330,54.848512,312.911330
13,2013-07-11 20:45:00,0.913604,short,1.000000,41.801448,False,Standard (NTI+MB+IC),0.914104,5.000000,0.912782,0.911960,0.910863,2013-07-11 21:00:00,0.914218,stop_loss,0,0.250000,-613.922378,-6.139224,-613.922378,,,,,,,,,,
14,2013-07-11 21:15:00,0.914595,short,1.000000,46.997069,False,Standard (NTI+MB+IC),0.915095,5.000000,0.913771,0.912948,0.911851,2013-07-11 21:45:00,0.915245,stop_loss,0,0.500000,-650.512185,-6.505122,-650.512185,,,,,,,,,,
15,2013-07-12 05:30:00,0.912906,short,1.000000,36.211555,False,Standard (NTI+MB+IC),0.913406,5.000000,0.912084,0.911262,0.910167,2013-07-12 05:45:00,0.913498,stop_loss,0,0.250000,-592.770303,-5.927703,-592.770303,,,,,,,,,,
16,2013-07-12 06:00:00,0.911785,short,1.000000,45.957254,False,Standard (NTI+MB+IC),0.912285,5.000000,0.910964,0.910143,0.909049,2013-07-15 01:15:00,0.904354,trailing_stop,0,67.250000,1145.333608,74.303614,1145.333608,TP0,0.700000,899.151792,TP0,0.099000,81.239999,TP0,0.066330,54.430799,1034.822591
17,2013-07-15 06:15:00,0.905051,short,1.000000,33.195855,False,Standard (NTI+MB+IC),0.905551,5.000000,0.904236,0.903422,0.902336,2013-07-15 06:30:00,0.905736,stop_loss,0,0.250000,-684.672030,-6.846720,-684.672030,,,,,,,,,,
