iteration,total_return,total_trades,win_rate,profit_factor,sharpe_ratio,sortino_ratio,max_drawdown,avg_trade,avg_win,avg_loss,best_trade,worst_trade,recovery_factor,win_loss_ratio,expectancy,sqn,trades_per_day,start_date,end_date,timestamp,config,currency
66,-10.014905,332,29.819277,0.603227,-6.600043,-7.922294,10.102309,-301.653764,1537.980086,-1083.300765,3649.669509,-1199.601840,0.991348,1.419717,-301.653764,-4.035049,2.813559,2018-12-23 21:30:00,2019-04-21 20:45:00,20250618_163607,Config 1: Ultra-Tight Risk Management,GBPUSD
67,-5.174933,376,35.372340,0.803489,-3.067315,-5.789839,6.233628,-137.631200,1590.908249,-1083.704231,3675.193694,-1198.682801,0.830164,1.468028,-137.631200,-1.828455,3.213675,2020-07-21 17:00:00,2020-11-16 00:45:00,20250618_163607,Config 1: Ultra-Tight Risk Management,GBPUSD
68,-6.044358,261,34.099617,0.665262,-3.791113,-5.487372,6.421936,-231.584580,1349.734373,-1049.825201,3492.618380,-1197.933246,0.941205,1.285675,-231.584580,-2.907113,2.193277,2023-10-24 00:15:00,2024-02-20 01:15:00,20250618_163607,Config 1: Ultra-Tight Risk Management,GBPUSD
69,-7.600085,310,33.870968,0.658065,-4.667112,-6.680739,8.097170,-245.164029,1393.011625,-1084.229608,3933.136325,-1199.910662,0.938610,1.284794,-245.164029,-3.144279,2.695652,2018-02-12 14:45:00,2018-06-07 22:30:00,20250618_163607,Config 1: Ultra-Tight Risk Management,GBPUSD
70,-3.655083,298,36.241611,0.820443,-2.177339,-3.467609,4.638571,-122.653797,1546.390425,-1071.373671,3933.243427,-1199.035278,0.787976,1.443372,-122.653797,-1.439341,2.591304,2018-04-02 08:00:00,2018-07-26 15:45:00,20250618_163607,Config 1: Ultra-Tight Risk Management,GBPUSD
71,-5.131624,278,33.453237,0.741401,-3.250008,-4.524420,5.831400,-184.590800,1581.972074,-1072.646732,3761.181605,-1196.549630,0.879999,1.474830,-184.590800,-2.157212,2.376068,2021-11-25 18:00:00,2022-03-23 00:45:00,20250618_163607,Config 1: Ultra-Tight Risk Management,GBPUSD
72,-9.610130,335,31.044776,0.615888,-5.518514,-8.654043,9.932614,-286.869559,1481.628938,-1083.076674,8580.425917,-4742.907092,0.967533,1.367982,-286.869559,-3.763765,2.815126,2024-10-16 14:45:00,2025-02-12 18:30:00,20250618_163607,Config 1: Ultra-Tight Risk Management,GBPUSD
73,-4.445711,353,36.543909,0.816578,-2.773171,-4.739508,5.289331,-125.940810,1534.256106,-1082.036356,3675.194475,-1199.572550,0.840505,1.417934,-125.940810,-1.638316,3.017094,2020-06-17 23:15:00,2020-10-13 07:15:00,20250618_163607,Config 1: Ultra-Tight Risk Management,GBPUSD
74,-5.215776,270,32.962963,0.729067,-3.324318,-4.619665,5.479022,-193.176875,1577.012653,-1063.601560,3761.161827,-1197.646561,0.951954,1.482710,-193.176875,-2.255789,2.347826,2021-11-15 01:15:00,2022-03-10 09:00:00,20250618_163607,Config 1: Ultra-Tight Risk Management,GBPUSD
75,-6.778859,350,33.714286,0.738990,-2.899440,-4.597353,7.054488,-193.681685,1626.504819,-1119.466200,9008.333899,-2939.619043,0.960929,1.452929,-193.681685,-2.328097,2.134146,2023-02-22 19:15:00,2023-08-06 17:00:00,20250618_163607,Config 1: Ultra-Tight Risk Management,GBPUSD
