trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,final_exit_pips,pnl_per_million,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_pnl_total,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl
1,2022-07-06 11:30:00,0.676738,short,1.000000,48.546218,False,Standard (NTI+MB+IC),0.677238,5.000000,0.676129,0.675520,0.674707,2022-07-06 11:45:00,0.677299,stop_loss,0,0.250000,-561.670361,-5.616704,-561.670361,,,,,,,,,,
2,2022-07-06 12:00:00,0.676616,short,1.000000,51.737974,False,Standard (NTI+MB+IC),0.677116,5.000000,0.676007,0.675398,0.674586,2022-07-06 12:45:00,0.677174,stop_loss,0,0.750000,-30.498818,-5.579817,-30.498818,PPT,0.700000,136.895706,136.895706,,,,,,
3,2022-07-06 22:45:00,0.681414,long,1.000000,32.932576,False,Standard (NTI+MB+IC),0.680914,5.000000,0.682027,0.682640,0.683458,2022-07-07 02:45:00,0.681721,trailing_stop,0,4.000000,322.882664,3.069312,322.882664,PPT,0.700000,144.470922,245.863224,PPT,0.099000,60.713953,PPT,0.066330,40.678348
4,2022-07-07 23:30:00,0.682748,long,1.000000,47.472722,False,Standard (NTI+MB+IC),0.683547,7.988553,0.683362,0.683977,0.684796,2022-07-07 23:45:00,0.683509,stop_loss,0,0.250000,761.086784,7.610868,761.086784,,,,,,,,,,
5,2022-07-08 00:00:00,0.682169,short,1.000000,54.584384,False,Standard (NTI+MB+IC),0.682669,5.000000,0.681555,0.680941,0.680122,2022-07-08 02:15:00,0.682730,stop_loss,0,2.250000,434.189142,-5.610704,434.189142,PPT,0.700000,356.024576,457.529218,PPT,0.099000,60.781223,PPT,0.066330,40.723419
6,2022-07-08 02:30:00,0.682738,short,1.000000,49.837769,False,Standard (NTI+MB+IC),0.683238,5.000000,0.682124,0.681509,0.680690,2022-07-08 06:15:00,0.682785,trailing_stop,0,3.750000,321.361639,-0.465875,321.361639,PPT,0.700000,138.645122,240.234498,PPT,0.099000,60.831962,PPT,0.066330,40.757414
7,2022-07-08 06:30:00,0.683565,short,1.000000,19.554053,False,Standard (NTI+MB+IC),0.683164,4.012862,0.682950,0.682334,0.681514,2022-07-08 09:30:00,0.682718,trailing_stop,0,3.000000,728.814022,8.465700,728.814022,PPT,0.700000,542.363160,644.075552,PPT,0.099000,60.905624,PPT,0.066330,40.806768
8,2022-07-10 21:45:00,0.682176,short,1.000000,47.760149,False,Standard (NTI+MB+IC),0.682676,5.000000,0.681562,0.680949,0.680130,2022-07-10 22:15:00,0.682748,stop_loss,0,0.500000,-572.008433,-5.720084,-572.008433,,,,,,,,,,
9,2022-07-10 22:30:00,0.682480,short,1.000000,48.932643,False,Standard (NTI+MB+IC),0.682980,5.000000,0.681866,0.681251,0.680432,2022-07-11 00:00:00,0.682511,trailing_stop,0,1.500000,664.209467,-0.314464,664.209467,PPT,0.700000,566.893405,668.444359,PPT,0.099000,60.808954,PPT,0.066330,40.741999
10,2022-07-11 00:30:00,0.682085,short,1.000000,29.677195,False,Standard (NTI+MB+IC),0.682585,5.000000,0.681471,0.680857,0.680039,2022-07-18 03:15:00,0.670706,trailing_stop,0,170.750000,747.609379,113.789621,747.609379,PPT,0.700000,563.446449,664.938640,PPT,0.099000,60.773767,PPT,0.066330,40.718424
11,2022-07-18 04:15:00,0.683054,long,1.000000,39.958247,False,Standard (NTI+MB+IC),0.682554,5.000000,0.683669,0.684284,0.685104,2022-07-18 08:15:00,0.682438,stop_loss,0,4.000000,481.363354,-6.163495,481.363354,PPT,0.700000,311.935951,413.572393,PPT,0.099000,60.860145,PPT,0.066330,40.776297
12,2022-07-18 14:00:00,0.681835,long,1.000000,16.142724,False,Standard (NTI+MB+IC),0.682274,4.392427,0.682449,0.683062,0.683881,2022-07-18 14:15:00,0.682099,stop_loss,0,0.250000,263.915995,2.639160,263.915995,,,,,,,,,,
13,2022-07-18 15:45:00,0.681201,short,1.000000,48.761740,False,Standard (NTI+MB+IC),0.681701,5.000000,0.680588,0.679975,0.679157,2022-07-18 22:00:00,0.681747,stop_loss,0,6.250000,367.120485,-5.463012,367.120485,PPT,0.700000,189.536373,290.897004,PPT,0.099000,60.694988,PPT,0.066330,40.665642
14,2022-07-18 22:15:00,0.682711,short,1.000000,47.015785,False,Standard (NTI+MB+IC),0.681900,8.105110,0.682096,0.681482,0.680663,2022-07-18 22:30:00,0.681923,stop_loss,0,0.250000,788.353718,7.883537,788.353718,,,,,,,,,,
15,2022-07-18 23:00:00,0.683051,long,1.000000,52.354014,False,Standard (NTI+MB+IC),0.682551,5.000000,0.683665,0.684280,0.685100,2022-08-18 15:30:00,0.692240,end_of_data,0,736.500000,464.052796,91.894702,464.052796,PPT,0.700000,279.629153,381.265022,PPT,0.099000,60.859802,PPT,0.066330,40.776067
