trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,final_exit_pips,pnl_per_million,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_pnl_total,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl
1,2024-06-24 06:15:00,0.664638,long,1.000000,21.151592,False,Standard (NTI+MB+IC),0.664068,5.705543,0.665635,0.666632,0.667962,2024-06-24 08:00:00,0.663870,stop_loss,0,1.750000,-768.887737,-7.688877,-768.887737,,,,,,,,,,
2,2024-06-24 09:45:00,0.665840,long,1.000000,35.133038,False,Standard (NTI+MB+IC),0.664840,10.000000,0.666839,0.667838,0.669169,2024-06-24 10:15:00,0.665877,trailing_stop,0,0.500000,358.571392,0.372801,358.571392,TP0,0.500000,339.931324,339.931324,,,,,,
3,2024-06-24 10:30:00,0.666336,long,1.000000,46.248248,False,Standard (NTI+MB+IC),0.665336,10.000000,0.667336,0.668335,0.669668,2024-06-24 13:00:00,0.665254,stop_loss,0,2.500000,-1082.400211,-10.824002,-1082.400211,,,,,,,,,,
4,2024-06-24 17:00:00,0.665648,long,1.000000,11.576040,False,Standard (NTI+MB+IC),0.664982,6.659585,0.666646,0.667645,0.668976,2024-06-24 22:30:00,0.665693,trailing_stop,0,5.500000,193.638561,0.452737,193.638561,TP0,0.500000,171.001705,171.001705,,,,,,
5,2024-06-25 03:15:00,0.666783,long,1.000000,42.132740,False,Standard (NTI+MB+IC),0.665783,10.000000,0.667783,0.668783,0.670116,2024-06-25 05:00:00,0.665692,stop_loss,0,1.750000,-1090.457475,-10.904575,-1090.457475,,,,,,,,,,
6,2024-06-25 05:15:00,0.666076,long,1.000000,17.592585,False,Standard (NTI+MB+IC),0.665728,3.483227,0.667075,0.668074,0.669407,2024-06-25 07:00:00,0.665615,stop_loss,0,1.750000,-461.343173,-4.613432,-461.343173,,,,,,,,,,
7,2024-06-25 07:30:00,0.664384,short,1.000000,51.218064,False,Standard (NTI+MB+IC),0.665384,10.000000,0.663388,0.662391,0.661062,2024-06-25 13:15:00,0.664377,trailing_stop,0,5.750000,370.752612,0.074203,370.752612,TP0,0.500000,367.042479,367.042479,,,,,,
8,2024-06-25 13:30:00,0.664494,short,1.000000,20.236963,False,Standard (NTI+MB+IC),0.665238,7.431475,0.663498,0.662501,0.661172,2024-06-25 17:15:00,0.664411,trailing_stop,0,3.750000,239.132257,0.838120,239.132257,TP0,0.500000,197.226245,197.226245,,,,,,
9,2024-06-25 20:30:00,0.664022,short,1.000000,40.127418,False,Standard (NTI+MB+IC),0.664874,8.519377,0.663026,0.662030,0.660702,2024-06-25 21:30:00,0.665008,stop_loss,0,1.000000,-986.458013,-9.864580,-986.458013,,,,,,,,,,
10,2024-06-25 22:00:00,0.667383,long,1.000000,47.795553,False,Standard (NTI+MB+IC),0.666383,10.000000,0.668384,0.669386,0.670720,2024-06-26 01:45:00,0.668384,take_profit_1,0,3.750000,989.003582,10.010751,989.003582,TP0,0.500000,328.294005,989.003582,TP0,0.330000,330.354789,TP0,0.330000,330.354789
