trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,final_exit_pips,pnl_per_million,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_pnl_total,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl
1,2025-02-20 04:00:00,0.637681,long,1.000000,41.040994,False,Standard (NTI+MB+IC),0.636681,10.000000,0.638638,0.639594,0.640870,2025-02-20 08:30:00,0.637742,trailing_stop,0,4.500000,60.604577,0.606046,60.604577,,,,,,,,,,
2,2025-02-20 09:15:00,0.638276,long,1.000000,25.479570,False,Standard (NTI+MB+IC),0.637276,10.000000,0.639234,0.640191,0.641468,2025-02-20 09:45:00,0.638323,trailing_stop,0,0.500000,295.152435,0.466759,295.152435,PPT,0.500000,271.814468,271.814468,,,,,,
3,2025-02-20 10:15:00,0.639320,long,1.000000,27.253269,False,Standard (NTI+MB+IC),0.638320,10.000000,0.640279,0.641238,0.642517,2025-02-20 20:30:00,0.639397,trailing_stop,0,10.250000,764.065420,0.772249,764.065420,PPT,0.500000,289.959804,554.206776,PPT,0.165000,158.231720,PPT,0.110550,106.015252
4,2025-02-21 12:00:00,0.637117,short,1.000000,33.151684,False,Standard (NTI+MB+IC),0.638117,10.000000,0.636161,0.635205,0.633931,2025-02-23 18:00:00,0.637084,trailing_stop,0,54.000000,915.782556,0.330432,915.782556,PPT,0.500000,438.286590,701.622797,PPT,0.165000,157.686352,PPT,0.110550,105.649856
5,2025-02-23 18:15:00,0.637228,short,1.000000,24.171114,False,Standard (NTI+MB+IC),0.637372,1.446505,0.636272,0.635316,0.634041,2025-02-23 19:15:00,0.637163,trailing_stop,0,1.000000,226.255853,0.648938,226.255853,PPT,0.500000,193.808968,193.808968,,,,,,
6,2025-02-23 19:30:00,0.637077,short,1.000000,22.197985,False,Standard (NTI+MB+IC),0.637304,2.274696,0.636121,0.635165,0.633891,2025-02-23 21:00:00,0.637076,trailing_stop,0,1.500000,411.030523,0.002797,411.030523,PPT,0.500000,253.260391,410.936830,PPT,0.165000,157.676439,,,
7,2025-02-23 22:00:00,0.638836,long,1.000000,37.503014,False,Standard (NTI+MB+IC),0.637836,10.000000,0.639794,0.640753,0.642030,2025-02-23 23:15:00,0.637732,stop_loss,0,1.250000,-1103.716547,-11.037165,-1103.716547,,,,,,,,,,
8,2025-02-24 05:15:00,0.636361,short,1.000000,38.162547,False,Standard (NTI+MB+IC),0.637361,10.000000,0.635407,0.634452,0.633180,2025-02-24 13:15:00,0.636307,trailing_stop,0,8.000000,1170.726424,0.545118,1170.726424,PPT,0.500000,720.729453,983.753553,PPT,0.165000,157.499461,PPT,0.110550,105.524639
9,2025-02-24 16:15:00,0.634390,short,1.000000,44.175531,False,Standard (NTI+MB+IC),0.635390,10.000000,0.633439,0.632487,0.631218,2025-02-24 19:00:00,0.634390,trailing_stop,0,2.750000,285.210019,0.003071,285.210019,PPT,0.500000,285.056487,285.056487,,,,,,
10,2025-02-24 19:15:00,0.634041,short,1.000000,48.142204,False,Standard (NTI+MB+IC),0.635041,10.000000,0.633090,0.632139,0.630871,2025-02-24 19:45:00,0.633995,trailing_stop,0,0.500000,45.328553,0.453286,45.328553,,,,,,,,,,
11,2025-02-24 20:00:00,0.633981,short,1.000000,42.916719,False,Standard (NTI+MB+IC),0.634981,10.000000,0.633030,0.632079,0.630811,2025-02-24 21:45:00,0.635154,stop_loss,0,1.750000,-1172.775259,-11.727753,-1172.775259,,,,,,,,,,
12,2025-02-24 22:00:00,0.635504,short,1.000000,19.169230,False,Standard (NTI+MB+IC),0.635410,0.938665,0.634551,0.633598,0.632327,2025-02-24 23:15:00,0.635444,trailing_stop,0,1.250000,161.998347,0.597968,161.998347,PPT,0.500000,132.099958,132.099958,,,,,,
13,2025-02-24 23:30:00,0.635217,short,1.000000,42.341537,False,Standard (NTI+MB+IC),0.635369,1.522142,0.634264,0.633312,0.632041,2025-02-25 00:15:00,0.635177,trailing_stop,0,0.750000,173.501072,0.397711,173.501072,PPT,0.500000,153.615516,153.615516,,,,,,
14,2025-02-25 02:45:00,0.633656,short,1.000000,43.365005,False,Standard (NTI+MB+IC),0.634656,10.000000,0.632706,0.631755,0.630488,2025-02-25 06:30:00,0.633636,trailing_stop,0,3.750000,753.339842,0.202009,753.339842,PPT,0.500000,417.995217,679.901079,PPT,0.165000,156.829858,PPT,0.110550,105.076005
15,2025-02-25 06:45:00,0.634421,short,1.000000,27.871199,False,Standard (NTI+MB+IC),0.634732,3.113132,0.633469,0.632518,0.631249,2025-02-25 08:00:00,0.634337,trailing_stop,0,1.250000,227.474378,0.838912,227.474378,PPT,0.500000,185.528775,185.528775,,,,,,
16,2025-02-25 08:15:00,0.634321,short,1.000000,17.069223,False,Standard (NTI+MB+IC),0.634621,2.998094,0.633370,0.632418,0.631150,2025-02-25 08:30:00,0.634648,stop_loss,0,0.250000,-327.017930,-3.270179,-327.017930,,,,,,,,,,
17,2025-02-25 08:45:00,0.634465,short,1.000000,17.300888,False,Standard (NTI+MB+IC),0.634617,1.516226,0.633514,0.632562,0.631293,2025-02-25 09:15:00,0.634455,trailing_stop,0,0.500000,192.700739,0.099956,192.700739,PPT,0.500000,187.702936,187.702936,,,,,,
18,2025-02-25 11:30:00,0.633017,short,1.000000,38.072318,False,Standard (NTI+MB+IC),0.634017,10.000000,0.632067,0.631118,0.629852,2025-02-25 12:30:00,0.632997,trailing_stop,0,1.000000,20.168766,0.201688,20.168766,,,,,,,,,,
19,2025-02-25 12:45:00,0.633383,short,1.000000,38.593267,False,Standard (NTI+MB+IC),0.634299,9.164988,0.632433,0.631482,0.630216,2025-02-25 13:30:00,0.634465,stop_loss,0,0.750000,-1082.151640,-10.821516,-1082.151640,,,,,,,,,,
20,2025-02-25 20:30:00,0.633414,long,1.000000,37.868865,False,Standard (NTI+MB+IC),0.633941,5.269453,0.634364,0.635314,0.636581,2025-02-25 21:15:00,0.633427,trailing_stop,0,0.750000,174.811463,0.134919,174.811463,PPT,0.500000,168.065527,168.065527,,,,,,
21,2025-02-25 21:30:00,0.632465,short,1.000000,44.707778,False,Standard (NTI+MB+IC),0.633465,10.000000,0.631516,0.630567,0.629303,2025-02-26 01:15:00,0.632406,trailing_stop,0,3.750000,58.892001,0.588920,58.892001,,,,,,,,,,
22,2025-02-26 01:30:00,0.632870,short,1.000000,42.411609,False,Standard (NTI+MB+IC),0.633870,10.000000,0.631921,0.630971,0.629706,2025-03-05 14:00:00,0.621812,trailing_stop,0,180.500000,744.597871,110.581987,744.597871,PPT,0.500000,269.945453,531.526401,PPT,0.165000,156.635298,PPT,0.110550,104.945650
23,2025-03-05 14:15:00,0.632978,long,1.000000,30.645363,False,Standard (NTI+MB+IC),0.631978,10.000000,0.633928,0.634877,0.636143,2025-03-05 17:30:00,0.633022,trailing_stop,0,3.250000,854.486521,0.437846,854.486521,PPT,0.500000,440.892109,702.517830,PPT,0.165000,156.662108,PPT,0.110550,104.963613
24,2025-03-06 21:15:00,0.631693,short,1.000000,46.116295,False,Standard (NTI+MB+IC),0.632693,10.000000,0.630746,0.629798,0.628535,2025-03-07 03:15:00,0.631670,trailing_stop,0,6.000000,740.176816,0.231895,740.176816,PPT,0.500000,266.636069,527.730690,PPT,0.165000,156.344085,PPT,0.110550,104.750537
25,2025-03-07 03:45:00,0.631635,short,1.000000,18.812908,False,Standard (NTI+MB+IC),0.632022,3.863321,0.630688,0.629740,0.628477,2025-03-07 04:00:00,0.632156,stop_loss,0,0.250000,-520.946797,-5.209468,-520.946797,,,,,,,,,,
26,2025-03-07 04:15:00,0.631399,short,1.000000,18.722967,False,Standard (NTI+MB+IC),0.631988,5.892222,0.630451,0.629504,0.628242,2025-03-07 10:15:00,0.630967,trailing_stop,0,6.000000,792.615907,4.316567,792.615907,PPT,0.500000,319.257784,580.230576,PPT,0.165000,156.271133,PPT,0.110550,104.701659
27,2025-03-07 11:15:00,0.630150,short,1.000000,17.313483,False,Standard (NTI+MB+IC),0.631098,9.480047,0.629205,0.628260,0.626999,2025-03-07 14:00:00,0.630075,trailing_stop,0,2.750000,971.302941,0.751875,971.302941,PPT,0.500000,525.055596,785.512390,PPT,0.165000,155.962153,PPT,0.110550,104.494642
28,2025-03-10 02:15:00,0.631733,long,1.000000,39.911365,False,Standard (NTI+MB+IC),0.630733,10.000000,0.632681,0.633628,0.634892,2025-03-10 03:00:00,0.631773,trailing_stop,0,0.750000,39.566845,0.395668,39.566845,,,,,,,,,,
29,2025-03-10 10:15:00,0.631262,short,1.000000,44.835604,False,Standard (NTI+MB+IC),0.632039,7.761447,0.630316,0.629369,0.628106,2025-03-11 14:15:00,0.628700,trailing_stop,0,28.000000,904.685905,25.624755,904.685905,PPT,0.500000,431.239047,692.155611,PPT,0.165000,156.237463,PPT,0.110550,104.679100
30,2025-03-12 10:30:00,0.630054,long,1.000000,34.356787,False,Standard (NTI+MB+IC),0.629054,10.000000,0.630999,0.631944,0.633204,2025-03-13 00:30:00,0.630416,trailing_stop,0,14.000000,1095.734283,3.620578,1095.734283,PPT,0.500000,623.194075,883.610984,PPT,0.165000,155.938269,PPT,0.110550,104.478640
31,2025-03-13 00:45:00,0.630514,short,1.000000,52.935076,False,Standard (NTI+MB+IC),0.631514,10.000000,0.629568,0.628623,0.627362,2025-03-14 02:15:00,0.629461,trailing_stop,0,25.500000,929.931628,10.533744,929.931628,PPT,0.500000,457.046059,717.653296,PPT,0.165000,156.052238,PPT,0.110550,104.554999
32,2025-03-14 07:45:00,0.632092,long,1.000000,37.276294,False,Standard (NTI+MB+IC),0.631092,10.000000,0.633040,0.633988,0.635252,2025-03-14 12:30:00,0.632115,trailing_stop,0,4.750000,23.967610,0.239676,23.967610,,,,,,,,,,
33,2025-03-17 05:00:00,0.635006,long,1.000000,49.032250,False,Standard (NTI+MB+IC),0.634006,10.000000,0.635958,0.636911,0.638181,2025-03-18 09:15:00,0.636608,trailing_stop,0,28.250000,848.330460,16.025574,848.330460,PPT,0.500000,372.076074,634.539866,PPT,0.165000,157.163947,PPT,0.110550,105.299845
34,2025-03-18 09:30:00,0.634999,short,1.000000,48.646665,False,Standard (NTI+MB+IC),0.635999,10.000000,0.634046,0.633094,0.631824,2025-03-18 12:15:00,0.636035,stop_loss,0,2.750000,-1036.335239,-10.363352,-1036.335239,,,,,,,,,,
35,2025-03-18 12:30:00,0.636082,short,1.000000,22.120117,False,Standard (NTI+MB+IC),0.636970,8.879170,0.635128,0.634174,0.632902,2025-03-18 13:45:00,0.635984,trailing_stop,0,1.250000,290.048362,0.979960,290.048362,PPT,0.500000,241.050384,241.050384,,,,,,
36,2025-03-19 02:30:00,0.633081,short,1.000000,41.858368,False,Standard (NTI+MB+IC),0.634081,10.000000,0.632132,0.631182,0.629916,2025-03-19 04:45:00,0.633045,trailing_stop,0,2.250000,589.477883,0.360605,589.477883,PPT,0.500000,420.709980,577.397632,PPT,0.165000,156.687651,,,
37,2025-03-19 05:00:00,0.632463,short,1.000000,57.686471,False,Standard (NTI+MB+IC),0.633463,10.000000,0.631515,0.630566,0.629301,2025-03-19 06:30:00,0.633599,stop_loss,0,1.500000,-1135.612037,-11.356120,-1135.612037,,,,,,,,,,
38,2025-03-19 06:45:00,0.633497,short,1.000000,17.227264,False,Standard (NTI+MB+IC),0.634497,10.000000,0.632547,0.631597,0.630330,2025-03-19 11:15:00,0.633493,trailing_stop,0,4.500000,651.436231,0.044511,651.436231,PPT,0.500000,318.543423,580.383607,PPT,0.165000,156.790529,PPT,0.110550,105.049654
39,2025-03-19 13:30:00,0.635553,short,1.000000,17.613112,False,Standard (NTI+MB+IC),0.633931,16.221230,0.634600,0.633646,0.632375,2025-03-19 13:45:00,0.634124,stop_loss,0,0.250000,1429.194719,14.291947,1429.194719,,,,,,,,,,
