trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_pnl_total,final_exit_pips,pnl_per_million,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl
1,2019-07-18 01:30:00,0.703295,long,1.000000,60.236239,False,Standard (NTI+MB+IC),0.702795,5.000000,0.703928,0.704561,0.705405,2019-07-18 04:30:00,0.702783,stop_loss,0,3.000000,94.983918,PPT,0.700000,248.600388,PPT,0.300000,-153.616471,94.983918,-5.120549,94.983918,,,
2,2019-07-18 04:45:00,0.703314,long,1.000000,35.363983,False,Standard (NTI+MB+IC),0.702814,5.000000,0.703947,0.704580,0.705424,2019-07-18 06:30:00,0.702646,stop_loss,0,1.750000,48.882611,PPT,0.700000,249.198627,PPT,0.300000,-200.316016,48.882611,-6.677201,48.882611,,,
3,2019-07-18 08:15:00,0.703910,long,1.000000,24.858106,False,Standard (NTI+MB+IC),0.703410,5.000000,0.704543,0.705177,0.706021,2019-07-18 08:30:00,0.703396,stop_loss,0,0.250000,-513.847626,PPT,1.000000,-513.847626,,,,-513.847626,-5.138476,-513.847626,,,
4,2019-07-18 08:45:00,0.703249,long,1.000000,26.283218,False,Standard (NTI+MB+IC),0.702749,5.000000,0.703882,0.704515,0.705359,2019-07-18 14:15:00,0.705359,take_profit_3,3,5.500000,670.808978,PPT,0.700000,322.700724,TP1,0.150000,94.938615,512.577954,21.097470,670.808978,TP2,0.075000,94.938615
5,2019-07-18 14:30:00,0.706558,long,1.000000,38.786188,False,Standard (NTI+MB+IC),0.706058,5.000000,0.707194,0.707830,0.708678,2019-07-18 18:15:00,0.707194,tp1_pullback,2,3.750000,386.867508,PPT,0.700000,148.404185,TP1,0.150000,95.385329,339.174843,6.359022,386.867508,TP2,0.075000,95.385329
6,2019-07-18 18:30:00,0.705556,long,1.000000,25.338951,False,Standard (NTI+MB+IC),0.705056,5.000000,0.706191,0.706826,0.707673,2019-07-19 01:45:00,0.706191,tp1_pullback,2,7.250000,716.781343,PPT,0.700000,478.656123,TP1,0.150000,95.250088,669.156299,6.350006,716.781343,TP2,0.075000,95.250088
7,2019-07-19 07:30:00,0.705322,short,1.000000,39.350491,False,Standard (NTI+MB+IC),0.705822,5.000000,0.704687,0.704052,0.703206,2019-07-19 09:15:00,0.705900,stop_loss,0,1.750000,-39.160798,PPT,0.700000,134.285141,PPT,0.300000,-173.445939,-39.160798,-5.781531,-39.160798,,,
8,2019-07-19 11:45:00,0.704151,short,1.000000,37.391359,False,Standard (NTI+MB+IC),0.704651,5.000000,0.703518,0.702884,0.702039,2019-07-19 12:00:00,0.704794,stop_loss,0,0.250000,-643.050776,PPT,1.000000,-643.050776,,,,-643.050776,-6.430508,-643.050776,,,
9,2019-07-19 15:30:00,0.704146,short,1.000000,35.347909,False,Standard (NTI+MB+IC),0.704646,5.000000,0.703512,0.702878,0.702033,2019-07-21 18:00:00,0.704666,stop_loss,0,50.500000,57.714375,PPT,0.700000,213.863296,PPT,0.300000,-156.148920,57.714375,-5.204964,57.714375,,,
10,2019-07-22 08:00:00,0.704788,long,1.000000,37.561599,False,Standard (NTI+MB+IC),0.704288,5.000000,0.705422,0.706056,0.706902,2019-07-22 10:00:00,0.704147,stop_loss,1,2.000000,448.666226,PPT,0.700000,449.617737,TP1,0.150000,95.146338,448.666226,-6.406523,448.666226,PPT,0.150000,-96.097849
