timestamp,trade_id,action,direction,price,size,size_millions,exit_type,pnl,pips,cumulative_pnl,remaining_size,sl_level,tp1_level,tp2_level,tp3_level,reason
2025-02-03 00:00:00,5122266448,ENTRY,short,0.6119755870750436,1000000.0,1.0,,0.0,0.0,0.0,1000000.0,0.6124755870750436,0.6106904383421861,0.6094052896093285,0.6076917579655183,"Signal: NTI=-1.0, MB=-1, IC=Strong Trend"
2025-02-03 01:00:00,5122266448,EXIT,short,0.6125948421622964,1000000.0,1.0,stop_loss,-619.2550872528013,-6.192550872528013,-619.2550872528013,1000000.0,0.6124755870750436,0.6106904383421861,0.6094052896093285,0.6076917579655183,Exit: stop_loss
2025-02-03 01:30:00,5122268240,ENTRY,short,0.6136523575947693,1000000.0,1.0,,0.0,0.0,0.0,1000000.0,0.6136986078715001,0.6123636876438203,0.6110750176928713,0.6093567910916059,"Signal: NTI=-1.0, MB=-1, IC=Weak Trend"
2025-02-03 01:45:00,5122268240,EXIT,short,0.6137487907918744,1000000.0,1.0,stop_loss,-96.43319710506137,-0.9643319710506137,-96.43319710506137,1000000.0,0.6136986078715001,0.6123636876438203,0.6110750176928713,0.6093567910916059,Exit: stop_loss
2025-02-03 02:00:00,5122266960,ENTRY,short,0.6137118020409051,1000000.0,1.0,,0.0,0.0,0.0,1000000.0,0.6136432178257748,0.6124230072566192,0.6111342124723333,0.6094158194266188,"Signal: NTI=-1.0, MB=-1, IC=Weak Trend"
2025-02-03 02:15:00,5122266960,EXIT,short,0.6137282061156571,1000000.0,1.0,stop_loss,-16.40407475200778,-0.1640407475200778,-16.40407475200778,1000000.0,0.6136432178257748,0.6124230072566192,0.6111342124723333,0.6094158194266188,Exit: stop_loss
2025-02-03 02:30:00,5122267216,ENTRY,short,0.6135855211943793,3000000.0,3.0,,0.0,0.0,0.0,3000000.0,0.6136197969098242,0.612296991599871,0.6110084620053629,0.6092904225460186,"Signal: NTI=-1.0, MB=-1, IC=Weak Trend"
2025-02-03 02:45:00,5122267216,EXIT,short,0.61345,990000.0,0.99,PARTIAL,134.16598243541466,1.3552119437920673,134.16598243541466,2010000.0,0.6136197969098242,0.612296991599871,0.6110084620053629,0.6092904225460186,Partial Exit (33%)
2025-02-03 03:00:00,5122267216,EXIT,short,0.6137567650135598,2010000.0,2.01,stop_loss,-344.200076552894,-1.7124381918054432,-210.03409411747936,2010000.0,0.6136197969098242,0.612296991599871,0.6110084620053629,0.6092904225460186,Exit: stop_loss
2025-02-03 03:15:00,5122268496,ENTRY,long,0.6145794287764376,3000000.0,3.0,,0.0,0.0,0.0,3000000.0,0.6140794287764376,0.6158700455768681,0.6171606623772986,0.6188814847778726,"Signal: NTI=1.0, MB=1, IC=Weak Trend"
2025-02-03 03:45:00,5122268496,EXIT,long,0.6138981589015247,3000000.0,3.0,stop_loss,-2043.8096247387127,-6.8126987491290425,-2043.8096247387127,3000000.0,0.6140794287764376,0.6158700455768681,0.6171606623772986,0.6188814847778726,Exit: stop_loss
2025-02-03 04:15:00,5122267728,ENTRY,long,0.614707223071155,3000000.0,3.0,,0.0,0.0,0.0,3000000.0,0.614207223071155,0.6159981082396044,0.6172889934080539,0.6190101736326531,"Signal: NTI=1.0, MB=1, IC=Weak Trend"
2025-02-03 04:45:00,5122267728,EXIT,long,0.6141009366285999,3000000.0,3.0,stop_loss,-1818.8593276653453,-6.062864425551151,-1818.8593276653453,3000000.0,0.614207223071155,0.6159981082396044,0.6172889934080539,0.6190101736326531,Exit: stop_loss
2025-02-03 05:00:00,5122267984,ENTRY,long,0.6148484351156285,3000000.0,3.0,,0.0,0.0,0.0,3000000.0,0.6143484351156285,0.6161396168293714,0.6174307985431141,0.6191523741614379,"Signal: NTI=1.0, MB=1, IC=Strong Trend"
2025-02-03 06:15:00,5122267984,EXIT,long,0.6141577139957551,3000000.0,3.0,stop_loss,-2072.1633596200163,-6.907211198733387,-2072.1633596200163,3000000.0,0.6143484351156285,0.6161396168293714,0.6174307985431141,0.6191523741614379,Exit: stop_loss
2025-02-03 07:15:00,5122269008,ENTRY,long,0.6155370200725392,1000000.0,1.0,,0.0,0.0,0.0,1000000.0,0.6150370200725392,0.6168296478146915,0.6181222755568438,0.619845779213047,"Signal: NTI=1.0, MB=1, IC=Weak Trend"
2025-02-03 08:00:00,5122269008,EXIT,long,0.61664,330000.0,0.33,PARTIAL,363.983376062057,11.029799274607788,363.983376062057,670000.0,0.6150370200725392,0.6168296478146915,0.6181222755568438,0.619845779213047,Partial Exit (33%)
2025-02-03 08:00:00,5122269008,EXIT,long,0.6168296478146915,330000.0,0.33,PARTIAL,426.567154910269,12.926277421523302,790.550530972326,340000.0,0.6150370200725392,0.6168296478146915,0.6181222755568438,0.619845779213047,Partial Exit (33%)
2025-02-03 09:45:00,5122269008,EXIT,long,0.6149001722689508,340000.0,0.34,stop_loss,-216.52825322006075,-6.36847803588414,574.0222777522653,340000.0,0.6150370200725392,0.6168296478146915,0.6181222755568438,0.619845779213047,Exit: stop_loss
2025-02-03 10:15:00,5122269264,ENTRY,long,0.6174411794579806,1000000.0,1.0,,0.0,0.0,0.0,1000000.0,0.6169411794579807,0.6187378059348424,0.6200344324117041,0.6217632677141864,"Signal: NTI=1.0, MB=1, IC=Strong Trend"
2025-02-03 10:30:00,5122269264,EXIT,long,0.61908,330000.0,0.33,PARTIAL,540.8107788663885,16.388205420193593,540.8107788663885,670000.0,0.6169411794579807,0.6187378059348424,0.6200344324117041,0.6217632677141864,Partial Exit (33%)
2025-02-03 10:30:00,5122269264,EXIT,long,0.6187378059348424,330000.0,0.33,PARTIAL,427.88673736439245,12.966264768617952,968.697516230781,340000.0,0.6169411794579807,0.6187378059348424,0.6200344324117041,0.6217632677141864,Partial Exit (33%)
2025-02-03 10:45:00,5122269264,EXIT,long,0.6187378059348424,330000.0,0.33,PARTIAL,427.88673736439245,12.966264768617952,1396.5842535951735,10000.0,0.6169411794579807,0.6187378059348424,0.6200344324117041,0.6217632677141864,Partial Exit (33%)
2025-02-03 11:00:00,5122269264,EXIT,long,0.6187378059348424,330000.0,0.33,PARTIAL,427.88673736439245,12.966264768617952,1824.470990959566,-320000.0,0.6169411794579807,0.6187378059348424,0.6200344324117041,0.6217632677141864,Partial Exit (33%)
2025-02-03 11:15:00,5122269520,ENTRY,long,0.618715784240972,1000000.0,1.0,,0.0,0.0,0.0,1000000.0,0.618215784240972,0.620015087387878,0.621314390534784,0.6230467947306587,"Signal: NTI=1.0, MB=1, IC=Strong Trend"
