trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,final_exit_pips,pnl_per_million,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl,partial_pnl_total
1,2013-02-04 23:15:00,1.040188,short,1.000000,44.154925,False,Standard (NTI+MB+IC),1.041188,10.000000,1.038628,1.037067,1.034987,2013-02-05 02:15:00,1.041321,stop_loss,0,3.000000,-1133.653328,-11.336533,-1133.653328,,,,,,,,,,
2,2013-02-05 02:30:00,1.041812,short,1.000000,16.765380,False,Standard (NTI+MB+IC),1.042801,9.887892,1.040250,1.038687,1.036603,2013-02-05 06:00:00,1.038687,take_profit_2,2,3.500000,1413.024148,31.254373,1413.024148,PPT,0.500000,371.211725,TP1,0.333333,520.906212,TP2,0.166667,520.906212,1413.024148
3,2013-02-05 06:15:00,1.038484,short,1.000000,49.036698,False,Standard (NTI+MB+IC),1.039484,10.000000,1.036926,1.035368,1.033291,2013-02-05 12:45:00,1.039577,stop_loss,0,6.500000,-1092.949596,-10.929496,-1092.949596,,,,,,,,,,
4,2013-02-05 13:00:00,1.040761,short,1.000000,16.124260,False,Standard (NTI+MB+IC),1.040217,5.437478,1.039200,1.037639,1.035557,2013-02-05 13:15:00,1.040261,stop_loss,0,0.250000,500.589857,5.005899,500.589857,,,,,,,,,,
5,2013-02-05 13:30:00,1.040265,short,1.000000,16.961084,False,Standard (NTI+MB+IC),1.040205,0.600439,1.038705,1.037144,1.035064,2013-02-05 13:45:00,1.040274,stop_loss,0,0.250000,-9.209124,-0.092091,-9.209124,,,,,,,,,,
6,2013-02-05 16:30:00,1.038741,long,1.000000,33.963221,False,Standard (NTI+MB+IC),1.039545,8.039432,1.040299,1.041857,1.043935,2013-02-05 16:45:00,1.039423,stop_loss,0,0.250000,682.423777,6.824238,682.423777,,,,,,,,,,
7,2013-02-05 17:00:00,1.038327,short,1.000000,38.913126,False,Standard (NTI+MB+IC),1.039327,10.000000,1.036769,1.035212,1.033135,2013-02-05 19:15:00,1.039471,stop_loss,0,2.250000,-1144.098271,-11.440983,-1144.098271,,,,,,,,,,
8,2013-02-05 19:45:00,1.036494,short,1.000000,35.031287,False,Standard (NTI+MB+IC),1.037494,10.000000,1.034940,1.033385,1.031312,2013-02-06 02:00:00,1.033385,take_profit_2,2,6.250000,1658.700034,31.094832,1658.700034,PPT,0.500000,622.205623,TP1,0.333333,518.247206,TP2,0.166667,518.247206,1658.700034
9,2013-02-06 02:15:00,1.033709,short,1.000000,36.566438,False,Standard (NTI+MB+IC),1.034709,10.000000,1.032159,1.030608,1.028541,2013-02-06 04:15:00,1.030608,take_profit_2,2,2.000000,1768.312763,31.011276,1768.312763,PPT,0.500000,734.603556,TP1,0.333333,516.854604,TP2,0.166667,516.854604,1768.312763
10,2013-02-06 04:30:00,1.030521,short,1.000000,63.553526,False,Standard (NTI+MB+IC),1.031521,10.000000,1.028975,1.027429,1.025368,2013-02-06 07:30:00,1.031699,stop_loss,0,3.000000,-1177.632323,-11.776323,-1177.632323,,,,,,,,,,
11,2013-02-06 07:45:00,1.031521,short,1.000000,13.130764,False,Standard (NTI+MB+IC),1.032521,10.000000,1.029973,1.028426,1.026363,2013-02-06 11:00:00,1.032569,stop_loss,1,3.250000,626.264463,-10.488308,626.264463,PPT,0.500000,285.309280,TP1,0.333333,515.760309,,,,801.069590
12,2013-02-06 11:15:00,1.032291,short,1.000000,13.076814,False,Standard (NTI+MB+IC),1.033121,8.307821,1.030742,1.029194,1.027129,2013-02-06 15:45:00,1.032207,trailing_stop,1,4.500000,840.242517,0.830411,840.242517,PPT,0.500000,310.257076,TP1,0.333333,516.145257,,,,826.402333
13,2013-02-07 01:30:00,1.033098,long,1.000000,40.773282,False,Standard (NTI+MB+IC),1.032098,10.000000,1.034648,1.036197,1.038263,2013-02-07 03:30:00,1.031953,stop_loss,0,2.000000,-1144.714518,-11.447145,-1144.714518,,,,,,,,,,
14,2013-02-07 12:00:00,1.027725,short,1.000000,47.021203,False,Standard (NTI+MB+IC),1.028725,10.000000,1.026183,1.024641,1.022586,2013-02-07 12:30:00,1.028825,stop_loss,0,0.500000,-1100.106659,-11.001067,-1100.106659,,,,,,,,,,
