sim,start_date,end_date,sharpe,return,pnl,trades,win_rate,max_dd,profit_factor,annual_return,annual_pnl
1,2014-12-03 08:30:00,2015-04-10 11:00:00,2.073866209173383,3.68577118489584,36857.71184895938,1860,63.2258064516129,2.129828197552536,1.093585316497582,14.947849805410906,149478.49805411304
2,2019-08-19 01:15:00,2019-12-23 03:00:00,0.8389088089025313,0.446215263538342,4462.152635383876,765,65.62091503267973,1.3351097299268169,1.0408360148577627,1.809650791016609,18096.50791016794
3,2011-02-22 21:30:00,2011-06-28 21:15:00,-0.3866266114244307,-0.9079081809967406,-9079.081809966843,2152,57.01672862453532,5.136752342667549,0.9836066020092865,-3.68207206737567,-36820.72067375442
4,2015-03-10 18:15:00,2015-07-14 18:00:00,-1.850669558843949,-2.746681206630729,-27466.81206630474,1852,60.475161987041034,5.101775265522361,0.9352706316286691,-11.13931822689129,-111393.18226890256
5,2015-06-24 22:00:00,2015-10-28 22:00:00,4.927079895699492,7.461588045588578,74615.88045589061,1786,65.62150055991042,1.485682643210117,1.2269993279588562,30.260884851553676,302608.84851555637
6,2011-07-19 23:15:00,2011-11-22 23:00:00,5.129611535048086,17.471319158727933,174713.19158727545,2770,56.96750902527076,1.8925803531471206,1.2335778526836692,70.85590547706329,708559.054770617
7,2019-04-17 15:30:00,2019-08-22 03:15:00,2.6424465660569303,2.145061880488507,21450.618804886024,684,68.27485380116958,0.8272906706479825,1.2400598905417646,8.699417626425612,86994.17626425998
8,2018-10-29 04:30:00,2019-03-05 18:15:00,1.9037125993158033,2.165942288769153,21659.422887692286,1110,65.58558558558558,1.1607659291718075,1.1219386624318197,8.784099282230454,87840.9928223076
9,2024-07-05 14:15:00,2024-11-11 06:00:00,-0.30953581361173976,-0.2852102553788689,-2852.102553787234,1122,64.1711229946524,2.664798101197781,0.9847369596421024,-1.1566860357031905,-11566.860357026004
10,2021-03-03 11:30:00,2021-07-08 08:30:00,2.2860817193747494,2.470327177814825,24703.27177814774,1199,65.55462885738115,1.4353091468271761,1.1183714990766218,10.01854911002679,100185.49110026583
11,2019-10-02 14:00:00,2020-02-07 07:30:00,2.431681400514702,1.9520575710180565,19520.575710180397,728,65.65934065934066,0.8570703869841649,1.1956053948073453,7.916677926906562,79166.77926906494
12,2015-07-09 10:45:00,2015-11-12 10:45:00,3.336224653064085,4.982403552724328,49824.035527246335,1747,65.08299942759015,1.6458829555789218,1.1493749253172976,20.206414408270884,202064.14408272124
13,2017-08-14 13:15:00,2017-12-18 13:00:00,1.1023616168808532,1.3280775988775306,13280.775988775193,1194,65.82914572864321,3.1649827300288176,1.0722625554183483,5.386092484336651,53860.924843366054
14,2011-10-20 22:45:00,2012-02-24 16:45:00,0.6852525495440916,1.5448266604505712,15448.266604503597,2281,56.07189829022359,5.221847652885707,1.0250058970097422,6.2651303451606495,62651.303451597916
15,2012-07-19 00:00:00,2012-11-21 23:45:00,2.4045820323209597,3.5064646002521975,35064.64600252318,1450,64.6896551724138,2.646127488101974,1.1273756491499214,14.220661989911688,142206.61989912178
16,2020-01-16 05:00:00,2020-05-21 05:45:00,4.579266627560439,10.455143078548017,104551.43078548185,1694,61.92443919716647,1.0451671988248514,1.2993240184601142,42.401413596333626,424014.135963343
17,2021-08-31 10:00:00,2022-01-04 09:45:00,5.180057567602882,5.4138886650774625,54138.8866507734,1203,70.07481296758104,1.2598212946147975,1.3267282249849115,21.95632625281415,219563.26252813655
18,2013-11-04 06:30:00,2014-03-12 22:00:00,4.900735455057551,7.21749051696523,72174.90516965164,1576,66.37055837563452,1.0950278157805515,1.2673799809120831,29.27093376324788,292709.33763247606
19,2014-07-08 02:45:00,2014-11-11 02:30:00,1.928668132267675,3.1251341220676085,31251.341220677637,1324,66.76737160120845,2.848511777324953,1.1264595615502244,12.674155050607522,126741.55050608152
20,2022-01-24 17:30:00,2022-05-30 18:15:00,2.9173542677058326,4.257813947052567,42578.13947052649,1533,63.600782778864975,2.60033702745034,1.1409012965579746,17.267801007490963,172678.01007491298
21,2025-01-08 20:45:00,2025-05-14 21:30:00,2.0429820276994137,2.78400286192327,27840.02861922936,1247,64.07377706495589,1.159152742533711,1.1130754369328166,11.290678273355484,112906.78273354129
22,2022-08-16 02:30:00,2022-12-20 03:15:00,4.157648154871092,7.019348059382128,70193.48059382179,1961,65.17083120856707,1.2923138975645625,1.1954042656205255,28.467356018605294,284673.560186055
23,2015-08-11 20:15:00,2015-12-15 20:15:00,2.978700866230526,4.308247383346258,43082.47383346288,1621,64.15792720542875,1.7063166788488224,1.1321413209651956,17.472336610237598,174723.36610237721
24,2014-06-15 18:30:00,2014-10-19 18:15:00,1.7519527829045962,2.1365543910353098,21365.543910355846,1169,64.92728828058169,1.9626278326255988,1.099079948435635,8.664915030309867,86649.15030310981
25,2016-02-24 18:45:00,2016-06-29 18:30:00,1.2590429634127691,2.198283324617357,21982.83324617148,1719,63.87434554973822,3.062212172657356,1.0633251598716658,8.915260149837058,89152.60149836211
