trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_pnl_total,final_exit_pips,pnl_per_million,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl
75,2016-08-04 08:00:00,0.762563,long,1.000000,31.783651,False,Standard (NTI+MB+IC),0.762063,5.000000,0.763249,0.763935,0.764851,2016-08-04 08:15:00,0.761946,stop_loss,0,0.250000,-617.123911,,,,,,,,-6.171239,-617.123911,,,
76,2016-08-04 11:15:00,0.763387,long,1.000000,31.152222,False,Standard (NTI+MB+IC),0.762887,5.000000,0.764074,0.764761,0.765677,2016-08-04 13:15:00,0.762772,stop_loss,0,2.000000,-35.295341,PPT,0.700000,149.136164,,,,149.136164,-6.147717,-35.295341,,,
77,2016-08-04 13:30:00,0.762949,long,1.000000,33.355209,False,Standard (NTI+MB+IC),0.762449,5.000000,0.763636,0.764323,0.765238,2016-08-04 17:00:00,0.762442,stop_loss,0,3.500000,2.347296,PPT,0.700000,154.439332,,,,154.439332,-5.069735,2.347296,,,
78,2016-08-04 20:00:00,0.764422,long,1.000000,39.706447,False,Standard (NTI+MB+IC),0.763922,5.000000,0.765110,0.765798,0.766716,2016-08-04 21:00:00,0.763807,stop_loss,0,1.000000,-615.616347,,,,,,,,-6.156163,-615.616347,,,
79,2016-08-05 08:30:00,0.765074,long,1.000000,17.252004,False,Standard (NTI+MB+IC),0.764683,3.907984,0.765763,0.766451,0.767369,2016-08-05 08:45:00,0.764597,stop_loss,0,0.250000,-477.574287,,,,,,,,-4.775743,-477.574287,,,
80,2016-08-05 09:30:00,0.760346,short,1.000000,55.511170,False,Standard (NTI+MB+IC),0.760846,5.000000,0.759662,0.758977,0.758065,2016-08-05 10:00:00,0.760876,stop_loss,0,0.500000,-529.757247,,,,,,,,-5.297572,-529.757247,,,
81,2016-08-05 10:15:00,0.760948,short,1.000000,62.572588,False,Standard (NTI+MB+IC),0.761448,5.000000,0.760264,0.759579,0.758666,2016-08-05 10:30:00,0.760264,take_profit_1,1,0.250000,806.308996,PPT,0.700000,600.852939,TP1,0.300000,205.456058,806.308996,6.848535,806.308996,,,
82,2016-08-05 10:45:00,0.760569,short,1.000000,64.910219,False,Standard (NTI+MB+IC),0.761069,5.000000,0.759884,0.759200,0.758287,2016-08-05 11:00:00,0.761176,stop_loss,0,0.250000,-607.318819,,,,,,,,-6.073188,-607.318819,,,
83,2016-08-05 11:15:00,0.761134,short,1.000000,58.339050,False,Standard (NTI+MB+IC),0.761634,5.000000,0.760449,0.759764,0.758851,2016-08-05 13:00:00,0.761731,stop_loss,0,1.750000,-597.141963,,,,,,,,-5.971420,-597.141963,,,
84,2016-08-05 13:15:00,0.761922,short,1.000000,16.642587,False,Standard (NTI+MB+IC),0.762422,5.000000,0.761237,0.760551,0.759637,2016-08-05 14:30:00,0.762456,stop_loss,0,1.250000,-533.410443,,,,,,,,-5.334104,-533.410443,,,
85,2016-08-05 14:45:00,0.762658,short,1.000000,12.856181,False,Standard (NTI+MB+IC),0.763158,5.000000,0.761971,0.761285,0.760370,2016-08-05 16:00:00,0.761971,take_profit_1,1,1.250000,316.189022,PPT,0.700000,110.271489,TP1,0.300000,205.917533,316.189022,6.863918,316.189022,,,
86,2016-08-07 17:15:00,0.760293,short,1.000000,34.543144,False,Standard (NTI+MB+IC),0.760793,5.000000,0.759608,0.758924,0.758012,2016-08-07 18:30:00,0.760962,stop_loss,0,1.250000,-669.078817,,,,,,,,-6.690788,-669.078817,,,
87,2016-08-07 18:45:00,0.760567,short,1.000000,34.570454,False,Standard (NTI+MB+IC),0.761067,5.000000,0.759882,0.759198,0.758285,2016-08-07 19:00:00,0.761246,stop_loss,0,0.250000,-679.393119,,,,,,,,-6.793931,-679.393119,,,
88,2016-08-07 19:15:00,0.761094,short,1.000000,31.449032,False,Standard (NTI+MB+IC),0.761594,5.000000,0.760409,0.759724,0.758811,2016-08-07 20:00:00,0.761760,stop_loss,0,0.750000,-665.973649,,,,,,,,-6.659736,-665.973649,,,
89,2016-08-08 04:30:00,0.763187,long,1.000000,48.241955,False,Standard (NTI+MB+IC),0.762687,5.000000,0.763874,0.764560,0.765476,2016-08-08 08:15:00,0.763874,take_profit_1,1,3.750000,355.385681,PPT,0.700000,149.325278,TP1,0.300000,206.060403,355.385681,6.868680,355.385681,,,
90,2016-08-08 08:30:00,0.763606,long,1.000000,30.446773,False,Standard (NTI+MB+IC),0.763106,5.000000,0.764293,0.764981,0.765897,2016-08-08 09:30:00,0.764293,take_profit_1,1,1.000000,1370.867364,PPT,0.700000,1164.693703,TP1,0.300000,206.173661,1370.867364,6.872455,1370.867364,,,
91,2016-08-08 09:45:00,0.765855,long,1.000000,35.209502,False,Standard (NTI+MB+IC),0.765355,5.000000,0.766544,0.767233,0.768152,2016-08-08 10:00:00,0.766544,take_profit_1,1,0.250000,1008.573409,PPT,0.700000,801.792672,TP1,0.300000,206.780737,1008.573409,6.892691,1008.573409,,,
92,2016-08-08 10:15:00,0.766385,long,1.000000,46.203403,False,Standard (NTI+MB+IC),0.765885,5.000000,0.767074,0.767764,0.768684,2016-08-08 11:15:00,0.765730,stop_loss,0,1.000000,-654.740905,,,,,,,,-6.547409,-654.740905,,,
