iteration,total_return,total_trades,win_rate,profit_factor,sharpe_ratio,sortino_ratio,max_drawdown,avg_trade,avg_win,avg_loss,best_trade,worst_trade,recovery_factor,win_loss_ratio,expectancy,sqn,trades_per_day,start_date,end_date,timestamp,config,currency
88,-5.350738,360,40.555556,0.769530,-3.086591,-4.019535,6.502995,-148.631616,1223.694892,-1084.891757,2895.768736,-4254.780953,0.822811,1.127942,-148.631616,-2.220282,3.130435,2022-09-04 20:30:00,2022-12-29 04:15:00,20250618_163657,Config 1: Ultra-Tight Risk Management,EURUSD
89,-4.111453,279,37.275986,0.775768,-3.145860,-4.915988,5.014453,-147.363899,1367.713433,-1047.752713,3137.930815,-1198.444304,0.819921,1.305378,-147.363899,-1.862838,2.384615,2021-11-25 21:00:00,2022-03-23 03:45:00,20250618_163657,Config 1: Ultra-Tight Risk Management,EURUSD
90,-1.849402,250,34.400000,0.891440,-1.376867,-2.444044,3.324025,-73.976061,1765.849555,-1038.762664,3230.473019,-1199.979347,0.556374,1.699955,-73.976061,-0.803060,2.136752,2018-06-27 07:00:00,2018-10-22 14:45:00,20250618_163657,Config 1: Ultra-Tight Risk Management,EURUSD
91,-0.272219,107,39.252336,0.959909,-0.318304,-0.454044,1.620259,-25.441000,1551.873009,-1044.628514,3069.595270,-1188.871236,0.168009,1.485574,-25.441000,-0.186084,0.906780,2019-10-09 11:15:00,2020-02-05 09:45:00,20250618_163657,Config 1: Ultra-Tight Risk Management,EURUSD
92,-0.541272,102,36.274510,0.918701,-0.626700,-0.904206,1.812305,-53.065836,1653.106576,-1024.271671,3069.556035,-1198.837334,0.298665,1.613934,-53.065836,-0.373913,0.864407,2019-10-16 23:45:00,2020-02-12 22:15:00,20250618_163657,Config 1: Ultra-Tight Risk Management,EURUSD
93,-4.516064,305,38.688525,0.776538,-3.079832,-4.356865,4.993706,-148.067688,1329.956655,-1080.724760,2989.801075,-4299.299893,0.904351,1.230616,-148.067688,-1.968280,2.606838,2022-10-26 04:00:00,2023-02-20 20:45:00,20250618_163657,Config 1: Ultra-Tight Risk Management,EURUSD
94,-0.754428,216,40.740741,0.944385,-0.499496,-0.921472,2.601270,-34.927234,1455.757958,-1059.773303,3360.265044,-1194.824630,0.290023,1.373650,-34.927234,-0.363387,1.830508,2020-08-27 04:15:00,2020-12-23 07:00:00,20250618_163657,Config 1: Ultra-Tight Risk Management,EURUSD
95,-4.806655,366,40.163934,0.797374,-3.166528,-4.179489,6.199666,-131.329372,1286.743672,-1083.186620,3098.919667,-2549.630393,0.775309,1.187924,-131.329372,-1.938020,3.128205,2020-02-12 13:30:00,2020-06-08 22:15:00,20250618_163657,Config 1: Ultra-Tight Risk Management,EURUSD
96,-0.858940,129,37.984496,0.897642,-0.878295,-1.562872,2.051936,-66.584464,1537.262654,-1048.940824,3250.627149,-1197.765961,0.418600,1.465538,-66.584464,-0.549185,1.121739,2021-07-12 14:15:00,2021-11-04 21:00:00,20250618_163657,Config 1: Ultra-Tight Risk Management,EURUSD
97,0.109495,183,42.622951,1.009797,0.113650,0.196695,1.491109,5.983339,1446.842296,-1064.369030,3337.844250,-1198.781978,0.073432,1.359343,5.983339,0.057400,1.550847,2021-02-02 19:00:00,2021-06-01 00:00:00,20250618_163657,Config 1: Ultra-Tight Risk Management,EURUSD
98,-2.419186,263,37.262357,0.855774,-1.741285,-3.178519,3.879964,-91.984271,1464.733320,-1016.580174,3137.950775,-1195.876040,0.623507,1.440844,-91.984271,-1.093600,2.247863,2021-11-12 00:30:00,2022-03-09 08:15:00,20250618_163657,Config 1: Ultra-Tight Risk Management,EURUSD
99,-5.807069,328,38.109756,0.735431,-3.639192,-4.778981,6.316734,-177.044782,1291.365034,-1081.238018,2985.834692,-4267.492087,0.919315,1.194339,-177.044782,-2.493096,2.803419,2022-10-18 14:30:00,2023-02-12 23:15:00,20250618_163657,Config 1: Ultra-Tight Risk Management,EURUSD
100,-0.414530,126,38.888889,0.947876,-0.417248,-0.705171,1.586580,-32.899187,1538.419599,-1032.829324,3273.701091,-1199.923381,0.261273,1.489520,-32.899187,-0.264376,1.076923,2021-06-23 19:15:00,2021-10-19 03:00:00,20250618_163657,Config 1: Ultra-Tight Risk Management,EURUSD
