iteration,total_return,total_trades,win_rate,profit_factor,sharpe_ratio,sortino_ratio,max_drawdown,avg_trade,avg_win,avg_loss,best_trade,worst_trade,recovery_factor,win_loss_ratio,expectancy,sqn,trades_per_day,start_date,end_date,timestamp,config,currency
28,-9.472765,715,37.342657,0.646422,-8.985782,0,9.832280,0,648.628760,-598.016800,0,0,0,0,0,0,0,2013-07-10 20:45:00,2013-11-05 04:30:00,20250615_124213,Config 2: Scalping Strategy,AUDUSD
29,-3.302666,482,44.605809,0.791794,-3.781418,0,3.540607,0,584.177422,-594.100398,0,0,0,0,0,0,0,2020-11-04 02:00:00,2021-03-03 19:00:00,20250615_124213,Config 2: Scalping Strategy,AUDUSD
30,-2.167026,869,42.232451,0.927085,-1.377182,0,4.391853,0,750.757495,-592.028405,0,0,0,0,0,0,0,2011-06-10 06:00:00,2011-10-05 13:45:00,20250615_124213,Config 2: Scalping Strategy,AUDUSD
31,-5.435354,427,40.515222,0.641413,-6.824929,0,5.468394,0,561.984280,-596.759153,0,0,0,0,0,0,0,2018-05-11 15:30:00,2018-09-05 23:15:00,20250615_124213,Config 2: Scalping Strategy,AUDUSD
32,-7.376757,778,37.789203,0.743987,-5.708320,0,7.717938,0,729.158000,-595.330629,0,0,0,0,0,0,0,2011-04-07 02:45:00,2011-08-02 10:30:00,20250615_124213,Config 2: Scalping Strategy,AUDUSD
33,-2.150626,928,42.025862,0.933210,-1.248549,0,4.247703,0,770.494368,-598.511273,0,0,0,0,0,0,0,2011-07-05 12:00:00,2011-10-30 19:45:00,20250615_124213,Config 2: Scalping Strategy,AUDUSD
34,-3.497812,504,43.452381,0.788765,-3.915525,0,4.191290,0,596.395855,-581.013362,0,0,0,0,0,0,0,2016-06-21 17:00:00,2016-10-17 00:45:00,20250615_124213,Config 2: Scalping Strategy,AUDUSD
35,-4.316839,434,37.788018,0.704532,-5.679647,0,5.093742,0,627.641718,-541.117139,0,0,0,0,0,0,0,2024-09-26 14:30:00,2025-01-24 06:15:00,20250615_124213,Config 2: Scalping Strategy,AUDUSD
36,-4.166429,395,38.734177,0.687318,-6.008037,0,4.442527,0,598.585700,-550.611147,0,0,0,0,0,0,0,2024-07-29 21:15:00,2024-11-24 21:00:00,20250615_124213,Config 2: Scalping Strategy,AUDUSD
37,-6.119935,710,40.563380,0.757832,-5.733847,0,7.105526,0,664.984167,-598.850210,0,0,0,0,0,0,0,2014-09-05 13:15:00,2015-01-04 23:45:00,20250615_124213,Config 2: Scalping Strategy,AUDUSD
38,-3.854396,442,41.628959,0.749647,-3.984100,0,3.982720,0,627.253526,-596.738804,0,0,0,0,0,0,0,2014-06-11 09:45:00,2014-10-06 17:30:00,20250615_124213,Config 2: Scalping Strategy,AUDUSD
39,-1.686313,327,43.119266,0.831185,-2.137862,0,2.109822,0,588.852815,-537.050394,0,0,0,0,0,0,0,2019-11-10 22:45:00,2020-03-08 23:15:00,20250615_124213,Config 2: Scalping Strategy,AUDUSD
40,-6.186109,456,37.280702,0.626329,-7.026522,0,6.485036,0,609.932220,-578.844654,0,0,0,0,0,0,0,2021-04-13 20:15:00,2021-08-10 00:00:00,20250615_124213,Config 2: Scalping Strategy,AUDUSD
41,-6.306122,767,38.591917,0.774076,-4.930177,0,6.588560,0,729.947543,-592.623549,0,0,0,0,0,0,0,2011-04-06 11:30:00,2011-08-01 19:15:00,20250615_124213,Config 2: Scalping Strategy,AUDUSD
42,-2.717988,309,43.365696,0.720713,-3.407631,0,3.174572,0,523.425405,-556.107905,0,0,0,0,0,0,0,2019-04-21 20:45:00,2019-08-15 16:30:00,20250615_124213,Config 2: Scalping Strategy,AUDUSD
43,-2.958972,475,43.368421,0.811617,-3.329892,0,3.287631,0,618.845299,-583.910227,0,0,0,0,0,0,0,2016-07-04 00:45:00,2016-10-27 08:30:00,20250615_124213,Config 2: Scalping Strategy,AUDUSD
44,-4.544778,365,36.164384,0.629540,-5.840668,0,4.542587,0,585.088474,-526.521288,0,0,0,0,0,0,0,2024-03-07 14:30:00,2024-07-02 23:15:00,20250615_124213,Config 2: Scalping Strategy,AUDUSD
45,-7.488337,716,39.525140,0.709687,-6.193047,0,7.488337,0,646.843626,-595.704654,0,0,0,0,0,0,0,2010-11-05 16:30:00,2011-03-03 04:00:00,20250615_124213,Config 2: Scalping Strategy,AUDUSD
46,-6.249058,461,36.876356,0.627299,-6.902801,0,6.501046,0,618.698305,-576.183135,0,0,0,0,0,0,0,2021-04-13 17:45:00,2021-08-09 21:30:00,20250615_124213,Config 2: Scalping Strategy,AUDUSD
47,-6.586126,523,37.284895,0.664058,-5.373826,0,7.098477,0,667.631514,-597.711590,0,0,0,0,0,0,0,2013-12-31 10:30:00,2014-04-28 19:15:00,20250615_124213,Config 2: Scalping Strategy,AUDUSD
48,-4.296701,456,40.350877,0.725355,-5.126619,0,4.523468,0,616.731196,-575.167452,0,0,0,0,0,0,0,2021-10-12 11:15:00,2022-02-06 19:00:00,20250615_124213,Config 2: Scalping Strategy,AUDUSD
49,-2.486012,288,41.666667,0.735060,-3.321158,0,2.661339,0,574.773465,-558.529369,0,0,0,0,0,0,0,2019-06-13 07:15:00,2019-10-08 15:00:00,20250615_124213,Config 2: Scalping Strategy,AUDUSD
50,-7.662218,847,40.495868,0.745318,-6.184643,0,7.864839,0,653.737759,-596.932996,0,0,0,0,0,0,0,2013-04-29 05:45:00,2013-08-22 13:30:00,20250615_124213,Config 2: Scalping Strategy,AUDUSD
