trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl,partial_pnl_total,final_exit_pips,pnl_per_million
1,2012-10-14 22:00:00,1.021114,short,1.000000,46.238912,False,Standard (NTI+MB+IC),1.021614,5.000000,1.020195,1.019276,1.018051,2012-10-14 22:45:00,1.020955,trailing_stop,0,0.750000,841.124675,TP0,0.700000,667.760529,TP0,0.099000,90.981252,TP0,0.066330,60.957439,819.699221,1.590960,841.124675
2,2012-10-14 23:00:00,1.021537,short,1.000000,42.577902,False,Standard (NTI+MB+IC),1.022037,5.000000,1.020617,1.019698,1.018472,2012-10-15 01:00:00,1.022093,stop_loss,0,2.000000,-556.208069,,,,,,,,,,,-5.562081,-556.208069
3,2012-10-16 03:30:00,1.028297,long,1.000000,52.684839,False,Standard (NTI+MB+IC),1.027797,5.000000,1.029223,1.030148,1.031382,2012-10-16 03:45:00,1.027644,stop_loss,0,0.250000,-653.566414,,,,,,,,,,,-6.535664,-653.566414
4,2012-10-16 04:00:00,1.027661,long,1.000000,58.132264,False,Standard (NTI+MB+IC),1.027161,5.000000,1.028586,1.029511,1.030744,2012-10-16 04:15:00,1.027150,stop_loss,0,0.250000,-510.962064,,,,,,,,,,,-5.109621,-510.962064
5,2012-10-16 04:30:00,1.027478,long,1.000000,50.297912,False,Standard (NTI+MB+IC),1.026978,5.000000,1.028403,1.029327,1.030560,2012-10-16 05:00:00,1.026919,stop_loss,0,0.500000,-559.207787,,,,,,,,,,,-5.592078,-559.207787
6,2012-10-16 05:15:00,1.025711,long,1.000000,22.308098,False,Standard (NTI+MB+IC),1.025792,0.806820,1.026635,1.027558,1.028789,2012-10-16 10:45:00,1.027057,trailing_stop,0,5.500000,899.011224,TP0,0.700000,622.040956,TP0,0.099000,91.390883,TP0,0.066330,61.231892,774.663731,13.453438,899.011224
7,2012-10-16 18:45:00,1.029904,long,1.000000,43.471668,False,Standard (NTI+MB+IC),1.029404,5.000000,1.030831,1.031757,1.032993,2012-10-16 19:00:00,1.029274,stop_loss,0,0.250000,-629.325579,,,,,,,,,,,-6.293256,-629.325579
8,2012-10-16 19:15:00,1.030680,long,1.000000,45.478563,False,Standard (NTI+MB+IC),1.030180,5.000000,1.031608,1.032536,1.033772,2012-10-16 19:45:00,1.030643,trailing_stop,0,0.500000,156.475452,TP0,0.700000,167.730486,,,,,,,167.730486,-0.375168,156.475452
9,2012-10-16 20:00:00,1.030931,long,1.000000,52.269314,False,Standard (NTI+MB+IC),1.030431,5.000000,1.031859,1.032787,1.034024,2012-10-16 22:45:00,1.030893,trailing_stop,0,2.750000,665.598716,TP0,0.700000,517.310043,TP0,0.099000,91.855951,TP0,0.066330,61.543487,670.709481,-0.379503,665.598716
10,2012-10-16 23:00:00,1.030423,long,1.000000,23.742876,False,Standard (NTI+MB+IC),1.029923,5.000000,1.031350,1.032277,1.033514,2012-10-21 19:15:00,1.039177,trailing_stop,0,116.250000,787.403146,TP0,0.700000,509.189048,TP0,0.099000,91.810653,TP0,0.066330,61.513137,662.512838,87.540617,787.403146
