trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_pnl_total,final_exit_pips,pnl_per_million,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl
1,2023-10-05 16:00:00,0.636957,long,1.000000,48.643832,False,Standard (NTI+MB+IC),0.636457,5.000000,0.637530,0.638104,0.638868,2023-10-05 21:30:00,0.637530,take_profit_1,1,5.500000,327.992025,PPT,0.700000,156.013602,TP1,0.300000,171.978423,327.992025,5.732614,327.992025,,,
2,2023-10-06 01:30:00,0.635735,long,1.000000,18.038960,False,Standard (NTI+MB+IC),0.636391,6.558028,0.636307,0.636879,0.637642,2023-10-06 01:45:00,0.636206,stop_loss,0,0.250000,470.841510,,,,,,,,4.708415,470.841510,,,
3,2023-10-06 02:15:00,0.635652,short,1.000000,42.572295,False,Standard (NTI+MB+IC),0.636152,5.000000,0.635080,0.634508,0.633745,2023-10-06 03:00:00,0.636239,stop_loss,0,0.750000,-41.892691,PPT,0.700000,134.203815,,,,134.203815,-5.869884,-41.892691,,,
4,2023-10-06 08:30:00,0.633026,short,1.000000,27.672410,False,Standard (NTI+MB+IC),0.633526,5.000000,0.632456,0.631886,0.631127,2023-10-06 08:45:00,0.632456,take_profit_1,1,0.250000,524.837964,PPT,0.700000,353.921052,TP1,0.300000,170.916912,524.837964,5.697230,524.837964,,,
5,2023-10-06 09:00:00,0.633401,short,1.000000,36.566373,False,Standard (NTI+MB+IC),0.633901,5.000000,0.632831,0.632261,0.631500,2023-10-06 10:15:00,0.634068,stop_loss,1,1.250000,-255.109953,TP1,0.333333,190.020195,,,,190.020195,-6.676952,-255.109953,,,
6,2023-10-06 12:15:00,0.638368,long,1.000000,38.169980,False,Standard (NTI+MB+IC),0.637868,5.000000,0.638943,0.639517,0.640283,2023-10-06 13:15:00,0.638943,take_profit_1,1,1.000000,285.584298,PPT,0.700000,113.224870,TP1,0.300000,172.359428,285.584298,5.745314,285.584298,,,
7,2023-10-06 13:30:00,0.638563,long,1.000000,39.125071,False,Standard (NTI+MB+IC),0.638063,5.000000,0.639137,0.639712,0.640478,2023-10-06 14:00:00,0.639137,take_profit_1,1,0.500000,310.499508,PPT,0.700000,138.087571,TP1,0.300000,172.411938,310.499508,5.747065,310.499508,,,
8,2023-10-06 14:15:00,0.639710,long,1.000000,42.057494,False,Standard (NTI+MB+IC),0.639210,5.000000,0.640285,0.640861,0.641629,2023-10-06 15:00:00,0.639208,stop_loss,0,0.750000,-501.628313,,,,,,,,-5.016283,-501.628313,,,
9,2023-10-06 15:15:00,0.639303,long,1.000000,40.516168,False,Standard (NTI+MB+IC),0.638803,5.000000,0.639878,0.640453,0.641221,2023-10-06 15:45:00,0.638786,stop_loss,0,0.500000,-516.559546,,,,,,,,-5.165595,-516.559546,,,
10,2023-10-08 17:00:00,0.635914,long,1.000000,15.214783,False,Standard (NTI+MB+IC),0.636781,8.672756,0.636486,0.637058,0.637821,2023-10-08 17:15:00,0.636590,stop_loss,0,0.250000,403.174904,PPT,0.700000,200.402126,,,,200.402126,6.759093,403.174904,,,
11,2023-10-08 17:30:00,0.636191,long,1.000000,19.735391,False,Standard (NTI+MB+IC),0.636828,6.371949,0.636763,0.637336,0.638099,2023-10-08 17:45:00,0.636698,stop_loss,0,0.250000,506.750809,,,,,,,,5.067508,506.750809,,,
12,2023-10-08 18:15:00,0.635969,short,1.000000,51.661956,False,Standard (NTI+MB+IC),0.636469,5.000000,0.635397,0.634824,0.634061,2023-10-08 19:15:00,0.636659,stop_loss,0,1.000000,-25.603810,PPT,0.700000,181.371100,,,,181.371100,-6.899164,-25.603810,,,
