trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,final_exit_pips,pnl_per_million,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl,partial_pnl_total
1,2011-01-31 08:30:00,0.995802,long,1.000000,40.180382,False,Standard (NTI+MB+IC),0.994802,10.000000,0.997296,0.998789,1.000781,2011-01-31 09:30:00,0.994797,stop_loss,0,1.000000,-1005.116902,-10.051169,-1005.116902,,,,,,,,,,
2,2011-01-31 09:45:00,0.994501,long,1.000000,34.242797,False,Standard (NTI+MB+IC),0.993501,10.000000,0.995993,0.997484,0.999473,2011-02-15 15:30:00,1.016936,trailing_stop,0,365.750000,1195.451698,224.355975,1195.451698,TP0,0.500000,449.576063,TP0,0.165000,246.138960,TP0,0.110550,164.913103,860.628126
3,2011-02-15 15:45:00,0.994856,short,1.000000,56.888358,False,Standard (NTI+MB+IC),0.995856,10.000000,0.993363,0.991871,0.989881,2011-02-15 16:15:00,0.996009,stop_loss,0,0.500000,-1153.409047,-11.534090,-1153.409047,,,,,,,,,,
4,2011-02-15 16:30:00,0.995556,short,1.000000,47.117270,False,Standard (NTI+MB+IC),0.996556,10.000000,0.994063,0.992570,0.990579,2011-02-15 17:45:00,0.996716,stop_loss,0,1.250000,-1159.726534,-11.597265,-1159.726534,,,,,,,,,,
5,2011-02-15 18:00:00,0.996863,short,1.000000,13.800855,False,Standard (NTI+MB+IC),0.997863,10.000000,0.995368,0.993873,0.991879,2011-02-15 20:15:00,0.997944,stop_loss,0,2.250000,-1080.708833,-10.807088,-1080.708833,,,,,,,,,,
6,2011-02-15 21:45:00,0.999521,long,1.000000,44.677777,False,Standard (NTI+MB+IC),0.998521,10.000000,1.001020,1.002520,1.004519,2011-02-15 22:30:00,0.999570,trailing_stop,0,0.750000,314.204463,0.494063,314.204463,TP0,0.500000,289.501288,,,,,,,289.501288
7,2011-02-15 22:45:00,0.999109,long,1.000000,50.239301,False,Standard (NTI+MB+IC),0.998109,10.000000,1.000608,1.002107,1.004105,2011-02-16 00:00:00,0.999197,trailing_stop,0,1.250000,339.257883,0.877213,339.257883,TP0,0.500000,295.397256,,,,,,,295.397256
8,2011-02-16 14:45:00,1.004237,long,1.000000,33.564549,False,Standard (NTI+MB+IC),1.003237,10.000000,1.005744,1.007250,1.009259,2011-02-16 16:15:00,1.003115,stop_loss,0,1.500000,-1122.568892,-11.225689,-1122.568892,,,,,,,,,,
9,2011-02-16 16:30:00,1.003148,long,1.000000,42.146023,False,Standard (NTI+MB+IC),1.002148,10.000000,1.004653,1.006157,1.008164,2011-02-16 21:15:00,1.003186,trailing_stop,0,4.750000,949.184520,0.382068,949.184520,TP0,0.500000,525.982849,TP0,0.165000,248.279138,TP0,0.110550,166.347023,940.609011
10,2011-02-17 09:15:00,1.004334,long,1.000000,43.150382,False,Standard (NTI+MB+IC),1.003334,10.000000,1.005840,1.007347,1.009356,2011-02-21 21:30:00,1.012715,trailing_stop,0,108.250000,1386.332658,83.806730,1386.332658,TP0,0.500000,633.082282,TP0,0.165000,248.572624,TP0,0.110550,166.543658,1048.198564
