trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_pnl_total,final_exit_pips,pnl_per_million,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl
1,2012-05-14 09:30:00,0.996591,short,1.000000,22.896103,False,Standard (NTI+MB+IC),0.997091,5.000000,0.995694,0.994797,0.993601,2012-05-14 10:30:00,0.996551,trailing_stop,0,1.000000,355.609426,TP0,0.700000,343.730767,343.730767,0.395955,355.609426,,,,,,
2,2012-05-15 02:00:00,1.000282,long,1.000000,38.217767,False,Standard (NTI+MB+IC),0.999782,5.000000,1.001183,1.002083,1.003283,2012-05-15 02:15:00,0.999644,stop_loss,0,0.250000,-638.222952,,,,,-6.382230,-638.222952,,,,,,
3,2012-05-15 02:45:00,0.999844,long,1.000000,49.273180,False,Standard (NTI+MB+IC),0.999344,5.000000,1.000744,1.001644,1.002843,2012-05-15 04:15:00,0.999878,trailing_stop,0,1.500000,753.873577,TP0,0.700000,536.265405,685.039179,0.339080,753.873577,TP0,0.099000,89.086092,TP0,0.066330,59.687682
4,2012-05-15 04:30:00,0.998700,long,1.000000,20.097038,False,Standard (NTI+MB+IC),0.998200,5.000000,0.999599,1.000497,1.001696,2012-05-15 09:00:00,0.998852,trailing_stop,0,4.500000,626.262134,TP0,0.700000,357.164597,505.768126,1.519984,626.262134,TP0,0.099000,88.984149,TP0,0.066330,59.619380
5,2012-05-15 09:15:00,0.996695,long,1.000000,33.583458,False,Standard (NTI+MB+IC),0.998378,16.831121,0.997592,0.998489,0.999685,2012-05-15 11:15:00,0.996741,trailing_stop,0,2.000000,763.479660,TP0,0.330000,296.018339,658.142933,0.464285,763.479660,TP0,0.469000,302.624907,TP0,0.066330,59.499686
6,2012-05-15 11:30:00,0.996829,short,1.000000,37.637561,False,Standard (NTI+MB+IC),0.997329,5.000000,0.995932,0.995035,0.993839,2012-05-15 11:45:00,0.997390,stop_loss,0,0.250000,-560.504312,,,,,-5.605043,-560.504312,,,,,,
7,2012-05-15 14:15:00,0.996093,short,1.000000,32.969631,False,Standard (NTI+MB+IC),0.996593,5.000000,0.995197,0.994300,0.993105,2012-05-16 10:30:00,0.989273,trailing_stop,0,20.250000,502.305447,TP0,0.700000,233.360237,381.575942,68.206619,502.305447,TP0,0.099000,88.751919,TP0,0.066330,59.463786
8,2012-05-16 11:30:00,0.991998,long,1.000000,20.056500,False,Standard (NTI+MB+IC),0.992079,0.809196,0.992891,0.993784,0.994974,2012-05-16 13:30:00,0.992332,trailing_stop,0,2.000000,1028.857187,TP0,0.700000,771.189414,918.795785,3.333610,1028.857187,TP0,0.099000,88.387049,TP0,0.066330,59.219323
9,2012-05-16 21:00:00,0.995162,long,1.000000,42.686234,False,Standard (NTI+MB+IC),0.994662,5.000000,0.996058,0.996954,0.998148,2012-05-16 21:15:00,0.994512,stop_loss,0,0.250000,-650.121205,,,,,-6.501212,-650.121205,,,,,,
10,2012-05-16 21:30:00,0.994630,long,1.000000,50.782634,False,Standard (NTI+MB+IC),0.994130,5.000000,0.995525,0.996420,0.997614,2012-05-16 21:45:00,0.993974,stop_loss,0,0.250000,-656.160088,,,,,-6.561601,-656.160088,,,,,,
