trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl
43,2025-04-04 05:45:00,0.619977,short,1.000000,68.699216,False,0.620977,10.000000,0.619047,0.618117,0.616877,2025-04-04 06:30:00,0.616877,take_profit_3,3,0.750000,1205.944504
44,2025-04-04 06:45:00,0.613973,short,1.000000,74.990878,False,0.614973,10.000000,0.613052,0.612131,0.610903,2025-04-04 07:00:00,0.613052,tp1_pullback,2,0.250000,1387.164878
45,2025-04-04 07:15:00,0.608736,short,1.000000,80.048105,False,0.609736,10.000000,0.607823,0.606909,0.605692,2025-04-04 07:30:00,0.605692,take_profit_3,3,0.250000,1674.023065
46,2025-04-04 07:45:00,0.611211,short,1.000000,83.935407,False,0.612211,10.000000,0.610295,0.609378,0.608155,2025-04-04 09:00:00,0.612355,stop_loss,1,1.250000,529.076289
47,2025-04-04 09:15:00,0.611086,short,1.000000,60.770658,False,0.612086,10.000000,0.610170,0.609253,0.608031,2025-04-04 09:30:00,0.610170,tp1_pullback,2,0.250000,1971.065163
48,2025-04-04 09:45:00,0.608379,short,1.000000,56.545411,False,0.609379,10.000000,0.607467,0.606554,0.605337,2025-04-04 10:30:00,0.605337,take_profit_3,3,0.750000,1441.197987
49,2025-04-04 10:45:00,0.605714,short,1.000000,58.278870,False,0.606714,10.000000,0.604806,0.603897,0.602686,2025-04-04 11:00:00,0.606816,stop_loss,0,0.250000,-1101.358755
50,2025-04-04 11:15:00,0.602837,short,1.000000,55.444192,False,0.603837,10.000000,0.601933,0.601029,0.599823,2025-04-04 11:45:00,0.604020,stop_loss,1,0.500000,268.770297
51,2025-04-04 12:00:00,0.604259,short,1.000000,52.449311,False,0.605259,10.000000,0.603353,0.602446,0.601238,2025-04-04 12:15:00,0.603353,tp1_pullback,2,0.250000,1305.954968
52,2025-04-04 12:30:00,0.601834,short,1.000000,52.141673,False,0.602834,10.000000,0.600931,0.600028,0.598825,2025-04-04 13:00:00,0.600931,tp1_pullback,2,0.500000,1106.080976
53,2025-04-04 13:15:00,0.599580,short,1.000000,55.885845,False,0.600580,10.000000,0.598681,0.597781,0.596582,2025-04-04 13:30:00,0.600714,stop_loss,1,0.250000,-117.116460
54,2025-04-04 13:45:00,0.603093,short,1.000000,45.929210,False,0.604093,10.000000,0.602188,0.601283,0.600077,2025-04-04 14:30:00,0.602188,tp1_pullback,2,0.750000,876.732966
55,2025-04-04 14:45:00,0.601910,short,1.000000,33.212162,False,0.602910,10.000000,0.601007,0.600104,0.598900,2025-04-04 15:15:00,0.603056,stop_loss,0,0.500000,-1145.809775
56,2025-04-04 15:30:00,0.605969,short,1.000000,13.809788,False,0.606969,10.000000,0.605060,0.604152,0.602940,2025-04-04 15:45:00,0.605060,tp1_pullback,2,0.250000,1692.812269
57,2025-04-04 16:00:00,0.604161,short,1.000000,13.787657,False,0.605161,10.000000,0.603255,0.602349,0.601140,2025-04-06 17:00:00,0.601140,take_profit_3,3,49.000000,1421.229083
58,2025-04-06 17:15:00,0.599966,short,1.000000,26.845671,False,0.600966,10.000000,0.599066,0.598166,0.596966,2025-04-06 18:00:00,0.596966,take_profit_3,3,0.750000,1512.723116
59,2025-04-06 18:15:00,0.599650,short,1.000000,37.449995,False,0.600650,10.000000,0.598750,0.597851,0.596652,2025-04-06 18:45:00,0.598750,tp1_pullback,2,0.500000,1002.105885
60,2025-04-06 19:00:00,0.600221,short,1.000000,44.590613,False,0.601221,10.000000,0.599320,0.598420,0.597219,2025-04-06 19:45:00,0.599320,tp1_pullback,2,0.750000,1367.979373
61,2025-04-06 20:00:00,0.596543,short,1.000000,45.067729,False,0.597543,10.000000,0.595648,0.594753,0.593560,2025-04-06 20:15:00,0.597576,stop_loss,1,0.250000,-69.315629
62,2025-04-06 20:30:00,0.599688,short,1.000000,44.936697,False,0.600688,10.000000,0.598789,0.597889,0.596690,2025-04-06 21:15:00,0.600755,stop_loss,1,0.750000,-83.524221
63,2025-04-06 22:30:00,0.601252,short,1.000000,12.807318,False,0.602252,10.000000,0.600350,0.599448,0.598246,2025-04-06 23:15:00,0.602427,stop_loss,0,0.750000,-1174.664683
64,2025-04-07 08:30:00,0.606004,long,1.000000,43.817998,False,0.605004,10.000000,0.606913,0.607822,0.609034,2025-04-07 08:45:00,0.606913,tp1_pullback,2,0.250000,1556.109027
65,2025-04-07 09:00:00,0.606084,long,1.000000,50.738030,False,0.605084,10.000000,0.606993,0.607902,0.609114,2025-04-07 09:30:00,0.604964,stop_loss,0,0.500000,-1120.165851
66,2025-04-07 09:45:00,0.605697,long,1.000000,44.897915,False,0.604697,10.000000,0.606605,0.607514,0.608725,2025-04-07 10:00:00,0.608725,take_profit_3,3,0.250000,2129.466273
67,2025-04-07 10:15:00,0.605573,long,1.000000,51.308211,False,0.604573,10.000000,0.606481,0.607390,0.608601,2025-04-07 10:30:00,0.604475,stop_loss,1,0.250000,-94.709266
68,2025-04-07 10:45:00,0.600763,long,1.000000,42.051475,False,0.602169,14.060300,0.601665,0.602566,0.603767,2025-04-07 11:00:00,0.601665,tp1_pullback,2,0.250000,1126.431297
69,2025-04-07 11:45:00,0.597875,short,1.000000,33.323075,False,0.598875,10.000000,0.596978,0.596081,0.594885,2025-04-07 12:45:00,0.594885,take_profit_3,3,1.000000,1274.483710
70,2025-04-08 00:30:00,0.605751,long,1.000000,41.167010,False,0.604751,10.000000,0.606659,0.607568,0.608779,2025-04-08 01:00:00,0.604619,stop_loss,0,0.500000,-1131.989818
71,2025-04-08 01:15:00,0.604509,long,1.000000,42.254971,False,0.603509,10.000000,0.605416,0.606322,0.607531,2025-04-08 01:45:00,0.605416,tp1_pullback,2,0.500000,1697.278437
72,2025-04-08 02:00:00,0.605152,long,1.000000,45.853309,False,0.604152,10.000000,0.606059,0.606967,0.608177,2025-04-08 03:00:00,0.606059,tp1_pullback,2,1.000000,1191.566939
73,2025-04-08 03:15:00,0.606979,long,1.000000,47.444190,False,0.605979,10.000000,0.607890,0.608800,0.610014,2025-04-08 03:30:00,0.605944,stop_loss,0,0.250000,-1035.033193
74,2025-04-08 03:45:00,0.605041,long,1.000000,43.365654,False,0.604041,10.000000,0.605948,0.606856,0.608066,2025-04-08 06:45:00,0.603984,stop_loss,1,3.000000,617.435941
75,2025-04-08 12:30:00,0.599146,short,1.000000,45.150985,False,0.600146,10.000000,0.598247,0.597348,0.596150,2025-04-08 13:30:00,0.598247,tp1_pullback,2,1.000000,1014.472727
76,2025-04-08 13:45:00,0.598147,short,1.000000,59.975535,False,0.599147,10.000000,0.597250,0.596352,0.595156,2025-04-08 14:45:00,0.597250,tp1_pullback,2,1.000000,1359.162485
77,2025-04-08 15:00:00,0.596673,short,1.000000,61.232376,False,0.597673,10.000000,0.595778,0.594883,0.593690,2025-04-08 16:15:00,0.595778,tp1_pullback,2,1.250000,1331.074918
78,2025-04-08 16:30:00,0.594615,short,1.000000,53.589032,False,0.595615,10.000000,0.593723,0.592831,0.591642,2025-04-08 18:30:00,0.595664,stop_loss,0,2.000000,-1049.134895
79,2025-04-08 18:45:00,0.595066,short,1.000000,38.505753,False,0.596066,10.000000,0.594173,0.593281,0.592091,2025-04-08 20:00:00,0.594173,tp1_pullback,2,1.250000,1080.862032
80,2025-04-08 20:15:00,0.592850,short,1.000000,41.097375,False,0.593850,10.000000,0.591960,0.591071,0.589885,2025-04-08 20:30:00,0.594006,stop_loss,0,0.250000,-1156.369879
81,2025-04-08 20:45:00,0.595966,short,1.000000,16.237851,False,0.596966,10.000000,0.595072,0.594178,0.592986,2025-04-08 21:15:00,0.597097,stop_loss,0,0.500000,-1131.078327
82,2025-04-08 21:30:00,0.598825,short,1.000000,16.210407,False,0.599825,10.000000,0.597927,0.597029,0.595831,2025-04-08 23:30:00,0.597927,tp1_pullback,2,2.000000,848.889081
83,2025-04-09 05:45:00,0.601360,long,1.000000,35.754665,False,0.600360,10.000000,0.602262,0.603164,0.604367,2025-04-09 06:45:00,0.604367,take_profit_3,3,1.000000,1221.850845
84,2025-04-09 07:30:00,0.599051,long,1.000000,18.470748,False,0.598467,5.838045,0.599950,0.600848,0.602047,2025-04-09 07:45:00,0.599950,tp1_pullback,2,0.250000,1070.987002
85,2025-04-09 13:15:00,0.609577,long,1.000000,29.783412,False,0.608577,10.000000,0.610491,0.611406,0.612625,2025-04-09 13:30:00,0.612625,take_profit_3,3,0.250000,2309.684693
86,2025-04-09 13:45:00,0.613679,long,1.000000,42.015511,False,0.612679,10.000000,0.614600,0.615520,0.616748,2025-04-09 14:00:00,0.612599,stop_loss,1,0.250000,-79.952257
87,2025-04-09 14:15:00,0.615232,long,1.000000,51.796625,False,0.614232,10.000000,0.616155,0.617077,0.618308,2025-04-09 14:30:00,0.616155,tp1_pullback,2,0.250000,1153.559408
88,2025-04-09 14:45:00,0.614130,long,1.000000,57.333261,False,0.613130,10.000000,0.615051,0.615972,0.617200,2025-04-09 15:15:00,0.617200,take_profit_3,3,0.500000,1524.662312
89,2025-04-09 15:30:00,0.615151,long,1.000000,60.521537,False,0.614151,10.000000,0.616073,0.616996,0.618226,2025-04-09 16:15:00,0.614014,stop_loss,0,0.750000,-1136.505415
90,2025-04-09 16:30:00,0.613862,long,1.000000,47.996046,False,0.612862,10.000000,0.614783,0.615704,0.616932,2025-04-09 16:45:00,0.614783,tp1_pullback,2,0.250000,1299.255025
91,2025-04-09 17:00:00,0.615039,long,1.000000,45.946771,False,0.614039,10.000000,0.615961,0.616884,0.618114,2025-04-09 18:30:00,0.615961,tp1_pullback,2,1.500000,1332.311782
92,2025-04-09 18:45:00,0.614886,long,1.000000,39.453520,False,0.613886,10.000000,0.615808,0.616731,0.617960,2025-04-09 19:00:00,0.613768,stop_loss,0,0.250000,-1118.234201
93,2025-04-09 19:15:00,0.613660,long,1.000000,15.227779,False,0.612660,10.000000,0.614580,0.615501,0.616728,2025-04-09 20:30:00,0.612563,stop_loss,1,1.250000,540.925346
94,2025-04-09 23:00:00,0.616644,long,1.000000,29.750604,False,0.615644,10.000000,0.617569,0.618494,0.619727,2025-04-10 01:45:00,0.619727,take_profit_3,3,2.750000,1695.771493
95,2025-04-10 02:00:00,0.618931,long,1.000000,60.692186,False,0.617931,10.000000,0.619860,0.620788,0.622026,2025-04-10 03:15:00,0.617925,stop_loss,1,1.250000,319.918346
96,2025-04-10 03:30:00,0.614519,long,1.000000,20.980501,False,0.613519,10.000000,0.615441,0.616363,0.617592,2025-04-10 03:45:00,0.615441,tp1_pullback,2,0.250000,1456.504400
97,2025-04-10 04:00:00,0.615201,long,1.000000,22.009723,False,0.614201,10.000000,0.616124,0.617047,0.618277,2025-04-10 05:30:00,0.615300,trailing_stop,1,1.500000,724.987264
98,2025-04-10 08:30:00,0.618270,long,1.000000,39.163290,False,0.617270,10.000000,0.619197,0.620125,0.621361,2025-04-10 09:15:00,0.619197,tp1_pullback,2,0.750000,844.661427
99,2025-04-10 09:30:00,0.618414,long,1.000000,45.631375,False,0.617414,10.000000,0.619342,0.620270,0.621506,2025-04-10 10:30:00,0.621506,take_profit_3,3,1.000000,1700.639611
100,2025-04-10 10:45:00,0.624498,long,1.000000,44.788144,False,0.623498,10.000000,0.625434,0.626371,0.627620,2025-04-10 11:00:00,0.623321,stop_loss,0,0.250000,-1176.554061
101,2025-04-10 11:15:00,0.621735,long,1.000000,46.023872,False,0.620735,10.000000,0.622668,0.623600,0.624844,2025-04-10 11:45:00,0.620563,stop_loss,0,0.500000,-1171.981236
102,2025-04-10 14:30:00,0.624511,long,1.000000,33.120900,False,0.623511,10.000000,0.625448,0.626384,0.627633,2025-04-10 14:45:00,0.623433,stop_loss,0,0.250000,-1077.910479
103,2025-04-10 15:00:00,0.622126,long,1.000000,30.621655,False,0.621126,10.000000,0.623059,0.623992,0.625237,2025-04-10 15:15:00,0.621078,stop_loss,0,0.250000,-1048.307631
104,2025-04-11 01:00:00,0.619202,long,1.000000,40.312211,False,0.621161,19.586243,0.620131,0.621060,0.622298,2025-04-11 01:15:00,0.621084,stop_loss,1,0.250000,1405.172873
105,2025-04-11 01:30:00,0.620080,short,1.000000,41.740772,False,0.621080,10.000000,0.619149,0.618219,0.616979,2025-04-11 03:15:00,0.621140,stop_loss,1,1.750000,-65.150924
106,2025-04-11 11:45:00,0.624319,long,1.000000,37.283350,False,0.623319,10.000000,0.625255,0.626192,0.627441,2025-04-11 12:15:00,0.623254,stop_loss,0,0.500000,-1065.478341
107,2025-04-11 12:30:00,0.625558,long,1.000000,32.952893,False,0.624558,10.000000,0.626496,0.627435,0.628686,2025-04-11 13:45:00,0.626496,tp1_pullback,2,1.250000,1337.451351
108,2025-04-11 14:00:00,0.627522,long,1.000000,37.035787,False,0.626522,10.000000,0.628464,0.629405,0.630660,2025-04-11 15:00:00,0.628464,tp1_pullback,2,1.000000,862.163137
109,2025-04-11 15:15:00,0.629697,long,1.000000,51.393787,False,0.628697,10.000000,0.630641,0.631586,0.632845,2025-04-11 16:15:00,0.628588,stop_loss,0,1.000000,-1108.371245
110,2025-04-11 16:30:00,0.628874,long,1.000000,44.722718,False,0.627874,10.000000,0.629817,0.630761,0.632018,2025-04-13 20:15:00,0.629817,tp1_pullback,2,51.750000,1222.556734
111,2025-04-14 09:00:00,0.628473,long,1.000000,44.356836,False,0.630321,18.477240,0.629416,0.630358,0.631615,2025-04-14 09:15:00,0.630306,stop_loss,0,0.250000,1833.512218
112,2025-04-14 09:30:00,0.628872,short,1.000000,49.872013,False,0.629872,10.000000,0.627929,0.626986,0.625728,2025-04-14 10:00:00,0.629890,stop_loss,0,0.500000,-1017.375157
113,2025-04-14 23:15:00,0.634760,long,1.000000,45.909830,False,0.633760,10.000000,0.635712,0.636665,0.637934,2025-04-15 01:45:00,0.635712,tp1_pullback,2,2.500000,859.966617
114,2025-04-15 02:00:00,0.635326,long,1.000000,25.364056,False,0.634326,10.000000,0.636279,0.637232,0.638503,2025-04-15 04:15:00,0.635390,trailing_stop,1,2.250000,631.029983
115,2025-04-15 17:30:00,0.633891,short,1.000000,30.728282,False,0.634891,10.000000,0.632941,0.631990,0.630722,2025-04-15 22:00:00,0.635090,stop_loss,1,4.500000,383.793896
116,2025-04-16 06:00:00,0.637606,long,1.000000,45.106574,False,0.636606,10.000000,0.638562,0.639519,0.640794,2025-04-16 08:45:00,0.636442,stop_loss,0,2.750000,-1163.753748
117,2025-04-16 11:15:00,0.638605,long,1.000000,40.460537,False,0.637605,10.000000,0.639562,0.640520,0.641798,2025-04-16 13:30:00,0.637531,stop_loss,0,2.250000,-1073.267313
118,2025-04-16 13:45:00,0.635840,long,1.000000,20.440248,False,0.636298,4.584780,0.636793,0.637747,0.639019,2025-04-16 21:00:00,0.635846,trailing_stop,1,7.250000,515.252152
119,2025-04-16 21:30:00,0.635742,short,1.000000,46.735612,False,0.636742,10.000000,0.634789,0.633835,0.632563,2025-04-17 03:30:00,0.634789,tp1_pullback,2,6.000000,897.099846
120,2025-04-17 03:45:00,0.635009,short,1.000000,19.964461,False,0.636009,10.000000,0.634057,0.633104,0.631834,2025-04-17 07:15:00,0.636026,stop_loss,0,3.500000,-1016.713211
121,2025-04-17 08:45:00,0.638142,long,1.000000,49.867317,False,0.637142,10.000000,0.639100,0.640057,0.641333,2025-04-17 10:45:00,0.637123,stop_loss,0,2.000000,-200.768704
122,2025-04-17 11:00:00,0.637727,long,1.000000,25.704272,False,0.636727,10.000000,0.638684,0.639640,0.640916,2025-04-17 22:45:00,0.637810,trailing_stop,1,11.750000,556.354283
123,2025-04-17 23:15:00,0.637204,short,1.000000,51.178339,False,0.638204,10.000000,0.636248,0.635292,0.634018,2025-04-20 18:30:00,0.638403,stop_loss,0,67.250000,-1199.779671
124,2025-04-20 20:00:00,0.639570,long,1.000000,49.847599,False,0.638570,10.000000,0.640530,0.641489,0.642768,2025-04-20 20:45:00,0.638485,stop_loss,0,0.750000,-1085.134436
125,2025-04-20 21:45:00,0.639222,long,1.000000,34.481284,False,0.638222,10.000000,0.640181,0.641140,0.642418,2025-04-20 23:45:00,0.642418,take_profit_3,3,2.000000,1252.811393
126,2025-04-21 00:00:00,0.641478,long,1.000000,51.091831,False,0.640478,10.000000,0.642440,0.643403,0.644686,2025-04-21 04:15:00,0.642440,tp1_pullback,2,4.250000,1022.314923
127,2025-04-21 04:30:00,0.643174,long,1.000000,39.626281,False,0.642174,10.000000,0.644138,0.645103,0.646389,2025-04-21 06:15:00,0.642073,stop_loss,0,1.750000,-1100.654418
128,2025-04-21 07:00:00,0.641904,long,1.000000,24.179754,False,0.640904,10.000000,0.642867,0.643830,0.645113,2025-04-21 13:00:00,0.640881,stop_loss,1,6.000000,357.911958
129,2025-04-22 04:45:00,0.640812,short,1.000000,49.282666,False,0.641812,10.000000,0.639850,0.638889,0.637608,2025-04-22 12:00:00,0.639850,tp1_pullback,2,7.250000,941.542478
130,2025-04-22 12:15:00,0.640179,short,1.000000,19.640706,False,0.641179,10.000000,0.639218,0.638258,0.636978,2025-04-22 15:30:00,0.636978,take_profit_3,3,3.250000,1159.601171
131,2025-04-22 15:45:00,0.636256,short,1.000000,53.525607,False,0.637256,10.000000,0.635301,0.634347,0.633074,2025-04-22 17:15:00,0.637385,stop_loss,0,1.500000,-1128.996484
132,2025-04-22 17:30:00,0.638191,short,1.000000,25.670086,False,0.639191,10.000000,0.637233,0.636276,0.635000,2025-04-22 18:15:00,0.635000,take_profit_3,3,0.750000,1587.829819
133,2025-04-22 18:30:00,0.636156,short,1.000000,40.005234,False,0.637156,10.000000,0.635202,0.634248,0.632975,2025-04-22 19:30:00,0.637270,stop_loss,0,1.000000,-1113.925767
134,2025-04-22 20:30:00,0.638670,short,1.000000,16.660636,False,0.639670,10.000000,0.637712,0.636754,0.635477,2025-04-22 21:00:00,0.639849,stop_loss,0,0.500000,-1179.329059
135,2025-04-22 21:15:00,0.640188,short,1.000000,44.672688,False,0.641188,10.000000,0.639227,0.638267,0.636987,2025-04-22 23:45:00,0.639227,tp1_pullback,2,2.500000,1200.352083
136,2025-04-23 02:30:00,0.642158,long,1.000000,31.460181,False,0.641158,10.000000,0.643122,0.644085,0.645369,2025-04-23 03:30:00,0.640974,stop_loss,0,1.000000,-1184.131104
137,2025-04-23 03:45:00,0.641136,long,1.000000,32.601344,False,0.640136,10.000000,0.642098,0.643060,0.644342,2025-04-23 09:30:00,0.642098,tp1_pullback,2,5.750000,867.835284
138,2025-04-23 12:15:00,0.636530,short,1.000000,43.140727,False,0.637530,10.000000,0.635575,0.634620,0.633347,2025-04-24 01:45:00,0.635575,tp1_pullback,2,13.500000,861.711415
139,2025-04-24 03:45:00,0.638364,long,1.000000,30.208048,False,0.637364,10.000000,0.639321,0.640279,0.641555,2025-04-24 10:45:00,0.639321,tp1_pullback,2,7.000000,996.665152
140,2025-04-25 12:00:00,0.639338,short,1.000000,26.002175,False,0.640338,10.000000,0.638379,0.637420,0.636142,2025-04-27 23:15:00,0.638379,tp1_pullback,2,59.250000,1073.612002
141,2025-04-28 04:00:00,0.637240,short,1.000000,46.274931,False,0.638240,10.000000,0.636284,0.635328,0.634054,2025-04-28 05:00:00,0.638372,stop_loss,0,1.000000,-1132.081485
142,2025-04-28 10:15:00,0.641536,long,1.000000,37.567918,False,0.640536,10.000000,0.642498,0.643461,0.644744,2025-04-28 20:00:00,0.642498,tp1_pullback,2,9.750000,1093.360826
