currency,config,iteration,sharpe_ratio,total_pnl,total_return,win_rate,max_drawdown,profit_factor,total_trades
GBPUSD,Config 1: Ultra-Tight Risk,14,1.9476969010418648,251002.13787070583,25.10021378706957,71.09929078014184,-0.5813920923863445,2.646155466453195,564
GBPUSD,Config 1: Ultra-Tight Risk,15,1.653809005536262,212677.96019644573,21.267796019643757,67.92792792792793,-0.584718619006878,2.2635729238540274,555
GBPUSD,Config 1: Ultra-Tight Risk,16,1.9309075785206589,252689.68998481045,25.268968998479753,70.1492537313433,-0.36969270617211597,2.639581843754113,536
GBPUSD,Config 1: Ultra-Tight Risk,17,1.9036005374701397,346148.0534611907,34.61480534611656,62.98421807747489,-0.6123819127007589,2.4012354645378124,697
GBPUSD,Config 1: Ultra-Tight Risk,18,1.9942349598452938,299085.8773619675,29.908587736194974,69.11076443057722,-0.44666001430808494,2.5690907531920484,641
GBPUSD,Config 1: Ultra-Tight Risk,19,2.0733513651119044,395461.9988560055,39.54619988559789,63.2,-0.5881916548031886,2.492137066091305,750
GBPUSD,Config 1: Ultra-Tight Risk,20,1.3248290885658567,125839.96829517909,12.58399682951751,68.88361045130641,-0.46541680953965076,2.07594701813246,421
GBPUSD,Config 1: Ultra-Tight Risk,21,1.599048351519931,217785.73263996097,21.77857326399458,68.08149405772495,-0.6328559628292387,2.2093735478206002,589
GBPUSD,Config 1: Ultra-Tight Risk,22,1.688746239303877,218282.90990445515,21.828290990444692,68.43971631205675,-0.5855442006533884,2.296873331117962,564
GBPUSD,Config 1: Ultra-Tight Risk,23,1.9874750885093662,224862.17554881782,22.48621755488105,72.19917012448133,-0.35287728476534846,2.7704007728937876,482
GBPUSD,Config 1: Ultra-Tight Risk,24,1.6516855504125119,212254.88301375843,21.225488301374273,68.3111954459203,-0.5627584542228387,2.326903470507351,527
GBPUSD,Config 1: Ultra-Tight Risk,25,1.7351096760678733,198077.82399670687,19.80778239966978,70.8171206225681,-0.5775529474286978,2.3797398870820414,514
GBPUSD,Config 1: Ultra-Tight Risk,26,1.745513353252218,251045.64024662832,25.104564024661595,65.52901023890784,-0.643675971100321,2.2874560454921684,586
GBPUSD,Config 1: Ultra-Tight Risk,27,1.5465096915984868,207943.78373660613,20.79437837365884,64.55026455026454,-0.7549591294572411,2.0593627979182982,567
GBPUSD,Config 1: Ultra-Tight Risk,28,1.41094747219987,151997.19125141675,15.199719125140948,68.69565217391305,-0.5721807721870631,2.083434804292124,460
GBPUSD,Config 1: Ultra-Tight Risk,29,1.6598114500803443,210543.08626396695,21.05430862639544,68.58168761220826,-0.5081452717404219,2.2595320362564486,557
GBPUSD,Config 1: Ultra-Tight Risk,30,2.111254899249167,360044.06724246894,36.00440672424464,66.71732522796353,-0.4079732657201224,2.7214544268492387,658
GBPUSD,Config 1: Ultra-Tight Risk,31,2.1704190653848414,369139.2905411757,36.9139290541155,67.85185185185185,-0.48094645427846905,2.797229267397394,675
GBPUSD,Config 1: Ultra-Tight Risk,32,1.4979033513100897,167470.11109956304,16.74701110995526,68.91304347826087,-0.567212011997714,2.20295632652192,460
GBPUSD,Config 1: Ultra-Tight Risk,33,1.5612307111036117,163016.93527865523,16.30169352786497,70.92198581560284,-0.6036837772988585,2.36530838986104,423
GBPUSD,Config 1: Ultra-Tight Risk,34,1.813568127253348,259749.77478043878,25.974977478042177,65.25037936267071,-0.6890508779475835,2.187637372591016,659
GBPUSD,Config 1: Ultra-Tight Risk,35,1.7144698721510288,215678.35854413983,21.567835854412987,69.1891891891892,-0.5424231435392083,2.3166753310714694,555
GBPUSD,Config 1: Ultra-Tight Risk,36,1.777308891020065,204369.52032011695,20.436952032010954,71.3953488372093,-0.4641428575652564,2.732194215736039,430
GBPUSD,Config 1: Ultra-Tight Risk,37,2.1700082855698053,326685.47558143456,32.66854755814161,67.97101449275362,-0.7826032379455875,2.530341057120763,690
GBPUSD,Config 1: Ultra-Tight Risk,38,1.8319651440454137,235987.5093541864,23.59875093541732,68.19787985865725,-0.455316813967042,2.3776681271961757,566
GBPUSD,Config 1: Ultra-Tight Risk,39,1.3838744950378692,131905.64556916142,13.190564556915568,69.52595936794582,-0.4477357314521051,2.097932771790924,443
GBPUSD,Config 1: Ultra-Tight Risk,40,1.7975518242315387,208511.92864731516,20.85119286473077,71.62471395881008,-0.4638675661797871,2.7524510047295836,437
GBPUSD,Config 1: Ultra-Tight Risk,41,1.6299043174558854,206301.08063122781,20.63010806312107,65.93001841620627,-0.5399859710150339,2.1682783912809227,543
GBPUSD,Config 1: Ultra-Tight Risk,42,2.135509561509413,387581.5058150097,38.7581505814983,65.07936507936508,-0.462799791533005,2.67113523542089,693
GBPUSD,Config 1: Ultra-Tight Risk,43,1.4668053073412837,153406.09788039612,15.340609788038813,69.91341991341992,-0.42140003082903854,2.1881988140340525,462
GBPUSD,Config 1: Ultra-Tight Risk,44,1.7662793061197954,252142.2212239147,25.214222122390034,65.90509666080844,-0.6551952536326833,2.3404232613911264,569
GBPUSD,Config 1: Ultra-Tight Risk,45,1.888450391852279,200632.93758556014,20.06329375855555,73.24263038548753,-0.3501968750741469,2.77127519959594,441
GBPUSD,Config 1: Ultra-Tight Risk,46,1.658141035406733,172260.20253071416,17.226020253070303,71.15384615384616,-0.45170910713657136,2.34584569297216,468
GBPUSD,Config 1: Ultra-Tight Risk,47,1.4267002320299518,185153.20936693047,18.515320936691808,65.16245487364621,-0.7828901399534334,1.9833334432308332,554
GBPUSD,Config 1: Ultra-Tight Risk,48,1.4328894234936,144610.34873823586,14.461034873823053,70.15945330296127,-0.4282731326557548,2.189132478875847,439
GBPUSD,Config 1: Ultra-Tight Risk,49,1.8661134356422069,281272.21102503286,28.127221102501892,67.3394495412844,-0.48967551327980624,2.6533770454238677,545
GBPUSD,Config 1: Ultra-Tight Risk,50,1.2036751096987224,127859.84087752835,12.785984087751784,65.57734204793029,-0.8886746133102564,1.8504773104743015,459
GBPUSD,Config 2: Scalping,1,1.488579213083465,163816.13721032286,16.381613721030416,58.89830508474576,-0.23767777749709065,2.2134383813560956,708
GBPUSD,Config 2: Scalping,2,1.4932239086021561,129489.52792430893,12.948952792429203,63.322884012539184,-0.3224468359951112,2.1936570937616557,638
GBPUSD,Config 2: Scalping,3,1.920381712791625,215102.5951159207,21.51025951159003,61.95244055068836,-0.30057151365847523,2.5232281084210713,799
GBPUSD,Config 2: Scalping,4,1.630781467542936,187110.4945163038,18.711049451628302,59.950248756218905,-0.3208919958585891,2.234385607736123,804
GBPUSD,Config 2: Scalping,5,1.5793336538803668,182340.56383707726,18.234056383705582,58.72611464968153,-0.26983157818905507,2.210736194783133,785
GBPUSD,Config 2: Scalping,6,1.8734814894426208,232683.53903751489,23.26835390374914,59.05325443786982,-0.6930674538795367,2.439466820237115,845
GBPUSD,Config 2: Scalping,7,1.7895774994642282,227676.88300803254,22.76768830080072,60.06944444444444,-0.31714500691232833,2.397086019968287,864
GBPUSD,Config 2: Scalping,8,1.8584241880534729,237531.00892472293,23.753100892469988,58.545034642032334,-0.7032376823239704,2.41502703016015,866
GBPUSD,Config 2: Scalping,9,2.140465642920089,289954.76748259395,28.995476748257154,61.56282998944034,-0.3002178446691849,2.682673014370481,947
GBPUSD,Config 2: Scalping,10,2.6408727621841614,565266.6514969455,56.52666514969194,61.78790534618756,-0.27145353733487426,3.772292827613393,1141
GBPUSD,Config 2: Scalping,11,2.1153620380522034,266168.70880718913,26.61687088071648,62.95427901524033,-0.3369578438351041,2.769815434262749,853
GBPUSD,Config 2: Scalping,12,2.0727693423508278,261113.91732853543,26.111391732851068,62.398137369033755,-0.3369685075023216,2.6967184764044103,859
GBPUSD,Config 2: Scalping,13,2.0622360748397357,327765.2837225005,32.77652837224749,60.61224489795919,-0.3785875212168413,2.787040352789733,980
GBPUSD,Config 2: Scalping,14,2.072400590369208,279094.9136329425,27.909491363292027,59.63923337091319,-0.35787164900537893,2.6583830041074736,887
GBPUSD,Config 2: Scalping,15,2.377126042275389,349766.23230692337,34.97662323068995,64.35045317220543,-0.2962007334827155,3.0422960815252034,993
GBPUSD,Config 2: Scalping,16,1.8956040526474685,233990.71435161092,23.399071435158795,59.592326139088726,-0.6885226911688999,2.4945787470604404,834
GBPUSD,Config 2: Scalping,17,1.34215083966363,113252.96764000556,11.325296763998713,62.17457886676876,-0.33388763772765817,1.980310193430949,653
GBPUSD,Config 2: Scalping,18,2.059661547862787,253748.08814331007,25.374808814328535,62.48477466504263,-0.3491402951620133,2.720828489326194,821
GBPUSD,Config 2: Scalping,19,1.73104247881084,237079.1849078469,23.707918490782358,59.151515151515156,-0.49272535863007755,2.4834524617567886,825
GBPUSD,Config 2: Scalping,20,2.1151310729448647,279182.6568988872,27.91826568988664,65.10832383124287,-0.25326710499002714,2.924438674236038,877
GBPUSD,Config 2: Scalping,21,1.9709391773304883,284036.52153194183,28.40365215319176,60.92089728453365,-0.28169466553063643,2.809802122038626,847
GBPUSD,Config 2: Scalping,22,2.359265876386599,420720.2345203182,42.072023452029214,62.94820717131474,-0.29373371566937445,3.3600315050625804,1004
GBPUSD,Config 2: Scalping,23,1.7579894300776269,197327.47354980535,19.73274735497825,59.01015228426396,-0.39954843071507656,2.2962361438954644,788
GBPUSD,Config 2: Scalping,24,2.242447340233905,332876.9945575139,33.287699455748985,60.588235294117645,-0.3795321156711971,2.721394598178445,1020
GBPUSD,Config 2: Scalping,25,1.880142003828785,222043.625899127,22.204362589910392,60.98765432098765,-0.365446944511897,2.473241033981941,810
GBPUSD,Config 2: Scalping,26,1.3939197420974583,152775.41799468055,15.277541799466196,57.2829131652661,-0.2854725768354253,2.0833442220005556,714
GBPUSD,Config 2: Scalping,27,1.8418727349788822,216422.2273170074,21.642222731698585,59.823677581863976,-0.35601245409974963,2.450598231445594,794
GBPUSD,Config 2: Scalping,28,2.4521908824835137,512932.61913438444,51.293261913435394,61.29326047358834,-0.35219337670503753,3.578406283177458,1098
GBPUSD,Config 2: Scalping,29,1.6691650429463032,183621.73616869448,18.36217361686702,58.80893300248139,-0.43041089574488245,2.1790373111125168,806
GBPUSD,Config 2: Scalping,30,2.266861563360079,334886.18325759243,33.48861832575686,63.41463414634146,-0.3123498155969989,2.929072712997233,984
GBPUSD,Config 2: Scalping,31,1.9954122650382164,277584.2717698037,27.758427176978252,64.1755634638197,-0.37387504342602257,2.9483933915250176,843
GBPUSD,Config 2: Scalping,32,1.5764439681650835,161970.2114364513,16.197021143642907,58.768406961178044,-0.2816620898413666,2.147015020373001,747
GBPUSD,Config 2: Scalping,33,1.4091512765885275,153022.03732988102,15.302203732986305,57.925072046109506,-0.23756922133471586,2.137172489426196,694
GBPUSD,Config 2: Scalping,34,1.7720711800954045,232217.45312480335,23.22174531247793,57.19257540603249,-0.7464647188019473,2.3366096632676276,862
GBPUSD,Config 2: Scalping,35,1.7681013494826665,199579.56035732705,19.957956035730497,60.78431372549019,-0.39053300732685026,2.3262931678286893,816
GBPUSD,Config 2: Scalping,36,1.8810493336399419,226143.54303713766,22.614354303711888,63.58695652173913,-0.22955297530883154,2.7473687928030692,736
GBPUSD,Config 2: Scalping,37,2.4665295343524716,530638.5211278566,53.063852112782726,61.22082585278277,-0.31114543199999023,3.6276000683701923,1114
GBPUSD,Config 2: Scalping,38,1.7770392780639115,193809.19056835648,19.380919056833513,60.24844720496895,-0.6575962153122359,2.301535139010267,805
GBPUSD,Config 2: Scalping,39,1.977209773294641,246805.85470467206,24.68058547046478,61.55632984901278,-0.3091082454100334,2.5804055792952334,861
GBPUSD,Config 2: Scalping,40,2.4898140881965527,545541.2848251004,54.55412848250742,61.63522012578616,-0.2638711085261943,3.74542454782294,1113
GBPUSD,Config 2: Scalping,41,2.3639200814935672,467010.88745409163,46.70108874540632,60.594795539033456,-0.33324753647570693,3.378510331089358,1076
GBPUSD,Config 2: Scalping,42,1.5010628966546686,171407.97902069447,17.14079790206724,58.58453473132372,-0.27554698644888087,2.166016432870552,763
GBPUSD,Config 2: Scalping,43,1.485892355986062,145516.94734503448,14.551694734501233,58.48806366047745,-0.2937416636950413,2.018959020690259,754
GBPUSD,Config 2: Scalping,44,2.0119208945946787,250303.10482927648,25.030310482925504,62.382075471698116,-0.22399349146499276,2.7003912929648974,848
GBPUSD,Config 2: Scalping,45,2.135751462322387,333298.47317256004,33.329847317253936,62.15596330275229,-0.2517734677315665,3.1190155475502177,872
GBPUSD,Config 2: Scalping,46,2.471950693400445,473058.2482583793,47.30582482583525,62.21198156682027,-0.2798367715630538,3.403055564841738,1085
GBPUSD,Config 2: Scalping,47,1.9540767638187764,236971.88562203775,23.69718856220136,62.142857142857146,-0.32228120408122635,2.5655660268946394,840
GBPUSD,Config 2: Scalping,48,2.029111646792444,256412.0635303425,25.641206353031777,61.88340807174888,-0.41135962326755815,2.594154484648228,892
GBPUSD,Config 2: Scalping,49,2.0026711264531656,249001.15334166246,24.90011533416405,62.19081272084806,-0.3067373175999383,2.6801330124205847,849
GBPUSD,Config 2: Scalping,50,1.7384649597997746,188722.15607520234,18.87221560751803,61.79624664879356,-0.31493710091766913,2.3921815524788705,746
EURUSD,Config 1: Ultra-Tight Risk,1,1.4361675165416752,172881.60815033986,17.288160815032594,67.95131845841786,-0.6009971399980082,2.1655992766251777,493
EURUSD,Config 1: Ultra-Tight Risk,2,1.6651875212009069,207386.18978012336,20.73861897801084,68.48816029143899,-0.9304726906030936,2.2553030501121674,549
EURUSD,Config 1: Ultra-Tight Risk,3,1.2999481291525132,108338.90516853334,10.833890516852938,74.73958333333334,-0.46169470204648005,2.2593406550412403,384
EURUSD,Config 1: Ultra-Tight Risk,4,1.3314976418392088,131245.9651989321,13.124596519892501,69.43820224719101,-0.6704518886985579,2.0179347495902236,445
EURUSD,Config 1: Ultra-Tight Risk,5,1.8449151603149545,319913.23782293894,31.991323782292962,67.73211567732116,-0.6138227761426485,2.5473557236848823,657
EURUSD,Config 1: Ultra-Tight Risk,6,1.7020382842823578,211666.6000405561,21.16666000405452,70.64056939501779,-0.3971235874258299,2.378947779642033,562
EURUSD,Config 1: Ultra-Tight Risk,7,1.6728634937197624,198349.82540668777,19.834982540667966,71.03321033210332,-0.4887907037789666,2.336726732891985,542
EURUSD,Config 1: Ultra-Tight Risk,8,1.713750436739252,182353.79761111925,18.235379761110597,71.05751391465677,-0.6166833732002992,2.2330470197123073,539
EURUSD,Config 1: Ultra-Tight Risk,9,1.4648720981007588,141826.79554625944,14.182679554625368,71.06382978723404,-0.3152919379139215,2.134228078169682,470
EURUSD,Config 1: Ultra-Tight Risk,10,0.9941167754933491,73795.5832110705,7.379558321106876,71.70418006430869,-0.6975350588705621,1.9151360963807171,311
EURUSD,Config 1: Ultra-Tight Risk,11,1.445474299539717,155660.2933816368,15.566029338162856,70.25440313111547,-0.523791666385018,2.088458641962187,511
EURUSD,Config 1: Ultra-Tight Risk,12,1.6530334971904435,215235.05872655628,21.523505872654148,67.88194444444444,-0.4561057184671925,2.2226613671619657,576
EURUSD,Config 1: Ultra-Tight Risk,13,1.5270369288176675,168338.27966610127,16.833827966609643,71.63265306122449,-0.338051418797701,2.379810405124365,490
EURUSD,Config 1: Ultra-Tight Risk,14,1.7116084291730564,270430.4239343763,27.04304239343652,69.24428822495607,-0.647091418669558,2.58795853001195,569
EURUSD,Config 1: Ultra-Tight Risk,15,1.5812076159609822,212154.76821311368,21.215476821309956,66.89895470383276,-0.6225383191981172,2.163087910692566,574
EURUSD,Config 1: Ultra-Tight Risk,16,1.419980339355491,141516.77196228068,14.151677196227224,69.91341991341992,-0.6699856497415143,2.0635681917789195,462
EURUSD,Config 1: Ultra-Tight Risk,17,1.5659607653786365,183104.02569820196,18.310402569818777,70.4460966542751,-0.571307717943862,2.2106993021164265,538
EURUSD,Config 1: Ultra-Tight Risk,18,1.65230832696304,214620.77751817583,21.462077751816043,68.25688073394495,-0.6105554597088145,2.2935748530737774,545
EURUSD,Config 1: Ultra-Tight Risk,19,0.9377457007678316,92377.34816141262,9.237734816140938,67.17171717171718,-0.6951391769513744,1.7687621670076374,396
EURUSD,Config 1: Ultra-Tight Risk,20,1.6887325026617217,222410.75942655656,22.241075942654046,68.42105263157895,-0.45575582674473086,2.251057824239846,589
EURUSD,Config 1: Ultra-Tight Risk,21,1.7020734411976837,211574.09961409098,21.15740996140789,68.16608996539793,-0.4704230892078927,2.188318905558646,578
EURUSD,Config 1: Ultra-Tight Risk,22,1.052585830830929,83018.12617595962,8.301812617595958,71.8232044198895,-0.41946868944034127,1.9376351562291045,362
EURUSD,Config 1: Ultra-Tight Risk,23,1.509618728408865,167196.86627621634,16.719686627620973,69.43942133815551,-0.6551701500510326,2.0424163476414314,553
EURUSD,Config 1: Ultra-Tight Risk,24,1.5477469244006685,204412.38148296054,20.441238148294623,67.38351254480287,-0.6209204129154526,2.1620819291202187,558
EURUSD,Config 1: Ultra-Tight Risk,25,1.3236306515365388,138595.19841854597,13.85951984185381,68.25726141078839,-0.7043877596296761,1.9594393306546125,482
EURUSD,Config 1: Ultra-Tight Risk,26,1.0243786510051087,84210.86140235972,8.42108614023577,69.42148760330579,-0.7228184894160056,1.8238868321580233,363
EURUSD,Config 1: Ultra-Tight Risk,27,1.2039229097851543,123754.39612141985,12.375439612140902,69.4954128440367,-0.6726035509231425,2.008486061415623,436
EURUSD,Config 1: Ultra-Tight Risk,28,0.9878574346643789,84010.05878254192,8.401005878254072,69.5187165775401,-0.49984242472553114,1.8130045109083874,374
EURUSD,Config 1: Ultra-Tight Risk,29,1.2726501607967886,136672.95635527774,13.667295635527232,70.1492537313433,-0.5445409326850578,2.031157643581064,469
EURUSD,Config 1: Ultra-Tight Risk,30,1.8118572814303158,314894.856772939,31.48948567729301,67.27272727272727,-0.6161741788900547,2.4941747421324374,660
EURUSD,Config 1: Ultra-Tight Risk,31,1.2004402359314883,118943.00877000233,11.894300876999669,70.8029197080292,-0.5652566092995753,2.0567346543651146,411
EURUSD,Config 1: Ultra-Tight Risk,32,1.6399321792248918,160636.65765016773,16.06366576501592,72.48908296943232,-0.31669139485645287,2.4070582597656536,458
EURUSD,Config 1: Ultra-Tight Risk,33,1.3452496866971135,140757.5981981528,14.075759819814493,68.46473029045643,-0.7049328621040456,1.9759239479418806,482
EURUSD,Config 1: Ultra-Tight Risk,34,1.3258672887976433,141893.295712491,14.189329571247939,68.43267108167771,-0.5998259282216772,2.0659674898812486,453
EURUSD,Config 1: Ultra-Tight Risk,35,1.1849419523777043,124552.38302722499,12.455238302721595,67.21649484536083,-0.5084556587786204,1.8189087515619475,485
EURUSD,Config 1: Ultra-Tight Risk,36,1.4589866471300454,160340.9289698839,16.03409289698759,69.50998185117967,-0.6673728316096893,2.000948088962885,551
EURUSD,Config 1: Ultra-Tight Risk,37,1.7330587952537875,207368.22202234456,20.736822202233387,69.45898778359512,-0.6482354610907668,2.2503209687728165,573
EURUSD,Config 1: Ultra-Tight Risk,38,1.057755554308399,76758.7351460259,7.675873514602613,72.77936962750717,-0.42356059763117526,1.9297085392455362,349
EURUSD,Config 1: Ultra-Tight Risk,39,1.4659984306583882,158859.739988024,15.885973998801806,71.63865546218487,-0.3535406571327936,2.334090062948619,476
EURUSD,Config 1: Ultra-Tight Risk,40,1.8797582218783297,327332.03472312115,32.73320347231119,67.62589928057554,-0.602084383636665,2.4850230468576204,695
EURUSD,Config 1: Ultra-Tight Risk,41,1.0753848498246852,101134.2021460131,10.113420214601117,71.46814404432132,-0.6032144924817117,2.0466933641207916,361
EURUSD,Config 1: Ultra-Tight Risk,42,0.9126880757054928,86055.87790195111,8.60558779019504,67.5257731958763,-0.7054503288140586,1.748223824795906,388
EURUSD,Config 1: Ultra-Tight Risk,43,1.4568196234552635,132062.31928001717,13.20623192800153,72.74826789838336,-0.7399231618795071,2.2291644868394442,433
EURUSD,Config 1: Ultra-Tight Risk,44,1.3625755886081115,120317.54319449405,12.031754319448606,71.67070217917676,-0.5167570046068937,2.1570948421163547,413
EURUSD,Config 1: Ultra-Tight Risk,45,1.6360247490634845,196446.51506152537,19.644651506151583,70.71823204419888,-0.49640378895526427,2.2948825222000284,543
EURUSD,Config 1: Ultra-Tight Risk,46,1.3242321278077753,116088.93008126096,11.6088930081259,74.04580152671755,-0.5791899551778701,2.2482773913271146,393
EURUSD,Config 1: Ultra-Tight Risk,47,1.1923116716075088,117994.52354751459,11.7994523547509,71.11650485436894,-0.5642726374765274,2.053861826051684,412
EURUSD,Config 1: Ultra-Tight Risk,48,1.5734674380599827,164379.95035167312,16.4379950351665,71.1453744493392,-0.6392555658295846,2.3220774603053944,454
EURUSD,Config 1: Ultra-Tight Risk,49,1.416082027392115,152816.23631797783,15.281623631797173,70.97457627118644,-0.453625610628375,2.2597997086423507,472
EURUSD,Config 1: Ultra-Tight Risk,50,0.9845754569973219,65842.28057162324,6.584228057162371,72.34726688102894,-0.43092493351828537,1.9041891361460817,311
EURUSD,Config 2: Scalping,1,1.0967667094123446,73631.39842676723,7.363139842675416,62.88032454361054,-0.4601748598812385,1.8887602544151438,493
EURUSD,Config 2: Scalping,2,1.4752619265330127,139068.17237979025,13.906817237976869,61.83644189383071,-0.4479372973574886,2.1151673508556446,697
EURUSD,Config 2: Scalping,3,1.7129216178747002,144277.54497352033,14.427754497350124,65.02057613168725,-0.29024839372719236,2.2494267901205927,729
EURUSD,Config 2: Scalping,4,1.2808843859687096,112141.77452564919,11.214177452563215,65.46052631578947,-0.464821402082657,2.162493682291504,608
EURUSD,Config 2: Scalping,5,1.514246519338067,120068.00469014912,12.006800469012978,63.74442793462109,-0.4113485038538501,2.094582977246218,673
EURUSD,Config 2: Scalping,6,1.542407542704252,155046.00577429697,15.504600577427727,63.748290013679885,-0.3405108121986303,2.2601601528442057,731
EURUSD,Config 2: Scalping,7,1.5930327937325952,154426.44136244655,15.442644136242336,63.0012936610608,-0.3222684367407103,2.141262812794149,773
EURUSD,Config 2: Scalping,8,1.7484135191654728,204239.2841272106,20.423928412718606,59.81630309988519,-0.35857699672369686,2.22143090359333,871
EURUSD,Config 2: Scalping,9,1.5574463217891263,162276.63089334377,16.227663089332587,62.11096075778079,-0.2985261431136767,2.3207890114883516,739
EURUSD,Config 2: Scalping,10,1.5746530539751393,191949.83472891754,19.19498347288936,60.72727272727273,-0.38813089408378487,2.323638441324128,825
EURUSD,Config 2: Scalping,11,1.5863221977875699,178184.3034993601,17.818430349934218,60.15981735159818,-0.35042763909805175,2.0690769896417973,876
EURUSD,Config 2: Scalping,12,1.3677575232123091,130876.54370222065,13.087654370220122,60.11396011396012,-0.2987876596337237,2.007674366447797,702
EURUSD,Config 2: Scalping,13,1.5040847563745805,181055.876683222,18.105587668319956,59.925093632958806,-0.3532415645800139,2.216410647323409,801
EURUSD,Config 2: Scalping,14,1.202018749681158,89830.67120466668,8.98306712046496,61.50159744408946,-0.4079176839618926,1.8311849380351728,626
EURUSD,Config 2: Scalping,15,1.6039172038970806,166372.38621855207,16.63723862185264,59.79020979020979,-0.332839867948177,2.0315835256879877,858
EURUSD,Config 2: Scalping,16,1.106552303620878,96847.40605180056,9.684740605178336,60.10016694490818,-0.5223121709667286,1.861341547259251,599
EURUSD,Config 2: Scalping,17,1.6351813631613297,185621.28692945727,18.562128692943766,60.564971751412436,-0.3602653187620027,2.1287860284014677,885
EURUSD,Config 2: Scalping,18,1.4493548937920393,132273.87315222117,13.227387315220247,61.212976022567,-0.46917896541450826,2.059389305386826,709
EURUSD,Config 2: Scalping,19,1.393517623536052,125141.50460658049,12.514150460655918,61.86186186186187,-0.323379488000006,2.04464462446485,666
EURUSD,Config 2: Scalping,20,1.13629905562726,89978.19134717208,8.997819134715572,63.18493150684932,-0.30190971928612886,1.9174757357032863,584
EURUSD,Config 2: Scalping,21,2.0952552838596223,324850.3896561039,32.48503896560804,59.84848484848485,-0.2659676395829462,2.680169061995861,1056
EURUSD,Config 2: Scalping,22,1.5110284936946736,154312.94642396123,15.431294642393734,60.02570694087404,-0.3196419978560401,2.0633185979361754,778
EURUSD,Config 2: Scalping,23,1.3822553102300603,122632.93565786156,12.263293565784302,60.431654676258994,-0.47192198056690154,1.98589042958378,695
EURUSD,Config 2: Scalping,24,1.9620619232057384,255148.10850798877,25.514810850796405,60.181451612903224,-0.36916346131142763,2.3712995477089303,992
EURUSD,Config 2: Scalping,25,1.1871181003216853,87979.04227466625,8.797904227464949,61.52597402597403,-0.40793007475096266,1.82576529058158,616
EURUSD,Config 2: Scalping,26,1.584162547828168,171822.64732937329,17.182264732935327,61.16751269035533,-0.4106465182759582,2.2818636929990195,788
EURUSD,Config 2: Scalping,27,1.4459618266694472,149793.95574862085,14.979395574860089,60.302197802197796,-0.3331003793114714,2.1769958435530286,728
EURUSD,Config 2: Scalping,28,1.4493548937920395,132273.87315222117,13.227387315220247,61.212976022567,-0.46917896541450826,2.059389305386826,709
EURUSD,Config 2: Scalping,29,1.3269248562481895,115959.75122192962,11.595975122191314,64.14219474497682,-0.3655321805201855,2.08720097575732,647
EURUSD,Config 2: Scalping,30,1.493277593879802,124324.35560318266,12.432435560316499,64.13373860182371,-0.42280537205907154,2.1443765261485397,658
EURUSD,Config 2: Scalping,31,1.706261055712019,189121.44807145378,18.912144807142834,59.72222222222222,-0.3489840890693044,2.05635737761482,936
EURUSD,Config 2: Scalping,32,1.849874867687556,194795.31744112403,19.47953174411007,62.472647702407,-0.3827070380204248,2.220363800938945,914
EURUSD,Config 2: Scalping,33,1.6458776232787886,151308.8454149002,15.130884541487625,63.020833333333336,-0.3285115174266903,2.1378224709554576,768
EURUSD,Config 2: Scalping,34,1.4831063442517862,142610.16969574688,14.261016969572543,61.49506346967561,-0.44415589625698554,2.1126394710585346,709
