timestamp,action,trade_id,direction,entry_price,current_price,size,reason,sl_level,tp1_level,tp2_level,tp3_level,pips,pnl,cumulative_pnl,remaining_size,confidence,is_relaxed,nti_direction,mb_bias,ic_regime,ic_regime_name,atr,initial_size,total_exited,tp_hits
2025-02-03 00:00:00,ENTRY,5662538592,short,0.6119947611450254,0.6119947611450254,1000000.0,"Signal: NTI=-1.0, MB=-1, IC=Strong Trend",0.6129947611450254,0.6107095721466208,0.6094243831482162,0.6077107978170102,0.0,0.0,0.0,1000000.0,20.52056364590404,False,-1.0,-1,2,Strong Trend,0.18822457863307307,1000000.0,0.0,0
2025-02-03 00:45:00,FINAL_EXIT,5662538592,short,0.6119947611450254,0.611905675261337,0.0,Exit: trailing_stop,0.6129947611450254,0.6107095721466208,0.6094243831482162,0.6077107978170102,0.8908588368838899,89.08588368838899,89.08588368841447,0.0,20.52056364590404,False,0.0,0,0,,0.0,1000000.0,1000000.0,0
2025-02-03 01:30:00,ENTRY,5660603920,short,0.6136560089047679,0.6136560089047679,1000000.0,"Signal: NTI=-1.0, MB=-1, IC=Weak Trend",0.6136986078715001,0.6123673312860679,0.6110786536673679,0.6093604168424346,0.0,0.0,89.08588368841447,1000000.0,22.10580335581431,False,-1.0,-1,1,Weak Trend,0.14719412711021906,1000000.0,0.0,0
2025-02-03 01:45:00,FINAL_EXIT,5660603920,short,0.6136560089047679,0.6138798519660718,0.0,Exit: stop_loss,0.6136986078715001,0.6123673312860679,0.6110786536673679,0.6093604168424346,-2.2384306130385223,-223.84306130385224,-134.75717761542182,0.0,22.10580335581431,False,0.0,0,0,,0.0,1000000.0,1000000.0,0
2025-02-03 02:00:00,ENTRY,5660604880,short,0.6137151289654591,0.6137151289654591,1000000.0,"Signal: NTI=-1.0, MB=-1, IC=Weak Trend",0.6136432178257748,0.6124263271946316,0.6111375254238042,0.6094191230627009,0.0,0.0,-134.75717761542182,1000000.0,24.985494244754687,False,-1.0,-1,1,Weak Trend,0.14283075297324868,1000000.0,0.0,0
2025-02-03 02:15:00,FINAL_EXIT,5660604880,short,0.6137151289654591,0.6137755738204741,0.0,Exit: stop_loss,0.6136432178257748,0.6124263271946316,0.6111375254238042,0.6094191230627009,-0.6044485501499608,-60.44485501499608,-195.20203263044823,0.0,24.985494244754687,False,0.0,0,0,,0.0,1000000.0,1000000.0,0
2025-02-03 02:30:00,ENTRY,5652151824,short,0.6135965646451487,0.6135965646451487,1000000.0,"Signal: NTI=-1.0, MB=-1, IC=Weak Trend",0.6136197969098242,0.6123080118593939,0.6110194590736391,0.6093013886926326,0.0,0.0,-195.20203263044823,1000000.0,54.824198565002625,False,-1.0,-1,1,Weak Trend,0.12942669928752482,1000000.0,0.0,0
2025-02-03 02:45:00,PARTIAL_EXIT,5652151824,short,0.6135965646451487,0.61345,330000.0,Partial Exit (33%),0.6136197969098242,0.6123080118593939,0.6110194590736391,0.6093013886926326,1.465646451486169,48.36633289904357,-146.83569973140465,670000.0,54.824198565002625,False,0.0,0,0,,0.0,1000000.0,330000.0,0
2025-02-03 03:00:00,FINAL_EXIT,5652151824,short,0.6135965646451487,0.6137208605029407,0.0,Exit: stop_loss,0.6136197969098242,0.6123080118593939,0.6110194590736391,0.6093013886926326,-1.242958577920561,-83.27822472067758,-230.11392445198726,0.0,54.824198565002625,False,0.0,0,0,,0.0,1000000.0,1000000.0,0
2025-02-03 03:15:00,ENTRY,5662707952,long,0.6146024231402704,0.6146024231402704,1000000.0,"Signal: NTI=1.0, MB=1, IC=Weak Trend",0.6136024231402704,0.6158930882288649,0.6171837533174594,0.6189046401022522,0.0,0.0,-230.11392445198726,1000000.0,62.502759036816315,False,1.0,1,1,Weak Trend,0.136899285843167,1000000.0,0.0,0
2025-02-03 07:15:00,PARTIAL_EXIT,5662707952,long,0.6146024231402704,0.6155,330000.0,Partial Exit (33%),0.6136024231402704,0.6158930882288649,0.6171837533174594,0.6189046401022522,8.975768597296874,296.2003637107968,66.08643925880955,670000.0,62.502759036816315,False,0.0,0,0,,0.0,1000000.0,330000.0,0
2025-02-03 08:00:00,PARTIAL_EXIT,5662707952,long,0.6146024231402704,0.6158930882288649,221100.0,Partial Exit (33%),0.6136024231402704,0.6158930882288649,0.6171837533174594,0.6189046401022522,12.906650885945448,285.3660510882538,351.45249034702204,448900.0,62.502759036816315,False,0.0,0,0,,0.0,1000000.0,551100.0,0
2025-02-03 08:15:00,PARTIAL_EXIT,5662707952,long,0.6146024231402704,0.6158930882288649,148137.0,Partial Exit (33%),0.6136024231402704,0.6158930882288649,0.6171837533174594,0.6189046401022522,12.906650885945448,191.19525422913006,542.647744576102,300763.0,62.502759036816315,False,0.0,0,0,,0.0,1000000.0,699237.0,0
2025-02-03 08:30:00,PARTIAL_EXIT,5662707952,long,0.6146024231402704,0.6158930882288649,99251.79000000001,Partial Exit (33%),0.6136024231402704,0.6158930882288649,0.6171837533174594,0.6189046401022522,12.906650885945448,128.10082033351716,670.7485649096146,201511.21,62.502759036816315,False,0.0,0,0,,0.0,1000000.0,798488.79,0
2025-02-03 08:45:00,PARTIAL_EXIT,5662707952,long,0.6146024231402704,0.6158930882288649,66498.69930000001,Partial Exit (33%),0.6136024231402704,0.6158930882288649,0.6171837533174594,0.6189046401022522,12.906650885945448,85.82754962345649,756.576114533018,135012.51069999998,62.502759036816315,False,0.0,0,0,,0.0,1000000.0,864987.4893,0
