trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_pnl_total,final_exit_pips,pnl_per_million,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl
1,2012-09-27 23:30:00,1.046108,long,1.000000,41.474366,False,Standard (NTI+MB+IC),1.045608,5.000000,1.047049,1.047991,1.049246,2012-09-28 01:00:00,1.046088,trailing_stop,0,1.500000,331.308971,TP0,0.700000,337.439791,337.439791,-0.204361,331.308971,,,,,,
2,2012-09-28 06:45:00,1.042490,short,1.000000,32.785011,False,Standard (NTI+MB+IC),1.042990,5.000000,1.041552,1.040613,1.039362,2012-09-28 07:15:00,1.043002,stop_loss,0,0.500000,-512.712714,,,,,-5.127127,-512.712714,,,,,,
3,2012-09-28 07:30:00,1.043328,short,1.000000,39.649215,False,Standard (NTI+MB+IC),1.043828,5.000000,1.042389,1.041450,1.040198,2012-11-05 23:30:00,1.016894,trailing_stop,0,928.000000,476.314494,TP0,0.700000,194.615928,349.860007,264.341150,476.314494,TP0,0.099000,92.960527,TP0,0.066330,62.283553
4,2012-11-05 23:45:00,1.042756,long,1.000000,53.217216,False,Standard (NTI+MB+IC),1.042256,5.000000,1.043694,1.044633,1.045884,2012-11-06 00:00:00,1.042061,stop_loss,0,0.250000,-694.161786,,,,,-6.941618,-694.161786,,,,,,
5,2012-11-06 00:15:00,1.043215,long,1.000000,51.772193,False,Standard (NTI+MB+IC),1.042715,5.000000,1.044153,1.045092,1.046344,2012-11-06 00:45:00,1.042613,stop_loss,0,0.500000,-57.570314,TP0,0.700000,122.796668,122.796668,-6.012233,-57.570314,,,,,,
6,2012-11-06 01:00:00,1.042607,long,1.000000,47.789901,False,Standard (NTI+MB+IC),1.042107,5.000000,1.043546,1.044484,1.045735,2012-11-06 02:00:00,1.042056,stop_loss,0,1.000000,-44.356548,TP0,0.700000,120.985756,120.985756,-5.511410,-44.356548,,,,,,
7,2012-11-06 02:15:00,1.042097,long,1.000000,35.308801,False,Standard (NTI+MB+IC),1.041597,5.000000,1.043035,1.043972,1.045223,2012-11-06 03:15:00,1.042106,trailing_stop,0,1.000000,257.159910,TP0,0.700000,254.329931,254.329931,0.094333,257.159910,,,,,,
8,2012-11-06 03:30:00,1.042594,long,1.000000,11.276468,False,Standard (NTI+MB+IC),1.042094,5.000000,1.043532,1.044471,1.045722,2012-11-06 03:45:00,1.042075,stop_loss,0,0.250000,-518.611895,,,,,-5.186119,-518.611895,,,,,,
9,2012-11-06 04:15:00,1.042522,long,1.000000,17.150433,False,Standard (NTI+MB+IC),1.042022,5.000000,1.043460,1.044399,1.045650,2012-11-06 10:45:00,1.042550,trailing_stop,0,6.500000,713.806306,TP0,0.700000,432.460720,587.584896,0.281408,713.806306,TP0,0.099000,92.888728,TP0,0.066330,62.235448
10,2012-11-06 20:15:00,1.041422,short,1.000000,53.418510,False,Standard (NTI+MB+IC),1.041922,5.000000,1.040485,1.039548,1.038298,2012-11-06 21:00:00,1.041417,trailing_stop,0,0.750000,199.091841,TP0,0.700000,197.506035,197.506035,0.052860,199.091841,,,,,,
