trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,final_exit_pips,pnl_per_million,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_pnl_total,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl
47,2021-03-18 08:15:00,0.776497,short,1.000000,44.858331,False,Standard (NTI+MB+IC),0.777497,10.000000,0.775332,0.774167,0.772614,2021-03-18 08:30:00,0.777683,stop_loss,0,0.250000,-1186.686909,-11.866869,-1186.686909,,,,,,,,,,
48,2021-03-18 08:45:00,0.777435,short,1.000000,46.903132,False,Standard (NTI+MB+IC),0.778435,10.000000,0.776269,0.775102,0.773548,2021-03-18 10:15:00,0.778537,stop_loss,0,1.500000,-1101.941671,-11.019417,-1101.941671,,,,,,,,,,
49,2021-03-18 14:30:00,0.775365,short,1.000000,39.175085,False,Standard (NTI+MB+IC),0.776365,10.000000,0.774202,0.773039,0.771488,2021-03-18 23:30:00,0.775064,trailing_stop,0,9.000000,1267.945936,3.005586,1267.945936,TP0,0.500000,687.483529,TP0,0.165000,191.902829,1007.961254,TP0,0.110550,128.574896
50,2021-03-19 08:45:00,0.772641,short,1.000000,45.705791,False,Standard (NTI+MB+IC),0.773641,10.000000,0.771482,0.770323,0.768778,2021-03-19 09:15:00,0.773692,stop_loss,0,0.500000,-1051.451521,-10.514515,-1051.451521,,,,,,,,,,
51,2021-03-19 10:00:00,0.774120,short,1.000000,33.679434,False,Standard (NTI+MB+IC),0.775120,10.000000,0.772959,0.771798,0.770250,2021-03-19 11:45:00,0.775308,stop_loss,0,1.750000,-1187.888894,-11.878889,-1187.888894,,,,,,,,,,
52,2021-03-21 16:00:00,0.771137,short,1.000000,24.727445,False,Standard (NTI+MB+IC),0.772137,10.000000,0.769981,0.768824,0.767282,2021-03-21 17:00:00,0.772335,stop_loss,0,1.000000,-1197.686940,-11.976869,-1197.686940,,,,,,,,,,
53,2021-03-21 17:15:00,0.772339,short,1.000000,37.251475,False,Standard (NTI+MB+IC),0.773339,10.000000,0.771180,0.770022,0.768477,2021-03-21 22:00:00,0.772312,trailing_stop,0,4.750000,848.355237,0.268172,848.355237,TP0,0.500000,439.286640,TP0,0.165000,191.153797,758.513481,TP0,0.110550,128.073044
54,2021-03-22 20:15:00,0.772797,short,1.000000,40.184699,False,Standard (NTI+MB+IC),0.773797,10.000000,0.771638,0.770479,0.768933,2021-04-14 11:00:00,0.756032,trailing_stop,0,542.750000,858.061117,167.645647,858.061117,TP0,0.500000,278.463422,TP0,0.165000,191.267239,597.879712,TP0,0.110550,128.149050
55,2021-04-14 11:15:00,0.772681,long,1.000000,56.276498,False,Standard (NTI+MB+IC),0.771681,10.000000,0.773840,0.774999,0.776544,2021-04-14 12:00:00,0.772690,trailing_stop,0,0.750000,8.995275,0.089953,8.995275,,,,,,,,,,
56,2021-04-14 12:15:00,0.772755,long,1.000000,66.777675,False,Standard (NTI+MB+IC),0.771755,10.000000,0.773914,0.775073,0.776619,2021-04-14 13:45:00,0.772836,trailing_stop,0,1.500000,372.668530,0.805679,372.668530,TP0,0.500000,332.384601,,,,332.384601,,,
57,2021-04-14 14:00:00,0.772485,long,1.000000,25.349742,False,Standard (NTI+MB+IC),0.771485,10.000000,0.773644,0.774803,0.776348,2021-04-14 16:00:00,0.772518,trailing_stop,0,2.000000,33.362721,0.333627,33.362721,,,,,,,,,,
58,2021-04-14 21:00:00,0.773871,long,1.000000,41.396931,False,Standard (NTI+MB+IC),0.772871,10.000000,0.775031,0.776192,0.777740,2021-04-14 21:30:00,0.772795,stop_loss,0,0.500000,-1075.673337,-10.756733,-1075.673337,,,,,,,,,,
59,2021-04-14 23:30:00,0.770872,long,1.000000,21.094694,False,Standard (NTI+MB+IC),0.771565,6.934341,0.772028,0.773184,0.774726,2021-04-15 00:45:00,0.770876,trailing_stop,0,1.250000,4.192062,0.041921,4.192062,,,,,,,,,,
60,2021-04-15 01:00:00,0.771191,short,1.000000,51.367621,False,Standard (NTI+MB+IC),0.772180,9.888202,0.770035,0.768878,0.767336,2021-04-15 02:30:00,0.772222,stop_loss,0,1.500000,-1030.642955,-10.306430,-1030.642955,,,,,,,,,,
61,2021-04-15 02:45:00,0.772621,short,1.000000,45.247118,False,Standard (NTI+MB+IC),0.772105,5.164642,0.771462,0.770303,0.768758,2021-04-15 03:00:00,0.772217,stop_loss,0,0.250000,403.938630,4.039386,403.938630,,,,,,,,,,
62,2021-04-15 03:15:00,0.774667,long,1.000000,52.977341,False,Standard (NTI+MB+IC),0.773667,10.000000,0.775829,0.776991,0.778540,2021-04-15 04:15:00,0.774688,trailing_stop,0,1.000000,276.810779,0.206596,276.810779,TP0,0.500000,266.480971,,,,266.480971,,,
63,2021-04-15 04:30:00,0.775664,long,1.000000,64.836717,False,Standard (NTI+MB+IC),0.774664,10.000000,0.776827,0.777991,0.779542,2021-04-15 06:30:00,0.774641,stop_loss,0,2.000000,-1023.294547,-10.232945,-1023.294547,,,,,,,,,,
64,2021-04-15 06:45:00,0.774008,long,1.000000,20.058760,False,Standard (NTI+MB+IC),0.773008,10.000000,0.775169,0.776330,0.777878,2021-04-15 13:00:00,0.774023,trailing_stop,0,6.250000,940.917585,0.146193,940.917585,TP0,0.500000,370.859818,TP0,0.165000,191.567049,690.776790,TP0,0.110550,128.349923
