trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,final_exit_pips,pnl_per_million,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_pnl_total,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl
1,2013-09-18 05:15:00,0.935733,long,1.000000,50.915344,False,Standard (NTI+MB+IC),0.935233,5.000000,0.936575,0.937417,0.938540,2013-09-18 06:15:00,0.935175,stop_loss,0,1.000000,-557.414993,-5.574150,-557.414993,,,,,,,,,,
2,2013-09-18 06:30:00,0.935562,long,0.500000,29.017067,True,Relaxed (NTI only),0.935062,5.000000,0.936124,0.936685,0.937386,2013-09-18 07:15:00,0.934883,stop_loss,0,0.750000,-339.486289,-6.789726,-678.972578,,,,,,,,,,
3,2013-09-18 07:30:00,0.935000,long,0.500000,13.582930,True,Relaxed (NTI only),0.934925,0.756814,0.935561,0.936122,0.936754,2013-09-18 07:45:00,0.934747,stop_loss,0,0.250000,-126.487224,-2.529744,-252.974448,,,,,,,,,,
4,2013-09-18 08:00:00,0.934875,long,0.500000,30.004281,True,Relaxed (NTI only),0.934922,0.471808,0.935427,0.935980,0.936533,2013-09-18 08:15:00,0.935019,signal_flip,0,0.250000,62.045811,1.446341,124.091622,TP0,0.350000,40.350700,40.350700,,,,,,
5,2013-09-18 08:30:00,0.934739,short,0.500000,29.049323,True,Relaxed (NTI only),0.935239,5.000000,0.934178,0.933617,0.932869,2013-09-18 12:15:00,0.935358,stop_loss,0,3.750000,135.398250,-6.191300,270.796500,TP0,0.350000,104.505619,150.867718,TP0,0.049500,27.761736,TP0,0.033165,18.600363
6,2013-09-18 12:30:00,0.936109,short,0.500000,24.658776,True,Relaxed (NTI only),0.935364,7.455285,0.935547,0.934986,0.934237,2013-09-18 12:45:00,0.935370,stop_loss,0,0.250000,369.600110,7.392002,739.200221,,,,,,,,,,
7,2013-09-18 13:00:00,0.936800,long,0.500000,31.017829,True,Relaxed (NTI only),0.936300,5.000000,0.937362,0.937924,0.938674,2013-09-24 23:45:00,0.950788,trailing_stop,0,154.750000,164.815115,139.881028,329.630230,TP0,0.350000,80.503116,126.967459,TP0,0.049500,27.822960,TP0,0.033165,18.641383
8,2013-09-25 00:00:00,0.936991,short,1.000000,44.063687,False,Standard (NTI+MB+IC),0.937491,5.000000,0.936148,0.935304,0.934180,2013-09-25 00:45:00,0.937569,stop_loss,0,0.750000,-578.263954,-5.782640,-578.263954,,,,,,,,,,
9,2013-09-25 01:00:00,0.937322,short,1.000000,36.718120,False,Standard (NTI+MB+IC),0.937822,5.000000,0.936479,0.935635,0.934510,2013-09-25 01:45:00,0.937845,stop_loss,0,0.750000,-522.387455,-5.223875,-522.387455,,,,,,,,,,
10,2013-09-25 02:00:00,0.937155,short,0.500000,14.406940,True,Relaxed (NTI only),0.937655,5.000000,0.936593,0.936030,0.935375,2013-09-25 11:15:00,0.935522,trailing_stop,0,9.250000,495.566228,16.327377,991.132455,TP0,0.350000,411.222153,457.704100,TP0,0.049500,27.833501,TP0,0.033165,18.648446
