trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl,partial_pnl_total,final_exit_pips,pnl_per_million
1,2011-05-26 21:15:00,1.065328,long,1.000000,25.764166,False,Standard (NTI+MB+IC),1.064828,5.000000,1.066287,1.067246,1.068524,2011-05-31 07:15:00,1.073426,trailing_stop,0,106.000000,407.902784,PPT,0.700000,120.264172,PPT,0.099000,94.920742,PPT,0.066330,63.596897,278.781811,80.977952,407.902784
2,2011-05-31 07:30:00,1.065371,short,1.000000,53.779130,False,Standard (NTI+MB+IC),1.065871,5.000000,1.064412,1.063453,1.062175,2011-05-31 08:15:00,1.065128,trailing_stop,0,0.750000,940.908427,PPT,0.700000,749.699585,PPT,0.099000,94.924556,PPT,0.066330,63.599453,908.223594,2.427032,940.908427
3,2011-05-31 08:30:00,1.064992,short,1.000000,52.874603,False,Standard (NTI+MB+IC),1.065492,5.000000,1.064034,1.063075,1.061797,2011-05-31 09:00:00,1.064974,trailing_stop,0,0.500000,280.128473,PPT,0.700000,274.683916,,,,,,,274.683916,0.181485,280.128473
4,2011-05-31 09:15:00,1.067693,short,1.000000,20.774081,False,Standard (NTI+MB+IC),1.068193,5.000000,1.066732,1.065771,1.064490,2011-05-31 15:45:00,1.066763,trailing_stop,0,6.500000,633.545684,PPT,0.700000,345.269125,PPT,0.099000,95.131468,PPT,0.066330,63.738083,504.138677,9.302584,633.545684
5,2011-05-31 19:15:00,1.069140,long,1.000000,38.048651,False,Standard (NTI+MB+IC),1.068640,5.000000,1.070102,1.071065,1.072348,2011-05-31 19:30:00,1.068490,stop_loss,0,0.250000,-650.730234,,,,,,,,,,,-6.507302,-650.730234
6,2011-05-31 19:45:00,1.068538,long,1.000000,36.261317,False,Standard (NTI+MB+IC),1.068038,5.000000,1.069500,1.070461,1.071744,2011-05-31 20:00:00,1.067902,stop_loss,0,0.250000,-636.236068,,,,,,,,,,,-6.362361,-636.236068
7,2011-05-31 22:00:00,1.073131,long,1.000000,40.395549,False,Standard (NTI+MB+IC),1.072631,5.000000,1.074096,1.075062,1.076350,2011-05-31 23:00:00,1.072585,stop_loss,0,1.000000,-545.621462,,,,,,,,,,,-5.456215,-545.621462
8,2011-05-31 23:15:00,1.073406,long,1.000000,49.658551,False,Standard (NTI+MB+IC),1.072906,5.000000,1.074372,1.075338,1.076626,2011-06-01 02:30:00,1.073444,trailing_stop,0,3.250000,560.757989,PPT,0.700000,276.012029,PPT,0.099000,95.640448,PPT,0.066330,64.079100,435.731576,0.382850,560.757989
9,2011-06-01 02:45:00,1.074122,long,1.000000,17.687274,False,Standard (NTI+MB+IC),1.073622,5.000000,1.075089,1.076056,1.077344,2011-06-01 03:45:00,1.074079,trailing_stop,0,1.000000,348.548515,PPT,0.700000,194.512963,PPT,0.099000,95.704281,PPT,0.066330,64.121868,354.339113,-0.429984,348.548515
10,2011-06-01 04:45:00,1.071723,long,1.000000,14.178970,False,Standard (NTI+MB+IC),1.071223,5.000000,1.072687,1.073652,1.074938,2011-06-01 10:00:00,1.072932,trailing_stop,0,5.250000,973.583759,PPT,0.700000,684.194260,PPT,0.099000,95.490482,PPT,0.066330,63.978623,843.663365,12.093513,973.583759
