trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_pnl_total,final_exit_pips,pnl_per_million,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl
1,2015-11-10 10:00:00,0.702781,short,1.000000,46.394721,False,Standard (NTI+MB+IC),0.703781,10.000000,0.701727,0.700673,0.699267,2015-11-10 18:30:00,0.703797,stop_loss,1,8.500000,467.822138,PPT,0.500000,285.669707,TP1,0.333333,351.390670,637.060376,-10.154294,467.822138,,,
2,2015-11-10 20:15:00,0.705531,long,1.000000,47.744588,False,Standard (NTI+MB+IC),0.704531,10.000000,0.706590,0.707648,0.709059,2015-11-10 22:45:00,0.707648,take_profit_2,2,2.500000,1094.875554,PPT,0.500000,389.344242,TP1,0.333333,352.765656,1094.875554,21.165939,1094.875554,TP2,0.166667,352.765656
3,2015-11-10 23:00:00,0.706996,long,1.000000,63.989444,False,Standard (NTI+MB+IC),0.705996,10.000000,0.708057,0.709117,0.710531,2015-11-11 01:15:00,0.705995,stop_loss,0,2.250000,-1001.750592,,,,,,,,-10.017506,-1001.750592,,,
4,2015-11-11 01:30:00,0.706316,long,1.000000,38.455158,False,Standard (NTI+MB+IC),0.705316,10.000000,0.707375,0.708435,0.709847,2015-11-11 06:00:00,0.705230,stop_loss,0,4.500000,-1085.942205,,,,,,,,-10.859422,-1085.942205,,,
5,2015-11-11 19:30:00,0.713828,long,1.000000,29.976350,False,Standard (NTI+MB+IC),0.712828,10.000000,0.714899,0.715970,0.717397,2015-11-12 07:45:00,0.712693,stop_loss,1,12.250000,463.693401,PPT,0.500000,295.912962,TP1,0.333333,356.914087,652.827050,-11.348019,463.693401,,,
6,2015-11-12 08:30:00,0.710739,long,1.000000,43.342753,False,Standard (NTI+MB+IC),0.712178,14.388419,0.711805,0.712871,0.714292,2015-11-12 08:45:00,0.712086,stop_loss,0,0.250000,1347.748873,,,,,,,,13.477489,1347.748873,,,
7,2015-11-12 09:00:00,0.708818,short,1.000000,53.591347,False,Standard (NTI+MB+IC),0.709818,10.000000,0.707755,0.706692,0.705274,2015-11-12 09:30:00,0.709821,stop_loss,0,0.500000,-1003.376617,,,,,,,,-10.033766,-1003.376617,,,
8,2015-11-13 09:45:00,0.711760,short,1.000000,15.692369,False,Standard (NTI+MB+IC),0.712760,10.000000,0.710692,0.709625,0.708201,2015-11-13 14:45:00,0.712802,stop_loss,1,5.000000,512.131474,PPT,0.500000,329.912505,TP1,0.333333,355.879913,685.792417,-10.419657,512.131474,,,
9,2015-11-16 03:00:00,0.712651,long,1.000000,41.519187,False,Standard (NTI+MB+IC),0.711651,10.000000,0.713720,0.714789,0.716214,2015-11-16 05:15:00,0.711510,stop_loss,0,2.250000,-1140.930525,,,,,,,,-11.409305,-1140.930525,,,
10,2015-11-16 06:15:00,0.711109,short,1.000000,40.419109,False,Standard (NTI+MB+IC),0.712092,9.830736,0.710043,0.708976,0.707554,2015-11-16 09:15:00,0.708976,take_profit_2,2,3.000000,1055.708688,PPT,0.500000,344.599489,TP1,0.333333,355.554599,1055.708688,21.333276,1055.708688,TP2,0.166667,355.554599
11,2015-11-16 09:30:00,0.709038,short,1.000000,52.479721,False,Standard (NTI+MB+IC),0.710038,10.000000,0.707975,0.706911,0.705493,2015-11-16 19:30:00,0.710213,stop_loss,0,10.000000,-283.127314,PPT,0.500000,304.238505,,,,304.238505,-11.747316,-283.127314,,,
12,2015-11-17 05:30:00,0.711588,long,1.000000,45.798129,False,Standard (NTI+MB+IC),0.710588,10.000000,0.712656,0.713723,0.715146,2015-11-17 10:00:00,0.713723,take_profit_2,2,4.500000,1027.495191,PPT,0.500000,315.907005,TP1,0.333333,355.794093,1027.495191,21.347646,1027.495191,TP2,0.166667,355.794093
13,2015-11-17 10:15:00,0.712731,long,1.000000,33.376127,False,Standard (NTI+MB+IC),0.711731,10.000000,0.713801,0.714870,0.716295,2015-11-17 11:00:00,0.711592,stop_loss,0,0.750000,-1139.686816,,,,,,,,-11.396868,-1139.686816,,,
14,2015-11-17 21:00:00,0.710182,short,1.000000,47.956430,False,Standard (NTI+MB+IC),0.711182,10.000000,0.709116,0.708051,0.706631,2015-11-18 04:15:00,0.711284,stop_loss,1,7.250000,462.137922,PPT,0.500000,290.750589,TP1,0.333333,355.090751,645.841340,-11.022205,462.137922,,,
15,2015-11-18 04:30:00,0.711744,long,1.000000,32.810848,False,Standard (NTI+MB+IC),0.710744,10.000000,0.712812,0.713880,0.715303,2015-11-18 05:30:00,0.710644,stop_loss,0,1.000000,-1100.876756,,,,,,,,-11.008768,-1100.876756,,,
16,2015-11-18 11:30:00,0.707679,short,1.000000,43.537513,False,Standard (NTI+MB+IC),0.708679,10.000000,0.706618,0.705556,0.704141,2015-11-18 14:00:00,0.708696,stop_loss,0,2.500000,-1016.580477,,,,,,,,-10.165805,-1016.580477,,,
17,2015-11-18 14:15:00,0.708924,short,1.000000,16.651515,False,Standard (NTI+MB+IC),0.709894,9.692040,0.707861,0.706798,0.705380,2015-11-18 15:00:00,0.710086,stop_loss,0,0.750000,-1161.301686,,,,,,,,-11.613017,-1161.301686,,,
18,2015-11-18 15:15:00,0.710762,short,1.000000,23.228110,False,Standard (NTI+MB+IC),0.709816,9.459788,0.709696,0.708630,0.707209,2015-11-18 15:30:00,0.709836,stop_loss,0,0.250000,926.336226,,,,,,,,9.263362,926.336226,,,
19,2015-11-18 16:15:00,0.710947,long,1.000000,57.355730,False,Standard (NTI+MB+IC),0.709947,10.000000,0.712013,0.713080,0.714502,2015-11-18 19:15:00,0.713080,take_profit_2,2,3.000000,962.458006,PPT,0.500000,251.511028,TP1,0.333333,355.473489,962.458006,21.328409,962.458006,TP2,0.166667,355.473489
20,2015-11-18 19:30:00,0.712864,long,1.000000,59.299923,False,Standard (NTI+MB+IC),0.711864,10.000000,0.713934,0.715003,0.716429,2015-11-18 20:00:00,0.715003,take_profit_2,2,0.500000,1150.719714,PPT,0.500000,437.855425,TP1,0.333333,356.432145,1150.719714,21.385929,1150.719714,TP2,0.166667,356.432145
21,2015-11-18 20:15:00,0.714580,long,1.000000,66.008368,False,Standard (NTI+MB+IC),0.713580,10.000000,0.715652,0.716724,0.718153,2015-11-18 20:45:00,0.716724,take_profit_2,2,0.500000,1259.687139,PPT,0.500000,545.107354,TP1,0.333333,357.289893,1259.687139,21.437394,1259.687139,TP2,0.166667,357.289893
22,2015-11-18 21:00:00,0.715930,long,1.000000,73.813106,False,Standard (NTI+MB+IC),0.714930,10.000000,0.717003,0.718077,0.719509,2015-11-19 01:15:00,0.715988,trailing_stop,1,4.250000,617.889949,PPT,0.500000,250.232349,TP1,0.333333,357.964768,608.197117,0.581570,617.889949,,,
23,2015-11-19 01:30:00,0.716161,long,1.000000,44.642970,False,Standard (NTI+MB+IC),0.715161,10.000000,0.717235,0.718309,0.719742,2015-11-19 07:30:00,0.716199,trailing_stop,1,6.000000,633.987620,PPT,0.500000,269.523759,TP1,0.333333,358.080476,627.604236,0.383003,633.987620,,,
24,2015-11-19 08:30:00,0.715764,long,1.000000,18.086491,False,Standard (NTI+MB+IC),0.715292,4.716367,0.716837,0.717911,0.719343,2015-11-19 10:00:00,0.717911,take_profit_2,2,1.500000,893.877223,PPT,0.500000,178.113450,TP1,0.333333,357.881887,893.877223,21.472913,893.877223,TP2,0.166667,357.881887
25,2015-11-19 10:15:00,0.718971,long,1.000000,42.592530,False,Standard (NTI+MB+IC),0.717971,10.000000,0.720050,0.721128,0.722566,2015-11-19 11:30:00,0.721128,take_profit_2,2,1.250000,1038.392948,PPT,0.500000,319.421791,TP1,0.333333,359.485578,1038.392948,21.569135,1038.392948,TP2,0.166667,359.485578
26,2015-11-19 11:45:00,0.720797,long,1.000000,61.327769,False,Standard (NTI+MB+IC),0.719797,10.000000,0.721879,0.722960,0.724401,2015-11-19 12:45:00,0.719779,stop_loss,0,1.000000,-1018.375186,,,,,,,,-10.183752,-1018.375186,,,
27,2015-11-19 13:00:00,0.719289,long,1.000000,42.594723,False,Standard (NTI+MB+IC),0.718289,10.000000,0.720368,0.721447,0.722886,2015-11-20 04:15:00,0.721447,take_profit_2,2,15.250000,1244.717059,PPT,0.500000,525.427915,TP1,0.333333,359.644572,1244.717059,21.578674,1244.717059,TP2,0.166667,359.644572
28,2015-11-20 06:00:00,0.721722,long,1.000000,41.315395,False,Standard (NTI+MB+IC),0.720722,10.000000,0.722805,0.723887,0.725331,2015-11-20 07:15:00,0.720560,stop_loss,0,1.250000,-1162.241742,,,,,,,,-11.622417,-1162.241742,,,
29,2015-11-20 09:00:00,0.724047,long,1.000000,39.279592,False,Standard (NTI+MB+IC),0.723047,10.000000,0.725133,0.726219,0.727667,2015-11-20 11:15:00,0.722965,stop_loss,0,2.250000,-159.320881,PPT,0.500000,381.665868,,,,381.665868,-10.819735,-159.320881,,,
30,2015-11-22 19:45:00,0.721229,short,1.000000,51.783289,False,Standard (NTI+MB+IC),0.722229,10.000000,0.720148,0.719066,0.717623,2015-11-22 20:45:00,0.719066,take_profit_2,2,1.000000,1020.939261,PPT,0.500000,299.709841,TP1,0.333333,360.614710,1020.939261,21.636883,1020.939261,TP2,0.166667,360.614710
31,2015-11-22 21:00:00,0.717806,short,1.000000,72.237764,False,Standard (NTI+MB+IC),0.718806,10.000000,0.716729,0.715652,0.714217,2015-11-23 07:00:00,0.718879,stop_loss,1,10.000000,762.854737,PPT,0.500000,582.811924,TP1,0.333333,358.902812,941.714736,-10.731600,762.854737,,,
32,2015-11-23 07:15:00,0.720181,short,1.000000,12.632891,False,Standard (NTI+MB+IC),0.719126,10.550820,0.719101,0.718021,0.716580,2015-11-23 07:30:00,0.719227,stop_loss,0,0.250000,792.639135,PPT,0.500000,315.601264,,,,315.601264,9.540757,792.639135,,,
33,2015-11-23 21:30:00,0.719596,long,1.000000,44.431978,False,Standard (NTI+MB+IC),0.718806,7.896845,0.720675,0.721755,0.723194,2015-11-24 03:15:00,0.721755,take_profit_2,2,5.750000,971.599366,PPT,0.500000,252.003373,TP1,0.333333,359.797997,971.599366,21.587880,971.599366,TP2,0.166667,359.797997
34,2015-11-24 03:30:00,0.721696,long,1.000000,38.728326,False,Standard (NTI+MB+IC),0.720696,10.000000,0.722778,0.723861,0.725304,2015-11-24 03:45:00,0.720499,stop_loss,0,0.250000,-1196.460599,,,,,,,,-11.964606,-1196.460599,,,
