iteration,total_return,total_trades,win_rate,profit_factor,sharpe_ratio,sortino_ratio,max_drawdown,avg_trade,avg_win,avg_loss,best_trade,worst_trade,recovery_factor,win_loss_ratio,expectancy,sqn,trades_per_day,start_date,end_date,timestamp,config,currency
79,-4.675716,484,33.884298,0.738428,-4.843698,-6.759966,5.179218,-96.605703,804.862313,-558.608061,2164.008973,-1432.230035,0.902784,1.440835,-96.605703,-2.877721,4.136752,2019-05-01 16:00:00,2019-08-27 11:45:00,20250618_163629,Config 2: Scalping Strategy,GBPUSD
80,-2.330032,896,41.294643,0.923480,-1.306686,-1.797826,7.317062,-26.004818,759.997021,-578.895845,1990.907821,-699.857009,0.318438,1.312839,-26.004818,-1.056105,7.658120,2022-07-01 12:15:00,2022-10-26 20:15:00,20250618_163629,Config 2: Scalping Strategy,GBPUSD
81,-7.615771,467,30.835118,0.579505,-7.573036,-9.859882,7.908222,-163.078610,728.867368,-560.726352,2116.691705,-858.531976,0.963019,1.299863,-163.078610,-5.103104,4.060870,2024-01-15 12:45:00,2024-05-09 22:30:00,20250618_163629,Config 2: Scalping Strategy,GBPUSD
82,-0.175991,775,39.225806,0.993529,0.052872,0.120701,5.155717,-2.270846,888.858279,-577.436990,3364.074862,-697.402985,0.034135,1.539316,-2.270846,-0.077456,6.623932,2020-01-30 14:15:00,2020-05-26 23:00:00,20250618_163629,Config 2: Scalping Strategy,GBPUSD
83,-5.318406,467,33.190578,0.696016,-5.530722,-7.579137,5.680747,-113.884488,785.630856,-560.759097,2282.286402,-697.117082,0.936216,1.401013,-113.884488,-3.362333,3.991453,2021-07-28 13:00:00,2021-11-22 20:45:00,20250618_163629,Config 2: Scalping Strategy,GBPUSD
84,-7.510730,599,30.383973,0.685036,-5.314321,-7.875195,8.073030,-125.387809,897.560460,-571.854440,3849.761928,-2379.000878,0.930348,1.569561,-125.387809,-3.937677,4.309353,2023-05-12 05:00:00,2023-09-29 02:30:00,20250618_163629,Config 2: Scalping Strategy,GBPUSD
85,-9.727428,734,33.651226,0.655221,-7.384247,-9.274863,10.793605,-132.526264,748.422998,-579.332152,2495.494412,-697.949911,0.901221,1.291872,-132.526264,-5.104194,6.273504,2020-03-26 17:00:00,2020-07-22 03:00:00,20250618_163629,Config 2: Scalping Strategy,GBPUSD
86,-3.401878,701,39.087019,0.862294,-2.624344,-4.020644,4.266208,-48.528928,777.446837,-578.546164,2154.287095,-699.004217,0.797401,1.343794,-48.528928,-1.765545,6.095652,2022-04-04 22:00:00,2022-07-29 05:45:00,20250618_163629,Config 2: Scalping Strategy,GBPUSD
87,-7.368319,672,34.226190,0.707857,-5.786233,-8.002454,7.579781,-109.647597,776.229476,-570.624355,3567.390622,-699.858782,0.972102,1.360316,-109.647597,-3.850399,5.743590,2018-08-23 07:30:00,2018-12-18 15:15:00,20250618_163629,Config 2: Scalping Strategy,GBPUSD
88,-5.743409,852,38.028169,0.812103,-3.592584,-5.243431,8.595335,-67.410903,766.152649,-578.915809,2049.848226,-699.803457,0.668201,1.323427,-67.410903,-2.710622,7.408696,2022-06-07 05:45:00,2022-09-30 13:45:00,20250618_163629,Config 2: Scalping Strategy,GBPUSD
89,-6.744711,557,35.008977,0.673941,-5.560057,-7.850662,7.161122,-121.089956,714.914256,-571.423717,4850.178989,-1338.621532,0.941851,1.251111,-121.089956,-4.049307,4.843478,2025-01-27 18:30:00,2025-05-23 03:15:00,20250618_163629,Config 2: Scalping Strategy,GBPUSD
90,-3.539483,513,35.867446,0.808663,-3.655938,-6.052217,3.814668,-68.995774,813.001872,-562.271053,2096.929637,-1439.431784,0.927861,1.445925,-68.995774,-2.093462,4.460870,2019-06-02 19:30:00,2019-09-26 03:15:00,20250618_163629,Config 2: Scalping Strategy,GBPUSD
