iteration,total_return,total_trades,win_rate,profit_factor,sharpe_ratio,sortino_ratio,max_drawdown,avg_trade,avg_win,avg_loss,best_trade,worst_trade,recovery_factor,win_loss_ratio,expectancy,sqn,trades_per_day,start_date,end_date,timestamp,config,currency
91,-5.895031,779,35.815148,0.793793,-4.437509,-6.555075,8.173902,-75.674340,813.365530,-571.758588,2246.456848,-698.628265,0.721202,1.422568,-75.674340,-2.842348,6.546218,2020-09-06 21:45:00,2021-01-04 15:30:00,20250618_163629,Config 2: Scalping Strategy,GBPUSD
92,-11.272371,511,25.440313,0.477059,-9.944894,-12.690361,11.640922,-220.594349,791.028512,-565.767504,2338.316999,-699.568987,0.968340,1.398151,-220.594349,-7.382083,4.330508,2021-05-24 18:30:00,2021-09-19 22:15:00,20250618_163629,Config 2: Scalping Strategy,GBPUSD
93,-5.012581,642,35.669782,0.791184,-3.194282,-4.832132,6.831895,-78.077582,829.355538,-581.230571,9061.682401,-2735.329062,0.733703,1.426896,-78.077582,-2.314745,5.055118,2022-11-21 21:00:00,2023-03-29 11:45:00,20250618_163629,Config 2: Scalping Strategy,GBPUSD
94,-5.452005,631,36.450079,0.765362,-4.106472,-6.183339,8.481997,-86.402618,773.210381,-579.447480,2187.098791,-3326.982532,0.642774,1.334393,-86.402618,-2.926373,5.393162,2019-08-30 04:45:00,2019-12-26 03:15:00,20250618_163629,Config 2: Scalping Strategy,GBPUSD
95,-5.345695,560,34.821429,0.747250,-4.528066,-6.322111,5.692465,-95.458832,810.485458,-579.456466,2186.614301,-699.423582,0.939083,1.398699,-95.458832,-3.094521,4.869565,2022-03-07 19:00:00,2022-07-01 03:45:00,20250618_163629,Config 2: Scalping Strategy,GBPUSD
96,-6.303361,705,34.184397,0.758163,-5.318335,-6.878553,6.968771,-89.409382,819.965880,-561.735758,2259.491525,-699.353969,0.904515,1.459700,-89.409382,-3.211821,5.924370,2020-09-29 03:30:00,2021-01-26 21:15:00,20250618_163629,Config 2: Scalping Strategy,GBPUSD
97,-6.454229,406,27.832512,0.607028,-6.965413,-9.601717,6.714962,-158.971154,882.294851,-560.551559,2157.358065,-1678.477995,0.961171,1.573976,-158.971154,-4.360592,3.530435,2024-04-30 01:30:00,2024-08-23 09:15:00,20250618_163629,Config 2: Scalping Strategy,GBPUSD
98,-5.360399,732,38.251366,0.796317,-3.726483,-5.325998,6.216934,-73.229494,748.463765,-582.243017,2074.022417,-699.830905,0.862225,1.285483,-73.229494,-2.768987,6.256410,2022-05-05 07:00:00,2022-08-30 15:00:00,20250618_163629,Config 2: Scalping Strategy,GBPUSD
99,-10.792600,626,31.150160,0.569368,-9.008795,-11.803581,10.906779,-172.405748,731.775166,-581.489920,2187.351328,-4766.307300,0.989531,1.258449,-172.405748,-6.228504,5.260504,2024-09-27 08:00:00,2025-01-24 11:45:00,20250618_163629,Config 2: Scalping Strategy,GBPUSD
100,-0.695099,806,39.950372,0.975030,-0.252898,-0.568005,7.102289,-8.624054,842.941878,-575.161720,3374.283040,-3330.593085,0.097870,1.465574,-8.624054,-0.303953,6.830508,2019-11-29 13:15:00,2020-03-27 10:45:00,20250618_163629,Config 2: Scalping Strategy,GBPUSD
