trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_pnl_total,final_exit_pips,pnl_per_million,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl
1,2024-12-19 12:00:00,0.625290,long,1.000000,18.988289,False,Standard (NTI+MB+IC),0.624308,9.815251,0.626228,0.627166,0.628416,2024-12-19 13:00:00,0.624208,stop_loss,0,1.000000,-1081.531368,PPT,1.000000,-1081.531368,-1081.531368,-10.815314,-1081.531368,,,,,,
2,2024-12-19 15:45:00,0.624140,short,1.000000,36.450286,False,Standard (NTI+MB+IC),0.625140,10.000000,0.623204,0.622268,0.621019,2024-12-19 20:30:00,0.623204,tp1_pullback,2,4.750000,865.142954,PPT,0.500000,280.011682,748.116699,9.362100,865.142954,TP1,0.250000,234.052509,TP2,0.125000,234.052509
3,2024-12-19 20:45:00,0.622886,short,1.000000,49.212862,False,Standard (NTI+MB+IC),0.623886,10.000000,0.621952,0.621017,0.619771,2024-12-20 01:30:00,0.623937,stop_loss,1,4.750000,263.708199,PPT,0.500000,292.923885,263.708199,-10.511915,263.708199,TP1,0.250000,233.582193,PPT,0.250000,-262.797878
4,2024-12-20 01:45:00,0.624170,short,1.000000,18.041432,False,Standard (NTI+MB+IC),0.625170,10.000000,0.623234,0.622297,0.621049,2024-12-20 08:30:00,0.624129,trailing_stop,1,6.750000,559.270530,PPT,0.500000,314.904904,559.270530,0.412078,559.270530,TP1,0.250000,234.063679,PPT,0.250000,10.301947
5,2024-12-20 10:30:00,0.625575,long,1.000000,51.403739,False,Standard (NTI+MB+IC),0.624575,10.000000,0.626513,0.627451,0.628702,2024-12-20 11:00:00,0.624404,stop_loss,0,0.500000,-1170.835154,PPT,1.000000,-1170.835154,-1170.835154,-11.708352,-1170.835154,,,,,,
6,2024-12-20 11:15:00,0.625326,long,1.000000,55.349687,False,Standard (NTI+MB+IC),0.624326,10.000000,0.626264,0.627202,0.628453,2024-12-20 13:15:00,0.626264,tp1_pullback,2,2.000000,983.059340,PPT,0.500000,396.815869,865.810645,9.379896,983.059340,TP1,0.250000,234.497388,TP2,0.125000,234.497388
7,2024-12-20 13:30:00,0.626498,long,1.000000,49.683102,False,Standard (NTI+MB+IC),0.625498,10.000000,0.627438,0.628378,0.629631,2024-12-20 15:45:00,0.625461,stop_loss,0,2.250000,-1037.760341,PPT,1.000000,-1037.760341,-1037.760341,-10.377603,-1037.760341,,,,,,
8,2024-12-20 16:00:00,0.625352,long,1.000000,17.793409,False,Standard (NTI+MB+IC),0.624536,8.166417,0.626290,0.627228,0.628479,2024-12-22 17:45:00,0.624356,stop_loss,0,49.750000,-996.327034,PPT,1.000000,-996.327034,-996.327034,-9.963270,-996.327034,,,,,,
9,2024-12-23 07:30:00,0.623734,short,1.000000,39.985738,False,Standard (NTI+MB+IC),0.624734,10.000000,0.622798,0.621862,0.620615,2024-12-23 10:30:00,0.622798,tp1_pullback,2,3.000000,941.548867,PPT,0.500000,356.798619,824.598817,9.356004,941.548867,TP1,0.250000,233.900099,TP2,0.125000,233.900099
10,2024-12-23 10:45:00,0.622994,short,1.000000,55.697684,False,Standard (NTI+MB+IC),0.623994,10.000000,0.622059,0.621125,0.619879,2024-12-23 11:30:00,0.624125,stop_loss,0,0.750000,-1131.640702,PPT,1.000000,-1131.640702,-1131.640702,-11.316407,-1131.640702,,,,,,
11,2024-12-23 12:00:00,0.624615,short,1.000000,21.070724,False,Standard (NTI+MB+IC),0.625615,10.000000,0.623678,0.622741,0.621492,2024-12-23 22:45:00,0.623678,tp1_pullback,2,10.750000,878.007826,PPT,0.500000,292.431392,760.892539,9.369223,878.007826,TP1,0.250000,234.230574,TP2,0.125000,234.230574
12,2024-12-24 07:45:00,0.622757,short,1.000000,52.225958,False,Standard (NTI+MB+IC),0.623757,10.000000,0.621823,0.620889,0.619643,2024-12-24 09:15:00,0.623812,stop_loss,0,1.500000,-1055.247739,PPT,1.000000,-1055.247739,-1055.247739,-10.552477,-1055.247739,,,,,,
