trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl,partial_pnl_total,final_exit_pips,pnl_per_million
1,2016-11-27 22:00:00,0.746825,long,1.000000,42.492354,False,Standard (NTI+MB+IC),0.745825,10.000000,0.747945,0.749065,0.750559,2016-11-28 06:15:00,0.746836,trailing_stop,0,8.250000,863.128845,PPT,0.500000,307.549527,PPT,0.165000,184.839163,PPT,0.110550,123.842239,616.230929,0.107388,863.128845
2,2016-11-28 06:30:00,0.745969,long,1.000000,15.322281,False,Standard (NTI+MB+IC),0.746260,2.916058,0.747088,0.748207,0.749699,2016-11-28 07:00:00,0.746213,stop_loss,0,0.500000,327.518847,PPT,0.500000,205.631314,,,,,,,205.631314,2.437751,327.518847
3,2016-11-28 07:15:00,0.745276,long,1.000000,36.211045,False,Standard (NTI+MB+IC),0.746281,10.046694,0.746394,0.747512,0.749003,2016-11-28 07:30:00,0.746267,stop_loss,0,0.250000,990.274908,,,,,,,,,,,9.902749,990.274908
4,2016-11-28 07:45:00,0.745209,short,1.000000,43.302489,False,Standard (NTI+MB+IC),0.746209,10.000000,0.744091,0.742973,0.741483,2016-11-28 08:15:00,0.746210,stop_loss,0,0.500000,-1001.533398,,,,,,,,,,,-10.015334,-1001.533398
5,2016-11-28 11:15:00,0.748525,long,1.000000,48.443512,False,Standard (NTI+MB+IC),0.747525,10.000000,0.749648,0.750770,0.752267,2016-11-28 12:00:00,0.747385,stop_loss,0,0.750000,-1140.252511,,,,,,,,,,,-11.402525,-1140.252511
6,2016-11-28 18:45:00,0.749427,long,1.000000,47.896778,False,Standard (NTI+MB+IC),0.748427,10.000000,0.750551,0.751675,0.753174,2016-11-28 20:00:00,0.748373,stop_loss,0,1.250000,-1053.456496,,,,,,,,,,,-10.534565,-1053.456496
7,2016-11-28 20:45:00,0.748941,long,1.000000,32.604759,False,Standard (NTI+MB+IC),0.747941,10.000000,0.750064,0.751188,0.752686,2016-11-28 22:00:00,0.747851,stop_loss,0,1.250000,-1090.224514,,,,,,,,,,,-10.902245,-1090.224514
8,2016-11-28 22:30:00,0.746477,long,1.000000,38.883712,False,Standard (NTI+MB+IC),0.747633,11.555223,0.747597,0.748716,0.750209,2016-11-28 22:45:00,0.747460,stop_loss,0,0.250000,982.508237,,,,,,,,,,,9.825082,982.508237
9,2016-11-28 23:00:00,0.746651,short,1.000000,41.715494,False,Standard (NTI+MB+IC),0.747651,10.000000,0.745531,0.744411,0.742917,2016-11-28 23:30:00,0.747707,stop_loss,0,0.500000,-1056.284757,,,,,,,,,,,-10.562848,-1056.284757
10,2016-11-29 08:00:00,0.744222,short,1.000000,43.375911,False,Standard (NTI+MB+IC),0.745222,10.000000,0.743105,0.741989,0.740500,2016-11-29 09:30:00,0.745312,stop_loss,0,1.500000,-1090.110708,,,,,,,,,,,-10.901107,-1090.110708
11,2016-11-29 09:45:00,0.744762,short,1.000000,38.308386,False,Standard (NTI+MB+IC),0.745762,10.000000,0.743645,0.742528,0.741039,2016-11-29 10:00:00,0.745801,stop_loss,0,0.250000,-1038.411551,,,,,,,,,,,-10.384116,-1038.411551
12,2016-11-29 10:30:00,0.747214,short,1.000000,16.736261,False,Standard (NTI+MB+IC),0.746942,2.726767,0.746094,0.744973,0.743478,2016-11-29 12:15:00,0.747102,stop_loss,0,1.750000,836.054993,PPT,0.500000,377.248793,PPT,0.165000,184.935588,PPT,0.110550,123.906844,686.091225,1.123947,836.054993
13,2016-11-29 14:45:00,0.748939,long,1.000000,44.911956,False,Standard (NTI+MB+IC),0.747939,10.000000,0.750062,0.751186,0.752684,2016-11-29 20:15:00,0.747829,stop_loss,0,5.500000,-289.375572,PPT,0.500000,265.569598,,,,,,,265.569598,-11.098903,-289.375572
14,2016-11-30 06:45:00,0.745302,short,1.000000,45.132154,False,Standard (NTI+MB+IC),0.746302,10.000000,0.744184,0.743066,0.741575,2016-12-02 10:00:00,0.741305,trailing_stop,0,51.250000,1034.947043,PPT,0.500000,475.970587,PPT,0.165000,184.462230,PPT,0.110550,123.589694,784.022512,39.970343,1034.947043
15,2016-12-02 10:15:00,0.745597,long,1.000000,47.087759,False,Standard (NTI+MB+IC),0.744597,10.000000,0.746715,0.747834,0.749325,2016-12-02 11:15:00,0.744541,stop_loss,0,1.000000,-1056.222871,,,,,,,,,,,-10.562229,-1056.222871
16,2016-12-02 11:45:00,0.744334,long,1.000000,33.567141,False,Standard (NTI+MB+IC),0.743334,10.000000,0.745451,0.746567,0.748056,2016-12-04 17:30:00,0.743230,stop_loss,0,53.750000,931.115631,PPT,0.500000,417.947907,PPT,0.165000,184.222691,PPT,0.110550,123.429203,725.599800,-11.039590,931.115631
17,2016-12-04 17:45:00,0.741155,long,1.000000,19.977935,False,Standard (NTI+MB+IC),0.743571,24.152832,0.742267,0.743379,0.744861,2016-12-05 06:00:00,0.741775,trailing_stop,0,12.250000,1358.123930,PPT,0.500000,802.257319,PPT,0.165000,183.435983,PPT,0.110550,122.902108,1108.595410,6.191927,1358.123930
18,2016-12-05 11:00:00,0.747522,long,1.000000,51.139143,False,Standard (NTI+MB+IC),0.746522,10.000000,0.748643,0.749765,0.751260,2016-12-05 15:00:00,0.747592,trailing_stop,0,4.000000,1052.699870,PPT,0.500000,523.916728,PPT,0.165000,185.011736,PPT,0.110550,123.957863,832.886327,0.699716,1052.699870
19,2016-12-05 15:15:00,0.747442,long,1.000000,19.116617,False,Standard (NTI+MB+IC),0.746442,10.000000,0.748563,0.749684,0.751179,2016-12-05 19:30:00,0.746346,stop_loss,0,4.250000,-233.592775,PPT,0.500000,314.083668,,,,,,,314.083668,-10.953529,-233.592775
20,2016-12-06 01:45:00,0.744394,short,1.000000,38.531671,False,Standard (NTI+MB+IC),0.745394,10.000000,0.743278,0.742161,0.740672,2016-12-06 02:15:00,0.745535,stop_loss,0,0.500000,-1140.764171,,,,,,,,,,,-11.407642,-1140.764171
