trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_pnl_total,final_exit_pips,pnl_per_million,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl
1,2013-04-29 08:00:00,1.034863,long,1.000000,27.551113,False,Standard (NTI+MB+IC),1.034363,5.000000,1.035794,1.036726,1.037968,2013-04-29 08:15:00,1.034343,stop_loss,0,0.250000,-520.047486,PPT,1.000000,-520.047486,-520.047486,-5.200475,-520.047486,,,,,,
2,2013-04-30 01:15:00,1.036766,long,1.000000,40.184601,False,Standard (NTI+MB+IC),1.036266,5.000000,1.037699,1.038632,1.039876,2013-04-30 02:00:00,1.036252,stop_loss,0,0.750000,-513.575786,PPT,1.000000,-513.575786,-513.575786,-5.135758,-513.575786,,,,,,
3,2013-04-30 02:15:00,1.036464,long,1.000000,52.202607,False,Standard (NTI+MB+IC),1.035964,5.000000,1.037397,1.038330,1.039573,2013-04-30 02:45:00,1.035849,stop_loss,0,0.500000,-614.726954,PPT,1.000000,-614.726954,-614.726954,-6.147270,-614.726954,,,,,,
4,2013-04-30 12:15:00,1.036248,long,1.000000,39.897428,False,Standard (NTI+MB+IC),1.035748,5.000000,1.037181,1.038113,1.039357,2013-04-30 13:45:00,1.035665,stop_loss,0,1.500000,-583.131230,PPT,1.000000,-583.131230,-583.131230,-5.831312,-583.131230,,,,,,
5,2013-05-01 10:45:00,1.028744,short,1.000000,60.833824,False,Standard (NTI+MB+IC),1.029244,5.000000,1.027818,1.026892,1.025657,2013-05-01 11:00:00,1.028700,trailing_stop,1,0.250000,484.799830,TP1,0.500000,462.934676,484.799830,0.437303,484.799830,PPT,0.500000,21.865155,,,
6,2013-05-01 11:15:00,1.028276,short,1.000000,61.440503,False,Standard (NTI+MB+IC),1.028776,5.000000,1.027350,1.026425,1.025191,2013-05-01 13:30:00,1.028785,stop_loss,1,2.250000,208.083343,TP1,0.500000,462.724064,208.083343,-5.092814,208.083343,PPT,0.500000,-254.640720,,,
7,2013-05-01 13:45:00,1.028820,short,1.000000,49.344719,False,Standard (NTI+MB+IC),1.029320,5.000000,1.027894,1.026968,1.025733,2013-05-01 14:00:00,1.029437,stop_loss,1,0.250000,154.431325,TP1,0.500000,462.968839,154.431325,-6.170750,154.431325,PPT,0.500000,-308.537514,,,
8,2013-05-01 14:15:00,1.028927,short,1.000000,50.963486,False,Standard (NTI+MB+IC),1.029427,5.000000,1.028001,1.027075,1.025840,2013-05-01 14:45:00,1.029452,stop_loss,0,0.500000,-525.101955,PPT,1.000000,-525.101955,-525.101955,-5.251020,-525.101955,,,,,,
9,2013-05-01 15:00:00,1.027341,short,1.000000,49.007000,False,Standard (NTI+MB+IC),1.027841,5.000000,1.026417,1.025492,1.024259,2013-05-01 16:30:00,1.027957,stop_loss,0,1.500000,-615.657402,PPT,1.000000,-615.657402,-615.657402,-6.156574,-615.657402,,,,,,
10,2013-05-01 16:45:00,1.027697,short,1.000000,37.413394,False,Standard (NTI+MB+IC),1.028197,5.000000,1.026772,1.025847,1.024614,2013-05-01 19:15:00,1.028369,stop_loss,0,2.500000,-671.780096,PPT,1.000000,-671.780096,-671.780096,-6.717801,-671.780096,,,,,,
11,2013-05-01 20:00:00,1.027472,short,1.000000,15.968495,False,Standard (NTI+MB+IC),1.027972,5.000000,1.026547,1.025622,1.024389,2013-05-01 20:30:00,1.027464,trailing_stop,1,0.500000,466.169236,TP1,0.500000,462.362255,466.169236,0.076140,466.169236,PPT,0.500000,3.806982,,,
12,2013-05-01 20:45:00,1.026070,short,1.000000,25.359581,False,Standard (NTI+MB+IC),1.026570,5.000000,1.025146,1.024223,1.022992,2013-05-01 21:00:00,1.026038,trailing_stop,1,0.250000,477.480394,TP1,0.500000,461.731455,477.480394,0.314979,477.480394,PPT,0.500000,15.748939,,,
13,2013-05-01 21:15:00,1.026487,short,1.000000,30.069828,False,Standard (NTI+MB+IC),1.026987,5.000000,1.025564,1.024640,1.023408,2013-05-01 21:30:00,1.025804,trailing_stop,2,0.250000,1094.805130,TP1,0.500000,461.919317,1094.805130,6.838660,1094.805130,TP2,0.250000,461.919317,PPT,0.250000,170.966497
14,2013-05-01 21:45:00,1.025140,short,1.000000,34.395413,False,Standard (NTI+MB+IC),1.025640,5.000000,1.024217,1.023294,1.022064,2013-05-01 22:00:00,1.025704,stop_loss,0,0.250000,-564.441186,PPT,1.000000,-564.441186,-564.441186,-5.644412,-564.441186,,,,,,
15,2013-05-01 22:15:00,1.025343,short,1.000000,33.825518,False,Standard (NTI+MB+IC),1.025843,5.000000,1.024420,1.023497,1.022267,2013-05-01 22:30:00,1.026017,stop_loss,0,0.250000,-673.548550,PPT,1.000000,-673.548550,-673.548550,-6.735485,-673.548550,,,,,,
16,2013-05-01 22:45:00,1.025516,short,1.000000,34.167186,False,Standard (NTI+MB+IC),1.026016,5.000000,1.024593,1.023670,1.022440,2013-05-02 01:15:00,1.022440,take_profit_3,3,2.500000,1692.101773,TP1,0.500000,461.482302,1692.101773,30.765487,1692.101773,TP2,0.250000,461.482302,TP3,0.250000,769.137169
17,2013-05-02 01:30:00,1.023400,short,1.000000,57.191938,False,Standard (NTI+MB+IC),1.023900,5.000000,1.022479,1.021558,1.020330,2013-05-02 02:00:00,1.024025,stop_loss,0,0.500000,-625.213573,PPT,1.000000,-625.213573,-625.213573,-6.252136,-625.213573,,,,,,
18,2013-05-02 02:15:00,1.022755,short,1.000000,53.201464,False,Standard (NTI+MB+IC),1.023255,5.000000,1.021835,1.020914,1.019687,2013-05-02 02:30:00,1.023396,stop_loss,0,0.250000,-640.983387,PPT,1.000000,-640.983387,-640.983387,-6.409834,-640.983387,,,,,,
19,2013-05-02 02:45:00,1.023312,short,1.000000,49.651674,False,Standard (NTI+MB+IC),1.023812,5.000000,1.022391,1.021470,1.020242,2013-05-02 03:00:00,1.023830,stop_loss,0,0.250000,-518.328664,PPT,1.000000,-518.328664,-518.328664,-5.183287,-518.328664,,,,,,
20,2013-05-02 03:15:00,1.022869,short,1.000000,39.859965,False,Standard (NTI+MB+IC),1.023369,5.000000,1.021949,1.021028,1.019801,2013-05-02 03:30:00,1.023391,stop_loss,0,0.250000,-521.155085,PPT,1.000000,-521.155085,-521.155085,-5.211551,-521.155085,,,,,,
21,2013-05-02 03:45:00,1.023530,short,1.000000,35.020340,False,Standard (NTI+MB+IC),1.024030,5.000000,1.022609,1.021688,1.020460,2013-05-02 06:15:00,1.023508,trailing_stop,1,2.500000,471.671492,TP1,0.500000,460.588558,471.671492,0.221659,471.671492,PPT,0.500000,11.082934,,,
22,2013-05-02 07:15:00,1.024495,short,1.000000,20.065655,False,Standard (NTI+MB+IC),1.024995,5.000000,1.023573,1.022651,1.021422,2013-05-02 07:30:00,1.025114,stop_loss,0,0.250000,-619.434070,PPT,1.000000,-619.434070,-619.434070,-6.194341,-619.434070,,,,,,
