trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_pnl_total,final_exit_pips,pnl_per_million,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl
1,2015-10-19 15:30:00,0.724596,short,1.000000,49.598979,False,Standard (NTI+MB+IC),0.725096,5.000000,0.723944,0.723292,0.722423,2015-10-19 16:30:00,0.724623,trailing_stop,0,1.000000,171.693246,PPT,0.700000,179.528952,179.528952,-0.261190,171.693246,,,,,,
2,2015-10-19 16:45:00,0.724628,short,1.000000,46.323738,False,Standard (NTI+MB+IC),0.725128,5.000000,0.723976,0.723324,0.722455,2015-10-19 19:30:00,0.724616,trailing_stop,0,2.750000,212.556743,PPT,0.700000,208.911852,208.911852,0.121496,212.556743,,,,,,
3,2015-10-19 20:30:00,0.726855,short,1.000000,15.378851,False,Standard (NTI+MB+IC),0.726034,8.215046,0.726201,0.725547,0.724675,2015-10-20 00:15:00,0.726716,signal_flip,0,3.750000,387.794855,PPT,0.700000,192.806406,300.960315,1.398669,387.794855,PPT,0.099000,64.762820,PPT,0.066330,43.391089
4,2015-10-20 02:30:00,0.728048,long,1.000000,47.419196,False,Standard (NTI+MB+IC),0.727548,5.000000,0.728703,0.729358,0.730232,2015-10-20 03:15:00,0.728076,trailing_stop,0,0.750000,262.061332,PPT,0.700000,253.583385,253.583385,0.282598,262.061332,,,,,,
5,2015-10-20 03:30:00,0.729295,long,1.000000,62.188619,False,Standard (NTI+MB+IC),0.728795,5.000000,0.729952,0.730608,0.731483,2015-10-20 04:00:00,0.728632,stop_loss,0,0.500000,-663.237407,,,,,-6.632374,-663.237407,,,,,,
6,2015-10-20 04:15:00,0.727933,long,1.000000,52.143740,False,Standard (NTI+MB+IC),0.727433,5.000000,0.728588,0.729243,0.730117,2015-10-20 05:00:00,0.727403,stop_loss,0,0.750000,-530.093240,,,,,-5.300932,-530.093240,,,,,,
7,2015-10-20 06:00:00,0.729040,long,1.000000,30.646593,False,Standard (NTI+MB+IC),0.728540,5.000000,0.729696,0.730352,0.731227,2015-10-20 06:30:00,0.728410,stop_loss,0,0.500000,-629.147512,,,,,-6.291475,-629.147512,,,,,,
8,2015-10-20 06:45:00,0.728242,long,1.000000,32.152725,False,Standard (NTI+MB+IC),0.727742,5.000000,0.728897,0.729552,0.730426,2015-10-20 09:00:00,0.728259,trailing_stop,0,2.250000,484.893692,PPT,0.700000,299.874857,408.235023,0.170766,484.893692,PPT,0.099000,64.886327,PPT,0.066330,43.473839
9,2015-10-20 14:00:00,0.725313,short,1.000000,44.153863,False,Standard (NTI+MB+IC),0.725813,5.000000,0.724660,0.724007,0.723137,2015-10-20 14:30:00,0.725863,stop_loss,0,0.500000,-550.671720,,,,,-5.506717,-550.671720,,,,,,
10,2015-10-20 14:45:00,0.725905,short,1.000000,39.546407,False,Standard (NTI+MB+IC),0.726405,5.000000,0.725252,0.724598,0.723727,2015-10-20 15:15:00,0.726448,stop_loss,0,0.500000,-542.604250,,,,,-5.426042,-542.604250,,,,,,
