trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,final_exit_pips,pnl_per_million,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_pnl_total,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl
14,2011-06-01 13:45:00,1.068083,short,1.000000,48.160583,False,Standard (NTI+MB+IC),1.068583,5.000000,1.067121,1.066160,1.064878,2011-06-01 14:15:00,1.067121,take_profit_1,1,0.500000,696.305015,9.612745,696.305015,PPT,0.700000,407.922673,TP1,0.300000,288.382342,696.305015,,,
15,2011-06-01 14:30:00,1.065857,short,1.000000,48.738767,False,Standard (NTI+MB+IC),1.066357,5.000000,1.064897,1.063938,1.062659,2011-06-01 15:00:00,1.064897,take_profit_1,1,0.500000,677.405044,9.592709,677.405044,PPT,0.700000,389.623760,TP1,0.300000,287.781283,677.405044,,,
16,2011-06-01 15:15:00,1.063452,short,1.000000,57.016453,False,Standard (NTI+MB+IC),1.063952,5.000000,1.062495,1.061538,1.060262,2011-06-01 15:30:00,1.062495,take_profit_1,1,0.250000,1303.453283,9.571067,1303.453283,PPT,0.700000,1016.321273,TP1,0.300000,287.132010,1303.453283,,,
17,2011-06-01 15:45:00,1.061482,short,1.000000,63.502002,False,Standard (NTI+MB+IC),1.061982,5.000000,1.060527,1.059572,1.058298,2011-06-01 16:00:00,1.060527,take_profit_1,1,0.250000,694.331963,9.553342,694.331963,PPT,0.700000,407.731695,TP1,0.300000,286.600268,694.331963,,,
18,2011-06-01 16:15:00,1.060768,short,1.000000,69.035407,False,Standard (NTI+MB+IC),1.061268,5.000000,1.059813,1.058858,1.057585,2011-06-01 16:45:00,1.061419,stop_loss,0,0.500000,-651.551325,-6.515513,-651.551325,,,,,,,,,,
19,2011-06-01 17:00:00,1.060059,short,1.000000,73.116427,False,Standard (NTI+MB+IC),1.060559,5.000000,1.059105,1.058151,1.056879,2011-06-01 17:15:00,1.060726,stop_loss,0,0.250000,-666.986721,-6.669867,-666.986721,,,,,,,,,,
20,2011-06-01 17:30:00,1.060495,short,1.000000,72.387438,False,Standard (NTI+MB+IC),1.060995,5.000000,1.059540,1.058586,1.057313,2011-06-01 17:45:00,1.061016,stop_loss,0,0.250000,-521.616452,-5.216165,-521.616452,,,,,,,,,,
21,2011-06-01 18:00:00,1.061168,short,1.000000,67.932985,False,Standard (NTI+MB+IC),1.061668,5.000000,1.060213,1.059258,1.057985,2011-06-01 18:30:00,1.061864,stop_loss,0,0.500000,-695.971934,-6.959719,-695.971934,,,,,,,,,,
22,2011-06-01 18:45:00,1.063155,short,1.000000,24.615175,False,Standard (NTI+MB+IC),1.063655,5.000000,1.062198,1.061241,1.059966,2011-06-01 19:30:00,1.062198,take_profit_1,1,0.750000,535.624875,9.568396,535.624875,PPT,0.700000,248.572996,TP1,0.300000,287.051878,535.624875,,,
23,2011-06-01 19:45:00,1.061455,short,1.000000,33.056153,False,Standard (NTI+MB+IC),1.061955,5.000000,1.060500,1.059544,1.058271,2011-06-01 20:00:00,1.060500,take_profit_1,1,0.250000,1165.013948,9.553094,1165.013948,PPT,0.700000,878.421128,TP1,0.300000,286.592820,1165.013948,,,
24,2011-06-01 20:15:00,1.059086,short,1.000000,37.473824,False,Standard (NTI+MB+IC),1.059586,5.000000,1.058133,1.057180,1.055909,2011-06-01 20:30:00,1.059740,stop_loss,0,0.250000,-653.173172,-6.531732,-653.173172,,,,,,,,,,
25,2011-06-01 20:45:00,1.061197,short,1.000000,38.844589,False,Standard (NTI+MB+IC),1.061697,5.000000,1.060242,1.059287,1.058014,2011-06-01 21:00:00,1.061704,stop_loss,0,0.250000,-506.503406,-5.065034,-506.503406,,,,,,,,,,
26,2011-06-01 21:15:00,1.062460,short,1.000000,15.260193,False,Standard (NTI+MB+IC),1.062960,5.000000,1.061504,1.060548,1.059273,2011-06-01 21:30:00,1.063105,stop_loss,0,0.250000,-644.486937,-6.444869,-644.486937,,,,,,,,,,
