trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_pnl_total,final_exit_pips,pnl_per_million,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl
1,2022-06-30 21:30:00,0.688380,short,1.000000,42.378301,False,Standard (NTI+MB+IC),0.688880,5.000000,0.687761,0.687141,0.686315,2022-06-30 22:30:00,0.687761,take_profit_1,1,1.000000,445.088663,PPT,0.700000,259.225976,TP1,0.300000,185.862687,445.088663,6.195423,445.088663,,,
2,2022-06-30 22:45:00,0.687605,short,1.000000,51.944050,False,Standard (NTI+MB+IC),0.688105,5.000000,0.686986,0.686368,0.685542,2022-06-30 23:00:00,0.686986,take_profit_1,1,0.250000,1379.340784,PPT,0.700000,1193.687361,TP1,0.300000,185.653422,1379.340784,6.188447,1379.340784,,,
3,2022-06-30 23:15:00,0.684407,short,1.000000,60.746208,False,Standard (NTI+MB+IC),0.684907,5.000000,0.683791,0.683175,0.682353,2022-06-30 23:45:00,0.683791,take_profit_1,1,0.500000,385.392595,PPT,0.700000,200.602820,TP1,0.300000,184.789775,385.392595,6.159659,385.392595,,,
4,2022-07-01 00:00:00,0.682555,short,1.000000,71.786349,False,Standard (NTI+MB+IC),0.683055,5.000000,0.681941,0.681326,0.680507,2022-07-01 00:15:00,0.681941,take_profit_1,1,0.250000,992.849997,PPT,0.700000,808.560124,TP1,0.300000,184.289873,992.849997,6.142996,992.849997,,,
5,2022-07-01 00:30:00,0.682286,short,1.000000,77.553413,False,Standard (NTI+MB+IC),0.682786,5.000000,0.681672,0.681058,0.680239,2022-07-01 02:00:00,0.682829,stop_loss,1,1.500000,-157.369508,TP1,0.333333,204.685752,,,,204.685752,-5.430829,-157.369508,,,
6,2022-07-01 02:15:00,0.683086,short,1.000000,65.973478,False,Standard (NTI+MB+IC),0.683586,5.000000,0.682471,0.681856,0.681036,2022-07-01 02:45:00,0.682471,take_profit_1,1,0.500000,342.358831,PPT,0.700000,157.925717,TP1,0.300000,184.433114,342.358831,6.147770,342.358831,,,
7,2022-07-01 03:00:00,0.681205,short,1.000000,59.527308,False,Standard (NTI+MB+IC),0.681705,5.000000,0.680592,0.679979,0.679161,2022-07-01 03:45:00,0.680592,tp1_pullback,2,0.750000,817.445833,TP1,0.333333,204.361458,TP2,0.333333,408.722917,613.084375,6.130844,817.445833,,,
8,2022-07-01 04:00:00,0.679636,short,1.000000,65.210401,False,Standard (NTI+MB+IC),0.680136,5.000000,0.679024,0.678412,0.677597,2022-07-01 04:15:00,0.680186,stop_loss,0,0.250000,-550.207484,,,,,,,,-5.502075,-550.207484,,,
9,2022-07-01 04:30:00,0.680549,short,1.000000,61.023458,False,Standard (NTI+MB+IC),0.681049,5.000000,0.679937,0.679324,0.678508,2022-07-01 05:00:00,0.681236,stop_loss,0,0.500000,-686.292016,,,,,,,,-6.862920,-686.292016,,,
10,2022-07-01 05:15:00,0.680555,short,1.000000,45.749009,False,Standard (NTI+MB+IC),0.681055,5.000000,0.679942,0.679330,0.678513,2022-07-01 05:30:00,0.681062,stop_loss,0,0.250000,-507.584998,,,,,,,,-5.075850,-507.584998,,,
11,2022-07-01 05:45:00,0.680857,short,1.000000,38.567722,False,Standard (NTI+MB+IC),0.681357,5.000000,0.680244,0.679631,0.678814,2022-07-01 06:00:00,0.680244,take_profit_1,1,0.250000,727.437234,PPT,0.700000,543.605957,TP1,0.300000,183.831277,727.437234,6.127709,727.437234,,,
12,2022-07-01 06:15:00,0.680381,short,1.000000,38.654638,False,Standard (NTI+MB+IC),0.680881,5.000000,0.679769,0.679156,0.678340,2022-07-01 06:30:00,0.679769,take_profit_1,1,0.250000,758.414426,PPT,0.700000,574.711551,TP1,0.300000,183.702874,758.414426,6.123429,758.414426,,,
13,2022-07-01 06:45:00,0.679393,short,1.000000,42.910339,False,Standard (NTI+MB+IC),0.679893,5.000000,0.678782,0.678170,0.677355,2022-07-01 07:30:00,0.678782,take_profit_1,1,0.750000,745.696667,PPT,0.700000,562.260495,TP1,0.300000,183.436172,745.696667,6.114539,745.696667,,,
