trade_id,entry_time,entry_price,direction,initial_size,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,tp1_distance_pips,tp2_distance_pips,tp3_distance_pips,exit_time,final_exit_price,exit_reason,trade_duration_hours,tp_hits,total_exited,total_exited_millions,position_integrity_ok,partial_pnl_total,final_pnl,pnl_per_million,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_price,partial_exit_1_pips,partial_exit_1_pnl,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_price,partial_exit_2_pips,partial_exit_2_pnl,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_price,partial_exit_3_pips,partial_exit_3_pnl
11,2016-08-29 00:15:00,0.754625,short,1000000.000000,1.000000,12.156534,False,Standard (NTI+MB+IC),0.755625,10.000000,0.753493,0.752361,0.750852,11.319372,22.638744,37.731239,2016-08-29 04:15:00,0.754526,trailing_stop,4.000000,0,1000000.000000,1.000000,True,0.000000,99.160888,99.160888,trailing_stop,1.000000,0.754526,0.991609,99.160888,,,,,,,,,,
12,2016-08-29 14:45:00,0.757608,long,1000000.000000,1.000000,33.914682,False,Standard (NTI+MB+IC),0.756608,10.000000,0.758744,0.759881,0.761396,11.364119,22.728237,37.880396,2016-08-29 21:15:00,0.756601,stop_loss,6.500000,0,1000000.000000,1.000000,True,0.000000,-1007.237810,-1007.237810,stop_loss,1.000000,0.756601,-10.072378,-1007.237810,,,,,,,,,,
13,2016-08-30 03:00:00,0.755105,short,1000000.000000,1.000000,41.152776,False,Standard (NTI+MB+IC),0.756105,10.000000,0.753972,0.752840,0.751330,11.326576,22.653152,37.755253,2016-08-30 03:45:00,0.755094,trailing_stop,0.750000,0,1000000.000000,1.000000,True,0.000000,11.477691,11.477691,trailing_stop,1.000000,0.755094,0.114777,11.477691,,,,,,,,,,
14,2016-08-30 04:00:00,0.754585,short,1000000.000000,1.000000,51.935933,False,Standard (NTI+MB+IC),0.755585,10.000000,0.753453,0.752321,0.750812,11.318768,22.637537,37.729228,2016-08-30 06:30:00,0.755707,stop_loss,2.500000,0,1000000.000000,1.000000,True,0.000000,-1122.159195,-1122.159195,stop_loss,1.000000,0.755707,-11.221592,-1122.159195,,,,,,,,,,
15,2016-08-30 07:15:00,0.755321,short,1000000.000000,1.000000,20.720641,False,Standard (NTI+MB+IC),0.756321,10.000000,0.754188,0.753055,0.751545,11.329820,22.659640,37.766067,2016-08-30 10:15:00,0.751545,take_profit_3,3.000000,3,1000000.000000,1.000000,True,1851.630520,1851.630520,1851.630520,PARTIAL,0.500000,0.754010,13.113472,655.673582,TP1,0.166650,0.754188,11.329820,188.811454,TP2,0.166675,0.753055,22.659640,377.679557
16,2016-08-30 10:30:00,0.751803,short,1000000.000000,1.000000,42.867330,False,Standard (NTI+MB+IC),0.752803,10.000000,0.750676,0.749548,0.748044,11.277052,22.554104,37.590173,2016-08-30 19:45:00,0.751716,trailing_stop,9.250000,1,1000000.000000,1.000000,True,539.661924,568.977296,568.977296,PARTIAL,0.500000,0.751100,7.034597,351.729854,TP1,0.166650,0.750676,11.277052,187.932070,trailing_stop,0.333350,0.751716,0.879417,29.315372
17,2016-08-31 02:45:00,0.750124,short,1000000.000000,1.000000,35.079754,False,Standard (NTI+MB+IC),0.751124,10.000000,0.748999,0.747874,0.746374,11.251863,22.503727,37.506212,2016-08-31 04:00:00,0.751221,stop_loss,1.250000,0,1000000.000000,1.000000,True,0.000000,-1097.227011,-1097.227011,stop_loss,1.000000,0.751221,-10.972270,-1097.227011,,,,,,,,,,
18,2016-09-01 09:45:00,0.751136,short,1000000.000000,1.000000,46.262382,False,Standard (NTI+MB+IC),0.752136,10.000000,0.750009,0.748882,0.747380,11.267034,22.534068,37.556779,2016-09-01 10:00:00,0.752136,stop_loss,0.250000,0,1000000.000000,1.000000,True,0.000000,-1000.348254,-1000.348254,stop_loss,1.000000,0.752136,-10.003483,-1000.348254,,,,,,,,,,
19,2016-09-01 11:30:00,0.754617,long,1000000.000000,1.000000,46.580315,False,Standard (NTI+MB+IC),0.753617,10.000000,0.755749,0.756881,0.758391,11.319262,22.638524,37.730873,2016-09-01 21:15:00,0.754707,trailing_stop,9.750000,1,1000000.000000,1.000000,True,564.903356,594.886263,594.886263,PARTIAL,0.500000,0.755370,7.525357,376.267856,TP1,0.166650,0.755749,11.319262,188.635501,trailing_stop,0.333350,0.754707,0.899442,29.982906
20,2016-09-02 03:00:00,0.754143,long,1000000.000000,1.000000,37.657811,False,Standard (NTI+MB+IC),0.754719,5.752051,0.755275,0.756406,0.757914,11.312150,22.624301,37.707168,2016-09-02 03:15:00,0.754555,stop_loss,0.250000,0,1000000.000000,1.000000,True,0.000000,411.788501,411.788501,stop_loss,1.000000,0.754555,4.117885,411.788501,,,,,,,,,,
21,2016-09-02 04:30:00,0.753860,short,1000000.000000,1.000000,41.966690,False,Standard (NTI+MB+IC),0.754860,10.000000,0.752729,0.751598,0.750091,11.307898,22.615796,37.692994,2016-09-02 05:15:00,0.754888,stop_loss,0.750000,0,1000000.000000,1.000000,True,0.000000,-1027.710129,-1027.710129,stop_loss,1.000000,0.754888,-10.277101,-1027.710129,,,,,,,,,,
22,2016-09-02 08:30:00,0.758604,long,1000000.000000,1.000000,45.187384,False,Standard (NTI+MB+IC),0.757604,10.000000,0.759742,0.760880,0.762397,11.379055,22.758111,37.930185,2016-09-02 10:00:00,0.757557,stop_loss,1.500000,0,1000000.000000,1.000000,True,0.000000,-1046.351201,-1046.351201,stop_loss,1.000000,0.757557,-10.463512,-1046.351201,,,,,,,,,,
23,2016-09-02 10:15:00,0.755610,long,1000000.000000,1.000000,51.836366,False,Standard (NTI+MB+IC),0.754935,6.754036,0.756744,0.757877,0.759388,11.334153,22.668306,37.780510,2016-09-02 10:30:00,0.754860,stop_loss,0.250000,0,1000000.000000,1.000000,True,0.000000,-750.569496,-750.569496,stop_loss,1.000000,0.754860,-7.505695,-750.569496,,,,,,,,,,
