trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,final_exit_pips,pnl_per_million,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl,partial_pnl_total
1,2014-01-16 02:15:00,0.879694,short,1.000000,60.740881,False,Standard (NTI+MB+IC),0.880194,5.000000,0.878903,0.878111,0.877055,2014-01-16 02:45:00,0.880211,stop_loss,0,0.500000,-516.780870,-5.167809,-516.780870,,,,,,,,,,
2,2014-01-16 03:00:00,0.879593,short,1.000000,60.095279,False,Standard (NTI+MB+IC),0.880093,5.000000,0.878802,0.878010,0.876955,2014-01-16 04:45:00,0.879353,trailing_stop,0,1.750000,917.905112,2.404988,917.905112,TP0,0.700000,695.371338,TP0,0.099000,78.371771,TP0,0.066330,52.509086,826.252196
3,2014-01-16 05:00:00,0.879145,short,1.000000,49.297710,False,Standard (NTI+MB+IC),0.879645,5.000000,0.878354,0.877563,0.876508,2014-01-16 08:00:00,0.879172,trailing_stop,0,3.000000,416.197653,-0.266949,416.197653,TP0,0.700000,185.504375,TP0,0.099000,78.331820,TP0,0.066330,52.482319,316.318515
4,2014-01-16 08:15:00,0.878895,short,1.000000,13.573898,False,Standard (NTI+MB+IC),0.879395,5.000000,0.878104,0.877313,0.876258,2014-01-16 08:30:00,0.879568,stop_loss,0,0.250000,-673.011139,-6.730111,-673.011139,,,,,,,,,,
5,2014-01-16 08:45:00,0.880560,short,1.000000,15.468806,False,Standard (NTI+MB+IC),0.881060,5.000000,0.879767,0.878975,0.877918,2014-01-16 11:15:00,0.880559,trailing_stop,0,2.500000,327.211750,0.009426,327.211750,TP0,0.700000,160.882299,TP0,0.099000,78.457881,TP0,0.066330,52.566780,291.906961
6,2014-01-16 21:15:00,0.880448,long,1.000000,20.084331,False,Standard (NTI+MB+IC),0.881049,6.008257,0.881241,0.882033,0.883090,2014-01-16 22:00:00,0.880587,signal_flip,0,0.750000,238.575447,1.381906,238.575447,TP0,0.700000,197.118280,,,,,,,197.118280
7,2014-01-16 22:15:00,0.880786,short,1.000000,44.712227,False,Standard (NTI+MB+IC),0.881286,5.000000,0.879994,0.879201,0.878144,2014-01-16 22:45:00,0.881358,stop_loss,0,0.500000,-571.183373,-5.711834,-571.183373,,,,,,,,,,
8,2014-01-19 22:00:00,0.879076,long,1.000000,51.105755,False,Standard (NTI+MB+IC),0.878576,5.000000,0.879867,0.880658,0.881713,2014-01-19 22:15:00,0.878428,stop_loss,0,0.250000,-647.873240,-6.478732,-647.873240,,,,,,,,,,
9,2014-01-19 22:30:00,0.878229,long,1.000000,50.181582,False,Standard (NTI+MB+IC),0.877729,5.000000,0.879020,0.879810,0.880864,2014-01-19 23:45:00,0.877697,stop_loss,0,1.250000,-532.299015,-5.322990,-532.299015,,,,,,,,,,
10,2014-01-20 00:00:00,0.877795,long,1.000000,33.001736,False,Standard (NTI+MB+IC),0.877475,3.196100,0.878585,0.879375,0.880428,2014-01-21 03:30:00,0.881794,trailing_stop,0,27.500000,653.741717,39.993896,653.741717,TP0,0.700000,416.737159,TP0,0.099000,78.211504,TP0,0.066330,52.401708,547.350371
