trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,final_exit_pips,pnl_per_million,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_pnl_total
227,2013-12-09 21:00:00,0.910705,short,1.000000,32.964891,False,Standard (NTI+MB+IC),0.909787,9.175994,0.909885,0.909066,0.907973,2013-12-09 21:15:00,0.909937,stop_loss,0,0.250000,767.610305,7.676103,767.610305,,,,,,,
228,2013-12-09 21:30:00,0.911136,long,1.000000,40.123012,False,Standard (NTI+MB+IC),0.910636,5.000000,0.911956,0.912776,0.913869,2013-12-09 22:00:00,0.910583,stop_loss,0,0.500000,-553.277771,-5.532778,-553.277771,,,,,,,
229,2013-12-09 22:15:00,0.910356,long,1.000000,43.357721,False,Standard (NTI+MB+IC),0.909856,5.000000,0.911176,0.911995,0.913087,2013-12-10 01:15:00,0.909797,stop_loss,0,3.000000,44.740078,-5.593344,44.740078,PPT,0.700000,212.540384,,,,212.540384
230,2013-12-10 03:00:00,0.909007,short,1.000000,51.810875,False,Standard (NTI+MB+IC),0.909507,5.000000,0.908188,0.907370,0.906280,2013-12-10 03:30:00,0.909638,stop_loss,0,0.500000,-631.315286,-6.313153,-631.315286,,,,,,,
231,2013-12-10 04:45:00,0.910481,short,1.000000,36.813295,False,Standard (NTI+MB+IC),0.910134,3.472765,0.909662,0.908842,0.907750,2013-12-10 05:00:00,0.910196,stop_loss,0,0.250000,284.624669,2.846247,284.624669,,,,,,,
232,2013-12-10 05:15:00,0.911806,long,1.000000,41.667483,False,Standard (NTI+MB+IC),0.911306,5.000000,0.912626,0.913447,0.914541,2013-12-10 05:30:00,0.912626,take_profit_1,1,0.250000,585.197216,8.206251,585.197216,PPT,0.700000,339.009677,TP1,0.300000,246.187539,585.197216
233,2013-12-10 05:45:00,0.911584,long,1.000000,48.378650,False,Standard (NTI+MB+IC),0.911084,5.000000,0.912404,0.913224,0.914318,2013-12-10 06:15:00,0.912404,take_profit_1,1,0.500000,705.609494,8.204252,705.609494,PPT,0.700000,459.481923,TP1,0.300000,246.127571,705.609494
234,2013-12-10 06:30:00,0.912171,long,1.000000,53.621919,False,Standard (NTI+MB+IC),0.911671,5.000000,0.912992,0.913813,0.914907,2013-12-10 07:15:00,0.911660,stop_loss,0,0.750000,-510.940231,-5.109402,-510.940231,,,,,,,
235,2013-12-10 07:30:00,0.911958,long,1.000000,47.418271,False,Standard (NTI+MB+IC),0.911458,5.000000,0.912779,0.913599,0.914694,2013-12-10 08:00:00,0.912779,take_profit_1,1,0.500000,1829.793226,8.207620,1829.793226,PPT,0.700000,1583.564630,TP1,0.300000,246.228596,1829.793226
236,2013-12-10 08:15:00,0.914091,long,1.000000,52.402169,False,Standard (NTI+MB+IC),0.913591,5.000000,0.914914,0.915736,0.916833,2013-12-10 09:15:00,0.914914,take_profit_1,1,1.000000,694.058620,8.226820,694.058620,PPT,0.700000,447.254032,TP1,0.300000,246.804588,694.058620
237,2013-12-10 09:30:00,0.915357,long,1.000000,58.160946,False,Standard (NTI+MB+IC),0.914857,5.000000,0.916181,0.917005,0.918103,2013-12-10 09:45:00,0.914710,stop_loss,0,0.250000,-647.128786,-6.471288,-647.128786,,,,,,,
238,2013-12-10 10:00:00,0.914350,long,1.000000,55.357178,False,Standard (NTI+MB+IC),0.913850,5.000000,0.915173,0.915996,0.917093,2013-12-10 11:45:00,0.915173,take_profit_1,1,1.750000,568.841972,8.229150,568.841972,PPT,0.700000,321.967459,TP1,0.300000,246.874513,568.841972
239,2013-12-10 12:00:00,0.915219,long,1.000000,32.060355,False,Standard (NTI+MB+IC),0.914719,5.000000,0.916043,0.916866,0.917965,2013-12-10 13:00:00,0.916043,take_profit_1,1,1.000000,485.830347,8.236971,485.830347,PPT,0.700000,238.721225,TP1,0.300000,247.109122,485.830347
240,2013-12-10 13:15:00,0.916443,long,1.000000,41.168793,False,Standard (NTI+MB+IC),0.915943,5.000000,0.917268,0.918093,0.919193,2013-12-10 14:15:00,0.915844,stop_loss,0,1.000000,-599.478798,-5.994788,-599.478798,,,,,,,
241,2013-12-10 21:45:00,0.913300,short,1.000000,39.123726,False,Standard (NTI+MB+IC),0.913800,5.000000,0.912478,0.911656,0.910560,2013-12-11 00:45:00,0.912478,take_profit_1,1,3.000000,407.680237,8.219701,407.680237,PPT,0.700000,161.089203,TP1,0.300000,246.591034,407.680237
242,2013-12-11 01:15:00,0.912306,short,1.000000,38.783034,False,Standard (NTI+MB+IC),0.912806,5.000000,0.911485,0.910664,0.909569,2013-12-11 03:00:00,0.911485,take_profit_1,1,1.750000,607.745315,8.210757,607.745315,PPT,0.700000,361.422609,TP1,0.300000,246.322706,607.745315
243,2013-12-11 03:15:00,0.911204,short,1.000000,57.455035,False,Standard (NTI+MB+IC),0.911704,5.000000,0.910384,0.909564,0.908471,2013-12-11 04:00:00,0.911782,stop_loss,0,0.750000,-577.570034,-5.775700,-577.570034,,,,,,,
244,2013-12-11 04:15:00,0.911790,short,1.000000,48.212258,False,Standard (NTI+MB+IC),0.912290,5.000000,0.910970,0.910149,0.909055,2013-12-11 05:30:00,0.910970,take_profit_1,1,1.250000,484.523686,8.206114,484.523686,PPT,0.700000,238.340255,TP1,0.300000,246.183431,484.523686
245,2013-12-11 05:45:00,0.910494,short,1.000000,37.464572,False,Standard (NTI+MB+IC),0.910994,5.000000,0.909675,0.908855,0.907763,2013-12-11 06:00:00,0.911004,stop_loss,0,0.250000,-509.448341,-5.094483,-509.448341,,,,,,,
246,2013-12-11 06:15:00,0.911187,short,1.000000,36.519993,False,Standard (NTI+MB+IC),0.911687,5.000000,0.910366,0.909546,0.908453,2013-12-11 08:00:00,0.910366,take_profit_1,1,1.750000,390.583498,8.200679,390.583498,PPT,0.700000,144.563138,TP1,0.300000,246.020360,390.583498
247,2013-12-11 08:15:00,0.909874,short,1.000000,35.926822,False,Standard (NTI+MB+IC),0.910374,5.000000,0.909055,0.908236,0.907144,2013-12-11 09:45:00,0.909055,take_profit_1,1,1.500000,542.299006,8.188864,542.299006,PPT,0.700000,296.633091,TP1,0.300000,245.665916,542.299006
248,2013-12-11 10:00:00,0.905973,short,1.000000,56.058048,False,Standard (NTI+MB+IC),0.906473,5.000000,0.905158,0.904343,0.903255,2013-12-11 10:15:00,0.905158,take_profit_1,1,0.250000,911.980995,8.153760,911.980995,PPT,0.700000,667.368181,TP1,0.300000,244.612813,911.980995
249,2013-12-11 10:30:00,0.905712,short,1.000000,64.789440,False,Standard (NTI+MB+IC),0.906212,5.000000,0.904897,0.904082,0.902995,2013-12-11 11:30:00,0.906272,stop_loss,0,1.000000,-26.649835,-5.599175,-26.649835,PPT,0.700000,141.325428,,,,141.325428
250,2013-12-11 11:45:00,0.906357,short,1.000000,59.836754,False,Standard (NTI+MB+IC),0.906857,5.000000,0.905541,0.904725,0.903638,2013-12-11 13:45:00,0.906883,stop_loss,0,2.000000,-5.994663,-5.260618,-5.994663,PPT,0.700000,151.823888,,,,151.823888
251,2013-12-11 14:00:00,0.906770,short,1.000000,30.128927,False,Standard (NTI+MB+IC),0.907270,5.000000,0.905954,0.905138,0.904050,2013-12-11 15:15:00,0.905954,take_profit_1,1,1.250000,503.785915,8.160929,503.785915,PPT,0.700000,258.958032,TP1,0.300000,244.827884,503.785915
252,2013-12-11 15:30:00,0.905592,short,1.000000,20.408296,False,Standard (NTI+MB+IC),0.906092,5.000000,0.904777,0.903962,0.902875,2013-12-11 16:45:00,0.904777,take_profit_1,1,1.250000,546.757495,8.150326,546.757495,PPT,0.700000,302.247713,TP1,0.300000,244.509781,546.757495
253,2013-12-11 17:00:00,0.904115,short,1.000000,28.419865,False,Standard (NTI+MB+IC),0.904615,5.000000,0.903302,0.902488,0.901403,2013-12-11 18:30:00,0.904705,stop_loss,0,1.500000,190.916566,-5.895398,190.916566,PPT,0.700000,367.778521,,,,367.778521
254,2013-12-11 18:45:00,0.904446,short,1.000000,32.939113,False,Standard (NTI+MB+IC),0.904946,5.000000,0.903632,0.902818,0.901733,2013-12-11 19:15:00,0.905089,stop_loss,0,0.500000,-642.272713,-6.422727,-642.272713,,,,,,,
255,2013-12-11 19:30:00,0.904571,short,1.000000,18.278806,False,Standard (NTI+MB+IC),0.905071,5.000000,0.903757,0.902943,0.901857,2013-12-11 19:45:00,0.903757,take_profit_1,1,0.250000,1791.979736,8.141140,1791.979736,PPT,0.700000,1547.745548,TP1,0.300000,244.234188,1791.979736
256,2013-12-12 04:15:00,0.906690,short,1.000000,42.838719,False,Standard (NTI+MB+IC),0.904442,22.477505,0.905874,0.905058,0.903970,2013-12-12 04:30:00,0.904463,stop_loss,0,0.250000,2226.660925,22.266609,2226.660925,,,,,,,
257,2013-12-12 04:45:00,0.905153,long,1.000000,44.258610,False,Standard (NTI+MB+IC),0.904653,5.000000,0.905968,0.906783,0.907869,2013-12-12 07:00:00,0.904579,stop_loss,1,2.250000,-111.420312,-5.744494,-111.420312,TP1,0.333333,271.545971,,,,271.545971
258,2013-12-12 08:15:00,0.899300,long,1.000000,29.371570,False,Standard (NTI+MB+IC),0.903855,45.544024,0.900110,0.900919,0.901998,2013-12-12 08:30:00,0.903808,stop_loss,0,0.250000,4507.532906,45.075329,4507.532906,,,,,,,
259,2013-12-12 08:45:00,0.897116,short,1.000000,41.454697,False,Standard (NTI+MB+IC),0.897616,5.000000,0.896309,0.895501,0.894425,2013-12-12 09:00:00,0.896309,take_profit_1,1,0.250000,1317.490820,8.074045,1317.490820,PPT,0.700000,1075.269473,TP1,0.300000,242.221347,1317.490820
260,2013-12-12 09:15:00,0.894083,short,1.000000,51.769424,False,Standard (NTI+MB+IC),0.894583,5.000000,0.893278,0.892474,0.891401,2013-12-12 09:30:00,0.893278,take_profit_1,1,0.250000,397.470311,8.046747,397.470311,PPT,0.700000,156.067913,TP1,0.300000,241.402398,397.470311
261,2013-12-12 09:45:00,0.893741,short,1.000000,60.196743,False,Standard (NTI+MB+IC),0.894241,5.000000,0.892937,0.892132,0.891060,2013-12-12 10:00:00,0.892937,take_profit_1,1,0.250000,921.056736,8.043670,921.056736,PPT,0.700000,679.746648,TP1,0.300000,241.310088,921.056736
262,2013-12-12 10:15:00,0.892430,short,1.000000,67.084385,False,Standard (NTI+MB+IC),0.892930,5.000000,0.891626,0.890823,0.889752,2013-12-12 10:30:00,0.892991,stop_loss,0,0.250000,-561.029856,-5.610299,-561.029856,,,,,,,
263,2013-12-12 10:45:00,0.893086,short,1.000000,68.710618,False,Standard (NTI+MB+IC),0.893586,5.000000,0.892283,0.891479,0.890407,2013-12-12 11:15:00,0.892283,take_profit_1,1,0.500000,448.530225,8.037777,448.530225,PPT,0.700000,207.396929,TP1,0.300000,241.133296,448.530225
264,2013-12-12 11:30:00,0.892077,short,1.000000,70.428384,False,Standard (NTI+MB+IC),0.892577,5.000000,0.891275,0.890472,0.889401,2013-12-12 12:45:00,0.892631,stop_loss,0,1.250000,-41.800680,-5.533039,-41.800680,PPT,0.700000,124.190482,,,,124.190482
265,2013-12-12 13:00:00,0.893087,short,1.000000,59.591399,False,Standard (NTI+MB+IC),0.893587,5.000000,0.892283,0.891479,0.890407,2013-12-12 14:00:00,0.893760,stop_loss,0,1.000000,-92.585111,-6.737953,-92.585111,PPT,0.700000,109.553481,,,,109.553481
266,2013-12-12 14:15:00,0.894095,short,1.000000,18.750418,False,Standard (NTI+MB+IC),0.894595,5.000000,0.893291,0.892486,0.891413,2013-12-12 15:15:00,0.893291,take_profit_1,1,1.000000,399.244171,8.046859,399.244171,PPT,0.700000,157.838390,TP1,0.300000,241.405781,399.244171
267,2013-12-12 15:30:00,0.892834,short,1.000000,26.939223,False,Standard (NTI+MB+IC),0.893334,5.000000,0.892030,0.891227,0.890155,2013-12-12 16:00:00,0.893474,stop_loss,0,0.500000,-640.069762,-6.400698,-640.069762,,,,,,,
268,2013-12-12 17:30:00,0.892420,short,1.000000,21.057834,False,Standard (NTI+MB+IC),0.892920,5.000000,0.891617,0.890813,0.889743,2013-12-12 17:45:00,0.891617,take_profit_1,1,0.250000,394.847593,8.031779,394.847593,PPT,0.700000,153.894234,TP1,0.300000,240.953359,394.847593
269,2013-12-12 18:00:00,0.893011,short,1.000000,26.824228,False,Standard (NTI+MB+IC),0.893511,5.000000,0.892207,0.891403,0.890332,2013-12-12 18:15:00,0.892207,take_profit_1,1,0.250000,423.607948,8.037096,423.607948,PPT,0.700000,182.495057,TP1,0.300000,241.112891,423.607948
270,2013-12-12 18:30:00,0.892627,short,1.000000,26.125495,False,Standard (NTI+MB+IC),0.893127,5.000000,0.891824,0.891020,0.889949,2013-12-12 19:45:00,0.893143,stop_loss,0,1.250000,179.035417,-5.163085,179.035417,PPT,0.700000,333.927973,,,,333.927973
271,2013-12-12 21:00:00,0.894574,short,1.000000,18.831760,False,Standard (NTI+MB+IC),0.895074,5.000000,0.893769,0.892964,0.891891,2013-12-12 22:00:00,0.895172,stop_loss,0,1.000000,19.676899,-5.976073,19.676899,PPT,0.700000,198.959100,,,,198.959100
272,2013-12-12 22:15:00,0.895411,short,1.000000,21.134538,False,Standard (NTI+MB+IC),0.895247,1.636288,0.894605,0.893799,0.892724,2013-12-12 22:30:00,0.895267,stop_loss,0,0.250000,143.792169,1.437922,143.792169,,,,,,,
273,2013-12-12 22:45:00,0.894398,short,1.000000,21.410644,False,Standard (NTI+MB+IC),0.894898,5.000000,0.893593,0.892789,0.891715,2013-12-12 23:15:00,0.893593,take_profit_1,1,0.500000,611.386768,8.049586,611.386768,PPT,0.700000,369.899192,TP1,0.300000,241.487575,611.386768
274,2013-12-13 06:00:00,0.891718,short,1.000000,46.515408,False,Standard (NTI+MB+IC),0.892218,5.000000,0.890915,0.890113,0.889043,2013-12-13 06:15:00,0.890915,take_profit_1,1,0.250000,715.230871,8.025460,715.230871,PPT,0.700000,474.467062,TP1,0.300000,240.763809,715.230871
275,2013-12-13 06:30:00,0.891131,short,1.000000,48.778968,False,Standard (NTI+MB+IC),0.891631,5.000000,0.890329,0.889527,0.888457,2013-12-13 07:00:00,0.891642,stop_loss,0,0.500000,-511.175008,-5.111750,-511.175008,,,,,,,
276,2013-12-13 08:15:00,0.894574,short,1.000000,22.586014,False,Standard (NTI+MB+IC),0.893740,8.337925,0.893769,0.892964,0.891891,2013-12-13 08:30:00,0.893939,stop_loss,0,0.250000,634.950764,6.349508,634.950764,,,,,,,
277,2013-12-13 08:45:00,0.894504,short,1.000000,50.338549,False,Standard (NTI+MB+IC),0.893747,7.561719,0.893698,0.892893,0.891820,2013-12-13 09:00:00,0.893796,stop_loss,0,0.250000,403.630755,7.071923,403.630755,PPT,0.700000,191.473079,,,,191.473079
278,2013-12-13 09:15:00,0.893778,long,1.000000,51.928400,False,Standard (NTI+MB+IC),0.893278,5.000000,0.894582,0.895387,0.896459,2013-12-13 09:30:00,0.893156,stop_loss,0,0.250000,-621.435925,-6.214359,-621.435925,,,,,,,
279,2013-12-13 10:00:00,0.894010,long,1.000000,40.174010,False,Standard (NTI+MB+IC),0.893510,5.000000,0.894815,0.895620,0.896692,2013-12-13 10:15:00,0.894815,take_profit_1,1,0.250000,661.062671,8.046094,661.062671,PPT,0.700000,419.679848,TP1,0.300000,241.382823,661.062671
280,2013-12-13 10:30:00,0.894383,long,1.000000,41.458039,False,Standard (NTI+MB+IC),0.893883,5.000000,0.895188,0.895993,0.897066,2013-12-13 10:45:00,0.895188,take_profit_1,1,0.250000,939.144261,8.049450,939.144261,PPT,0.700000,697.660758,TP1,0.300000,241.483502,939.144261
281,2013-12-13 11:00:00,0.895017,long,1.000000,44.506002,False,Standard (NTI+MB+IC),0.894517,5.000000,0.895823,0.896628,0.897702,2013-12-13 11:30:00,0.895823,take_profit_1,1,0.500000,523.600665,8.055155,523.600665,PPT,0.700000,281.946016,TP1,0.300000,241.654649,523.600665
282,2013-12-13 11:45:00,0.896005,long,1.000000,51.003582,False,Standard (NTI+MB+IC),0.895505,5.000000,0.896812,0.897618,0.898693,2013-12-13 12:15:00,0.895483,stop_loss,0,0.500000,-522.058949,-5.220589,-522.058949,,,,,,,
283,2013-12-13 12:30:00,0.895300,long,1.000000,48.435409,False,Standard (NTI+MB+IC),0.894800,5.000000,0.896106,0.896912,0.897986,2013-12-13 14:45:00,0.896106,take_profit_1,1,2.250000,437.381237,8.057704,437.381237,PPT,0.700000,195.650102,TP1,0.300000,241.731135,437.381237
284,2013-12-13 15:00:00,0.896272,long,1.000000,30.609619,False,Standard (NTI+MB+IC),0.895772,5.000000,0.897079,0.897885,0.898961,2013-12-15 17:30:00,0.895652,stop_loss,0,50.500000,-619.909690,-6.199097,-619.909690,,,,,,,
285,2013-12-15 20:15:00,0.893961,short,1.000000,47.194473,False,Standard (NTI+MB+IC),0.894461,5.000000,0.893156,0.892351,0.891279,2013-12-15 20:45:00,0.893156,take_profit_1,1,0.500000,402.729617,8.045645,402.729617,PPT,0.700000,161.360278,TP1,0.300000,241.369339,402.729617
286,2013-12-15 21:00:00,0.894735,short,1.000000,50.697448,False,Standard (NTI+MB+IC),0.895235,5.000000,0.893930,0.893124,0.892051,2013-12-15 22:00:00,0.893930,take_profit_1,1,1.000000,398.942003,8.052613,398.942003,PPT,0.700000,157.363605,TP1,0.300000,241.578397,398.942003
287,2013-12-15 22:15:00,0.893962,short,1.000000,39.342872,False,Standard (NTI+MB+IC),0.894462,5.000000,0.893157,0.892353,0.891280,2013-12-15 22:30:00,0.894477,stop_loss,0,0.250000,-515.744000,-5.157440,-515.744000,,,,,,,
288,2013-12-15 22:45:00,0.895891,short,1.000000,17.094607,False,Standard (NTI+MB+IC),0.895137,7.537227,0.895084,0.894278,0.893203,2013-12-15 23:00:00,0.895280,stop_loss,0,0.250000,611.146587,6.111466,611.146587,,,,,,,
289,2013-12-16 19:00:00,0.893612,short,1.000000,36.069805,False,Standard (NTI+MB+IC),0.894112,5.000000,0.892808,0.892004,0.890932,2013-12-16 19:30:00,0.892808,take_profit_1,1,0.500000,473.926684,8.042511,473.926684,PPT,0.700000,232.651347,TP1,0.300000,241.275337,473.926684
290,2013-12-16 19:45:00,0.894779,short,1.000000,19.818274,False,Standard (NTI+MB+IC),0.895061,2.827087,0.893973,0.893168,0.892094,2013-12-16 20:15:00,0.893973,take_profit_1,1,0.500000,660.546055,8.053007,660.546055,PPT,0.700000,418.955858,TP1,0.300000,241.590197,660.546055
291,2013-12-17 08:15:00,0.891663,short,1.000000,47.566803,False,Standard (NTI+MB+IC),0.892163,5.000000,0.890861,0.890058,0.888988,2013-12-17 09:00:00,0.890861,take_profit_1,1,0.750000,474.044187,8.024970,474.044187,PPT,0.700000,233.295102,TP1,0.300000,240.749085,474.044187
292,2013-12-17 09:15:00,0.890418,short,1.000000,39.075628,False,Standard (NTI+MB+IC),0.890918,5.000000,0.889617,0.888815,0.887747,2013-12-17 09:45:00,0.889617,take_profit_1,1,0.500000,526.049182,8.013762,526.049182,PPT,0.700000,285.636308,TP1,0.300000,240.412874,526.049182
293,2013-12-17 10:00:00,0.889505,short,1.000000,47.322451,False,Standard (NTI+MB+IC),0.890005,5.000000,0.888704,0.887904,0.886836,2013-12-17 10:15:00,0.888704,take_profit_1,1,0.250000,880.452099,8.005542,880.452099,PPT,0.700000,640.285832,TP1,0.300000,240.166267,880.452099
294,2013-12-17 10:30:00,0.889168,short,1.000000,53.945835,False,Standard (NTI+MB+IC),0.889668,5.000000,0.888368,0.887568,0.886501,2013-12-17 10:45:00,0.888368,take_profit_1,1,0.250000,442.023194,8.002516,442.023194,PPT,0.700000,201.947700,TP1,0.300000,240.075494,442.023194
295,2013-12-17 11:00:00,0.889257,short,1.000000,57.882881,False,Standard (NTI+MB+IC),0.889757,5.000000,0.888457,0.887656,0.886589,2013-12-17 11:45:00,0.889765,stop_loss,0,0.750000,-507.806840,-5.078068,-507.806840,,,,,,,
296,2013-12-17 19:00:00,0.892345,long,1.000000,44.214479,False,Standard (NTI+MB+IC),0.891845,5.000000,0.893148,0.893951,0.895022,2013-12-17 19:45:00,0.891656,stop_loss,0,0.750000,-688.313596,-6.883136,-688.313596,,,,,,,
297,2013-12-17 21:00:00,0.891716,long,1.000000,27.405556,False,Standard (NTI+MB+IC),0.891216,5.000000,0.892518,0.893321,0.894391,2013-12-17 22:15:00,0.891169,stop_loss,0,1.250000,-546.560803,-5.465608,-546.560803,,,,,,,
298,2013-12-18 08:15:00,0.890281,short,1.000000,43.778011,False,Standard (NTI+MB+IC),0.890781,5.000000,0.889480,0.888679,0.887610,2013-12-18 09:30:00,0.890821,stop_loss,0,1.250000,-540.232277,-5.402323,-540.232277,,,,,,,
299,2013-12-18 11:15:00,0.889092,short,1.000000,40.037203,False,Standard (NTI+MB+IC),0.889592,5.000000,0.888292,0.887492,0.886425,2013-12-18 11:30:00,0.888292,take_profit_1,1,0.250000,717.494895,8.001829,717.494895,PPT,0.700000,477.440040,TP1,0.300000,240.054855,717.494895
300,2013-12-18 11:45:00,0.888276,short,1.000000,43.153275,False,Standard (NTI+MB+IC),0.888776,5.000000,0.887476,0.886677,0.885611,2013-12-18 13:30:00,0.888967,stop_loss,0,1.750000,76.728095,-6.908988,76.728095,PPT,0.700000,283.997748,,,,283.997748
301,2013-12-18 13:45:00,0.890761,short,1.000000,20.830925,False,Standard (NTI+MB+IC),0.890454,3.062914,0.889959,0.889157,0.888088,2013-12-18 14:00:00,0.889959,take_profit_1,1,0.250000,1767.031544,8.016847,1767.031544,PPT,0.700000,1526.526141,TP1,0.300000,240.505403,1767.031544
302,2013-12-18 14:15:00,0.890742,short,1.000000,42.836328,False,Standard (NTI+MB+IC),0.890422,3.194096,0.889940,0.889138,0.888069,2013-12-18 14:30:00,0.889940,take_profit_1,1,0.250000,388.677386,8.016675,388.677386,PPT,0.700000,148.177132,TP1,0.300000,240.500254,388.677386
303,2013-12-18 14:45:00,0.888340,short,1.000000,36.211580,False,Standard (NTI+MB+IC),0.888840,5.000000,0.887540,0.886741,0.885675,2013-12-18 15:00:00,0.887540,take_profit_1,1,0.250000,1716.566817,7.995056,1716.566817,PPT,0.700000,1476.715127,TP1,0.300000,239.851690,1716.566817
304,2013-12-18 15:15:00,0.885059,short,1.000000,36.320841,False,Standard (NTI+MB+IC),0.885559,5.000000,0.884262,0.883465,0.882403,2013-12-18 15:45:00,0.884262,take_profit_1,1,0.500000,496.962177,7.965527,496.962177,PPT,0.700000,257.996364,TP1,0.300000,238.965813,496.962177
305,2013-12-18 16:00:00,0.885345,short,1.000000,39.343162,False,Standard (NTI+MB+IC),0.885845,5.000000,0.884548,0.883751,0.882689,2013-12-18 16:30:00,0.885874,stop_loss,0,0.500000,-529.602186,-5.296022,-529.602186,,,,,,,
306,2013-12-18 16:45:00,0.885964,short,1.000000,32.757156,False,Standard (NTI+MB+IC),0.886464,5.000000,0.885167,0.884370,0.883307,2013-12-18 17:15:00,0.885167,take_profit_1,1,0.500000,564.359759,7.973680,564.359759,PPT,0.700000,325.149344,TP1,0.300000,239.210415,564.359759
307,2013-12-18 17:30:00,0.884377,short,1.000000,32.914078,False,Standard (NTI+MB+IC),0.884877,5.000000,0.883581,0.882785,0.881724,2013-12-18 17:45:00,0.883581,take_profit_1,1,0.250000,789.679635,7.959393,789.679635,PPT,0.700000,550.897846,TP1,0.300000,238.781789,789.679635
308,2013-12-18 18:00:00,0.883742,short,1.000000,34.793306,False,Standard (NTI+MB+IC),0.884242,5.000000,0.882947,0.882151,0.881091,2013-12-18 18:30:00,0.884324,stop_loss,0,0.500000,-581.591058,-5.815911,-581.591058,,,,,,,
309,2013-12-18 18:45:00,0.884310,short,1.000000,30.711711,False,Standard (NTI+MB+IC),0.884810,5.000000,0.883514,0.882719,0.881657,2013-12-18 19:15:00,0.884940,stop_loss,0,0.500000,-629.988059,-6.299881,-629.988059,,,,,,,
310,2013-12-18 22:30:00,0.882759,short,1.000000,29.595632,False,Standard (NTI+MB+IC),0.883259,5.000000,0.881964,0.881170,0.880110,2013-12-18 23:00:00,0.883408,stop_loss,0,0.500000,-649.394107,-6.493941,-649.394107,,,,,,,
311,2013-12-19 06:45:00,0.886984,long,1.000000,44.553801,False,Standard (NTI+MB+IC),0.886484,5.000000,0.887783,0.888581,0.889645,2013-12-19 07:00:00,0.886337,stop_loss,0,0.250000,-647.349615,-6.473496,-647.349615,,,,,,,
312,2013-12-19 07:15:00,0.886931,long,1.000000,43.468101,False,Standard (NTI+MB+IC),0.886431,5.000000,0.887729,0.888528,0.889592,2013-12-19 07:30:00,0.886238,stop_loss,0,0.250000,-693.433827,-6.934338,-693.433827,,,,,,,
313,2013-12-19 07:45:00,0.885025,long,1.000000,20.191211,False,Standard (NTI+MB+IC),0.885198,1.728127,0.885822,0.886618,0.887680,2013-12-19 08:00:00,0.885118,stop_loss,0,0.250000,92.295645,0.922956,92.295645,,,,,,,
314,2013-12-20 10:30:00,0.892381,long,1.000000,49.484087,False,Standard (NTI+MB+IC),0.891881,5.000000,0.893184,0.893987,0.895058,2013-12-20 10:45:00,0.891751,stop_loss,0,0.250000,-629.601603,-6.296016,-629.601603,,,,,,,
315,2013-12-20 11:00:00,0.892690,long,1.000000,57.391514,False,Standard (NTI+MB+IC),0.892190,5.000000,0.893493,0.894297,0.895368,2013-12-20 11:45:00,0.892114,stop_loss,0,0.750000,-576.052748,-5.760527,-576.052748,,,,,,,
316,2013-12-20 12:00:00,0.891629,long,1.000000,55.284181,False,Standard (NTI+MB+IC),0.891129,5.000000,0.892432,0.893234,0.894304,2013-12-20 12:45:00,0.892432,take_profit_1,1,0.750000,367.282193,8.024663,367.282193,PPT,0.700000,126.542302,TP1,0.300000,240.739891,367.282193
317,2013-12-20 13:00:00,0.892173,long,1.000000,48.736307,False,Standard (NTI+MB+IC),0.891673,5.000000,0.892976,0.893779,0.894850,2013-12-20 16:15:00,0.892976,take_profit_1,1,3.250000,350.491234,8.029561,350.491234,PPT,0.700000,109.604410,TP1,0.300000,240.886824,350.491234
318,2013-12-20 16:30:00,0.892439,long,1.000000,34.554036,False,Standard (NTI+MB+IC),0.891939,5.000000,0.893242,0.894045,0.895116,2013-12-22 17:15:00,0.891907,stop_loss,0,48.750000,-531.954896,-5.319549,-531.954896,,,,,,,
319,2013-12-22 19:30:00,0.892771,long,1.000000,20.325750,False,Standard (NTI+MB+IC),0.892271,5.000000,0.893574,0.894378,0.895449,2013-12-22 20:30:00,0.892189,stop_loss,0,1.000000,-581.378228,-5.813782,-581.378228,,,,,,,
320,2013-12-23 00:45:00,0.894165,long,1.000000,34.135479,False,Standard (NTI+MB+IC),0.893665,5.000000,0.894970,0.895775,0.896848,2013-12-23 02:45:00,0.893584,stop_loss,0,2.000000,-580.699028,-5.806990,-580.699028,,,,,,,
321,2013-12-23 07:45:00,0.894922,long,1.000000,49.197330,False,Standard (NTI+MB+IC),0.894422,5.000000,0.895727,0.896533,0.897607,2013-12-23 08:00:00,0.894297,stop_loss,0,0.250000,-624.459830,-6.244598,-624.459830,,,,,,,
322,2013-12-23 08:15:00,0.894395,long,1.000000,53.482856,False,Standard (NTI+MB+IC),0.893895,5.000000,0.895200,0.896005,0.897078,2013-12-23 08:45:00,0.893867,stop_loss,0,0.500000,-527.762763,-5.277628,-527.762763,,,,,,,
323,2013-12-23 09:30:00,0.892732,long,1.000000,19.383627,False,Standard (NTI+MB+IC),0.892830,0.976730,0.893536,0.894339,0.895410,2013-12-23 09:45:00,0.893536,take_profit_1,1,0.250000,911.597946,8.034589,911.597946,PPT,0.700000,670.560291,TP1,0.300000,241.037655,911.597946
