trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,final_exit_pips,pnl_per_million,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_pnl_total
472,2014-01-14 11:00:00,0.898651,short,1.000000,34.583741,False,Standard (NTI+MB+IC),0.899151,5.000000,0.897842,0.897033,0.895955,2014-01-14 11:15:00,0.897842,take_profit_1,1,0.250000,747.265445,8.087858,747.265445,PPT,0.700000,504.629702,TP1,0.300000,242.635743,747.265445
473,2014-01-14 11:30:00,0.897818,short,1.000000,34.723896,False,Standard (NTI+MB+IC),0.898318,5.000000,0.897010,0.896202,0.895125,2014-01-14 13:30:00,0.897010,tp1_pullback,2,2.000000,1077.382080,8.080366,1077.382080,TP1,0.333333,269.345520,TP2,0.333333,538.691040,808.036560
474,2014-01-14 13:45:00,0.895704,short,1.000000,43.295684,False,Standard (NTI+MB+IC),0.896204,5.000000,0.894898,0.894092,0.893017,2014-01-14 15:15:00,0.896276,stop_loss,0,1.500000,-571.693844,-5.716938,-571.693844,,,,,,,
475,2014-01-14 15:30:00,0.896063,short,1.000000,47.515396,False,Standard (NTI+MB+IC),0.896563,5.000000,0.895256,0.894450,0.893374,2014-01-14 17:30:00,0.895256,take_profit_1,1,2.000000,397.733512,8.064563,397.733512,PPT,0.700000,155.796619,TP1,0.300000,241.936893,397.733512
476,2014-01-14 17:45:00,0.895387,short,1.000000,33.337676,False,Standard (NTI+MB+IC),0.895887,5.000000,0.894582,0.893776,0.892701,2014-01-14 18:45:00,0.895950,stop_loss,0,1.000000,-562.756597,-5.627566,-562.756597,,,,,,,
477,2014-01-14 20:00:00,0.894991,short,1.000000,31.744504,False,Standard (NTI+MB+IC),0.895491,5.000000,0.894185,0.893380,0.892306,2014-01-14 20:15:00,0.894185,take_profit_1,1,0.250000,676.136044,8.054916,676.136044,PPT,0.700000,434.488555,TP1,0.300000,241.647488,676.136044
478,2014-01-14 20:30:00,0.893515,short,1.000000,37.939762,False,Standard (NTI+MB+IC),0.894015,5.000000,0.892711,0.891907,0.890835,2014-01-14 21:15:00,0.892711,take_profit_1,1,0.750000,728.044074,8.041639,728.044074,PPT,0.700000,486.794911,TP1,0.300000,241.249164,728.044074
479,2014-01-14 21:30:00,0.892542,short,1.000000,50.254487,False,Standard (NTI+MB+IC),0.893042,5.000000,0.891738,0.890935,0.889864,2014-01-14 22:15:00,0.891738,take_profit_1,1,0.750000,375.078638,8.032874,375.078638,PPT,0.700000,134.092416,TP1,0.300000,240.986221,375.078638
480,2014-01-14 22:30:00,0.892144,short,1.000000,61.221634,False,Standard (NTI+MB+IC),0.892644,5.000000,0.891341,0.890538,0.889468,2014-01-14 23:15:00,0.891341,take_profit_1,1,0.750000,404.908188,8.029299,404.908188,PPT,0.700000,164.029219,TP1,0.300000,240.878968,404.908188
481,2014-01-14 23:30:00,0.891807,short,1.000000,70.207290,False,Standard (NTI+MB+IC),0.892307,5.000000,0.891005,0.890202,0.889132,2014-01-15 02:00:00,0.891005,take_profit_1,1,2.500000,707.840619,8.026265,707.840619,PPT,0.700000,467.052671,TP1,0.300000,240.787949,707.840619
482,2014-01-15 02:15:00,0.890656,short,1.000000,48.869373,False,Standard (NTI+MB+IC),0.891156,5.000000,0.889855,0.889053,0.887984,2014-01-15 02:45:00,0.891279,stop_loss,0,0.500000,-622.951056,-6.229511,-622.951056,,,,,,,
483,2014-01-15 03:00:00,0.890197,short,1.000000,45.860192,False,Standard (NTI+MB+IC),0.890697,5.000000,0.889396,0.888595,0.887527,2014-01-15 03:30:00,0.889396,take_profit_1,1,0.500000,728.535008,8.011777,728.535008,PPT,0.700000,488.181710,TP1,0.300000,240.353299,728.535008
484,2014-01-15 03:45:00,0.889792,short,1.000000,48.300291,False,Standard (NTI+MB+IC),0.890292,5.000000,0.888991,0.888191,0.887123,2014-01-15 04:15:00,0.888991,take_profit_1,1,0.500000,451.770803,8.008130,451.770803,PPT,0.700000,211.526914,TP1,0.300000,240.243889,451.770803
485,2014-01-15 04:30:00,0.889568,short,1.000000,51.766716,False,Standard (NTI+MB+IC),0.890068,5.000000,0.888767,0.887966,0.886899,2014-01-15 05:15:00,0.890178,stop_loss,0,0.750000,-610.280461,-6.102805,-610.280461,,,,,,,
486,2014-01-15 05:30:00,0.890559,short,1.000000,17.245957,False,Standard (NTI+MB+IC),0.891059,5.000000,0.889758,0.888956,0.887887,2014-01-15 06:15:00,0.891104,stop_loss,0,0.750000,-545.041454,-5.450415,-545.041454,,,,,,,
487,2014-01-15 06:30:00,0.891855,short,1.000000,16.458687,False,Standard (NTI+MB+IC),0.892355,5.000000,0.891052,0.890250,0.889179,2014-01-15 08:00:00,0.891052,take_profit_1,1,1.500000,447.325922,8.026695,447.325922,PPT,0.700000,206.525062,TP1,0.300000,240.800860,447.325922
488,2014-01-15 08:30:00,0.889993,short,1.000000,33.844828,False,Standard (NTI+MB+IC),0.890493,5.000000,0.889192,0.888391,0.887323,2014-01-15 08:45:00,0.890644,stop_loss,0,0.250000,-650.341065,-6.503411,-650.341065,,,,,,,
489,2014-01-15 19:30:00,0.882362,short,1.000000,52.053553,False,Standard (NTI+MB+IC),0.882862,5.000000,0.881568,0.880774,0.879715,2014-01-15 19:45:00,0.881568,take_profit_1,1,0.250000,834.638203,7.941258,834.638203,PPT,0.700000,596.400463,TP1,0.300000,238.237740,834.638203
490,2014-01-15 20:00:00,0.881006,short,1.000000,63.187902,False,Standard (NTI+MB+IC),0.881506,5.000000,0.880214,0.879421,0.878363,2014-01-15 20:30:00,0.880214,take_profit_1,1,0.500000,452.410786,7.929058,452.410786,PPT,0.700000,214.539036,TP1,0.300000,237.871751,452.410786
491,2014-01-15 20:45:00,0.880350,short,1.000000,74.028019,False,Standard (NTI+MB+IC),0.880850,5.000000,0.879558,0.878766,0.877709,2014-01-15 21:30:00,0.880966,stop_loss,0,0.750000,-616.103223,-6.161032,-616.103223,,,,,,,
492,2014-01-15 21:45:00,0.881048,short,1.000000,76.599615,False,Standard (NTI+MB+IC),0.881548,5.000000,0.880255,0.879462,0.878405,2014-01-16 01:45:00,0.880255,take_profit_1,1,4.000000,537.606503,7.929434,537.606503,PPT,0.700000,299.723495,TP1,0.300000,237.883008,537.606503
493,2014-01-16 02:00:00,0.880292,short,1.000000,57.954238,False,Standard (NTI+MB+IC),0.880792,5.000000,0.879499,0.878707,0.877651,2014-01-16 02:15:00,0.879499,take_profit_1,1,0.250000,637.869120,7.922625,637.869120,PPT,0.700000,400.190361,TP1,0.300000,237.678759,637.869120
494,2014-01-16 02:30:00,0.880126,short,1.000000,63.169952,False,Standard (NTI+MB+IC),0.880626,5.000000,0.879334,0.878542,0.877485,2014-01-16 02:45:00,0.880630,stop_loss,0,0.250000,-504.574464,-5.045745,-504.574464,,,,,,,
495,2014-01-16 03:00:00,0.879583,short,1.000000,60.095279,False,Standard (NTI+MB+IC),0.880083,5.000000,0.878791,0.877999,0.876944,2014-01-16 03:15:00,0.878791,take_profit_1,1,0.250000,925.330295,7.916244,925.330295,PPT,0.700000,687.842984,TP1,0.300000,237.487311,925.330295
496,2014-01-16 03:30:00,0.878026,short,1.000000,64.156345,False,Standard (NTI+MB+IC),0.878526,5.000000,0.877236,0.876446,0.875392,2014-01-16 04:15:00,0.878600,stop_loss,0,0.750000,-573.933098,-5.739331,-573.933098,,,,,,,
497,2014-01-16 04:30:00,0.879294,short,1.000000,61.417996,False,Standard (NTI+MB+IC),0.879794,5.000000,0.878503,0.877711,0.876656,2014-01-16 05:30:00,0.878503,take_profit_1,1,1.000000,527.136476,7.913645,527.136476,PPT,0.700000,289.727124,TP1,0.300000,237.409352,527.136476
498,2014-01-16 05:45:00,0.878711,short,1.000000,44.199713,False,Standard (NTI+MB+IC),0.879211,5.000000,0.877920,0.877129,0.876074,2014-01-16 06:30:00,0.877920,take_profit_1,1,0.750000,587.688533,7.908396,587.688533,PPT,0.700000,350.436664,TP1,0.300000,237.251868,587.688533
499,2014-01-16 06:45:00,0.878566,short,1.000000,37.309796,False,Standard (NTI+MB+IC),0.879066,5.000000,0.877775,0.876984,0.875930,2014-01-16 07:45:00,0.879175,stop_loss,0,1.000000,73.239798,-6.089363,73.239798,PPT,0.700000,255.920690,,,,255.920690
500,2014-01-16 08:00:00,0.879520,short,1.000000,15.285165,False,Standard (NTI+MB+IC),0.880020,5.000000,0.878728,0.877936,0.876881,2014-01-16 08:30:00,0.878728,take_profit_1,1,0.500000,650.193002,7.915676,650.193002,PPT,0.700000,412.722709,TP1,0.300000,237.470293,650.193002
501,2014-01-16 08:45:00,0.880570,short,1.000000,15.468806,False,Standard (NTI+MB+IC),0.881070,5.000000,0.879778,0.878985,0.877928,2014-01-16 10:00:00,0.879778,take_profit_1,1,1.250000,405.840265,7.925131,405.840265,PPT,0.700000,168.086332,TP1,0.300000,237.753933,405.840265
502,2014-01-16 10:15:00,0.880394,short,1.000000,20.947822,False,Standard (NTI+MB+IC),0.880894,5.000000,0.879601,0.878809,0.877753,2014-01-16 10:30:00,0.879601,take_profit_1,1,0.250000,1038.329444,7.923544,1038.329444,PPT,0.700000,800.623133,TP1,0.300000,237.706312,1038.329444
503,2014-01-16 21:15:00,0.880471,long,1.000000,20.084331,False,Standard (NTI+MB+IC),0.881049,5.782453,0.881263,0.882056,0.883112,2014-01-16 21:30:00,0.880951,stop_loss,0,0.250000,325.352269,4.801341,325.352269,PPT,0.700000,181.312045,,,,181.312045
504,2014-01-16 21:45:00,0.880623,long,1.000000,43.265482,False,Standard (NTI+MB+IC),0.881044,4.214927,0.881415,0.882208,0.883264,2014-01-16 22:00:00,0.881014,stop_loss,0,0.250000,391.587456,3.915875,391.587456,,,,,,,
505,2014-01-16 22:15:00,0.880745,short,1.000000,44.712227,False,Standard (NTI+MB+IC),0.881245,5.000000,0.879953,0.879160,0.878103,2014-01-16 22:30:00,0.881246,stop_loss,0,0.250000,-500.532067,-5.005321,-500.532067,,,,,,,
506,2014-01-19 22:00:00,0.879079,long,1.000000,51.105755,False,Standard (NTI+MB+IC),0.878579,5.000000,0.879870,0.880661,0.881716,2014-01-19 22:15:00,0.878411,stop_loss,0,0.250000,-667.766269,-6.677663,-667.766269,,,,,,,
507,2014-01-19 22:30:00,0.878183,long,1.000000,50.181582,False,Standard (NTI+MB+IC),0.877683,5.000000,0.878973,0.879764,0.880818,2014-01-20 00:45:00,0.877526,stop_loss,0,2.250000,-656.702042,-6.567020,-656.702042,,,,,,,
508,2014-01-20 01:15:00,0.878720,long,1.000000,26.679324,False,Standard (NTI+MB+IC),0.878220,5.000000,0.879511,0.880302,0.881357,2014-01-20 01:45:00,0.879511,take_profit_1,1,0.500000,517.012251,7.908483,517.012251,PPT,0.700000,279.757758,TP1,0.300000,237.254493,517.012251
509,2014-01-20 02:00:00,0.879456,long,1.000000,36.559053,False,Standard (NTI+MB+IC),0.878956,5.000000,0.880248,0.881039,0.882095,2014-01-20 02:30:00,0.878947,stop_loss,0,0.500000,-509.093176,-5.090932,-509.093176,,,,,,,
510,2014-01-20 02:45:00,0.879642,long,1.000000,33.364499,False,Standard (NTI+MB+IC),0.879142,5.000000,0.880434,0.881226,0.882281,2014-01-20 04:00:00,0.880434,take_profit_1,1,1.250000,389.934737,7.916780,389.934737,PPT,0.700000,152.431332,TP1,0.300000,237.503405,389.934737
511,2014-01-20 04:15:00,0.880148,long,1.000000,35.090738,False,Standard (NTI+MB+IC),0.879648,5.000000,0.880940,0.881732,0.882788,2014-01-20 04:30:00,0.880940,take_profit_1,1,0.250000,715.052699,7.921332,715.052699,PPT,0.700000,477.412744,TP1,0.300000,237.639955,715.052699
512,2014-01-20 04:45:00,0.880760,long,1.000000,42.178317,False,Standard (NTI+MB+IC),0.880260,5.000000,0.881552,0.882345,0.883402,2014-01-20 06:30:00,0.881552,take_profit_1,1,1.750000,440.962129,7.926838,440.962129,PPT,0.700000,203.156990,TP1,0.300000,237.805139,440.962129
513,2014-01-20 06:45:00,0.881290,long,1.000000,45.225616,False,Standard (NTI+MB+IC),0.880790,5.000000,0.882084,0.882877,0.883934,2014-01-20 07:15:00,0.880638,stop_loss,0,0.500000,-651.913260,-6.519133,-651.913260,,,,,,,
514,2014-01-20 07:30:00,0.881114,long,1.000000,33.586523,False,Standard (NTI+MB+IC),0.880614,5.000000,0.881907,0.882700,0.883757,2014-01-20 08:00:00,0.881907,take_profit_1,1,0.500000,389.189109,7.930025,389.189109,PPT,0.700000,151.288363,TP1,0.300000,237.900746,389.189109
515,2014-01-20 17:15:00,0.882188,long,1.000000,28.422321,False,Standard (NTI+MB+IC),0.881688,5.000000,0.882982,0.883776,0.884835,2014-01-20 17:30:00,0.881507,stop_loss,0,0.250000,-681.501194,-6.815012,-681.501194,,,,,,,
516,2014-01-20 21:30:00,0.883257,long,1.000000,40.044343,False,Standard (NTI+MB+IC),0.882757,5.000000,0.884052,0.884847,0.885907,2014-01-20 21:45:00,0.882693,stop_loss,0,0.250000,-564.516491,-5.645165,-564.516491,,,,,,,
517,2014-01-21 03:00:00,0.879212,long,1.000000,14.639502,False,Standard (NTI+MB+IC),0.880891,16.790008,0.880004,0.880795,0.881850,2014-01-21 03:15:00,0.880807,stop_loss,0,0.250000,1595.225555,15.952256,1595.225555,,,,,,,
518,2014-01-21 03:30:00,0.878442,short,1.000000,40.712160,False,Standard (NTI+MB+IC),0.878942,5.000000,0.877651,0.876861,0.875807,2014-01-21 05:00:00,0.877651,take_profit_1,1,1.500000,525.487948,7.905977,525.487948,PPT,0.700000,288.308644,TP1,0.300000,237.179305,525.487948
519,2014-01-21 05:15:00,0.878366,short,1.000000,46.618681,False,Standard (NTI+MB+IC),0.878866,5.000000,0.877576,0.876785,0.875731,2014-01-21 07:00:00,0.877576,take_profit_1,1,1.750000,521.568768,7.905297,521.568768,PPT,0.700000,284.409867,TP1,0.300000,237.158901,521.568768
520,2014-01-21 07:15:00,0.878559,short,1.000000,37.820446,False,Standard (NTI+MB+IC),0.879059,5.000000,0.877769,0.876978,0.875924,2014-01-21 08:30:00,0.879195,stop_loss,0,1.250000,165.922492,-6.353177,165.922492,PPT,0.700000,356.517814,,,,356.517814
521,2014-01-21 08:45:00,0.880001,short,1.000000,14.390847,False,Standard (NTI+MB+IC),0.880214,2.122813,0.879209,0.878417,0.877361,2014-01-21 09:00:00,0.880253,stop_loss,0,0.250000,-252.165452,-2.521655,-252.165452,,,,,,,
522,2014-01-21 09:15:00,0.880907,short,1.000000,17.337336,False,Standard (NTI+MB+IC),0.880166,7.409171,0.880114,0.879321,0.878264,2014-01-21 09:30:00,0.880293,stop_loss,0,0.250000,613.081654,6.130817,613.081654,,,,,,,
523,2014-01-21 09:45:00,0.880995,short,1.000000,39.509756,False,Standard (NTI+MB+IC),0.880170,8.253936,0.880203,0.879410,0.878352,2014-01-21 10:00:00,0.880203,take_profit_1,1,0.250000,682.677456,7.928959,682.677456,PPT,0.700000,444.808687,TP1,0.300000,237.868769,682.677456
524,2014-01-21 16:30:00,0.881016,long,1.000000,42.623905,False,Standard (NTI+MB+IC),0.880516,5.000000,0.881809,0.882602,0.883659,2014-01-21 16:45:00,0.880383,stop_loss,0,0.250000,-633.813749,-6.338137,-633.813749,,,,,,,
525,2014-01-21 19:30:00,0.885195,long,1.000000,35.717528,False,Standard (NTI+MB+IC),0.884695,5.000000,0.885991,0.886788,0.887850,2014-01-21 19:45:00,0.885991,take_profit_1,1,0.250000,935.790828,7.966751,935.790828,PPT,0.700000,696.788290,TP1,0.300000,239.002539,935.790828
526,2014-01-21 20:00:00,0.886238,long,1.000000,43.723275,False,Standard (NTI+MB+IC),0.885738,5.000000,0.887036,0.887833,0.888897,2014-01-21 20:15:00,0.885571,stop_loss,0,0.250000,-667.387961,-6.673880,-667.387961,,,,,,,
527,2014-01-21 20:30:00,0.885426,long,1.000000,45.283492,False,Standard (NTI+MB+IC),0.884926,5.000000,0.886222,0.887019,0.888082,2014-01-21 21:15:00,0.886222,take_profit_1,1,0.750000,354.175676,7.968830,354.175676,PPT,0.700000,115.110776,TP1,0.300000,239.064900,354.175676
528,2014-01-21 21:30:00,0.885535,long,1.000000,44.948836,False,Standard (NTI+MB+IC),0.885035,5.000000,0.886332,0.887129,0.888191,2014-01-21 22:15:00,0.886332,take_profit_1,1,0.750000,466.748168,7.969813,466.748168,PPT,0.700000,227.653777,TP1,0.300000,239.094391,466.748168
529,2014-01-21 22:30:00,0.886671,long,1.000000,47.545770,False,Standard (NTI+MB+IC),0.886171,5.000000,0.887469,0.888267,0.889331,2014-01-22 00:00:00,0.886133,stop_loss,0,1.500000,-538.360797,-5.383608,-538.360797,,,,,,,
530,2014-01-22 00:15:00,0.886437,long,1.000000,46.593091,False,Standard (NTI+MB+IC),0.885937,5.000000,0.887235,0.888032,0.889096,2014-01-22 00:30:00,0.885752,stop_loss,0,0.250000,-684.949714,-6.849497,-684.949714,,,,,,,
531,2014-01-22 00:45:00,0.885863,long,1.000000,37.869569,False,Standard (NTI+MB+IC),0.885363,5.000000,0.886660,0.887458,0.888521,2014-01-22 01:30:00,0.886660,take_profit_1,1,0.750000,649.970732,7.972768,649.970732,PPT,0.700000,410.787679,TP1,0.300000,239.183053,649.970732
532,2014-01-22 01:45:00,0.886256,long,1.000000,32.813730,False,Standard (NTI+MB+IC),0.885756,5.000000,0.887054,0.887851,0.888915,2014-01-22 02:00:00,0.887054,take_profit_1,1,0.250000,851.090486,7.976304,851.090486,PPT,0.700000,611.801367,TP1,0.300000,239.289119,851.090486
533,2014-01-22 02:15:00,0.887391,long,1.000000,39.114160,False,Standard (NTI+MB+IC),0.886891,5.000000,0.888189,0.888988,0.890053,2014-01-22 02:30:00,0.888189,take_profit_1,1,0.250000,841.076564,7.986517,841.076564,PPT,0.700000,601.481064,TP1,0.300000,239.595500,841.076564
534,2014-01-22 02:45:00,0.887430,long,1.000000,47.271992,False,Standard (NTI+MB+IC),0.886930,5.000000,0.888229,0.889028,0.890093,2014-01-22 04:00:00,0.888229,take_profit_1,1,1.250000,407.455982,7.986872,407.455982,PPT,0.700000,167.849824,TP1,0.300000,239.606158,407.455982
535,2014-01-22 04:15:00,0.888526,long,1.000000,51.837533,False,Standard (NTI+MB+IC),0.888026,5.000000,0.889326,0.890126,0.891192,2014-01-22 04:30:00,0.887962,stop_loss,0,0.250000,-563.722999,-5.637230,-563.722999,,,,,,,
536,2014-01-22 04:45:00,0.887572,long,1.000000,40.156419,False,Standard (NTI+MB+IC),0.887072,5.000000,0.888371,0.889170,0.890235,2014-01-22 05:00:00,0.886944,stop_loss,0,0.250000,-628.362803,-6.283628,-628.362803,,,,,,,
537,2014-01-22 05:15:00,0.886721,long,1.000000,17.087969,False,Standard (NTI+MB+IC),0.886221,5.000000,0.887519,0.888317,0.889381,2014-01-22 07:30:00,0.887519,take_profit_1,1,2.250000,420.966311,7.980486,420.966311,PPT,0.700000,181.551738,TP1,0.300000,239.414573,420.966311
538,2014-01-22 11:15:00,0.884439,short,1.000000,51.244299,False,Standard (NTI+MB+IC),0.884939,5.000000,0.883643,0.882847,0.881786,2014-01-22 11:45:00,0.883643,take_profit_1,1,0.500000,595.316983,7.959954,595.316983,PPT,0.700000,356.518369,TP1,0.300000,238.798614,595.316983
539,2014-01-22 12:00:00,0.884144,short,1.000000,60.234873,False,Standard (NTI+MB+IC),0.884644,5.000000,0.883348,0.882553,0.881492,2014-01-22 13:15:00,0.884761,stop_loss,0,1.250000,-616.596721,-6.165967,-616.596721,,,,,,,
540,2014-01-22 13:30:00,0.884446,short,1.000000,49.919040,False,Standard (NTI+MB+IC),0.884946,5.000000,0.883650,0.882854,0.881793,2014-01-22 15:00:00,0.885122,stop_loss,0,1.500000,-675.818648,-6.758186,-675.818648,,,,,,,
541,2014-01-22 15:15:00,0.885431,short,1.000000,19.754413,False,Standard (NTI+MB+IC),0.885812,3.809405,0.884634,0.883838,0.882775,2014-01-22 17:00:00,0.884634,take_profit_1,1,1.750000,723.007588,7.968882,723.007588,PPT,0.700000,483.941125,TP1,0.300000,239.066463,723.007588
542,2014-01-22 18:30:00,0.883649,short,1.000000,36.480622,False,Standard (NTI+MB+IC),0.884149,5.000000,0.882854,0.882058,0.880998,2014-01-22 18:45:00,0.884330,stop_loss,0,0.250000,-681.258434,-6.812584,-681.258434,,,,,,,
543,2014-01-22 19:00:00,0.883653,short,1.000000,45.513318,False,Standard (NTI+MB+IC),0.884153,5.000000,0.882857,0.882062,0.881002,2014-01-22 19:15:00,0.882857,take_profit_1,1,0.250000,695.410491,7.952873,695.410491,PPT,0.700000,456.824287,TP1,0.300000,238.586204,695.410491
544,2014-01-22 19:30:00,0.883321,short,1.000000,54.098058,False,Standard (NTI+MB+IC),0.883821,5.000000,0.882526,0.881731,0.880671,2014-01-22 20:00:00,0.883926,stop_loss,0,0.500000,-604.874277,-6.048743,-604.874277,,,,,,,
545,2014-01-22 20:15:00,0.884318,short,1.000000,44.239308,False,Standard (NTI+MB+IC),0.884818,5.000000,0.883522,0.882726,0.881665,2014-01-22 20:30:00,0.883522,take_profit_1,1,0.250000,769.489708,7.958864,769.489708,PPT,0.700000,530.723800,TP1,0.300000,238.765908,769.489708
546,2014-01-22 20:45:00,0.879321,short,1.000000,46.842835,False,Standard (NTI+MB+IC),0.879821,5.000000,0.878530,0.877739,0.876683,2014-01-22 21:00:00,0.879909,stop_loss,0,0.250000,-587.637909,-5.876379,-587.637909,,,,,,,
547,2014-01-22 21:15:00,0.880265,short,1.000000,54.402058,False,Standard (NTI+MB+IC),0.880765,5.000000,0.879473,0.878681,0.877624,2014-01-22 22:45:00,0.879473,take_profit_1,1,1.500000,493.158192,7.922385,493.158192,PPT,0.700000,255.486647,TP1,0.300000,237.671545,493.158192
548,2014-01-22 23:00:00,0.879515,short,1.000000,64.219669,False,Standard (NTI+MB+IC),0.880015,5.000000,0.878724,0.877932,0.876877,2014-01-23 00:00:00,0.880037,stop_loss,0,1.000000,-19.777124,-5.217260,-19.777124,PPT,0.700000,136.740667,,,,136.740667
549,2014-01-23 00:15:00,0.879758,short,1.000000,51.764720,False,Standard (NTI+MB+IC),0.880258,5.000000,0.878966,0.878174,0.877118,2014-01-23 00:30:00,0.880417,stop_loss,0,0.250000,-659.855431,-6.598554,-659.855431,,,,,,,
550,2014-01-23 00:45:00,0.880231,short,1.000000,20.392022,False,Standard (NTI+MB+IC),0.880731,5.000000,0.879439,0.878647,0.877591,2014-01-23 01:00:00,0.880796,stop_loss,0,0.250000,-564.625892,-5.646259,-564.625892,,,,,,,
551,2014-01-23 01:15:00,0.880651,short,1.000000,17.869726,False,Standard (NTI+MB+IC),0.881151,5.000000,0.879858,0.879066,0.878009,2014-01-23 02:15:00,0.879858,take_profit_1,1,1.000000,567.262845,7.925856,567.262845,PPT,0.700000,329.487158,TP1,0.300000,237.775688,567.262845
552,2014-01-23 02:30:00,0.878157,short,1.000000,30.821404,False,Standard (NTI+MB+IC),0.878657,5.000000,0.877367,0.876576,0.875523,2014-01-23 03:00:00,0.878750,stop_loss,0,0.500000,-593.261412,-5.932614,-593.261412,,,,,,,
553,2014-01-23 03:15:00,0.879511,short,1.000000,33.165097,False,Standard (NTI+MB+IC),0.880011,5.000000,0.878719,0.877928,0.876872,2014-01-23 04:45:00,0.880100,stop_loss,1,1.500000,-128.823890,-5.890156,-128.823890,TP1,0.333333,263.853194,,,,263.853194
554,2014-01-23 05:00:00,0.880189,short,1.000000,11.191788,False,Standard (NTI+MB+IC),0.880689,5.000000,0.879397,0.878605,0.877548,2014-01-23 05:45:00,0.879397,take_profit_1,1,0.750000,810.923034,7.921701,810.923034,PPT,0.700000,573.272015,TP1,0.300000,237.651019,810.923034
555,2014-01-23 06:30:00,0.877360,short,1.000000,29.079386,False,Standard (NTI+MB+IC),0.877860,5.000000,0.876570,0.875781,0.874728,2014-01-23 06:45:00,0.876570,take_profit_1,1,0.250000,803.819198,7.896239,803.819198,PPT,0.700000,566.932024,TP1,0.300000,236.887174,803.819198
556,2014-01-23 07:00:00,0.877031,short,1.000000,37.395735,False,Standard (NTI+MB+IC),0.877531,5.000000,0.876241,0.875452,0.874400,2014-01-23 07:45:00,0.877602,stop_loss,0,0.750000,-570.964985,-5.709650,-570.964985,,,,,,,
557,2014-01-23 08:00:00,0.877278,short,1.000000,36.347781,False,Standard (NTI+MB+IC),0.877778,5.000000,0.876488,0.875699,0.874646,2014-01-23 08:30:00,0.877804,stop_loss,0,0.500000,-525.973045,-5.259730,-525.973045,,,,,,,
558,2014-01-23 09:00:00,0.879097,short,1.000000,16.479092,False,Standard (NTI+MB+IC),0.879597,5.000000,0.878306,0.877514,0.876459,2014-01-23 09:30:00,0.878306,take_profit_1,1,0.500000,711.068037,7.911871,711.068037,PPT,0.700000,473.711920,TP1,0.300000,237.356117,711.068037
559,2014-01-23 12:15:00,0.873782,short,1.000000,45.606446,False,Standard (NTI+MB+IC),0.874282,5.000000,0.872995,0.872209,0.871160,2014-01-23 12:45:00,0.874298,stop_loss,0,0.500000,-516.834096,-5.168341,-516.834096,,,,,,,
560,2014-01-23 13:00:00,0.874434,short,1.000000,54.094459,False,Standard (NTI+MB+IC),0.874934,5.000000,0.873647,0.872860,0.871811,2014-01-23 13:30:00,0.875110,stop_loss,0,0.500000,-675.756436,-6.757564,-675.756436,,,,,,,
561,2014-01-23 13:45:00,0.875670,short,1.000000,48.345413,False,Standard (NTI+MB+IC),0.876170,5.000000,0.874882,0.874094,0.873043,2014-01-23 14:00:00,0.876253,stop_loss,0,0.250000,-582.282193,-5.822822,-582.282193,,,,,,,
562,2014-01-23 14:15:00,0.875658,short,1.000000,38.041152,False,Standard (NTI+MB+IC),0.876158,5.000000,0.874870,0.874082,0.873031,2014-01-23 15:45:00,0.876199,stop_loss,0,1.500000,-540.634518,-5.406345,-540.634518,,,,,,,
563,2014-01-23 23:45:00,0.871513,short,1.000000,32.758423,False,Standard (NTI+MB+IC),0.872013,5.000000,0.870729,0.869944,0.868898,2014-01-24 00:00:00,0.870729,take_profit_1,1,0.250000,874.338421,7.843616,874.338421,PPT,0.700000,639.029938,TP1,0.300000,235.308483,874.338421
564,2014-01-24 00:15:00,0.869586,short,1.000000,46.464720,False,Standard (NTI+MB+IC),0.870086,5.000000,0.868803,0.868021,0.866977,2014-01-24 00:30:00,0.870156,stop_loss,0,0.250000,-570.267707,-5.702677,-570.267707,,,,,,,
565,2014-01-24 00:45:00,0.870480,short,1.000000,56.440746,False,Standard (NTI+MB+IC),0.870980,5.000000,0.869696,0.868913,0.867868,2014-01-24 02:30:00,0.869696,take_profit_1,1,1.750000,353.682223,7.834316,353.682223,PPT,0.700000,118.652757,TP1,0.300000,235.029466,353.682223
566,2014-01-24 02:45:00,0.870110,short,1.000000,59.866082,False,Standard (NTI+MB+IC),0.870610,5.000000,0.869326,0.868543,0.867499,2014-01-24 03:00:00,0.869326,take_profit_1,1,0.250000,906.594406,7.830986,906.594406,PPT,0.700000,671.664835,TP1,0.300000,234.929571,906.594406
567,2014-01-24 03:15:00,0.869121,short,1.000000,63.541861,False,Standard (NTI+MB+IC),0.869621,5.000000,0.868339,0.867557,0.866514,2014-01-24 03:30:00,0.868339,take_profit_1,1,0.250000,886.709577,7.822093,886.709577,PPT,0.700000,652.046773,TP1,0.300000,234.662804,886.709577
568,2014-01-24 03:45:00,0.868296,short,1.000000,67.679576,False,Standard (NTI+MB+IC),0.868796,5.000000,0.867514,0.866733,0.865691,2014-01-24 04:15:00,0.868943,stop_loss,0,0.500000,-647.198969,-6.471990,-647.198969,,,,,,,
