trade_id,entry_time,entry_price,direction,initial_size_millions,confidence,is_relaxed,entry_logic,sl_price,sl_distance_pips,tp1_price,tp2_price,tp3_price,exit_time,exit_price,exit_reason,tp_hits,trade_duration_hours,final_pnl,partial_exit_1_type,partial_exit_1_size_m,partial_exit_1_pnl,partial_exit_2_type,partial_exit_2_size_m,partial_exit_2_pnl,partial_pnl_total,final_exit_pips,pnl_per_million,partial_exit_3_type,partial_exit_3_size_m,partial_exit_3_pnl
1,2022-04-04 10:45:00,0.754243,long,1.000000,44.990888,False,Standard (NTI+MB+IC),0.753743,5.000000,0.754922,0.755601,0.756506,2022-04-04 11:15:00,0.754922,take_profit_1,1,0.500000,558.248598,PPT,0.700000,354.602873,TP1,0.300000,203.645725,558.248598,6.788191,558.248598,,,
2,2022-04-04 11:30:00,0.755433,long,1.000000,58.648750,False,Standard (NTI+MB+IC),0.754933,5.000000,0.756113,0.756793,0.757699,2022-04-04 11:45:00,0.754916,stop_loss,0,0.250000,-516.571702,,,,,,,,-5.165717,-516.571702,,,
3,2022-04-04 12:00:00,0.754561,long,1.000000,55.684011,False,Standard (NTI+MB+IC),0.754061,5.000000,0.755241,0.755920,0.756825,2022-04-04 12:45:00,0.753887,stop_loss,0,0.750000,-674.898348,,,,,,,,-6.748983,-674.898348,,,
4,2022-04-04 13:00:00,0.754093,long,1.000000,40.559962,False,Standard (NTI+MB+IC),0.753593,5.000000,0.754772,0.755450,0.756355,2022-04-04 14:45:00,0.754772,take_profit_1,1,1.750000,516.560143,PPT,0.700000,312.955054,TP1,0.300000,203.605089,516.560143,6.786836,516.560143,,,
5,2022-04-04 15:00:00,0.754783,long,1.000000,34.050127,False,Standard (NTI+MB+IC),0.754283,5.000000,0.755462,0.756142,0.757047,2022-04-04 15:30:00,0.754113,stop_loss,0,0.500000,-669.992166,,,,,,,,-6.699922,-669.992166,,,
6,2022-04-05 00:30:00,0.759483,long,1.000000,27.305820,False,Standard (NTI+MB+IC),0.758983,5.000000,0.760166,0.760850,0.761761,2022-04-05 00:45:00,0.760166,take_profit_1,1,0.250000,441.065069,PPT,0.700000,236.004699,TP1,0.300000,205.060370,441.065069,6.835346,441.065069,,,
7,2022-04-05 01:00:00,0.760474,long,1.000000,42.786022,False,Standard (NTI+MB+IC),0.759974,5.000000,0.761158,0.761843,0.762755,2022-04-05 01:30:00,0.761158,take_profit_1,1,0.500000,629.635470,PPT,0.700000,424.307532,TP1,0.300000,205.327939,629.635470,6.844265,629.635470,,,
8,2022-04-05 01:45:00,0.761318,long,1.000000,59.678054,False,Standard (NTI+MB+IC),0.760818,5.000000,0.762003,0.762688,0.763602,2022-04-05 02:45:00,0.762003,take_profit_1,1,1.000000,871.965771,PPT,0.700000,666.409914,TP1,0.300000,205.555856,871.965771,6.851862,871.965771,,,
9,2022-04-05 03:00:00,0.762799,long,1.000000,71.539684,False,Standard (NTI+MB+IC),0.762299,5.000000,0.763486,0.764172,0.765088,2022-04-05 03:15:00,0.763486,take_profit_1,1,0.250000,661.560326,PPT,0.700000,455.604559,TP1,0.300000,205.955767,661.560326,6.865192,661.560326,,,
10,2022-04-05 03:30:00,0.763018,long,1.000000,75.682189,False,Standard (NTI+MB+IC),0.762518,5.000000,0.763705,0.764392,0.765307,2022-04-05 04:00:00,0.763705,take_profit_1,1,0.500000,781.184962,PPT,0.700000,575.170013,TP1,0.300000,206.014949,781.184962,6.867165,781.184962,,,
11,2022-04-05 04:15:00,0.762865,long,1.000000,79.213507,False,Standard (NTI+MB+IC),0.762365,5.000000,0.763552,0.764238,0.765154,2022-04-05 04:45:00,0.763552,take_profit_1,1,0.500000,447.281594,PPT,0.700000,241.307970,TP1,0.300000,205.973624,447.281594,6.865787,447.281594,,,
